timeframe,param_id,exit_model,friction_case,entry_mode,range_mult,ret_mult,vol_z_min,close_loc_long_min,close_loc_short_max,body_min,require_direction,stop_atr_mult,target_r,max_hold_bars,taker_fee_bps_per_side,slippage_bps_per_side,month,total_trades,trades_per_year,win_rate,ev_per_trade_r,total_ev_r,max_drawdown_r,max_losing_streak,profit_factor,average_win_r,average_loss_r
15m,range2_ret2_vz2_cl0.7_cs0.3_body0.5,model_a,base,next_open,2.0,2.0,2.0,0.7,0.3,0.5,True,1.0,1.5,8,4.0,5.0,2025-06,383,4674.386355725722,0.3368146214099217,-0.5847817484290287,-223.971409648318,,,0.3734428129925536,1.034823452898607,-1.4073371459536943
15m,range2_ret2_vz2_cl0.7_cs0.3_body0.5,model_a,base,next_open,2.0,2.0,2.0,0.7,0.3,0.5,True,1.0,1.5,8,4.0,5.0,2025-07,387,4631.3201365187715,0.34366925064599485,-0.5116965767768538,-198.0265752126424,,,0.43309920763011567,1.137501978686797,-1.375253300700734
15m,range2_ret2_vz2_cl0.7_cs0.3_body0.5,model_a,base,next_open,2.0,2.0,2.0,0.7,0.3,0.5,True,1.0,1.5,8,4.0,5.0,2025-08,347,4092.5691220988897,0.33429394812680113,-0.49983050496374676,-173.44118522242013,,,0.4439418692140194,1.1937136341938777,-1.3502682544974456
15m,range2_ret2_vz2_cl0.7_cs0.3_body0.5,model_a,base,next_open,2.0,2.0,2.0,0.7,0.3,0.5,True,1.0,1.5,8,4.0,5.0,2025-09,376,4619.503854239663,0.35904255319148937,-0.5512231477213689,-207.2599035432347,,,0.41783880747940494,1.1019123358937317,-1.4772533978792053
15m,range2_ret2_vz2_cl0.7_cs0.3_body0.5,model_a,base,next_open,2.0,2.0,2.0,0.7,0.3,0.5,True,1.0,1.5,8,4.0,5.0,2025-10,392,4694.360655737705,0.4005102040816326,-0.3114050550422831,-122.07078157657497,,,0.6022189842719692,1.177124672106656,-1.3058695961588083
15m,range2_ret2_vz2_cl0.7_cs0.3_body0.5,model_a,base,next_open,2.0,2.0,2.0,0.7,0.3,0.5,True,1.0,1.5,8,4.0,5.0,2025-11,412,5068.901052631579,0.3786407766990291,-0.3446132946335533,-141.98067738902395,,,0.5676515927021479,1.1949580046126782,-1.2827895551117254
15m,range2_ret2_vz2_cl0.7_cs0.3_body0.5,model_a,base,next_open,2.0,2.0,2.0,0.7,0.3,0.5,True,1.0,1.5,8,4.0,5.0,2025-12,457,5409.941931127616,0.3544857768052516,-0.4974271671138135,-227.32421537101277,,,0.4511503844229921,1.1534496819514326,-1.4040103859225248
15m,range2_ret2_vz2_cl0.7_cs0.3_body0.5,model_a,base,next_open,2.0,2.0,2.0,0.7,0.3,0.5,True,1.0,1.5,8,4.0,5.0,2026-01,470,5704.42367601246,0.28297872340425534,-0.7328843197167901,-344.4556302668914,,,0.29553074643035776,1.086481346512272,-1.450912906092058
15m,range2_ret2_vz2_cl0.7_cs0.3_body0.5,model_a,base,next_open,2.0,2.0,2.0,0.7,0.3,0.5,True,1.0,1.5,8,4.0,5.0,2026-02,455,6096.339319831868,0.36043956043956044,-0.3847321433285697,-175.0531252144992,,,0.5302956416363418,1.2050900158365596,-1.280714391105481
15m,range2_ret2_vz2_cl0.7_cs0.3_body0.5,model_a,base,next_open,2.0,2.0,2.0,0.7,0.3,0.5,True,1.0,1.5,8,4.0,5.0,2026-03,460,5473.172718018324,0.31956521739130433,-0.5699518140517331,-262.17783446379724,,,0.39201002613621344,1.1499511567627625,-1.3777017715908093
15m,range2_ret2_vz2_cl0.7_cs0.3_body0.5,model_a,base,next_open,2.0,2.0,2.0,0.7,0.3,0.5,True,1.0,1.5,8,4.0,5.0,2026-04,417,5190.517571884984,0.3261390887290168,-0.6373239672422629,-265.76409434002363,,,0.3493979539483633,1.0494513974863264,-1.45369923273368
15m,range2_ret2_vz2_cl0.7_cs0.3_body0.5,model_a,base,next_open,2.0,2.0,2.0,0.7,0.3,0.5,True,1.0,1.5,8,4.0,5.0,2026-05,33,4207.679999999999,0.15151515151515152,-1.2828428083077732,-42.33381267415652,,,0.09466168692412052,0.8852801353452711,-1.6700076196743883
15m,range2_ret2_vz2_cl0.7_cs0.3_body0.65,model_a,base,next_open,2.0,2.0,2.0,0.7,0.3,0.65,True,1.0,1.5,8,4.0,5.0,2025-05,261,3605.8723404255315,0.32567049808429116,-0.5104997900633561,-133.24044520653595,,,0.430760250271015,1.1861989930318464,-1.32992817962638
15m,range2_ret2_vz2_cl0.7_cs0.3_body0.65,model_a,base,next_open,2.0,2.0,2.0,0.7,0.3,0.65,True,1.0,1.5,8,4.0,5.0,2025-06,324,3954.311172989906,0.3271604938271605,-0.6234998232289922,-202.01394272619348,,,0.3498090894670226,1.0253347483475261,-1.4252267250047306
15m,range2_ret2_vz2_cl0.7_cs0.3_body0.65,model_a,base,next_open,2.0,2.0,2.0,0.7,0.3,0.65,True,1.0,1.5,8,4.0,5.0,2025-07,331,3980.1728395061727,0.3564954682779456,-0.47602282859679595,-157.56355626553946,,,0.4599734732373798,1.137343003261227,-1.3698123504711934
15m,range2_ret2_vz2_cl0.7_cs0.3_body0.65,model_a,base,next_open,2.0,2.0,2.0,0.7,0.3,0.65,True,1.0,1.5,8,4.0,5.0,2025-08,307,3620.803229061554,0.31921824104234525,-0.5428431570200523,-166.65284920515603,,,0.4120943766418951,1.1919985890869207,-1.3563096217017907
15m,range2_ret2_vz2_cl0.7_cs0.3_body0.65,model_a,base,next_open,2.0,2.0,2.0,0.7,0.3,0.65,True,1.0,1.5,8,4.0,5.0,2025-09,313,3845.4912403644007,0.36421725239616615,-0.5413286431751174,-169.43586531381175,,,0.42819796770226787,1.1130108570462798,-1.4890407186788326
15m,range2_ret2_vz2_cl0.7_cs0.3_body0.65,model_a,base,next_open,2.0,2.0,2.0,0.7,0.3,0.65,True,1.0,1.5,8,4.0,5.0,2025-10,339,4066.608279165241,0.40412979351032446,-0.30906657862414055,-104.77357015358365,,,0.6038726723088699,1.1658475056411612,-1.3093795961704096
15m,range2_ret2_vz2_cl0.7_cs0.3_body0.65,model_a,base,next_open,2.0,2.0,2.0,0.7,0.3,0.65,True,1.0,1.5,8,4.0,5.0,2025-11,325,3998.5263157894733,0.39076923076923076,-0.30997224637737575,-100.74098007264712,,,0.6010152040336615,1.1949000047362421,-1.2752185892633832
15m,range2_ret2_vz2_cl0.7_cs0.3_body0.65,model_a,base,next_open,2.0,2.0,2.0,0.7,0.3,0.65,True,1.0,1.5,8,4.0,5.0,2025-12,375,4439.230249831195,0.3893333333333333,-0.4121078128545496,-154.5404298204561,,,0.5235701416436064,1.1632288373415038,-1.4164709173463566
15m,range2_ret2_vz2_cl0.7_cs0.3_body0.65,model_a,base,next_open,2.0,2.0,2.0,0.7,0.3,0.65,True,1.0,1.5,8,4.0,5.0,2026-01,397,4818.417445482865,0.3198992443324937,-0.6511873357339522,-258.521372286379,,,0.3470162834883226,1.0817832046406193,-1.4663253306508803
15m,range2_ret2_vz2_cl0.7_cs0.3_body0.65,model_a,base,next_open,2.0,2.0,2.0,0.7,0.3,0.65,True,1.0,1.5,8,4.0,5.0,2026-02,385,5158.440962934658,0.32727272727272727,-0.4695503387428537,-180.77688041599868,,,0.4562275213686202,1.2037508291242653,-1.283588744732263
15m,range2_ret2_vz2_cl0.7_cs0.3_body0.65,model_a,base,next_open,2.0,2.0,2.0,0.7,0.3,0.65,True,1.0,1.5,8,4.0,5.0,2026-03,408,4877.6379133992505,0.30637254901960786,-0.6045875265825916,-246.6717108456974,,,0.367909328194042,1.1486051285955408,-1.3789659078450176
15m,range2_ret2_vz2_cl0.7_cs0.3_body0.65,model_a,base,next_open,2.0,2.0,2.0,0.7,0.3,0.65,True,1.0,1.5,8,4.0,5.0,2026-04,369,4593.047923322683,0.33875338753387535,-0.6123450970972654,-225.9553408288909,,,0.3685039762662861,1.054834088255937,-1.4664327945118159
15m,range2_ret2_vz2_cl0.7_cs0.3_body0.65,model_a,base,next_open,2.0,2.0,2.0,0.7,0.3,0.65,True,1.0,1.5,8,4.0,5.0,2026-05,28,3570.152727272727,0.17857142857142858,-1.2136156384062053,-33.98123787537375,,,0.1152479257666916,0.8852801353452711,-1.6698973283521783
15m,range2_ret2_vz2_cl0.8_cs0.2_body0.5,model_a,base,next_open,2.0,2.0,2.0,0.8,0.2,0.5,True,1.0,1.5,8,4.0,5.0,2025-05,217,2997.9858156028367,0.3225806451612903,-0.5190567703823776,-112.63531917297594,,,0.42509235865053774,1.1897665953093246,-1.3327821826165216
15m,range2_ret2_vz2_cl0.8_cs0.2_body0.5,model_a,base,next_open,2.0,2.0,2.0,0.8,0.2,0.5,True,1.0,1.5,8,4.0,5.0,2025-06,285,3478.329272537417,0.3157894736842105,-0.6259194886558805,-178.38705426692596,,,0.33388784871679794,0.9935142081700246,-1.373350425652452
15m,range2_ret2_vz2_cl0.8_cs0.2_body0.5,model_a,base,next_open,2.0,2.0,2.0,0.8,0.2,0.5,True,1.0,1.5,8,4.0,5.0,2025-07,298,3583.358024691358,0.34563758389261745,-0.5186372177689089,-154.55389089513486,,,0.4305909211820559,1.1347056033926186,-1.3919413745875622
15m,range2_ret2_vz2_cl0.8_cs0.2_body0.5,model_a,base,next_open,2.0,2.0,2.0,0.8,0.2,0.5,True,1.0,1.5,8,4.0,5.0,2025-08,276,3255.1846619576186,0.32608695652173914,-0.5256448713882851,-145.07798450316668,,,0.42571698214680964,1.1949617526662826,-1.3581964636727533
15m,range2_ret2_vz2_cl0.8_cs0.2_body0.5,model_a,base,next_open,2.0,2.0,2.0,0.8,0.2,0.5,True,1.0,1.5,8,4.0,5.0,2025-09,274,3366.3405746320955,0.3722627737226277,-0.5087069202203456,-139.38569614037468,,,0.44343859153633586,1.0887757351125256,-1.4560512855921646
15m,range2_ret2_vz2_cl0.8_cs0.2_body0.5,model_a,base,next_open,2.0,2.0,2.0,0.8,0.2,0.5,True,1.0,1.5,8,4.0,5.0,2025-10,289,3468.0,0.4013840830449827,-0.3046891630443275,-88.05516811981066,,,0.6084254964155568,1.179478042797016,-1.2998533010651128
15m,range2_ret2_vz2_cl0.8_cs0.2_body0.5,model_a,base,next_open,2.0,2.0,2.0,0.8,0.2,0.5,True,1.0,1.5,8,4.0,5.0,2025-11,322,3963.007371007371,0.40062111801242234,-0.27794074453265144,-89.49691973951377,,,0.6348246083834717,1.2060647591505722,-1.269840796217293
15m,range2_ret2_vz2_cl0.8_cs0.2_body0.5,model_a,base,next_open,2.0,2.0,2.0,0.8,0.2,0.5,True,1.0,1.5,8,4.0,5.0,2025-12,316,3757.2817904374365,0.3987341772151899,-0.3685800137886608,-116.47128435721682,,,0.5554201971711873,1.1548358538629948,-1.3788452733892325
15m,range2_ret2_vz2_cl0.8_cs0.2_body0.5,model_a,base,next_open,2.0,2.0,2.0,0.8,0.2,0.5,True,1.0,1.5,8,4.0,5.0,2026-01,356,4329.789802289282,0.27247191011235955,-0.7612391871733446,-271.00115063371067,,,0.27712054102962563,1.0710314767684928,-1.447456385638048
15m,range2_ret2_vz2_cl0.8_cs0.2_body0.5,model_a,base,next_open,2.0,2.0,2.0,0.8,0.2,0.5,True,1.0,1.5,8,4.0,5.0,2026-02,343,4595.701948796332,0.3236151603498542,-0.47529012789216885,-163.02451386701392,,,0.44902455928197804,1.1969273460432743,-1.275359695163006
15m,range2_ret2_vz2_cl0.8_cs0.2_body0.5,model_a,base,next_open,2.0,2.0,2.0,0.8,0.2,0.5,True,1.0,1.5,8,4.0,5.0,2026-03,283,3384.4174624829466,0.3250883392226148,-0.5327543509374473,-150.76948131529758,,,0.41475145204157626,1.1613769003378178,-1.3487756866302454
15m,range2_ret2_vz2_cl0.8_cs0.2_body0.5,model_a,base,next_open,2.0,2.0,2.0,0.8,0.2,0.5,True,1.0,1.5,8,4.0,5.0,2026-04,295,3671.948881789137,0.3694915254237288,-0.5326101600273614,-157.1199972080716,,,0.421673179007447,1.0510118409013782,-1.4606467089587194
15m,range2_ret2_vz2_cl0.8_cs0.2_body0.5,model_a,base,next_open,2.0,2.0,2.0,0.8,0.2,0.5,True,1.0,1.5,8,4.0,5.0,2026-05,17,2167.592727272727,0.0,-1.594927127540015,-27.113761168180254,,,0.0,0.0,-1.594927127540015
15m,range2_ret2_vz2_cl0.8_cs0.2_body0.65,model_a,base,next_open,2.0,2.0,2.0,0.8,0.2,0.65,True,1.0,1.5,8,4.0,5.0,2025-05,197,2721.673758865248,0.3147208121827411,-0.5372724691500385,-105.84267642255757,,,0.4113539458232,1.192972833767261,-1.33190364530465
15m,range2_ret2_vz2_cl0.8_cs0.2_body0.65,model_a,base,next_open,2.0,2.0,2.0,0.8,0.2,0.65,True,1.0,1.5,8,4.0,5.0,2025-06,250,3051.166028541594,0.312,-0.6522070902901561,-163.05177257253902,,,0.3207461298713975,0.9870978935296557,-1.3956128387665823
15m,range2_ret2_vz2_cl0.8_cs0.2_body0.65,model_a,base,next_open,2.0,2.0,2.0,0.8,0.2,0.65,True,1.0,1.5,8,4.0,5.0,2025-07,263,3162.4938271604938,0.3612167300380228,-0.48117478520407925,-126.54896850867284,,,0.4591798517465386,1.131006146014338,-1.3928247165478271
15m,range2_ret2_vz2_cl0.8_cs0.2_body0.65,model_a,base,next_open,2.0,2.0,2.0,0.8,0.2,0.65,True,1.0,1.5,8,4.0,5.0,2025-08,255,3007.507568113017,0.3058823529411765,-0.5825137912943825,-148.54101678006754,,,0.3844861657055104,1.1895828353580256,-1.3634377284632402
15m,range2_ret2_vz2_cl0.8_cs0.2_body0.65,model_a,base,next_open,2.0,2.0,2.0,0.8,0.2,0.65,True,1.0,1.5,8,4.0,5.0,2025-09,236,2899.4758234057463,0.3771186440677966,-0.4981110324193527,-117.55420365096722,,,0.45466697682653084,1.1012344053589416,-1.466422215836143
15m,range2_ret2_vz2_cl0.8_cs0.2_body0.65,model_a,base,next_open,2.0,2.0,2.0,0.8,0.2,0.65,True,1.0,1.5,8,4.0,5.0,2025-10,263,3161.4096674665752,0.39923954372623577,-0.3145186172525274,-82.7183963374147,,,0.5986930477317397,1.175277274292483,-1.3045728489754773
15m,range2_ret2_vz2_cl0.8_cs0.2_body0.65,model_a,base,next_open,2.0,2.0,2.0,0.8,0.2,0.65,True,1.0,1.5,8,4.0,5.0,2025-11,272,3380.8606876993977,0.39705882352941174,-0.288015037551235,-78.34009021393591,,,0.62343538926244,1.2009149746971493,-1.2685299236660246
15m,range2_ret2_vz2_cl0.8_cs0.2_body0.65,model_a,base,next_open,2.0,2.0,2.0,0.8,0.2,0.65,True,1.0,1.5,8,4.0,5.0,2025-12,271,3222.2258392675485,0.4354243542435424,-0.2816833889061284,-76.33619839356079,,,0.6414724385926898,1.1574546251841578,-1.391606824609748
15m,range2_ret2_vz2_cl0.8_cs0.2_body0.65,model_a,base,next_open,2.0,2.0,2.0,0.8,0.2,0.65,True,1.0,1.5,8,4.0,5.0,2026-01,307,3733.835587929241,0.30944625407166126,-0.6830920800662829,-209.70926858034883,,,0.325865975811222,1.0670549645614924,-1.467356085913635
15m,range2_ret2_vz2_cl0.8_cs0.2_body0.65,model_a,base,next_open,2.0,2.0,2.0,0.8,0.2,0.65,True,1.0,1.5,8,4.0,5.0,2026-02,306,4099.955674436377,0.3235294117647059,-0.47612712299587834,-145.69489963673877,,,0.4496769203159383,1.2025192163648628,-1.2789579809510154
15m,range2_ret2_vz2_cl0.8_cs0.2_body0.65,model_a,base,next_open,2.0,2.0,2.0,0.8,0.2,0.65,True,1.0,1.5,8,4.0,5.0,2026-03,256,3061.5225102319237,0.33984375,-0.4968500384798002,-127.19360985082885,,,0.4432759058406198,1.1640728204131257,-1.3518813327027857
15m,range2_ret2_vz2_cl0.8_cs0.2_body0.65,model_a,base,next_open,2.0,2.0,2.0,0.8,0.2,0.65,True,1.0,1.5,8,4.0,5.0,2026-04,268,3335.8722044728434,0.3694029850746269,-0.5359843655320053,-143.64380996257742,,,0.4218339274359268,1.0586212911311397,-1.4701024720979896
15m,range2_ret2_vz2_cl0.8_cs0.2_body0.65,model_a,base,next_open,2.0,2.0,2.0,0.8,0.2,0.65,True,1.0,1.5,8,4.0,5.0,2026-05,15,1912.5818181818179,0.0,-1.5760152721220273,-23.64022908183041,,,0.0,0.0,-1.5760152721220273
15m,range3_ret3_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_open,3.0,3.0,1.5,0.7,0.3,0.5,True,1.0,1.5,8,4.0,5.0,2025-05,116,1623.074221867518,0.29310344827586204,-0.6303623833558177,-73.12203646927486,,,0.3508986163076258,1.1626218529951233,-1.373794871598891
15m,range3_ret3_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_open,3.0,3.0,1.5,0.7,0.3,0.5,True,1.0,1.5,8,4.0,5.0,2025-06,152,1947.2882718304713,0.34210526315789475,-0.6371468024773043,-96.84631397655025,,,0.35638695405432114,1.0312802756165889,-1.5047288830861287
15m,range3_ret3_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_open,3.0,3.0,1.5,0.7,0.3,0.5,True,1.0,1.5,8,4.0,5.0,2025-07,124,1513.3783501566306,0.31451612903225806,-0.6235177299034506,-77.31619850802787,,,0.36494840786873606,1.1392744284970462,-1.432328249640149
15m,range3_ret3_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_open,3.0,3.0,1.5,0.7,0.3,0.5,True,1.0,1.5,8,4.0,5.0,2025-08,128,1538.6328419609185,0.3125,-0.6182187561521801,-79.13200078747906,,,0.36639848147936205,1.1440094474778157,-1.4192315759839964
15m,range3_ret3_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_open,3.0,3.0,1.5,0.7,0.3,0.5,True,1.0,1.5,8,4.0,5.0,2025-09,138,1752.5650126765663,0.34782608695652173,-0.5884743930674804,-81.20946624331229,,,0.39603737378859194,1.1094085938287324,-1.494011986078794
15m,range3_ret3_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_open,3.0,3.0,1.5,0.7,0.3,0.5,True,1.0,1.5,8,4.0,5.0,2025-10,146,1768.339896373057,0.4041095890410959,-0.32910825022455753,-48.0498045327854,,,0.5933891054075491,1.1885026961832945,-1.358292685144825
15m,range3_ret3_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_open,3.0,3.0,1.5,0.7,0.3,0.5,True,1.0,1.5,8,4.0,5.0,2025-11,130,1600.5337078651685,0.4,-0.3186654385151069,-41.4265070069639,,,0.6011108185410955,1.200541726188103,-1.3314702149839137
15m,range3_ret3_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_open,3.0,3.0,1.5,0.7,0.3,0.5,True,1.0,1.5,8,4.0,5.0,2025-12,233,2779.8271520925487,0.33905579399141633,-0.6034455871028717,-140.6028217949691,,,0.38436665181224433,1.111195589695602,-1.4830342427332575
15m,range3_ret3_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_open,3.0,3.0,1.5,0.7,0.3,0.5,True,1.0,1.5,8,4.0,5.0,2026-01,219,2658.9390581717453,0.3333333333333333,-0.6365097870588448,-139.395643365887,,,0.361289706068604,1.0801349347016174,-1.4948321479390758
15m,range3_ret3_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_open,3.0,3.0,1.5,0.7,0.3,0.5,True,1.0,1.5,8,4.0,5.0,2026-02,178,2384.9415361100496,0.33146067415730335,-0.4867901310896172,-86.64864333395187,,,0.4441698409777848,1.1735908497686685,-1.310004230842885
15m,range3_ret3_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_open,3.0,3.0,1.5,0.7,0.3,0.5,True,1.0,1.5,8,4.0,5.0,2026-03,212,2537.9201092523044,0.32075471698113206,-0.6090594179110541,-129.12059659714348,,,0.3749074683912706,1.13884965118267,-1.4344609227608682
15m,range3_ret3_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_open,3.0,3.0,1.5,0.7,0.3,0.5,True,1.0,1.5,8,4.0,5.0,2026-04,187,2327.6421725239616,0.33689839572192515,-0.6648669841959374,-124.33012604464028,,,0.34384623396806974,1.0341760374819038,-1.5280904548870986
15m,range3_ret3_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_open,3.0,3.0,1.5,0.7,0.3,0.5,True,1.0,1.5,8,4.0,5.0,2026-05,17,2232.5393258426966,0.058823529411764705,-1.5929151535328199,-27.079557610057936,,,0.013688434044698937,0.3758211412089454,-1.7159611719541803
15m,range3_ret3_vz1.5_cl0.7_cs0.3_body0.65,model_a,base,next_open,3.0,3.0,1.5,0.7,0.3,0.65,True,1.0,1.5,8,4.0,5.0,2025-05,102,1462.1946034341781,0.3137254901960784,-0.5827819831069725,-59.443762276911194,,,0.3856594747641907,1.1661412317359234,-1.382289738463725
