timeframe,param_id,exit_model,friction_case,entry_mode,range_mult,ret_mult,vol_z_min,close_loc_long_min,close_loc_short_max,body_min,require_direction,stop_atr_mult,target_r,max_hold_bars,taker_fee_bps_per_side,slippage_bps_per_side,symbol,total_trades,trades_per_year,win_rate,ev_per_trade_r,total_ev_r,max_drawdown_r,max_losing_streak,profit_factor,average_win_r,average_loss_r
1h,range2.5_ret2.5_vz1.5_cl0.7_cs0.3_body0.5,model_b,stress,next_close,2.5,2.5,1.5,0.7,0.3,0.5,True,1.2,2.0,8,8.0,10.0,XRPUSDT,112,115.03128295254834,0.30357142857142855,-0.32927580852880717,-36.878890555226405,,,0.5809250854226878,1.5035829619892684,-1.1282142469597634
1h,range2.5_ret2.5_vz1.5_cl0.7_cs0.3_body0.65,model_b,stress,next_close,2.5,2.5,1.5,0.7,0.3,0.65,True,1.2,2.0,8,8.0,10.0,ADAUSDT,82,84.2292008436841,0.25609756097560976,-0.4716780478214245,-38.67759992135681,,,0.4257513531697259,1.3655143816657005,-1.1041541301038775
1h,range2.5_ret2.5_vz1.5_cl0.7_cs0.3_body0.65,model_b,stress,next_close,2.5,2.5,1.5,0.7,0.3,0.65,True,1.2,2.0,8,8.0,10.0,AVAXUSDT,99,105.51173252279635,0.35353535353535354,-0.2755427000302534,-27.278727302995087,,,0.63787024269729,1.3728534793588993,-1.1770093606336964
1h,range2.5_ret2.5_vz1.5_cl0.7_cs0.3_body0.65,model_b,stress,next_close,2.5,2.5,1.5,0.7,0.3,0.65,True,1.2,2.0,8,8.0,10.0,BNBUSDT,93,96.3410541243205,0.2903225806451613,-0.5548058007157765,-51.596939466567214,,,0.41474313087981496,1.354231338552955,-1.3357755395075301
1h,range2.5_ret2.5_vz1.5_cl0.7_cs0.3_body0.65,model_b,stress,next_close,2.5,2.5,1.5,0.7,0.3,0.65,True,1.2,2.0,8,8.0,10.0,BTCUSDT,121,122.80722473080931,0.2644628099173554,-0.7376893638403658,-89.26041302468425,,,0.27161999270108256,1.0401898944965207,-1.3769268499839653
1h,range2.5_ret2.5_vz1.5_cl0.7_cs0.3_body0.65,model_b,stress,next_close,2.5,2.5,1.5,0.7,0.3,0.65,True,1.2,2.0,8,8.0,10.0,ETHUSDT,131,134.1368998948721,0.32061068702290074,-0.33818867039966655,-44.30271582235632,,,0.5763590657635184,1.4350805261749366,-1.1750123361989175
1h,range2.5_ret2.5_vz1.5_cl0.7_cs0.3_body0.65,model_b,stress,next_close,2.5,2.5,1.5,0.7,0.3,0.65,True,1.2,2.0,8,8.0,10.0,LINKUSDT,84,89.1026137463698,0.27380952380952384,-0.37833405257616903,-31.7800604163982,,,0.525904961524521,1.5327408783100471,-1.0989032888119554
1h,range2.5_ret2.5_vz1.5_cl0.7_cs0.3_body0.65,model_b,stress,next_close,2.5,2.5,1.5,0.7,0.3,0.65,True,1.2,2.0,8,8.0,10.0,LTCUSDT,91,92.92940354147251,0.25274725274725274,-0.5082483903153673,-46.250603518698426,,,0.4188205324972218,1.4491297421993838,-1.170302758665945
1h,range2.5_ret2.5_vz1.5_cl0.7_cs0.3_body0.65,model_b,stress,next_close,2.5,2.5,1.5,0.7,0.3,0.65,True,1.2,2.0,8,8.0,10.0,SOLUSDT,91,94.12460176991151,0.3076923076923077,-0.39832260194376146,-36.24735677688229,,,0.5066223388353088,1.3293004898658087,-1.1661550871924593
1h,range2.5_ret2.5_vz1.5_cl0.7_cs0.3_body0.65,model_b,stress,next_close,2.5,2.5,1.5,0.7,0.3,0.65,True,1.2,2.0,8,8.0,10.0,XRPUSDT,99,102.73872380726885,0.2828282828282828,-0.4329917440443147,-42.86618266038715,,,0.47847829256070534,1.4045804802262094,-1.1576681141791691
1h,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.5,model_b,stress,next_close,2.5,2.5,1.5,0.8,0.2,0.5,True,1.2,2.0,8,8.0,10.0,ADAUSDT,67,68.82142020154676,0.23880597014925373,-0.5034618685656657,-33.7319451938996,,,0.4009887612046228,1.4112976978033556,-1.1041707521324176
1h,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.5,model_b,stress,next_close,2.5,2.5,1.5,0.8,0.2,0.5,True,1.2,2.0,8,8.0,10.0,AVAXUSDT,89,94.85398176291793,0.3258426966292135,-0.3582722509290312,-31.886230332683777,,,0.5491398642083566,1.3392026977777969,-1.1787184761373313
1h,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.5,model_b,stress,next_close,2.5,2.5,1.5,0.8,0.2,0.5,True,1.2,2.0,8,8.0,10.0,BNBUSDT,81,83.90995036634365,0.25925925925925924,-0.5882849432893738,-47.65108040643928,,,0.3859561399829528,1.4262380493530553,-1.293367990714224
1h,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.5,model_b,stress,next_close,2.5,2.5,1.5,0.8,0.2,0.5,True,1.2,2.0,8,8.0,10.0,BTCUSDT,112,113.67280305661689,0.21428571428571427,-0.869069798566237,-97.33581743941855,,,0.1951401539050741,0.983304033602938,-1.374262661885103
1h,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.5,model_b,stress,next_close,2.5,2.5,1.5,0.8,0.2,0.5,True,1.2,2.0,8,8.0,10.0,ETHUSDT,110,113.28242481203009,0.34545454545454546,-0.2645410517510527,-29.099515692615796,,,0.656749894876073,1.465181739494388,-1.1774503026861463
1h,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.5,model_b,stress,next_close,2.5,2.5,1.5,0.8,0.2,0.5,True,1.2,2.0,8,8.0,10.0,LINKUSDT,80,85.63682989375992,0.2375,-0.4864503588618251,-38.91602870894601,,,0.42388045826307225,1.506973803351035,-1.1073529667641915
1h,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.5,model_b,stress,next_close,2.5,2.5,1.5,0.8,0.2,0.5,True,1.2,2.0,8,8.0,10.0,LTCUSDT,79,80.59048062376354,0.26582278481012656,-0.5052697689059381,-39.91631174356911,,,0.41483041171965235,1.3474726258071488,-1.176090291129642
1h,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.5,model_b,stress,next_close,2.5,2.5,1.5,0.8,0.2,0.5,True,1.2,2.0,8,8.0,10.0,SOLUSDT,81,83.78123893805311,0.2962962962962963,-0.4192653907415423,-33.960496650064925,,,0.4888914726165056,1.3535120501570603,-1.1656979974356907
1h,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.5,model_b,stress,next_close,2.5,2.5,1.5,0.8,0.2,0.5,True,1.2,2.0,8,8.0,10.0,XRPUSDT,80,82.1652021089631,0.3125,-0.3807570507235939,-30.460564057887513,,,0.5347270824252692,1.400304030813147,-1.1903302696039306
1h,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.65,model_b,stress,next_close,2.5,2.5,1.5,0.8,0.2,0.65,True,1.2,2.0,8,8.0,10.0,ADAUSDT,64,65.73986407311929,0.21875,-0.560538727816256,-35.874478580240385,,,0.3502211171030853,1.3811291694280794,-1.10420573904467
1h,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.65,model_b,stress,next_close,2.5,2.5,1.5,0.8,0.2,0.65,True,1.2,2.0,8,8.0,10.0,AVAXUSDT,84,89.52510638297872,0.32142857142857145,-0.370086675994446,-31.087280783533462,,,0.5368797810246729,1.3347572190061696,-1.1776443104684218
1h,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.65,model_b,stress,next_close,2.5,2.5,1.5,0.8,0.2,0.65,True,1.2,2.0,8,8.0,10.0,BNBUSDT,74,76.65847317419049,0.2702702702702703,-0.5750221917512238,-42.55164218959057,,,0.3988763862224376,1.4117599837539125,-1.3108674419383115
1h,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.65,model_b,stress,next_close,2.5,2.5,1.5,0.8,0.2,0.65,True,1.2,2.0,8,8.0,10.0,BTCUSDT,106,107.58318860715526,0.22641509433962265,-0.8322479779271926,-88.21828566028242,,,0.21333392282323915,0.9968202885286602,-1.3675850315240277
1h,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.65,model_b,stress,next_close,2.5,2.5,1.5,0.8,0.2,0.65,True,1.2,2.0,8,8.0,10.0,ETHUSDT,95,97.83482142857143,0.3473684210526316,-0.24455587072640514,-23.232807719008488,,,0.6764198131047476,1.471709715208531,-1.1580520696917744
1h,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.65,model_b,stress,next_close,2.5,2.5,1.5,0.8,0.2,0.65,True,1.2,2.0,8,8.0,10.0,LINKUSDT,71,76.00268653071193,0.23943661971830985,-0.46974228545077146,-33.351702267004775,,,0.4327102097422874,1.4964467202661824,-1.0887277131764792
1h,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.65,model_b,stress,next_close,2.5,2.5,1.5,0.8,0.2,0.65,True,1.2,2.0,8,8.0,10.0,LTCUSDT,73,74.469684627022,0.2465753424657534,-0.5284870146921753,-38.5795520725288,,,0.4012937450181044,1.4365914283675079,-1.1716035960571625
1h,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.65,model_b,stress,next_close,2.5,2.5,1.5,0.8,0.2,0.65,True,1.2,2.0,8,8.0,10.0,SOLUSDT,75,77.57522123893806,0.32,-0.3637252339606619,-27.279392547049643,,,0.5348453648861824,1.3069360487265804,-1.1499187787546583
1h,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.65,model_b,stress,next_close,2.5,2.5,1.5,0.8,0.2,0.65,True,1.2,2.0,8,8.0,10.0,XRPUSDT,74,78.85776805251642,0.2972972972972973,-0.4403666934127319,-32.58713531254216,,,0.4776191204353401,1.3543095325087384,-1.1996527889948925
1h,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.5,model_b,stress,next_close,2.5,2.5,2.5,0.7,0.3,0.5,True,1.2,2.0,8,8.0,10.0,ADAUSDT,75,79.93313069908814,0.25333333333333335,-0.4834713139071613,-36.2603485430371,,,0.4084556680278264,1.3177590362402853,-1.094603039850045
1h,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.5,model_b,stress,next_close,2.5,2.5,2.5,0.7,0.3,0.5,True,1.2,2.0,8,8.0,10.0,AVAXUSDT,84,89.92965315095262,0.38095238095238093,-0.1966649598896476,-16.5198566307304,,,0.7232022902747041,1.3488187549278785,-1.1477318613158176
1h,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.5,model_b,stress,next_close,2.5,2.5,2.5,0.7,0.3,0.5,True,1.2,2.0,8,8.0,10.0,BNBUSDT,89,92.19735287166154,0.2808988764044944,-0.5727617828677171,-50.97579867522682,,,0.408466261311844,1.4079936639578223,-1.3464943792839434
1h,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.5,model_b,stress,next_close,2.5,2.5,2.5,0.7,0.3,0.5,True,1.2,2.0,8,8.0,10.0,BTCUSDT,107,108.5981243487322,0.2803738317757009,-0.6924289711047904,-74.08989990821257,,,0.2967306444711793,1.0420257698672577,-1.3681905584964975
1h,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.5,model_b,stress,next_close,2.5,2.5,2.5,0.7,0.3,0.5,True,1.2,2.0,8,8.0,10.0,ETHUSDT,125,127.9932250905268,0.312,-0.38038001867430926,-47.54750233428866,,,0.5356665812319804,1.4064610599848801,-1.1906916706244068
1h,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.5,model_b,stress,next_close,2.5,2.5,2.5,0.7,0.3,0.5,True,1.2,2.0,8,8.0,10.0,LINKUSDT,84,89.1026137463698,0.2857142857142857,-0.3503969338654396,-29.433342444696923,,,0.5564415546583678,1.5384983836144437,-1.105955060857393
1h,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.5,model_b,stress,next_close,2.5,2.5,2.5,0.7,0.3,0.5,True,1.2,2.0,8,8.0,10.0,LTCUSDT,87,88.76187150837988,0.21839080459770116,-0.6161820294940482,-53.6078365659822,,,0.3240837980058077,1.3528172829023817,-1.1663436020754037
1h,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.5,model_b,stress,next_close,2.5,2.5,2.5,0.7,0.3,0.5,True,1.2,2.0,8,8.0,10.0,SOLUSDT,83,88.94596577017114,0.3132530120481928,-0.4025380033787131,-33.410654280433185,,,0.5037149641378964,1.3042633928998382,-1.1810789911548945
1h,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.5,model_b,stress,next_close,2.5,2.5,2.5,0.7,0.3,0.5,True,1.2,2.0,8,8.0,10.0,XRPUSDT,91,93.98044297832234,0.32967032967032966,-0.2510103429411902,-22.841941207648304,,,0.6677008693053156,1.5299050957575127,-1.126870394760224
1h,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.65,model_b,stress,next_close,2.5,2.5,2.5,0.7,0.3,0.65,True,1.2,2.0,8,8.0,10.0,ADAUSDT,69,73.53848024316109,0.2608695652173913,-0.4750293645707485,-32.77702615538165,,,0.4160976015018821,1.2976333414148609,-1.100675025506846
1h,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.65,model_b,stress,next_close,2.5,2.5,2.5,0.7,0.3,0.65,True,1.2,2.0,8,8.0,10.0,AVAXUSDT,77,82.43551538837323,0.37662337662337664,-0.2218442017919804,-17.08200353798249,,,0.6885384213899789,1.3021604742200652,-1.1425970268825913
1h,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.65,model_b,stress,next_close,2.5,2.5,2.5,0.7,0.3,0.65,True,1.2,2.0,8,8.0,10.0,BNBUSDT,79,81.83809974001417,0.31645569620253167,-0.46252397544594265,-36.53939406022947,,,0.4906637389639334,1.4079936639578223,-1.328504364058797
1h,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.65,model_b,stress,next_close,2.5,2.5,2.5,0.7,0.3,0.65,True,1.2,2.0,8,8.0,10.0,BTCUSDT,99,100.47863841611671,0.2828282828282828,-0.674560563821768,-66.78149581835503,,,0.3070538902253813,1.0568497626525073,-1.3573702700369752
1h,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.65,model_b,stress,next_close,2.5,2.5,2.5,0.7,0.3,0.65,True,1.2,2.0,8,8.0,10.0,ETHUSDT,109,111.61009227893938,0.3119266055045872,-0.3572586363568896,-38.941191362900966,,,0.5507961639868995,1.4043577903972844,-1.155858083152115
1h,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.65,model_b,stress,next_close,2.5,2.5,2.5,0.7,0.3,0.65,True,1.2,2.0,8,8.0,10.0,LINKUSDT,72,76.37366892545982,0.2638888888888889,-0.3815146101419603,-27.46905193022114,,,0.5156786564810637,1.5393437678842694,-1.0701242173589105
1h,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.65,model_b,stress,next_close,2.5,2.5,2.5,0.7,0.3,0.65,True,1.2,2.0,8,8.0,10.0,LTCUSDT,81,82.64036312849161,0.18518518518518517,-0.6901656580563917,-55.90341830256773,,,0.2701488104914947,1.379481385971958,-1.160539986244653
1h,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.65,model_b,stress,next_close,2.5,2.5,2.5,0.7,0.3,0.65,True,1.2,2.0,8,8.0,10.0,SOLUSDT,74,79.30122249388754,0.33783783783783783,-0.34083921919751603,-25.222102220616186,,,0.5596669745259537,1.28230015232674,-1.168971551607851
1h,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.65,model_b,stress,next_close,2.5,2.5,2.5,0.7,0.3,0.65,True,1.2,2.0,8,8.0,10.0,XRPUSDT,83,86.61642857142857,0.30120481927710846,-0.354085234888278,-29.389074495727073,,,0.5601591278498304,1.4971376586593845,-1.1520261372795118
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.5,model_b,stress,next_close,2.5,2.5,2.5,0.8,0.2,0.5,True,1.2,2.0,8,8.0,10.0,ADAUSDT,53,56.48607902735562,0.20754716981132076,-0.6137021092198462,-32.52621178865185,,,0.29980912803388043,1.2661034927673123,-1.1060321478355306
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.5,model_b,stress,next_close,2.5,2.5,2.5,0.8,0.2,0.5,True,1.2,2.0,8,8.0,10.0,AVAXUSDT,68,72.87139364303178,0.36764705882352944,-0.26405385658290775,-17.955662247637726,,,0.6370355617408925,1.2605527352724477,-1.150453037894161
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.5,model_b,stress,next_close,2.5,2.5,2.5,0.8,0.2,0.5,True,1.2,2.0,8,8.0,10.0,BNBUSDT,70,72.51477192153155,0.3,-0.4762350489618091,-33.33645342732664,,,0.4733462504226876,1.4267696434128414,-1.291808488550945
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.5,model_b,stress,next_close,2.5,2.5,2.5,0.8,0.2,0.5,True,1.2,2.0,8,8.0,10.0,BTCUSDT,86,87.28447377561653,0.23255813953488372,-0.8322564585921518,-71.57405543892506,,,0.20574296859078536,0.927020980472685,-1.3653708340663446
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.5,model_b,stress,next_close,2.5,2.5,2.5,0.8,0.2,0.5,True,1.2,2.0,8,8.0,10.0,ETHUSDT,91,93.7154605263158,0.32967032967032966,-0.3111847209032871,-28.317809602199127,,,0.604196165787981,1.4409083916721046,-1.172869858235447
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.5,model_b,stress,next_close,2.5,2.5,2.5,0.8,0.2,0.5,True,1.2,2.0,8,8.0,10.0,LINKUSDT,68,72.79130540969594,0.25,-0.4225448416743768,-28.73304923385762,,,0.47477966960970797,1.5278593665737892,-1.0726795777570988
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.5,model_b,stress,next_close,2.5,2.5,2.5,0.8,0.2,0.5,True,1.2,2.0,8,8.0,10.0,LTCUSDT,67,68.35684357541899,0.208955223880597,-0.6281561147772754,-42.086459690077454,,,0.31839334378820466,1.4042502694406387,-1.165018178532951
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.5,model_b,stress,next_close,2.5,2.5,2.5,0.8,0.2,0.5,True,1.2,2.0,8,8.0,10.0,SOLUSDT,66,70.7281173594132,0.30303030303030304,-0.42641382528995037,-28.143312469136724,,,0.4778952750235403,1.2880132480239412,-1.1718169006438164
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.5,model_b,stress,next_close,2.5,2.5,2.5,0.8,0.2,0.5,True,1.2,2.0,8,8.0,10.0,XRPUSDT,66,68.16163996229972,0.3333333333333333,-0.2941888769435041,-19.41646587827127,,,0.6258494180754774,1.476287460190393,-1.1794270455104527
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.65,model_b,stress,next_close,2.5,2.5,2.5,0.8,0.2,0.65,True,1.2,2.0,8,8.0,10.0,ADAUSDT,51,54.354528875379934,0.21568627450980393,-0.5878281936541653,-29.97923787636243,,,0.3186017183897199,1.2743096820437176,-1.099916109471083
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.65,model_b,stress,next_close,2.5,2.5,2.5,0.8,0.2,0.65,True,1.2,2.0,8,8.0,10.0,AVAXUSDT,64,68.58484107579461,0.375,-0.23953799851599225,-15.330431905023504,,,0.6658005050056754,1.2725694105368988,-1.146802443947727
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.65,model_b,stress,next_close,2.5,2.5,2.5,0.8,0.2,0.65,True,1.2,2.0,8,8.0,10.0,BNBUSDT,66,68.3710706688726,0.3181818181818182,-0.4278087415491332,-28.23537694224279,,,0.5148355547814384,1.4267696434128414,-1.2932786545313881
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.65,model_b,stress,next_close,2.5,2.5,2.5,0.8,0.2,0.65,True,1.2,2.0,8,8.0,10.0,BTCUSDT,83,84.23966655088573,0.24096385542168675,-0.8034835819928378,-66.68913730540554,,,0.22050192167495888,0.9432404863835517,-1.3579991592551839
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.65,model_b,stress,next_close,2.5,2.5,2.5,0.8,0.2,0.65,True,1.2,2.0,8,8.0,10.0,ETHUSDT,80,82.38721804511279,0.325,-0.30382625199001145,-24.306100159200916,,,0.6096127107920948,1.4598232631319408,-1.1529908333450254
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.65,model_b,stress,next_close,2.5,2.5,2.5,0.8,0.2,0.65,True,1.2,2.0,8,8.0,10.0,LINKUSDT,60,64.22762242031995,0.25,-0.40871961625947595,-24.523176975568557,,,0.4815821045789629,1.5187134141739904,-1.0511972930706313
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.65,model_b,stress,next_close,2.5,2.5,2.5,0.8,0.2,0.65,True,1.2,2.0,8,8.0,10.0,LTCUSDT,65,66.31634078212291,0.2,-0.6520556412003461,-42.3836166780225,,,0.29746097339201,1.3804294024325754,-1.1601769021085764
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.65,model_b,stress,next_close,2.5,2.5,2.5,0.8,0.2,0.65,True,1.2,2.0,8,8.0,10.0,SOLUSDT,62,66.44156479217604,0.3387096774193548,-0.3459688860915923,-21.450070937678724,,,0.5498753683909638,1.2477883457792283,-1.1622835658303055
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.65,model_b,stress,next_close,2.5,2.5,2.5,0.8,0.2,0.65,True,1.2,2.0,8,8.0,10.0,XRPUSDT,62,66.4496882259445,0.3064516129032258,-0.3874164362772173,-24.019819049187472,,,0.5316436749072295,1.4350280562659061,-1.1926826074009231
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.5,model_b,stress,next_close,2.5,2.5,2.0,0.7,0.3,0.5,True,1.2,2.0,8,8.0,10.0,ADAUSDT,83,88.45933130699088,0.24096385542168675,-0.4956577272012576,-41.13959135770438,,,0.40876502745612603,1.4221440689232856,-1.1044836942249223
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.5,model_b,stress,next_close,2.5,2.5,2.0,0.7,0.3,0.5,True,1.2,2.0,8,8.0,10.0,AVAXUSDT,100,107.05911089399122,0.39,-0.16234915448624,-16.234915448623997,,,0.772729377951217,1.4153685697461695,-1.1710539289954853
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.5,model_b,stress,next_close,2.5,2.5,2.0,0.7,0.3,0.5,True,1.2,2.0,8,8.0,10.0,BNBUSDT,98,101.52068069014418,0.2755102040816326,-0.5861378183647907,-57.44150619974949,,,0.3997127299318939,1.4166119505426447,-1.347746885414097
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.5,model_b,stress,next_close,2.5,2.5,2.0,0.7,0.3,0.5,True,1.2,2.0,8,8.0,10.0,BTCUSDT,126,127.881903438694,0.2619047619047619,-0.745925584782414,-93.98662368258417,,,0.2616905425014253,1.0094892640482296,-1.3688147246900617
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.5,model_b,stress,next_close,2.5,2.5,2.0,0.7,0.3,0.5,True,1.2,2.0,8,8.0,10.0,ETHUSDT,143,146.42424950356266,0.32867132867132864,-0.3326811660086704,-47.57340673923987,,,0.5860643879666942,1.4331080493910386,-1.1971821360481114
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.5,model_b,stress,next_close,2.5,2.5,2.0,0.7,0.3,0.5,True,1.2,2.0,8,8.0,10.0,LINKUSDT,90,95.46708615682478,0.28888888888888886,-0.34681860961311356,-31.21367486518022,,,0.5641325679667217,1.5538114135044219,-1.1189495565046124
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.5,model_b,stress,next_close,2.5,2.5,2.0,0.7,0.3,0.5,True,1.2,2.0,8,8.0,10.0,LTCUSDT,93,94.88337988826815,0.23655913978494625,-0.5743183849383134,-53.41160979926315,,,0.35708567447122425,1.348442125351137,-1.1701033317885656
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.5,model_b,stress,next_close,2.5,2.5,2.0,0.7,0.3,0.5,True,1.2,2.0,8,8.0,10.0,SOLUSDT,96,99.29628318584071,0.2916666666666667,-0.4387041368843619,-42.11559714089874,,,0.4714967867751417,1.3418872817309178,-1.1718888386671242
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.5,model_b,stress,next_close,2.5,2.5,2.0,0.7,0.3,0.5,True,1.2,2.0,8,8.0,10.0,XRPUSDT,98,101.20970782280867,0.3163265306122449,-0.26632150730560766,-26.099507715949553,,,0.6464814493748857,1.5396233230780203,-1.1019079213637042
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.65,model_b,stress,next_close,2.5,2.5,2.0,0.7,0.3,0.65,True,1.2,2.0,8,8.0,10.0,ADAUSDT,77,82.06468085106383,0.24675324675324675,-0.4890424541564797,-37.656268970048934,,,0.41544895641490603,1.4085715702825152,-1.1106746345761502
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.65,model_b,stress,next_close,2.5,2.5,2.0,0.7,0.3,0.65,True,1.2,2.0,8,8.0,10.0,AVAXUSDT,92,98.49438202247191,0.3804347826086957,-0.20242764292760868,-18.62334314934,,,0.7203571653028491,1.3706727720378995,-1.168366494222219
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.65,model_b,stress,next_close,2.5,2.5,2.0,0.7,0.3,0.65,True,1.2,2.0,8,8.0,10.0,BNBUSDT,87,90.12550224533207,0.2988505747126437,-0.5112113947517153,-44.47539134339923,,,0.45097609619281614,1.4051047424352112,-1.3280018794543396
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.65,model_b,stress,next_close,2.5,2.5,2.0,0.7,0.3,0.65,True,1.2,2.0,8,8.0,10.0,BTCUSDT,115,116.71761028134769,0.26956521739130435,-0.726762959152587,-83.57774030254751,,,0.2746367161856015,1.0207795474788401,-1.3716893604094231
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.65,model_b,stress,next_close,2.5,2.5,2.0,0.7,0.3,0.65,True,1.2,2.0,8,8.0,10.0,ETHUSDT,126,129.01717089125103,0.3333333333333333,-0.2988190554708843,-37.65120098933142,,,0.6154252373175553,1.4345776632256229,-1.165517414819138
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.65,model_b,stress,next_close,2.5,2.5,2.0,0.7,0.3,0.65,True,1.2,2.0,8,8.0,10.0,LINKUSDT,77,81.67739593417231,0.2727272727272727,-0.3622718203513281,-27.894930167052262,,,0.5398212497859914,1.558222244484259,-1.0824570946646734
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.65,model_b,stress,next_close,2.5,2.5,2.0,0.7,0.3,0.65,True,1.2,2.0,8,8.0,10.0,LTCUSDT,85,86.7213687150838,0.2,-0.6478018124111226,-55.06315405494542,,,0.3043767798821191,1.417260263609979,-1.164067331416398
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.65,model_b,stress,next_close,2.5,2.5,2.0,0.7,0.3,0.65,True,1.2,2.0,8,8.0,10.0,SOLUSDT,84,86.88424778761062,0.2976190476190476,-0.4331680142489741,-36.386113196913826,,,0.4683782828979955,1.28230015232674,-1.160061305170887
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.65,model_b,stress,next_close,2.5,2.5,2.0,0.7,0.3,0.65,True,1.2,2.0,8,8.0,10.0,XRPUSDT,87,90.79071428571429,0.28735632183908044,-0.380113747413846,-33.0698960250046,,,0.5309123987640574,1.4971376586593845,-1.1370699595401486
1h,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.5,model_b,stress,next_close,2.5,2.5,2.0,0.8,0.2,0.5,True,1.2,2.0,8,8.0,10.0,ADAUSDT,60,63.946504559270515,0.2,-0.6037187600493513,-36.223125602961076,,,0.32363670787321985,1.4443831758617274,-1.1157442440271208
