timeframe,param_id,exit_model,friction_case,range_mult,ret_mult,vol_z_min,close_loc_long_min,close_loc_short_max,body_min,require_direction,stop_atr_mult,target_r,total_trades_next_open,ev_per_trade_r_next_open,total_ev_r_next_open,max_drawdown_r_next_open,profit_factor_next_open,total_trades_next_close,ev_per_trade_r_next_close,total_ev_r_next_close,max_drawdown_r_next_close,profit_factor_next_close,ev_delta_close_minus_open_r,trade_delta_close_minus_open
1h,range2_ret2_vz1.5_cl0.7_cs0.3_body0.65,model_a,base,2.0,2.0,1.5,0.7,0.3,0.65,True,1.0,1.5,1367,-0.14872637730703414,-203.30895777871567,-229.73238777838773,0.7756004861827508,1316,-0.26130744973622516,-343.8806038528723,-354.9517176777246,0.626460735170593,-0.11258107242919102,-51
1h,range2_ret2_vz1.5_cl0.7_cs0.3_body0.65,model_a,stress,2.0,2.0,1.5,0.7,0.3,0.65,True,1.0,1.5,1370,-0.3814301027935674,-522.5592408271874,-532.1506701682881,0.5232323512934709,1319,-0.4962000300083862,-654.4878395810614,-664.1290917822121,0.4160930887897888,-0.11476992721481877,-51
1h,range2_ret2_vz1.5_cl0.7_cs0.3_body0.65,model_b,base,2.0,2.0,1.5,0.7,0.3,0.65,True,1.2,2.0,1335,-0.1361938443180981,-181.81878216466097,-213.62729606721138,0.799872730345697,1286,-0.2309119998078658,-296.9528317529154,-313.275407010959,0.6673271067426656,-0.0947181554897677,-49
1h,range2_ret2_vz1.5_cl0.7_cs0.3_body0.65,model_b,stress,2.0,2.0,1.5,0.7,0.3,0.65,True,1.2,2.0,1335,-0.3223073222998437,-430.2802752702914,-450.03516740074923,0.5961841445197241,1293,-0.4415605240515702,-570.9377575986803,-580.4463438484622,0.4671025810825778,-0.11925320175172649,-42
1h,range2_ret2_vz1.5_cl0.8_cs0.2_body0.5,model_a,base,2.0,2.0,1.5,0.8,0.2,0.5,True,1.0,1.5,1219,-0.16134794109084963,-196.6831401897457,-213.4383828145215,0.7594080180633488,1187,-0.2646711176460198,-314.1646166458255,-327.85675994307013,0.6232140648123942,-0.10332317655517018,-32
1h,range2_ret2_vz1.5_cl0.8_cs0.2_body0.5,model_a,stress,2.0,2.0,1.5,0.8,0.2,0.5,True,1.0,1.5,1224,-0.39114871578829424,-478.76602812487215,-485.7316139414561,0.5156881615245839,1188,-0.4956881042884963,-588.8774678947336,-597.2192891243315,0.41652713206335906,-0.10453938850020206,-36
1h,range2_ret2_vz1.5_cl0.8_cs0.2_body0.5,model_b,base,2.0,2.0,1.5,0.8,0.2,0.5,True,1.2,2.0,1198,-0.13242121323752884,-158.64061345855956,-182.93920776793493,0.8050166396036593,1163,-0.23184623521884715,-269.63717155951923,-284.2298227368053,0.6661426502852471,-0.0994250219813183,-35
1h,range2_ret2_vz1.5_cl0.8_cs0.2_body0.5,model_b,stress,2.0,2.0,1.5,0.8,0.2,0.5,True,1.2,2.0,1198,-0.3181103607314215,-381.096212156243,-397.4891385741781,0.6014821414897753,1169,-0.44325162030072945,-518.1611441315528,-527.6559370288338,0.46570640221205295,-0.12514125956930794,-29
1h,range2_ret2_vz1.5_cl0.8_cs0.2_body0.65,model_a,base,2.0,2.0,1.5,0.8,0.2,0.65,True,1.0,1.5,1092,-0.13727893278246392,-149.9085945984506,-167.55193766474798,0.7911691596109728,1064,-0.255432392980406,-271.78006613115195,-286.8443623591221,0.6323809000460477,-0.11815346019794207,-28
1h,range2_ret2_vz1.5_cl0.8_cs0.2_body0.65,model_a,stress,2.0,2.0,1.5,0.8,0.2,0.65,True,1.0,1.5,1094,-0.3674424336744254,-401.98202243982144,-408.94760825640554,0.5359826589068123,1065,-0.48968800056263184,-521.5177205992029,-530.8041976026262,0.41963944521304625,-0.12224556688820643,-29
1h,range2_ret2_vz1.5_cl0.8_cs0.2_body0.65,model_b,base,2.0,2.0,1.5,0.8,0.2,0.65,True,1.2,2.0,1073,-0.12447763246380544,-133.56449963366325,-163.458639740441,0.814974090551574,1046,-0.23397264761690031,-244.73538940727772,-261.68991862932376,0.6619192107189287,-0.10949501515309487,-27
1h,range2_ret2_vz1.5_cl0.8_cs0.2_body0.65,model_b,stress,2.0,2.0,1.5,0.8,0.2,0.65,True,1.2,2.0,1073,-0.3111799163633284,-333.8960502578514,-351.45625159085046,0.6067227411101404,1050,-0.4515886221709803,-474.1680532795293,-486.10312546867544,0.4569148498962653,-0.14040870580765186,-23
1h,range2_ret2_vz2.5_cl0.7_cs0.3_body0.5,model_a,base,2.0,2.0,2.5,0.7,0.3,0.5,True,1.0,1.5,1128,-0.1790490306430618,-201.96730656537372,-223.21987251928795,0.7364330764038478,1091,-0.28722285380026197,-313.3601334960858,-319.0786820918163,0.5975384411646949,-0.10817382315720017,-37
1h,range2_ret2_vz2.5_cl0.7_cs0.3_body0.5,model_a,stress,2.0,2.0,2.5,0.7,0.3,0.5,True,1.0,1.5,1129,-0.4094764220761895,-462.29888052401793,-473.714525702915,0.49901098118926285,1094,-0.5219175808760198,-570.9778334783657,-575.7964863084242,0.39700937913891743,-0.1124411587998303,-35
1h,range2_ret2_vz2.5_cl0.7_cs0.3_body0.5,model_b,base,2.0,2.0,2.5,0.7,0.3,0.5,True,1.2,2.0,1107,-0.14903566680629388,-164.98248315456732,-182.53248278682818,0.7843257410480684,1066,-0.23403599272775036,-249.4823682477819,-253.9468367146305,0.6631700610210324,-0.08500032592145648,-41
1h,range2_ret2_vz2.5_cl0.7_cs0.3_body0.5,model_b,stress,2.0,2.0,2.5,0.7,0.3,0.5,True,1.2,2.0,1109,-0.33757772475069464,-374.37369674852033,-388.13824200171973,0.5832477965307291,1073,-0.43694715460131406,-468.84429688720996,-472.3187641502623,0.47397490626622885,-0.09936942985061942,-36
1h,range2_ret2_vz2.5_cl0.7_cs0.3_body0.65,model_a,base,2.0,2.0,2.5,0.7,0.3,0.65,True,1.0,1.5,988,-0.15102536863746757,-149.21306421381797,-177.22352998974577,0.772722466319348,959,-0.28799120161588904,-276.1835623496376,-281.9021109453681,0.5947052784344293,-0.13696583297842146,-29
1h,range2_ret2_vz2.5_cl0.7_cs0.3_body0.65,model_a,stress,2.0,2.0,2.5,0.7,0.3,0.65,True,1.0,1.5,988,-0.3783177028559919,-373.77789042172003,-387.58296785468707,0.5263926113005741,961,-0.51712971865723,-496.96165962959805,-501.7803124596565,0.398115912816206,-0.1388120158012381,-27
1h,range2_ret2_vz2.5_cl0.7_cs0.3_body0.65,model_b,base,2.0,2.0,2.5,0.7,0.3,0.65,True,1.2,2.0,973,-0.13434659756629702,-130.71923943200702,-148.84682609340922,0.8026305644802061,945,-0.2527088532908964,-238.8098663598971,-243.27433482674556,0.636124678432753,-0.11836225572459935,-28
1h,range2_ret2_vz2.5_cl0.7_cs0.3_body0.65,model_b,stress,2.0,2.0,2.5,0.7,0.3,0.65,True,1.2,2.0,974,-0.32021766359945664,-311.89200434587076,-326.8117091441289,0.5977112965677895,951,-0.4590674322755639,-436.57312809406125,-440.04759535711344,0.4483250389289638,-0.13884976867610727,-23
1h,range2_ret2_vz2.5_cl0.8_cs0.2_body0.5,model_a,base,2.0,2.0,2.5,0.8,0.2,0.5,True,1.0,1.5,860,-0.15979317942615784,-137.42213430649574,-155.34764253191767,0.7611572222434572,840,-0.30007380735618017,-252.06199817919136,-260.92851991221636,0.5804600605478032,-0.14028062793002233,-20
1h,range2_ret2_vz2.5_cl0.8_cs0.2_body0.5,model_a,stress,2.0,2.0,2.5,0.8,0.2,0.5,True,1.0,1.5,860,-0.39014987910039745,-335.5288960263418,-345.3663018663283,0.5156206644842529,840,-0.5284114756480133,-443.86563954433115,-449.29952157007307,0.38801691662411053,-0.13826159654761583,-20
1h,range2_ret2_vz2.5_cl0.8_cs0.2_body0.5,model_b,base,2.0,2.0,2.5,0.8,0.2,0.5,True,1.2,2.0,845,-0.13610393295501264,-115.00782334698569,-132.44926861895232,0.8001234287380019,825,-0.26384518536227664,-217.67227792387823,-223.5866326280489,0.6225651529465691,-0.127741252407264,-20
1h,range2_ret2_vz2.5_cl0.8_cs0.2_body0.5,model_b,stress,2.0,2.0,2.5,0.8,0.2,0.5,True,1.2,2.0,846,-0.3213965067254884,-271.9014446897632,-286.4907831104548,0.597379212228857,830,-0.4684279172441378,-388.79517131263435,-391.8399804377885,0.44063458238769093,-0.14703141051864937,-16
1h,range2_ret2_vz2.5_cl0.8_cs0.2_body0.65,model_a,base,2.0,2.0,2.5,0.8,0.2,0.65,True,1.0,1.5,790,-0.12760148446880398,-100.80517273035515,-123.50172988278591,0.8042063930785484,771,-0.2966571500550744,-228.7226626924624,-235.31522288280632,0.5830916516857506,-0.16905566558627044,-19
1h,range2_ret2_vz2.5_cl0.8_cs0.2_body0.65,model_a,stress,2.0,2.0,2.5,0.8,0.2,0.65,True,1.0,1.5,789,-0.3588098691669909,-283.10098677275585,-291.65662231698786,0.5438277573833091,771,-0.5254904101660995,-405.1531062380628,-408.8036619587631,0.3883300870713901,-0.16668054099910862,-18
1h,range2_ret2_vz2.5_cl0.8_cs0.2_body0.65,model_b,base,2.0,2.0,2.5,0.8,0.2,0.65,True,1.2,2.0,777,-0.11180718490708214,-86.87418267280282,-101.61342224627293,0.8328603292767748,760,-0.26706946451851,-202.9727930340676,-207.3915259087669,0.6162986009400934,-0.15526227961142786,-17
1h,range2_ret2_vz2.5_cl0.8_cs0.2_body0.65,model_b,stress,2.0,2.0,2.5,0.8,0.2,0.65,True,1.2,2.0,778,-0.2987743820056893,-232.44646920042626,-244.63133130798923,0.619398588136354,764,-0.48010108354401965,-366.797227827631,-368.709671962408,0.42780993660641586,-0.18132670153833036,-14
1h,range2_ret2_vz2_cl0.7_cs0.3_body0.5,model_a,base,2.0,2.0,2.0,0.7,0.3,0.5,True,1.0,1.5,1357,-0.19077569378574918,-258.88261646726164,-276.94410578876824,0.7213240015065481,1311,-0.2788716373608911,-365.6007165801282,-372.7348052689517,0.6076794291773489,-0.08809594357514192,-46
1h,range2_ret2_vz2_cl0.7_cs0.3_body0.5,model_a,stress,2.0,2.0,2.0,0.7,0.3,0.5,True,1.0,1.5,1361,-0.4219284031636507,-574.2445567057287,-582.5788587643472,0.4884806335785781,1314,-0.5066895917079182,-665.7901235042044,-671.9397996408661,0.4092647701763265,-0.08476118854426745,-47
1h,range2_ret2_vz2_cl0.7_cs0.3_body0.5,model_b,base,2.0,2.0,2.0,0.7,0.3,0.5,True,1.2,2.0,1324,-0.16287974893572743,-215.6527875909031,-229.8610814714056,0.7667939178245142,1275,-0.22699085300510585,-289.41333758150995,-296.72449942671057,0.6743829590506176,-0.06411110406937842,-49
1h,range2_ret2_vz2_cl0.7_cs0.3_body0.5,model_b,stress,2.0,2.0,2.0,0.7,0.3,0.5,True,1.2,2.0,1326,-0.34873326463639603,-462.42030890786117,-471.0056690519571,0.573085260454858,1283,-0.43013605368690644,-551.8645568803009,-556.0103015666839,0.4818984214259041,-0.0814027890505104,-43
1h,range2_ret2_vz2_cl0.7_cs0.3_body0.65,model_a,base,2.0,2.0,2.0,0.7,0.3,0.65,True,1.0,1.5,1172,-0.15101663607558283,-176.99149748058306,-201.29679147532164,0.7729806818135663,1137,-0.2725263893580649,-309.86250470011976,-316.99659338894384,0.6141153511485337,-0.12150975328248206,-35
1h,range2_ret2_vz2_cl0.7_cs0.3_body0.65,model_a,stress,2.0,2.0,2.0,0.7,0.3,0.65,True,1.0,1.5,1174,-0.38362566839159956,-450.3765346917379,-461.64915229801835,0.5225554647962454,1139,-0.5013872345653021,-571.0800601698791,-577.2297363065402,0.41218765640708027,-0.11776156617370254,-35
1h,range2_ret2_vz2_cl0.7_cs0.3_body0.65,model_b,base,2.0,2.0,2.0,0.7,0.3,0.65,True,1.2,2.0,1148,-0.12867372041626018,-147.7174310378667,-166.62529899714275,0.8109634582094508,1115,-0.23646037262424918,-263.65331547603785,-270.96447732123914,0.6601712803770725,-0.107786652207989,-33
1h,range2_ret2_vz2_cl0.7_cs0.3_body0.65,model_b,stress,2.0,2.0,2.0,0.7,0.3,0.65,True,1.2,2.0,1148,-0.31390148304817533,-360.3589025393053,-372.2760583845901,0.6060342972221495,1121,-0.44485607043241837,-498.683654954741,-502.829399641123,0.46511236548540064,-0.13095458738424304,-27
1h,range2_ret2_vz2_cl0.8_cs0.2_body0.5,model_a,base,2.0,2.0,2.0,0.8,0.2,0.5,True,1.0,1.5,1017,-0.17371415647324137,-176.66729713328647,-191.72320656795472,0.7432278544463746,998,-0.29559095182673706,-294.9997699230836,-300.7341092258589,0.587056627201249,-0.12187679535349569,-19
1h,range2_ret2_vz2_cl0.8_cs0.2_body0.5,model_a,stress,2.0,2.0,2.0,0.8,0.2,0.5,True,1.0,1.5,1019,-0.39729602439696515,-404.8446488605075,-411.1959160413385,0.5101349259782066,998,-0.5165711467689106,-515.5380044753728,-520.3882496404814,0.3987591180616618,-0.11927512237194543,-21
1h,range2_ret2_vz2_cl0.8_cs0.2_body0.5,model_b,base,2.0,2.0,2.0,0.8,0.2,0.5,True,1.2,2.0,1001,-0.15393680966164638,-154.09074647130802,-168.7526293915939,0.7765544865328943,979,-0.25934405332550486,-253.89782820566927,-257.2174670325404,0.6319970908740679,-0.10540724366385848,-22
1h,range2_ret2_vz2_cl0.8_cs0.2_body0.5,model_b,stress,2.0,2.0,2.0,0.8,0.2,0.5,True,1.2,2.0,1001,-0.3380168151937931,-338.35483200898693,-347.723260601252,0.5815158249986663,985,-0.46800850478739925,-460.9883772155883,-463.3026121590095,0.4446483269203423,-0.12999168959360613,-16
1h,range2_ret2_vz2_cl0.8_cs0.2_body0.65,model_a,base,2.0,2.0,2.0,0.8,0.2,0.65,True,1.0,1.5,926,-0.13550451245566272,-125.47717853394369,-141.68414025673766,0.793715721446252,908,-0.2832774371130014,-257.21591289860527,-263.6784332671169,0.6001597190151577,-0.14777292465733868,-18
1h,range2_ret2_vz2_cl0.8_cs0.2_body0.65,model_a,stress,2.0,2.0,2.0,0.8,0.2,0.65,True,1.0,1.5,926,-0.36205260124819694,-335.26070875583036,-341.66643512790637,0.5418660514053278,908,-0.5077782679003484,-461.06266725351634,-465.91291241862507,0.4043314392153377,-0.14572566665215148,-18
1h,range2_ret2_vz2_cl0.8_cs0.2_body0.65,model_b,base,2.0,2.0,2.0,0.8,0.2,0.65,True,1.2,2.0,911,-0.12084495386587013,-110.08975297180768,-125.94151230802457,0.8205198995692182,894,-0.25420612812599913,-227.26027854464323,-232.79021984227637,0.6362351128521243,-0.133361174260129,-17
1h,range2_ret2_vz2_cl0.8_cs0.2_body0.65,model_b,stress,2.0,2.0,2.0,0.8,0.2,0.65,True,1.2,2.0,911,-0.30707259678300014,-279.7431356693131,-290.2788391766415,0.6118544857753602,898,-0.4719111258668496,-423.7761910284309,-426.09042597185197,0.439520289013344,-0.16483852908384944,-13
1h,range3_ret3_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,3.0,3.0,1.5,0.7,0.3,0.5,True,1.0,1.5,666,-0.16618515477692541,-110.67931308143233,-125.42348542076965,0.7588262782157938,660,-0.26433947173289357,-174.46405134370977,-182.48534815589576,0.6338647104769636,-0.09815431695596816,-6
1h,range3_ret3_vz1.5_cl0.7_cs0.3_body0.5,model_a,stress,3.0,3.0,1.5,0.7,0.3,0.5,True,1.0,1.5,666,-0.4179452098872804,-278.35150978492874,-283.29860471578553,0.5012992757702669,661,-0.5140393612140831,-339.7800177625089,-343.366463305898,0.41630633708196013,-0.09609415132680271,-5
1h,range3_ret3_vz1.5_cl0.7_cs0.3_body0.5,model_b,base,3.0,3.0,1.5,0.7,0.3,0.5,True,1.2,2.0,664,-0.09152703161983704,-60.77394899557179,-79.29223639837173,0.8689180672162231,654,-0.2641117099714844,-172.7290583213508,-185.98796166734235,0.6420708372264018,-0.17258467835164737,-10
1h,range3_ret3_vz1.5_cl0.7_cs0.3_body0.5,model_b,stress,3.0,3.0,1.5,0.7,0.3,0.5,True,1.2,2.0,665,-0.29672748387671727,-197.323776778017,-203.8013010062804,0.6389804664946063,655,-0.4701509851731637,-307.94889528842225,-309.191900883147,0.4636367344240554,-0.17342350129644646,-10
1h,range3_ret3_vz1.5_cl0.7_cs0.3_body0.65,model_a,base,3.0,3.0,1.5,0.7,0.3,0.65,True,1.0,1.5,609,-0.1478280881321245,-90.02730567246383,-102.10300081755437,0.7821708491530052,605,-0.26175634296847716,-158.3625874959287,-166.21857232651473,0.6356514088398069,-0.11392825483635266,-4
1h,range3_ret3_vz1.5_cl0.7_cs0.3_body0.65,model_a,stress,3.0,3.0,1.5,0.7,0.3,0.65,True,1.0,1.5,609,-0.394074826394147,-239.9915692740355,-244.93866420489218,0.5209295258842147,606,-0.5113816398360063,-309.89727374061977,-313.483719284009,0.415876905309029,-0.11730681344185928,-3
1h,range3_ret3_vz1.5_cl0.7_cs0.3_body0.65,model_b,base,3.0,3.0,1.5,0.7,0.3,0.65,True,1.2,2.0,608,-0.08207704998052534,-49.90284638815941,-73.62239006862512,0.8815988470127141,600,-0.2676348529884035,-160.5809117930421,-170.88123663449048,0.6362977621483838,-0.18555780300787816,-8
1h,range3_ret3_vz1.5_cl0.7_cs0.3_body0.65,model_b,stress,3.0,3.0,1.5,0.7,0.3,0.65,True,1.2,2.0,608,-0.2868488640115291,-174.40410931900968,-180.8816335472731,0.6476272737681669,601,-0.4721659393614815,-283.77172955625036,-285.01473515097524,0.4593413753290064,-0.1853170753499524,-7
1h,range3_ret3_vz1.5_cl0.8_cs0.2_body0.5,model_a,base,3.0,3.0,1.5,0.8,0.2,0.5,True,1.0,1.5,517,-0.17112461732486975,-88.47142715695766,-95.53954530410188,0.7515765623387968,515,-0.27803126362336833,-143.18610076603468,-146.07981591827735,0.6173550284705797,-0.10690664629849858,-2
1h,range3_ret3_vz1.5_cl0.8_cs0.2_body0.5,model_a,stress,3.0,3.0,1.5,0.8,0.2,0.5,True,1.0,1.5,517,-0.41823682350604746,-216.22843775262655,-219.73549577474472,0.4980088687670477,515,-0.5330791178103766,-274.535745672344,-276.82276024418036,0.4001199041247166,-0.11484229430432918,-2
1h,range3_ret3_vz1.5_cl0.8_cs0.2_body0.5,model_b,base,3.0,3.0,1.5,0.8,0.2,0.5,True,1.2,2.0,516,-0.12462686419731255,-64.30746192581327,-73.11072343713751,0.8233777174503714,511,-0.29298423488625114,-149.71494402687432,-161.02296587481652,0.6066957301207955,-0.16835737068893858,-5
1h,range3_ret3_vz1.5_cl0.8_cs0.2_body0.5,model_b,stress,3.0,3.0,1.5,0.8,0.2,0.5,True,1.2,2.0,516,-0.33288643376906263,-171.7693998248363,-175.71821812906796,0.5988655088495799,511,-0.5035774840120232,-257.32809433014387,-256.7395901819079,0.43362001953437396,-0.17069105024296055,-5
1h,range3_ret3_vz1.5_cl0.8_cs0.2_body0.65,model_a,base,3.0,3.0,1.5,0.8,0.2,0.65,True,1.0,1.5,485,-0.13393206427904822,-64.95705117533839,-71.94334317195204,0.8001253272567088,484,-0.27133519810516776,-131.3262358829012,-134.21995103514394,0.6240739632906656,-0.13740313382611954,-1
1h,range3_ret3_vz1.5_cl0.8_cs0.2_body0.65,model_a,stress,3.0,3.0,1.5,0.8,0.2,0.65,True,1.0,1.5,485,-0.3807253082326814,-184.65177449285048,-188.15883251496865,0.5308019153834805,484,-0.52346962760136,-253.35929975905822,-255.6463143308944,0.40533632860697066,-0.14274431936867854,-1
1h,range3_ret3_vz1.5_cl0.8_cs0.2_body0.65,model_b,base,3.0,3.0,1.5,0.8,0.2,0.65,True,1.2,2.0,484,-0.10163716921524908,-49.19238990018056,-57.34495450272926,0.8541644826193646,480,-0.28579702626641645,-137.1825726078799,-142.97304588757396,0.6135924173099407,-0.18415985705116739,-4
1h,range3_ret3_vz1.5_cl0.8_cs0.2_body0.65,model_b,stress,3.0,3.0,1.5,0.8,0.2,0.65,True,1.2,2.0,484,-0.3091696429983946,-149.638107211223,-153.58692551545465,0.6217823097675698,480,-0.49841530184462146,-239.2393448854183,-238.65084073718222,0.43617965561075306,-0.18924565884622685,-4
1h,range3_ret3_vz2.5_cl0.7_cs0.3_body0.5,model_a,base,3.0,3.0,2.5,0.7,0.3,0.5,True,1.0,1.5,584,-0.16175851063665536,-94.46697021180674,-114.62995023755767,0.7633883028549147,580,-0.2702990345100165,-156.77344001580957,-159.67661688083544,0.6249390216168799,-0.10854052387336116,-4
1h,range3_ret3_vz2.5_cl0.7_cs0.3_body0.5,model_a,stress,3.0,3.0,2.5,0.7,0.3,0.5,True,1.0,1.5,584,-0.4074080744658475,-237.92631548805494,-245.26387817294759,0.5080750879211134,581,-0.5210160801740527,-302.7103425811246,-305.01628712231224,0.4075593013304313,-0.11360800570820517,-3
1h,range3_ret3_vz2.5_cl0.7_cs0.3_body0.5,model_b,base,3.0,3.0,2.5,0.7,0.3,0.5,True,1.2,2.0,583,-0.07534280119357321,-43.92485309585318,-69.0900507858038,0.8901491589224326,574,-0.2596412471965359,-149.0340758908116,-157.0444637017199,0.6428012237116021,-0.1842984460029627,-9
1h,range3_ret3_vz2.5_cl0.7_cs0.3_body0.5,model_b,stress,3.0,3.0,2.5,0.7,0.3,0.5,True,1.2,2.0,583,-0.27359249435624783,-159.50442420969247,-167.76417209530737,0.659808147830286,575,-0.4613053205872613,-265.25055933767527,-266.25716238866494,0.46622705461894903,-0.18771282623101349,-8
1h,range3_ret3_vz2.5_cl0.7_cs0.3_body0.65,model_a,base,3.0,3.0,2.5,0.7,0.3,0.65,True,1.0,1.5,536,-0.1488236058274548,-79.76945272351577,-97.26395555501993,0.7798505994681556,533,-0.2634317907417459,-140.40914446535055,-143.3123213303763,0.6317699069080343,-0.11460818491429109,-3
1h,range3_ret3_vz2.5_cl0.7_cs0.3_body0.65,model_a,stress,3.0,3.0,2.5,0.7,0.3,0.65,True,1.0,1.5,536,-0.3870808911368798,-207.4753576493676,-214.81292033426013,0.5251219272406308,534,-0.5136737613815928,-274.30178857777054,-276.6077331189583,0.4109996807785326,-0.126592870244713,-2
1h,range3_ret3_vz2.5_cl0.7_cs0.3_body0.65,model_b,base,3.0,3.0,2.5,0.7,0.3,0.65,True,1.2,2.0,535,-0.06823696611769138,-36.50677687296489,-68.96605704271076,0.8999693027479222,528,-0.2601040146659179,-137.33491974360467,-142.1736046908225,0.6407156826777735,-0.19186704854822656,-7
1h,range3_ret3_vz2.5_cl0.7_cs0.3_body0.65,model_b,stress,3.0,3.0,2.5,0.7,0.3,0.65,True,1.2,2.0,535,-0.2669954056900752,-142.84254204419022,-151.16436936987708,0.6655532295349876,529,-0.4593029347591985,-242.971252487616,-243.97785553860555,0.4657741477821197,-0.1923075290691233,-6
1h,range3_ret3_vz2.5_cl0.8_cs0.2_body0.5,model_a,base,3.0,3.0,2.5,0.8,0.2,0.5,True,1.0,1.5,452,-0.1566594960528635,-70.8100922158943,-84.58769609055621,0.7692774924283824,450,-0.28075764472972564,-126.34094012837654,-127.84436760735355,0.6118719042219862,-0.12409814867686214,-2
1h,range3_ret3_vz2.5_cl0.8_cs0.2_body0.5,model_a,stress,3.0,3.0,2.5,0.8,0.2,0.5,True,1.0,1.5,452,-0.4002445591987245,-180.91054075782347,-185.5944275350125,0.5119902868158369,450,-0.5370161835865286,-241.65728261393784,-242.66379618357252,0.3930113481135251,-0.1367716243878041,-2
1h,range3_ret3_vz2.5_cl0.8_cs0.2_body0.5,model_b,base,3.0,3.0,2.5,0.8,0.2,0.5,True,1.2,2.0,451,-0.09514116310600051,-42.90866456080623,-58.24819710540016,0.8617409791903969,446,-0.2687558925350596,-119.86512807063659,-131.32753856754852,0.6298364132831978,-0.1736147294290591,-5
1h,range3_ret3_vz2.5_cl0.8_cs0.2_body0.5,model_b,stress,3.0,3.0,2.5,0.8,0.2,0.5,True,1.2,2.0,451,-0.29720664736740104,-134.04019796269787,-138.47088983845453,0.6316663740804735,446,-0.47340397960621744,-211.138174904373,-210.3132682124019,0.4541380016371818,-0.1761973322388164,-5
1h,range3_ret3_vz2.5_cl0.8_cs0.2_body0.65,model_a,base,3.0,3.0,2.5,0.8,0.2,0.65,True,1.0,1.5,424,-0.11735585756664277,-49.75888360825653,-63.4546613323878,0.8220383653210213,423,-0.27645901611728246,-116.94216381761049,-118.44559129658747,0.6159455053379559,-0.1591031585506397,-1
1h,range3_ret3_vz2.5_cl0.8_cs0.2_body0.65,model_a,stress,3.0,3.0,2.5,0.8,0.2,0.65,True,1.0,1.5,424,-0.3602840816257179,-152.7604506093044,-157.44433738649346,0.54831325656793,423,-0.5293221058381861,-223.90325076955273,-224.90976433918746,0.39682838812581794,-0.16903802421246816,-1
1h,range3_ret3_vz2.5_cl0.8_cs0.2_body0.65,model_b,base,3.0,3.0,2.5,0.8,0.2,0.65,True,1.2,2.0,423,-0.06996550109572462,-29.595406963491513,-50.14260203542169,0.896976685631012,419,-0.26762658554959845,-112.13553934528174,-118.08040127394548,0.6298918620791034,-0.19766108445387381,-4
1h,range3_ret3_vz2.5_cl0.8_cs0.2_body0.65,model_b,stress,3.0,3.0,2.5,0.8,0.2,0.65,True,1.2,2.0,423,-0.2707156802406592,-114.51273274179883,-118.64203568980516,0.6589275311347695,419,-0.4741173970972108,-198.6551893837313,-197.8302826917602,0.45180968789605813,-0.20340171685655162,-4
1h,range3_ret3_vz2_cl0.7_cs0.3_body0.5,model_a,base,3.0,3.0,2.0,0.7,0.3,0.5,True,1.0,1.5,637,-0.16256323569529368,-103.55278113790207,-119.4310480319988,0.7630612296927103,632,-0.2798489866100774,-176.8645595375689,-179.87659772640504,0.6159698391300683,-0.11728575091478372,-5
1h,range3_ret3_vz2_cl0.7_cs0.3_body0.5,model_a,stress,3.0,3.0,2.0,0.7,0.3,0.5,True,1.0,1.5,637,-0.41694899480053055,-265.59650968793795,-271.75995469765985,0.5011355961022524,633,-0.5306332111346644,-335.8908226482426,-338.1967671894301,0.4028880652896829,-0.11368421633413389,-4
1h,range3_ret3_vz2_cl0.7_cs0.3_body0.5,model_b,base,3.0,3.0,2.0,0.7,0.3,0.5,True,1.2,2.0,636,-0.08210941047812899,-52.221585064090036,-76.64312499740231,0.8812404153114867,626,-0.2767601698519409,-173.251866327315,-184.94205048342252,0.6262131951496867,-0.19465075937381193,-10
1h,range3_ret3_vz2_cl0.7_cs0.3_body0.5,model_b,stress,3.0,3.0,2.0,0.7,0.3,0.5,True,1.2,2.0,636,-0.2836297304994845,-180.38850859767211,-188.0460246916565,0.6509856247925951,627,-0.4806545832026904,-301.37042366808686,-302.37702671907647,0.45353519992394403,-0.1970248527032059,-9
1h,range3_ret3_vz2_cl0.7_cs0.3_body0.65,model_a,base,3.0,3.0,2.0,0.7,0.3,0.65,True,1.0,1.5,584,-0.14608451341244713,-85.31335583286912,-98.52314553271908,0.7841358519391598,580,-0.27493985752018973,-159.46511736171004,-162.3682942267358,0.6203408521001986,-0.1288553441077426,-4
1h,range3_ret3_vz2_cl0.7_cs0.3_body0.65,model_a,stress,3.0,3.0,2.0,0.7,0.3,0.65,True,1.0,1.5,584,-0.3947971770487582,-230.5615513964748,-236.7249964061967,0.5194634722174156,581,-0.5256657337841711,-305.41179132860344,-307.7177358697912,0.4041875333924429,-0.13086855673541292,-3
1h,range3_ret3_vz2_cl0.7_cs0.3_body0.65,model_b,base,3.0,3.0,2.0,0.7,0.3,0.65,True,1.2,2.0,583,-0.07193126474085194,-41.93592734391668,-71.06278843364598,0.8951746413463809,575,-0.2759806740735215,-158.68888759227485,-167.20736888469185,0.6254841623647763,-0.20404940933266957,-8
1h,range3_ret3_vz2_cl0.7_cs0.3_body0.65,model_b,stress,3.0,3.0,2.0,0.7,0.3,0.65,True,1.2,2.0,583,-0.27442763199803877,-159.9913094548566,-167.64882554884113,0.6592684791062913,576,-0.47806131502509835,-275.36331745445665,-276.3699205054463,0.4533839636344261,-0.2036336830270596,-7
