timeframe,param_id,exit_model,friction_case,range_mult,ret_mult,vol_z_min,close_loc_long_min,close_loc_short_max,body_min,require_direction,stop_atr_mult,target_r,total_trades_next_open,ev_per_trade_r_next_open,total_ev_r_next_open,max_drawdown_r_next_open,profit_factor_next_open,total_trades_next_close,ev_per_trade_r_next_close,total_ev_r_next_close,max_drawdown_r_next_close,profit_factor_next_close,ev_delta_close_minus_open_r,trade_delta_close_minus_open
15m,range1.5_ret1.5_vz2_cl0.8_cs0.2_body0.65,model_a,stress,1.5,1.5,2.0,0.8,0.2,0.65,True,1.0,1.5,4370,-0.9716302452727198,-4246.024171841786,-4244.419528050795,0.20828209435493136,4208,-0.9878891189926907,-4157.037412721243,-4155.431036797453,0.19628942900882562,-0.016258873719970923,-162
15m,range1.5_ret1.5_vz2_cl0.8_cs0.2_body0.65,model_b,base,1.5,1.5,2.0,0.8,0.2,0.65,True,1.2,2.0,4202,-0.34453430476909647,-1447.7331486397434,-1454.6470438191845,0.5980803968870595,4062,-0.3420926039129917,-1389.580157094572,-1393.1035081469818,0.5931390145642067,0.0024417008561047893,-140
15m,range1.5_ret1.5_vz2_cl0.8_cs0.2_body0.65,model_b,stress,1.5,1.5,2.0,0.8,0.2,0.65,True,1.2,2.0,4231,-0.7787973567666592,-3295.091616479735,-3293.5874465205884,0.3233235551341695,4087,-0.7805775264241497,-3190.2203504954996,-3190.268818986093,0.31377180766636664,-0.0017801696574905046,-144
15m,range2.5_ret2.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,2.5,2.5,1.5,0.7,0.3,0.5,True,1.0,1.5,3420,-0.5290665809119154,-1809.4077067187504,-1809.4132963047139,0.4260955049327479,3276,-0.5174351126761146,-1695.1174291269515,-1701.9132479346872,0.42809378923123204,0.011631468235800746,-144
15m,range2.5_ret2.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,stress,2.5,2.5,1.5,0.7,0.3,0.5,True,1.0,1.5,3429,-1.0733525725749078,-3680.525971359359,-3678.3954511956176,0.18482529230254363,3288,-1.0673341546445128,-3509.3947004711576,-3507.413140813285,0.18034346269593632,0.006018417930395037,-141
15m,range2.5_ret2.5_vz1.5_cl0.7_cs0.3_body0.5,model_b,base,2.5,2.5,1.5,0.7,0.3,0.5,True,1.2,2.0,3342,-0.40012878169910165,-1337.2303884383978,-1342.060258893344,0.5599279367099114,3220,-0.3929205275702065,-1265.204098776065,-1266.555938519873,0.5603641493177758,0.007208254128895142,-122
15m,range2.5_ret2.5_vz1.5_cl0.7_cs0.3_body0.5,model_b,stress,2.5,2.5,1.5,0.7,0.3,0.5,True,1.2,2.0,3357,-0.8654771440518656,-2905.406772582113,-2903.464972312325,0.29728971276660354,3236,-0.8690872524687391,-2812.3663489888395,-2811.474415834449,0.28799063364205096,-0.003610108416873481,-121
15m,range2.5_ret2.5_vz1.5_cl0.7_cs0.3_body0.65,model_a,base,2.5,2.5,1.5,0.7,0.3,0.65,True,1.0,1.5,2932,-0.5203425265796526,-1525.6442879315416,-1529.103330379431,0.433783911894287,2829,-0.5187653725176447,-1467.5872388524167,-1474.1315655578028,0.42828231020684715,0.0015771540620079794,-103
15m,range2.5_ret2.5_vz1.5_cl0.7_cs0.3_body0.65,model_a,stress,2.5,2.5,1.5,0.7,0.3,0.65,True,1.0,1.5,2936,-1.0772850586281197,-3162.90893213216,-3160.7784119684165,0.18562821904022347,2836,-1.072997333448588,-3043.0204376601955,-3041.038878002323,0.18042739799048452,0.004287725179531687,-100
15m,range2.5_ret2.5_vz1.5_cl0.7_cs0.3_body0.65,model_b,base,2.5,2.5,1.5,0.7,0.3,0.65,True,1.2,2.0,2879,-0.38164536453386794,-1098.7570044930058,-1106.0936534588677,0.5774613086684031,2797,-0.40222455354325337,-1125.0220762604797,-1129.4008357077446,0.5532927027929021,-0.020579189009385435,-82
15m,range2.5_ret2.5_vz1.5_cl0.7_cs0.3_body0.65,model_b,stress,2.5,2.5,1.5,0.7,0.3,0.65,True,1.2,2.0,2890,-0.8567039065016127,-2475.8742897896605,-2476.8026341965165,0.30362264218457885,2804,-0.8826623224061422,-2474.9851520268226,-2474.662577384182,0.2838933561200612,-0.02595841590452952,-86
15m,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.5,model_a,base,2.5,2.5,1.5,0.8,0.2,0.5,True,1.0,1.5,2497,-0.5095639171940683,-1272.3811012335887,-1270.8160370639816,0.43931711314819544,2422,-0.4912831727384185,-1189.8878443724495,-1191.85007524291,0.4471174516621279,0.018280744455649867,-75
15m,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.5,model_a,stress,2.5,2.5,1.5,0.8,0.2,0.5,True,1.0,1.5,2497,-1.0497889106630323,-2621.3229099255914,-2619.192389761848,0.19224674907207862,2429,-1.0410417686766222,-2528.6904561155156,-2526.7088964576446,0.1888064956633434,0.008747141986410023,-68
15m,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.5,model_b,base,2.5,2.5,1.5,0.8,0.2,0.5,True,1.2,2.0,2449,-0.37058265707811333,-907.5569271842995,-909.8611495749957,0.5858001802670275,2391,-0.3576489638460591,-855.1386725559273,-856.4905122997332,0.592288016193969,0.012933693232054233,-58
15m,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.5,model_b,stress,2.5,2.5,1.5,0.8,0.2,0.5,True,1.2,2.0,2455,-0.8388213671169699,-2059.306456272161,-2057.3646560023703,0.3103019958059265,2398,-0.8235292264628995,-1974.823085058033,-1973.9311519036398,0.310541720298374,0.015292140654070363,-57
15m,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.65,model_a,base,2.5,2.5,1.5,0.8,0.2,0.65,True,1.0,1.5,2221,-0.49571715455289533,-1100.9878002619805,-1100.8990810279347,0.4511450273172745,2163,-0.4941861463969065,-1068.9246346565087,-1071.764674455473,0.44550655594118144,0.0015310081559888333,-58
15m,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.65,model_a,stress,2.5,2.5,1.5,0.8,0.2,0.65,True,1.0,1.5,2221,-1.047984874705176,-2327.5744067201963,-2325.443886556449,0.19449363826248187,2167,-1.0526576584392462,-2281.1091458378464,-2279.1275861799727,0.18673411840626122,-0.004672783734070096,-54
15m,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.65,model_b,base,2.5,2.5,1.5,0.8,0.2,0.65,True,1.2,2.0,2184,-0.34026347983296235,-743.1354399551898,-746.8958913601517,0.6149589322628618,2143,-0.3628142249522273,-777.5108840726232,-779.3053804421905,0.5881323011783494,-0.02255074511926497,-41
15m,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.65,model_b,stress,2.5,2.5,1.5,0.8,0.2,0.65,True,1.2,2.0,2188,-0.8200391594490711,-1794.2456808745676,-1792.3038806047764,0.3221367378024694,2146,-0.8344941439655265,-1790.8244329500199,-1789.9324997956269,0.3067205060259278,-0.014454984516455327,-42
15m,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.5,model_a,base,2.5,2.5,2.5,0.7,0.3,0.5,True,1.0,1.5,2805,-0.5095612812698641,-1429.319393961969,-1431.808113726544,0.44054261048225885,2693,-0.5234450214835484,-1409.6374428551958,-1421.828499920851,0.42276604882287805,-0.013883740213684326,-112
15m,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.5,model_a,stress,2.5,2.5,2.5,0.7,0.3,0.5,True,1.0,1.5,2811,-1.0465107072218898,-2941.741598000732,-2939.611077836993,0.19348140652087628,2700,-1.071188604741141,-2892.209232801081,-2893.1196155518987,0.17761921718482798,-0.024677897519251202,-111
15m,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.5,model_b,base,2.5,2.5,2.5,0.7,0.3,0.5,True,1.2,2.0,2742,-0.3791699008133745,-1039.6838680302728,-1047.964390110039,0.5784719653191948,2646,-0.4068536456686415,-1076.5347464392255,-1089.411963658499,0.5473201328415934,-0.027683744855267034,-96
15m,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.5,model_b,stress,2.5,2.5,2.5,0.7,0.3,0.5,True,1.2,2.0,2751,-0.8389359720319531,-2307.912859059903,-2309.591468330397,0.30994838442275074,2661,-0.8757872018165532,-2330.469744033848,-2334.398065797694,0.2823397226730274,-0.03685122978460009,-90
15m,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.65,model_a,base,2.5,2.5,2.5,0.7,0.3,0.65,True,1.0,1.5,2411,-0.494778490142904,-1192.9109397345414,-1194.4167882985928,0.4531949438357496,2334,-0.5256384375134779,-1226.8401131564576,-1239.6393001617582,0.4223457159764119,-0.03085994737057396,-77
15m,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.65,model_a,stress,2.5,2.5,2.5,0.7,0.3,0.65,True,1.0,1.5,2413,-1.0460905072234703,-2524.216393930234,-2522.0858737664885,0.19633436457233924,2337,-1.0764362473525517,-2515.6315100629135,-2516.5418928137315,0.1780843821778603,-0.030345740129081422,-76
15m,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.65,model_b,base,2.5,2.5,2.5,0.7,0.3,0.65,True,1.2,2.0,2369,-0.3551551514421239,-841.3625537663916,-848.5742414623865,0.6015379671068126,2309,-0.4154979488244924,-959.384763835753,-973.9320007224451,0.5410186183418273,-0.06034279738236853,-60
15m,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.65,model_b,stress,2.5,2.5,2.5,0.7,0.3,0.65,True,1.2,2.0,2375,-0.8264176033012298,-1962.7418078404207,-1964.4204171109136,0.3185011980158921,2316,-0.8916373311246502,-2065.03205888469,-2070.5249565937193,0.27699191442845933,-0.06521972782342034,-59
15m,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.5,model_a,base,2.5,2.5,2.5,0.8,0.2,0.5,True,1.0,1.5,2016,-0.4909158551276816,-989.6863639374061,-988.1212997677983,0.4534662034223313,1962,-0.4899488720814838,-961.2796870238712,-971.4864368480598,0.44741093307564,0.0009669830461978002,-54
15m,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.5,model_a,stress,2.5,2.5,2.5,0.8,0.2,0.5,True,1.0,1.5,2016,-1.0240668979584504,-2064.518866284236,-2062.3883461204905,0.200755400815555,1966,-1.0390071378548744,-2042.688033022683,-2041.6161961549253,0.18853363708356807,-0.014940239896424012,-50
15m,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.5,model_b,base,2.5,2.5,2.5,0.8,0.2,0.5,True,1.2,2.0,1978,-0.34719432466195455,-686.750374181346,-690.3858643164413,0.6074579926489503,1936,-0.364239067565327,-705.166834806473,-715.1058767564673,0.5851619602361386,-0.017044742903372434,-42
15m,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.5,model_b,stress,2.5,2.5,2.5,0.8,0.2,0.5,True,1.2,2.0,1980,-0.8113172007560496,-1606.4080574969782,-1604.4662572271889,0.3241600741080079,1943,-0.8219299282439477,-1597.0098505779904,-1600.4627140057987,0.30844665222480755,-0.0106127274878981,-37
15m,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.65,model_a,base,2.5,2.5,2.5,0.8,0.2,0.65,True,1.0,1.5,1803,-0.47111591901667127,-849.4220019870583,-847.8569378174514,0.4702496475344277,1763,-0.5003154059011818,-882.0560606037835,-890.8930001848092,0.439476729115022,-0.029199486884510573,-40
15m,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.65,model_a,stress,2.5,2.5,2.5,0.8,0.2,0.65,True,1.0,1.5,1803,-1.017382960984337,-1834.3414786547596,-1832.2109584910136,0.20521915274537872,1764,-1.0563477739321154,-1863.3974732162515,-1862.3256363484925,0.18389198743398616,-0.03896481294777843,-39
15m,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.65,model_b,base,2.5,2.5,2.5,0.8,0.2,0.65,True,1.2,2.0,1773,-0.31160979194896754,-552.4841611255194,-556.1196512606141,0.6424650805263595,1748,-0.37119691758642265,-648.8522119410668,-657.5711758279022,0.5790782581516442,-0.05958712563745511,-25
15m,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.65,model_b,stress,2.5,2.5,2.5,0.8,0.2,0.65,True,1.2,2.0,1774,-0.7851318165939787,-1392.8238426377181,-1390.8820423679297,0.34052652360220276,1751,-0.8400412443543034,-1470.9122188643853,-1473.603480807031,0.30044887079976845,-0.0549094277603247,-23
15m,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.5,model_a,base,2.5,2.5,2.0,0.7,0.3,0.5,True,1.0,1.5,3132,-0.5198373406044412,-1628.1305507731097,-1628.9006985354447,0.4329942196049622,3006,-0.5193166484894676,-1561.0658453593396,-1569.6105934662319,0.4265351427329853,0.000520692114973631,-126
15m,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.5,model_a,stress,2.5,2.5,2.0,0.7,0.3,0.5,True,1.0,1.5,3138,-1.0593674601739387,-3324.2950900258197,-3322.1645698620805,0.18929882352944458,3014,-1.063655478205459,-3205.8576113112535,-3203.876051653377,0.18043883332668564,-0.0042880180315203464,-124
15m,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.5,model_b,base,2.5,2.5,2.0,0.7,0.3,0.5,True,1.2,2.0,3064,-0.3898239942018025,-1194.420718234323,-1201.6021303788887,0.5686811132801604,2955,-0.3933261782694949,-1162.2788567863574,-1169.9147428742504,0.5594763022339633,-0.003502184067692371,-109
15m,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.5,model_b,stress,2.5,2.5,2.0,0.7,0.3,0.5,True,1.2,2.0,3074,-0.8483466487884693,-2607.8175983757546,-2608.434945020114,0.3049706052670983,2971,-0.8684670867012043,-2580.215714589278,-2579.582145430812,0.2871724405718285,-0.02012043791273499,-103
15m,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.65,model_a,base,2.5,2.5,2.0,0.7,0.3,0.65,True,1.0,1.5,2691,-0.5160275082676216,-1388.6300247481697,-1390.9478272876233,0.43720942667873247,2601,-0.5196838206462362,-1351.6976175008604,-1359.4374487561552,0.42771027061891825,-0.0036563123786146345,-90
15m,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.65,model_a,stress,2.5,2.5,2.0,0.7,0.3,0.65,True,1.0,1.5,2693,-1.06906164953612,-2878.9830222007713,-2876.8525020370307,0.1885996037013214,2605,-1.0705524640301103,-2788.789168798437,-2787.3245563562714,0.1804570850839464,-0.0014908144939902446,-88
15m,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.65,model_b,base,2.5,2.5,2.0,0.7,0.3,0.65,True,1.2,2.0,2646,-0.38032257978062667,-1006.3335460995381,-1014.9711872583702,0.5784666143688016,2572,-0.4031280403863316,-1036.845319873645,-1045.4448427849195,0.551944314680064,-0.02280546060570493,-74
15m,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.65,model_b,stress,2.5,2.5,2.0,0.7,0.3,0.65,True,1.2,2.0,2653,-0.8480738510736253,-2249.939926898328,-2252.470048124614,0.30748446049922734,2580,-0.8852716950340782,-2284.0009731879218,-2285.2780648194516,0.28135460063291823,-0.03719784396045289,-73
15m,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.5,model_a,base,2.5,2.5,2.0,0.8,0.2,0.5,True,1.0,1.5,2267,-0.49619554431406515,-1124.8752989599857,-1123.3102347903791,0.44912333347687117,2206,-0.49054626460054596,-1082.1450597088044,-1085.3481333251984,0.44701068523415793,0.005649279713519195,-61
15m,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.5,model_a,stress,2.5,2.5,2.0,0.8,0.2,0.5,True,1.0,1.5,2267,-1.0314234810440859,-2338.2370315269427,-2336.1065113631944,0.1977783483655861,2210,-1.0364885702669249,-2290.639740289904,-2288.6581806320314,0.18890798015049037,-0.005065089222838992,-57
15m,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.5,model_b,base,2.5,2.5,2.0,0.8,0.2,0.5,True,1.2,2.0,2226,-0.356539170918482,-793.6561944645408,-797.2614090482058,0.59819390838968,2177,-0.35584633572580143,-774.6774728750697,-778.5421074383082,0.5932732980284153,0.0006928351926805409,-49
15m,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.5,model_b,stress,2.5,2.5,2.0,0.8,0.2,0.5,True,1.2,2.0,2229,-0.8161756182845137,-1819.255453156181,-1817.3136528863902,0.3207020202724493,2184,-0.8220591663951593,-1795.377219407028,-1794.4852862526363,0.3097507680741703,-0.00588354811064562,-45
15m,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.65,model_a,base,2.5,2.5,2.0,0.8,0.2,0.65,True,1.0,1.5,2024,-0.48541986497943257,-982.4898067183715,-981.2598475758867,0.4587149159293205,1977,-0.4963817392183811,-981.3466984347394,-984.726348748354,0.4431997875221935,-0.01096187423894851,-47
15m,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.65,model_a,stress,2.5,2.5,2.0,0.8,0.2,0.65,True,1.0,1.5,2024,-1.0327594273077938,-2090.3050808709745,-2088.174560707228,0.19918773999995745,1978,-1.050970984478873,-2078.8206072992107,-2076.8390476413365,0.1857790909267278,-0.01821155717107925,-46
15m,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.65,model_b,base,2.5,2.5,2.0,0.8,0.2,0.65,True,1.2,2.0,1992,-0.3334095937344738,-664.1519107190718,-669.213354317002,0.6210155104421248,1959,-0.3619445413628606,-709.0493565298439,-713.1490855135768,0.5880195334287631,-0.028534947628386764,-33
15m,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.65,model_b,stress,2.5,2.5,2.0,0.8,0.2,0.65,True,1.2,2.0,1994,-0.8033079945040992,-1601.7961410411738,-1599.9147055052285,0.3298222369906281,1962,-0.8371646345298366,-1642.5170129475393,-1641.6250797931466,0.3036179076716568,-0.033856640025737406,-32
15m,range2_ret2_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,2.0,2.0,1.5,0.7,0.3,0.5,True,1.0,1.5,5687,-0.5239461887356284,-2979.6819753395184,-2978.3795491638884,0.42420767115585034,5372,-0.5029113133245313,-2701.6395751793825,-2704.9730886544226,0.43306130395858294,0.021034875411097054,-315
15m,range2_ret2_vz1.5_cl0.7_cs0.3_body0.5,model_a,stress,2.0,2.0,1.5,0.7,0.3,0.5,True,1.0,1.5,5707,-1.0461191339519955,-5970.201897464039,-5968.597253673042,0.18672508937597335,5407,-1.0324388978936283,-5582.397120910849,-5580.790744987066,0.18522102359569434,0.013680236058367212,-300
15m,range2_ret2_vz1.5_cl0.7_cs0.3_body0.5,model_b,base,2.0,2.0,1.5,0.7,0.3,0.5,True,1.2,2.0,5458,-0.4016383840711873,-2192.14230026054,-2198.1258750271777,0.5513709012218342,5200,-0.37998583984064327,-1975.926367171345,-1978.6093318205467,0.5649571177506819,0.021652544230544024,-258
15m,range2_ret2_vz1.5_cl0.7_cs0.3_body0.5,model_b,stress,2.0,2.0,1.5,0.7,0.3,0.5,True,1.2,2.0,5517,-0.8585619542690289,-4736.686301702232,-4735.1821317430795,0.2898981635384049,5232,-0.8305287709966829,-4345.326529854645,-4343.820916451503,0.2976772238728922,0.02803318327234605,-285
15m,range2_ret2_vz1.5_cl0.7_cs0.3_body0.65,model_a,base,2.0,2.0,1.5,0.7,0.3,0.65,True,1.0,1.5,4802,-0.5125902023142865,-2461.458151513204,-2463.242594212557,0.43345198089111975,4579,-0.5093405050962034,-2332.2701728355155,-2334.7280138589213,0.4284946863913946,0.003249697218083103,-223
15m,range2_ret2_vz1.5_cl0.7_cs0.3_body0.65,model_a,stress,2.0,2.0,1.5,0.7,0.3,0.65,True,1.0,1.5,4812,-1.03996579558284,-5004.315408344626,-5002.710764553646,0.18983778740581572,4601,-1.0390972536091467,-4780.886463855684,-4779.280087931907,0.18351222656821958,0.0008685419736933486,-211
15m,range2_ret2_vz1.5_cl0.7_cs0.3_body0.65,model_b,base,2.0,2.0,1.5,0.7,0.3,0.65,True,1.2,2.0,4634,-0.3765803354959341,-1745.0732746881588,-1754.2677602397405,0.5750740105232317,4462,-0.38575736850297765,-1721.2493782602862,-1724.1670444591077,0.5599262783441674,-0.009177033007043534,-172
15m,range2_ret2_vz1.5_cl0.7_cs0.3_body0.65,model_b,stress,2.0,2.0,1.5,0.7,0.3,0.65,True,1.2,2.0,4680,-0.8390920678494794,-3926.950877535564,-3925.446707576412,0.3012821292322901,4486,-0.8371683772406704,-3755.5373403016474,-3754.0317268984986,0.29533313790825955,0.0019236906088090366,-194
15m,range2_ret2_vz1.5_cl0.8_cs0.2_body0.5,model_a,base,2.0,2.0,1.5,0.8,0.2,0.5,True,1.0,1.5,4212,-0.512747894091047,-2159.69412991149,-2158.391703735862,0.4311548902050676,4052,-0.48662582408847777,-1971.807839206512,-1972.1476835969133,0.4448619428863146,0.026122070002569275,-160
15m,range2_ret2_vz1.5_cl0.8_cs0.2_body0.5,model_a,stress,2.0,2.0,1.5,0.8,0.2,0.5,True,1.0,1.5,4213,-1.0328853839334353,-4351.546122511563,-4349.941478720583,0.19039686534330888,4065,-1.0053305099950347,-4086.6685231298156,-4085.0621472060275,0.19492829344676635,0.027554873938400615,-148
15m,range2_ret2_vz1.5_cl0.8_cs0.2_body0.5,model_b,base,2.0,2.0,1.5,0.8,0.2,0.5,True,1.2,2.0,4095,-0.38376891585134326,-1571.5337104112507,-1576.5286410374538,0.5666566312247614,3964,-0.3533296129341293,-1400.5985856708885,-1403.2815503200868,0.5892252290771378,0.030439302917213973,-131
15m,range2_ret2_vz1.5_cl0.8_cs0.2_body0.5,model_b,stress,2.0,2.0,1.5,0.8,0.2,0.5,True,1.2,2.0,4124,-0.8428841713513076,-3476.0543226527925,-3474.5501526936487,0.29660119513733596,3980,-0.7949554879133286,-3163.922841895048,-3162.417228491892,0.3150685530013867,0.04792868343797896,-144
15m,range2_ret2_vz1.5_cl0.8_cs0.2_body0.65,model_a,base,2.0,2.0,1.5,0.8,0.2,0.65,True,1.0,1.5,3685,-0.49499689997801527,-1824.0635764189863,-1823.799253516147,0.4459924957363356,3565,-0.4916672117840886,-1752.7936100102759,-1753.1173364809003,0.44138160018576666,0.00332968819392665,-120
15m,range2_ret2_vz1.5_cl0.8_cs0.2_body0.65,model_a,stress,2.0,2.0,1.5,0.8,0.2,0.65,True,1.0,1.5,3686,-1.0193391321976517,-3757.2840412805444,-3755.6793974895654,0.19650120374506075,3573,-1.014383349787281,-3624.391708789955,-3622.785332866166,0.192422916712634,0.004955782410370757,-113
15m,range2_ret2_vz1.5_cl0.8_cs0.2_body0.65,model_b,base,2.0,2.0,1.5,0.8,0.2,0.65,True,1.2,2.0,3587,-0.3514040211835692,-1260.4862239854629,-1266.9373836259317,0.5980978319209845,3498,-0.3524897379053723,-1233.0091031929924,-1236.1746677572764,0.5905170562969461,-0.001085716721803076,-89
15m,range2_ret2_vz1.5_cl0.8_cs0.2_body0.65,model_b,stress,2.0,2.0,1.5,0.8,0.2,0.65,True,1.2,2.0,3610,-0.8151696853181876,-2942.7625639986572,-2941.2583940395025,0.3132166521423113,3509,-0.7969218521383413,-2796.3987791534396,-2794.893165750286,0.3152593867580526,0.01824783317984624,-101
15m,range2_ret2_vz2.5_cl0.7_cs0.3_body0.5,model_a,base,2.0,2.0,2.5,0.7,0.3,0.5,True,1.0,1.5,4145,-0.5010725637005984,-2076.94577653898,-2079.3068037469434,0.44313449760953555,3950,-0.5032487033710132,-1987.8323783155022,-1992.4058016059719,0.43342591466643166,-0.002176139670414856,-195
15m,range2_ret2_vz2.5_cl0.7_cs0.3_body0.5,model_a,stress,2.0,2.0,2.5,0.7,0.3,0.5,True,1.0,1.5,4156,-1.0178410732827448,-4230.147500563087,-4228.54285677211,0.19806030911410713,3965,-1.0338115705041304,-4099.062877048877,-4097.456501125088,0.18549700735147515,-0.01597049722138566,-191
15m,range2_ret2_vz2.5_cl0.7_cs0.3_body0.5,model_b,base,2.0,2.0,2.5,0.7,0.3,0.5,True,1.2,2.0,4008,-0.37950107154903895,-1521.0402947685482,-1530.6336590606388,0.5726444026710655,3853,-0.3895122614962283,-1500.7907435449677,-1508.2338279318606,0.5555841824580319,-0.010011189947189358,-155
15m,range2_ret2_vz2.5_cl0.7_cs0.3_body0.5,model_b,stress,2.0,2.0,2.5,0.7,0.3,0.5,True,1.2,2.0,4039,-0.8292504266127241,-3349.3424730887928,-3349.275745319869,0.30623143141043585,3875,-0.8338716964738889,-3231.2528238363197,-3232.3468252463754,0.2944699587321043,-0.004621269861164845,-164
15m,range2_ret2_vz2.5_cl0.7_cs0.3_body0.65,model_a,base,2.0,2.0,2.5,0.7,0.3,0.65,True,1.0,1.5,3525,-0.4866632946301234,-1715.488113571185,-1717.8491407791482,0.45528263481543507,3389,-0.5089693285680125,-1724.8970545169943,-1729.6994699188567,0.4300604016469594,-0.022306033937889047,-136
15m,range2_ret2_vz2.5_cl0.7_cs0.3_body0.65,model_a,stress,2.0,2.0,2.5,0.7,0.3,0.65,True,1.0,1.5,3533,-1.014126755530039,-3582.909827287628,-3581.3051834966454,0.20113471357679805,3399,-1.0392983945444572,-3532.57524305661,-3530.968867132819,0.1851110469885678,-0.0251716390144181,-134
15m,range2_ret2_vz2.5_cl0.7_cs0.3_body0.65,model_b,base,2.0,2.0,2.5,0.7,0.3,0.65,True,1.2,2.0,3425,-0.3503180894126439,-1199.8394562383055,-1209.4328205303975,0.6004386775032687,3325,-0.39479106670560515,-1312.680296796137,-1323.6989866764059,0.5519072358959003,-0.044472977292961235,-100
15m,range2_ret2_vz2.5_cl0.7_cs0.3_body0.65,model_b,stress,2.0,2.0,2.5,0.7,0.3,0.65,True,1.2,2.0,3450,-0.8119557243693704,-2801.2472490743276,-2801.180521305406,0.3171120087083274,3342,-0.8445873265642124,-2822.610845377598,-2823.704846787658,0.29088622414939985,-0.03263160219484207,-108
15m,range2_ret2_vz2.5_cl0.8_cs0.2_body0.5,model_a,base,2.0,2.0,2.5,0.8,0.2,0.5,True,1.0,1.5,2994,-0.487369793122343,-1459.185160608295,-1457.8827344326687,0.4520442054485827,2905,-0.4815553431174185,-1398.9182717561007,-1404.9478508243972,0.4493555055586096,0.005814450004924532,-89
15m,range2_ret2_vz2.5_cl0.8_cs0.2_body0.5,model_a,stress,2.0,2.0,2.5,0.8,0.2,0.5,True,1.0,1.5,2994,-1.001367607606981,-2998.094617175301,-2996.489973384316,0.20267496753029227,2910,-1.0005791648501994,-2911.6853697140805,-2910.078993790293,0.1973000331447446,0.0007884427567816932,-84
15m,range2_ret2_vz2.5_cl0.8_cs0.2_body0.5,model_b,base,2.0,2.0,2.5,0.8,0.2,0.5,True,1.2,2.0,2924,-0.36200562988215595,-1058.504461775424,-1062.6914496335644,0.5877328371751779,2851,-0.3607136964832241,-1028.394748673672,-1033.8494454482486,0.5811721468795429,0.0012919333989318549,-73
15m,range2_ret2_vz2.5_cl0.8_cs0.2_body0.5,model_b,stress,2.0,2.0,2.5,0.8,0.2,0.5,True,1.2,2.0,2937,-0.8138663146346916,-2390.325366082089,-2388.821196122935,0.3129752275803808,2865,-0.8015738059042222,-2296.5089539155965,-2295.094197162514,0.3093908450393096,0.012292508730469387,-72
15m,range2_ret2_vz2.5_cl0.8_cs0.2_body0.65,model_a,base,2.0,2.0,2.5,0.8,0.2,0.65,True,1.0,1.5,2657,-0.46913338690599005,-1246.4874090092155,-1245.1849828335887,0.46769126542755857,2587,-0.4909809165222753,-1270.1676310431262,-1274.8273998682575,0.44251950580076266,-0.021847529616285277,-70
15m,range2_ret2_vz2.5_cl0.8_cs0.2_body0.65,model_a,stress,2.0,2.0,2.5,0.8,0.2,0.65,True,1.0,1.5,2658,-0.9914396483326663,-2635.246585268227,-2633.641941477242,0.2080897703008382,2590,-1.014124361497635,-2626.5820962788744,-2624.975720355089,0.19333021903115918,-0.022684713164968673,-68
