timeframe,param_id,exit_model,friction_case,entry_mode,range_mult,ret_mult,vol_z_min,close_loc_long_min,close_loc_short_max,body_min,require_direction,stop_atr_mult,target_r,max_hold_bars,taker_fee_bps_per_side,slippage_bps_per_side,total_trades,trades_per_year,win_rate,ev_per_trade_r,total_ev_r,max_drawdown_r,max_losing_streak,profit_factor,average_win_r,average_loss_r,best_symbol_ev_share,best_symbol_total_ev_r,best_month_ev_share,best_month_total_ev_r
15m,range2_ret2_vz2_cl0.7_cs0.3_body0.5,model_a,stress,next_open,2.0,2.0,2.0,0.7,0.3,0.5,True,1.0,1.5,8,8.0,10.0,4908,4920.0672422665675,0.28076609616951914,-1.0321091587774978,-5065.591751279959,-5063.987107488978,40,0.1922984601690119,0.8751970884613058,-1.7766610026004641,,-800.840938683532,,-512.1832230371577
15m,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.65,model_a,stress,next_open,2.5,2.5,2.0,0.8,0.2,0.65,True,1.0,1.5,8,8.0,10.0,2024,2030.5437898772566,0.29792490118577075,-1.0327594273077938,-2090.3050808709745,-2088.174560707228,42,0.19918773999995745,0.8622322343408627,-1.8368973386196445,,-115.3585408792199,,-27.944838989060294
15m,range2_ret2_vz1.5_cl0.8_cs0.2_body0.5,model_a,stress,next_open,2.0,2.0,1.5,0.8,0.2,0.5,True,1.0,1.5,8,8.0,10.0,4213,4223.358453885299,0.2796107286968906,-1.0328853839334353,-4351.546122511563,-4349.941478720583,40,0.19039686534330888,0.8687321887145509,-1.770976158424153,,-739.5452392629392,,-317.24961772506805
15m,range2_ret2_vz2_cl0.7_cs0.3_body0.65,model_a,stress,next_open,2.0,2.0,2.0,0.7,0.3,0.65,True,1.0,1.5,8,8.0,10.0,4172,4182.257647664246,0.2828379674017258,-1.0365813852175663,-4324.6175391276865,-4323.012895336707,46,0.19207878550125002,0.8713167984218093,-1.789027861385502,,-333.89410213735215,,-254.21779245203095
15m,range2_ret2_vz1.5_cl0.7_cs0.3_body0.65,model_a,stress,next_open,2.0,2.0,1.5,0.7,0.3,0.65,True,1.0,1.5,8,8.0,10.0,4812,4823.831208188004,0.2820033250207814,-1.03996579558284,-5004.315408344626,-5002.710764553646,49,0.18983778740581572,0.8641228851947866,-1.787823491621983,,-831.4166094383476,,-313.26738831299735
15m,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.65,model_a,stress,next_open,2.5,2.5,2.5,0.7,0.3,0.65,True,1.0,1.5,8,8.0,10.0,2413,2420.801464908014,0.2954828014919188,-1.0460905072234703,-2524.216393930234,-2522.0858737664885,51,0.19633436457233924,0.8648842251271468,-1.847575792026994,,-177.8064063434075,,-50.00950874670713
15m,range2_ret2_vz1.5_cl0.7_cs0.3_body0.5,model_a,stress,next_open,2.0,2.0,1.5,0.7,0.3,0.5,True,1.0,1.5,8,8.0,10.0,5707,5721.031734232946,0.2768529875591379,-1.0461191339519955,-5970.201897464039,-5968.597253673042,52,0.18672508937597335,0.8675554304054934,-1.778759262782825,,-949.9008557019671,,-369.61424460709594
15m,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.5,model_a,stress,next_open,2.5,2.5,2.5,0.7,0.3,0.5,True,1.0,1.5,8,8.0,10.0,2811,2820.08823781866,0.2895766631092138,-1.0465107072218898,-2941.741598000732,-2939.611077836993,54,0.19348140652087628,0.8669717944408618,-1.8264680213698516,,-202.82604678185456,,-167.97286808623565
15m,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.65,model_a,stress,next_open,2.5,2.5,1.5,0.8,0.2,0.65,True,1.0,1.5,8,8.0,10.0,2221,2228.180710137049,0.29536244934714095,-1.047984874705176,-2327.5744067201963,-2325.443886556449,34,0.19449363826248187,0.8567145829791385,-1.846376468469336,,-241.69261046228982,,-209.01433800753819
15m,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.5,model_a,stress,next_open,2.5,2.5,1.5,0.8,0.2,0.5,True,1.0,1.5,8,8.0,10.0,2497,2505.0730451203112,0.29034841810172207,-1.0497889106630323,-2621.3229099255914,-2619.192389761848,34,0.19224674907207862,0.8605236418977597,-1.831378414391347,,-158.43205843601518,,-36.13617381924645
15m,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.5,model_a,stress,next_open,2.5,2.5,2.0,0.7,0.3,0.5,True,1.0,1.5,8,8.0,10.0,3138,3148.14546078796,0.28616953473550033,-1.0593674601739387,-3324.2950900258197,-3322.1645698620805,48,0.18929882352944458,0.8643912124152513,-1.8305885708815697,,-248.56248113504392,,-357.1186145865191
15m,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.65,model_a,stress,next_open,2.5,2.5,2.0,0.7,0.3,0.65,True,1.0,1.5,8,8.0,10.0,2693,2701.706732282338,0.28815447456368365,-1.06906164953612,-2878.9830222007713,-2876.8525020370307,43,0.1885996037013214,0.8623487593253978,-1.8508949710157954,,-317.2353013064537,,-159.22040183163287
15m,range2.5_ret2.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,stress,next_open,2.5,2.5,1.5,0.7,0.3,0.5,True,1.0,1.5,8,8.0,10.0,3429,3440.086292237704,0.28346456692913385,-1.0733525725749078,-3680.525971359359,-3678.3954511956176,52,0.18482529230254363,0.858527729606951,-1.8376129118995994,,-440.509545377606,,-478.2145931495137
15m,range2.5_ret2.5_vz1.5_cl0.7_cs0.3_body0.65,model_a,stress,next_open,2.5,2.5,1.5,0.7,0.3,0.65,True,1.0,1.5,8,8.0,10.0,2936,2945.4923750393405,0.28712534059945505,-1.0772850586281197,-3162.90893213216,-3160.7784119684165,47,0.18562821904022347,0.8552250136735183,-1.8556443471853492,,-238.1273374255037,,-161.02564509373536
15m,range3_ret3_vz2_cl0.8_cs0.2_body0.65,model_a,stress,next_open,3.0,3.0,2.0,0.8,0.2,0.65,True,1.0,1.5,8,8.0,10.0,1188,1191.8409201453462,0.28703703703703703,-1.0984802994203253,-1304.9945957113464,-1302.8640755475992,35,0.1808546533889527,0.8449345193445346,-1.8808940576243598,,-79.27348513815076,,-112.17787542605244
15m,range3_ret3_vz2.5_cl0.8_cs0.2_body0.65,model_a,stress,next_open,3.0,3.0,2.5,0.8,0.2,0.65,True,1.0,1.5,8,8.0,10.0,1107,1110.5790392263455,0.2863595302619693,-1.1006915379507252,-1218.4655325114527,-1216.335012347706,34,0.18119793856181107,0.8506057446896015,-1.88368044756716,,-61.5445816991246,,-66.78659832001323
15m,range3_ret3_vz2_cl0.8_cs0.2_body0.5,model_a,stress,next_open,3.0,3.0,2.0,0.8,0.2,0.5,True,1.0,1.5,8,8.0,10.0,1316,1320.254756659323,0.2811550151975684,-1.1018716838457305,-1450.0631359409813,-1447.932615777235,28,0.17836018516059324,0.8507493506899453,-1.8655818136324114,,-127.03758483361881,,-82.42540568466025
15m,range3_ret3_vz2.5_cl0.8_cs0.2_body0.5,model_a,stress,next_open,3.0,3.0,2.5,0.8,0.2,0.5,True,1.0,1.5,8,8.0,10.0,1228,1231.970244055964,0.28013029315960913,-1.1039663278023077,-1355.670650541234,-1353.5401303774872,26,0.1785060128686999,0.8563360198291327,-1.8667989155683888,,-120.4811458031977,,-79.96368286838202
15m,range3_ret3_vz1.5_cl0.8_cs0.2_body0.65,model_a,stress,next_open,3.0,3.0,1.5,0.8,0.2,0.65,True,1.0,1.5,8,8.0,10.0,1255,1259.057537695631,0.2852589641434263,-1.1158432738971469,-1400.3833087409193,-1398.2527885771733,36,0.17667208057719977,0.8393807012588076,-1.8961890744610617,,-162.69262060295722,,-74.04861162588192
15m,range3_ret3_vz1.5_cl0.8_cs0.2_body0.5,model_a,stress,next_open,3.0,3.0,1.5,0.8,0.2,0.5,True,1.0,1.5,8,8.0,10.0,1395,1399.510171382793,0.27813620071684586,-1.1230750617825083,-1566.689711186599,-1564.5591910228522,33,0.17303510192864607,0.844886563155554,-1.8813363432879382,,-135.24228940860476,,-130.52157508767368
15m,range3_ret3_vz2.5_cl0.7_cs0.3_body0.65,model_a,stress,next_open,3.0,3.0,2.5,0.7,0.3,0.65,True,1.0,1.5,8,8.0,10.0,1526,1530.9337071900661,0.2798165137614679,-1.1246822788274908,-1716.265157490751,-1714.1346373270044,31,0.17572136742288674,0.8568544232965501,-1.8945787044935196,,-303.37919123470965,,-176.87355640076373
15m,range3_ret3_vz2.5_cl0.7_cs0.3_body0.5,model_a,stress,next_open,3.0,3.0,2.5,0.7,0.3,0.5,True,1.0,1.5,8,8.0,10.0,1758,1763.6837858716488,0.26905574516496017,-1.134639752327554,-1994.6966845918398,-1992.5661644280951,32,0.16966989313209216,0.8617270505394685,-1.8694891669237421,,-333.35441589162906,,-139.14867652577453
15m,range3_ret3_vz2_cl0.7_cs0.3_body0.65,model_a,stress,next_open,3.0,3.0,2.0,0.7,0.3,0.65,True,1.0,1.5,8,8.0,10.0,1632,1637.276415553203,0.2763480392156863,-1.136290339994933,-1854.4258348717306,-1852.2953147079843,36,0.171717238986035,0.8524485993971335,-1.8957494946654003,,-234.38486735682437,,-98.19847064156168
15m,range3_ret3_vz2_cl0.7_cs0.3_body0.5,model_a,stress,next_open,3.0,3.0,2.0,0.7,0.3,0.5,True,1.0,1.5,8,8.0,10.0,1880,1886.078223799033,0.2680851063829787,-1.1396391413410385,-2142.5215857211524,-2140.3910655574077,37,0.16783087785078374,0.8573436561874034,-1.8710921427613398,,-136.38656136351966,,-290.7024572214528
15m,range3_ret3_vz1.5_cl0.7_cs0.3_body0.65,model_a,stress,next_open,3.0,3.0,1.5,0.7,0.3,0.65,True,1.0,1.5,8,8.0,10.0,1723,1728.5706274498582,0.2768427161926872,-1.1447968410069904,-1972.4849570550443,-1970.3544368912983,30,0.1699949299747142,0.8469359044207327,-1.9072820092004283,,-114.42203217275386,,-101.8809122457217
15m,range3_ret3_vz1.5_cl0.7_cs0.3_body0.5,model_a,stress,next_open,3.0,3.0,1.5,0.7,0.3,0.5,True,1.0,1.5,8,8.0,10.0,1986,1992.4209321621697,0.2673716012084592,-1.1522173735827197,-2288.303703935281,-2286.1731837715383,34,0.16501035760465227,0.8516266818810722,-1.8835171628963099,,-311.78331809410224,,-119.8700414994301
15m,range1.5_ret1.5_vz2_cl0.8_cs0.2_body0.65,model_b,base,next_close,1.5,1.5,2.0,0.8,0.2,0.65,True,1.2,2.0,12,4.0,5.0,4062,4071.521582528157,0.33357951747907433,-0.3420926039129917,-1389.580157094572,-1393.1035081469818,37,0.5931390145642067,1.4950466814297083,-1.2616802402777343,,-82.19806673716265,,-239.21429890616696
15m,range2_ret2_vz2_cl0.8_cs0.2_body0.5,model_b,base,next_close,2.0,2.0,2.0,0.8,0.2,0.5,True,1.2,2.0,12,4.0,5.0,3389,3396.944028357441,0.3349070522277958,-0.3442957499569938,-1166.818296604252,-1170.3656921797058,37,0.5965308848836759,1.5199524685585535,-1.283036534347032,,-166.59696643285412,,-55.6774698220991
15m,range2_ret2_vz2_cl0.8_cs0.2_body0.65,model_b,base,next_close,2.0,2.0,2.0,0.8,0.2,0.65,True,1.2,2.0,12,4.0,5.0,3022,3029.0837573609283,0.3358702845797485,-0.34492359994697613,-1042.359119039762,-1045.906514615215,33,0.5964391460284914,1.51777863525285,-1.286947899263281,,-99.11231206519469,,-207.8800545436145
15m,range1.5_ret1.5_vz1.5_cl0.8_cs0.2_body0.65,model_b,base,next_close,1.5,1.5,1.5,0.8,0.2,0.65,True,1.2,2.0,12,4.0,5.0,5028,5039.497827578321,0.33233890214797135,-0.3465720876979597,-1742.5644569453414,-1743.3964764069942,37,0.5888501214322448,1.4935405015692962,-1.2625173175655748,,-168.79074130464463,,-15.852557213217793
15m,range1.5_ret1.5_vz2_cl0.8_cs0.2_body0.5,model_b,base,next_close,1.5,1.5,2.0,0.8,0.2,0.5,True,1.2,2.0,12,4.0,5.0,4546,4556.656108855983,0.3308402991641003,-0.34821471641042107,-1582.9841008017743,-1585.1523255937152,53,0.5876077300595636,1.499704521811305,-1.2618473706791509,,-244.33667844496006,,-88.00922252109207
15m,range1.5_ret1.5_vz1.5_cl0.8_cs0.2_body0.5,model_b,base,next_close,1.5,1.5,1.5,0.8,0.2,0.5,True,1.2,2.0,12,4.0,5.0,5658,5670.938486165104,0.3303287380699894,-0.3515007427052029,-1988.7912022260377,-1988.2680954272214,39,0.5847001878223906,1.4981365078252733,-1.2638712946295785,,-302.8852440811766,,-136.90536735866968
15m,range2_ret2_vz1.5_cl0.8_cs0.2_body0.65,model_b,base,next_close,2.0,2.0,1.5,0.8,0.2,0.65,True,1.2,2.0,12,4.0,5.0,3498,3506.1995311874675,0.33390508862206975,-0.3524897379053723,-1233.0091031929924,-1236.1746677572764,35,0.5905170562969461,1.5223694830742265,-1.292333330224759,,-129.16608169308967,,-9.575530336557783
15m,range2_ret2_vz1.5_cl0.8_cs0.2_body0.5,model_b,base,next_close,2.0,2.0,1.5,0.8,0.2,0.5,True,1.2,2.0,12,4.0,5.0,3964,3973.291864387399,0.3329969727547931,-0.3533296129341293,-1400.5985856708885,-1403.2815503200868,39,0.5892252290771378,1.5220093627806428,-1.2895805387826538,,-190.56865748809372,,-100.50753390562356
15m,range1.5_ret1.5_vz2.5_cl0.8_cs0.2_body0.65,model_b,base,next_close,1.5,1.5,2.5,0.8,0.2,0.65,True,1.2,2.0,12,4.0,5.0,3270,3277.665084900806,0.3305810397553517,-0.3549412228270176,-1160.6577986443476,-1164.2626711783485,30,0.5823889782622413,1.4973374780681952,-1.2696572007474036,,-71.02225440365194,,-60.02182191007049
15m,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.5,model_b,base,next_close,2.5,2.5,2.0,0.8,0.2,0.5,True,1.2,2.0,12,4.0,5.0,2177,2183.788528107567,0.3330271015158475,-0.35584633572580143,-774.6774728750697,-778.5421074383082,28,0.5932732980284153,1.5586013121190696,-1.3117516695326412,,-68.09162561475891,,3.700289362508064
15m,range2_ret2_vz2.5_cl0.8_cs0.2_body0.65,model_b,base,next_close,2.0,2.0,2.5,0.8,0.2,0.65,True,1.2,2.0,12,4.0,5.0,2548,2553.9726716597106,0.3328100470957614,-0.35674272293660886,-908.9804580424793,-913.215076753899,26,0.5856524702112684,1.5150742590455453,-1.2904490763018246,,-136.36913910912227,,-47.54681825943999
15m,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.5,model_b,base,next_close,2.5,2.5,1.5,0.8,0.2,0.5,True,1.2,2.0,12,4.0,5.0,2391,2398.4558432270064,0.3345880384776244,-0.3576489638460591,-855.1386725559273,-856.4905122997332,29,0.592288016193969,1.552837566885991,-1.3182958680482213,,-42.3583746393779,,-47.7814316931963
15m,range2_ret2_vz2.5_cl0.8_cs0.2_body0.5,model_b,base,next_close,2.0,2.0,2.5,0.8,0.2,0.5,True,1.2,2.0,12,4.0,5.0,2851,2857.682922645932,0.33005962820063134,-0.3607136964832241,-1028.394748673672,-1033.8494454482486,29,0.5811721468795429,1.5164896949013278,-1.2855557861653515,,-145.34838142950966,,-86.70381403937267
15m,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.65,model_b,base,next_close,2.5,2.5,2.0,0.8,0.2,0.65,True,1.2,2.0,12,4.0,5.0,1959,1965.108739808325,0.3328228688106177,-0.3619445413628606,-709.0493565298439,-713.1490855135768,27,0.5880195334287631,1.5521868490492805,-1.316813452264709,,-75.24598886282655,,2.024409195589854
15m,range1.5_ret1.5_vz2.5_cl0.8_cs0.2_body0.5,model_b,base,next_close,1.5,1.5,2.5,0.8,0.2,0.5,True,1.2,2.0,12,4.0,5.0,3663,3671.586301526499,0.32732732732732733,-0.36206089478665227,-1326.2290576035073,-1328.5631163504536,42,0.5753653504450593,1.4987445995962272,-1.2675421398211784,,-91.33796166937299,,-141.91074236444945
15m,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.65,model_b,base,next_close,2.5,2.5,1.5,0.8,0.2,0.65,True,1.2,2.0,12,4.0,5.0,2143,2149.682506079245,0.33411105926271584,-0.3628142249522273,-777.5108840726232,-779.3053804421905,31,0.5881323011783494,1.5506391828824686,-1.3228931597872955,,-84.43557766631984,,-7.81870774460386
15m,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.5,model_b,base,next_close,2.5,2.5,2.5,0.8,0.2,0.5,True,1.2,2.0,12,4.0,5.0,1936,1942.03701902446,0.33109504132231404,-0.364239067565327,-705.166834806473,-715.1058767564673,26,0.5851619602361386,1.5517843286440982,-1.3126336598203399,,-114.84912957939758,,-81.88094335990408
15m,range1.5_ret1.5_vz2_cl0.7_cs0.3_body0.5,model_b,base,next_close,1.5,1.5,2.0,0.7,0.3,0.5,True,1.2,2.0,12,4.0,5.0,6012,6025.747999085296,0.3260146373918829,-0.3677122555978226,-2210.6860806541094,-2214.615460490034,34,0.5699511805866053,1.494826895460068,-1.268644322743298,,-369.02578860735184,,-336.422002118596
15m,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.65,model_b,base,next_close,2.5,2.5,2.5,0.8,0.2,0.65,True,1.2,2.0,12,4.0,5.0,1748,1753.4507795737377,0.3306636155606407,-0.37119691758642265,-648.8522119410668,-657.5711758279022,25,0.5790782581516442,1.5443788717958178,-1.317524102426538,,-110.14055902186573,,0.4052057377484233
15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.5,model_b,base,next_close,1.5,1.5,1.5,0.7,0.3,0.5,True,1.2,2.0,12,4.0,5.0,7325,7341.750514520924,0.32327645051194537,-0.37419391956482906,-2740.970460812373,-2742.2085090575288,40,0.5635148038170136,1.4943711275660516,-1.2668229354223892,,-223.78260083761202,,-201.3069934732392
15m,range1.5_ret1.5_vz2_cl0.7_cs0.3_body0.65,model_b,base,next_close,1.5,1.5,2.0,0.7,0.3,0.65,True,1.2,2.0,12,4.0,5.0,5179,5191.1399005202675,0.3240007723498745,-0.37537616989049244,-1944.0731838628603,-1949.3576899592565,30,0.5625969728831959,1.4901715235921276,-1.2695175665382608,,-194.2025985121485,,-158.62803166768018
15m,range2_ret2_vz2_cl0.7_cs0.3_body0.5,model_b,base,next_close,2.0,2.0,2.0,0.7,0.3,0.5,True,1.2,2.0,12,4.0,5.0,4529,4539.61625979075,0.32656215500110397,-0.3766659009757463,-1705.919865519155,-1709.4672610946084,37,0.5672376228015329,1.5118405274708047,-1.2924367231634346,,-277.0629160914341,,-300.5324207844441
15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.65,model_b,base,next_close,1.5,1.5,1.5,0.7,0.3,0.65,True,1.2,2.0,12,4.0,5.0,6271,6285.34026983764,0.32259607718067296,-0.3773914312785228,-2366.6216655476164,-2369.214840053253,37,0.5602339523325333,1.4903239542823614,-1.2668425200237365,,-396.67081280051667,,-130.5963773327002
15m,range1.5_ret1.5_vz2.5_cl0.7_cs0.3_body0.5,model_b,base,next_close,1.5,1.5,2.5,0.7,0.3,0.5,True,1.2,2.0,12,4.0,5.0,4900,4911.485907037905,0.32387755102040816,-0.377986568820224,-1852.1341872190978,-1859.345902715242,44,0.5613096405616899,1.4932754740292962,-1.2743623195000273,,-292.5163400830685,,-140.51582999435533
15m,range2_ret2_vz1.5_cl0.7_cs0.3_body0.5,model_b,base,next_close,2.0,2.0,1.5,0.7,0.3,0.5,True,1.2,2.0,12,4.0,5.0,5200,5212.189125836144,0.32596153846153847,-0.37998583984064327,-1975.926367171345,-1978.6093318205467,35,0.5649571177506819,1.5138556675291037,-1.2958378669424182,,-314.55875141019914,,-108.82593265626367
15m,range2_ret2_vz2_cl0.7_cs0.3_body0.65,model_b,base,next_close,2.0,2.0,2.0,0.7,0.3,0.65,True,1.2,2.0,12,4.0,5.0,3910,3919.1652850037162,0.32531969309462916,-0.38360693531252593,-1499.9031170719763,-1503.6418401511992,29,0.5614367057522923,1.509539976021903,-1.296451086645882,,-149.95815111329725,,-111.78619194622141
15m,range2_ret2_vz1.5_cl0.7_cs0.3_body0.65,model_b,base,next_close,2.0,2.0,1.5,0.7,0.3,0.65,True,1.2,2.0,12,4.0,5.0,4462,4472.459207592476,0.3245181532944868,-0.38575736850297765,-1721.2493782602862,-1724.1670444591077,30,0.5599262783441674,1.5124486849430003,-1.297702413423275,,-270.0025545377997,,-86.5409026789942
15m,range1.5_ret1.5_vz2.5_cl0.7_cs0.3_body0.65,model_b,base,next_close,1.5,1.5,2.5,0.7,0.3,0.65,True,1.2,2.0,12,4.0,5.0,4223,4232.898976616545,0.3213355434525219,-0.3879099706270323,-1638.1438059579575,-1654.0914079498668,37,0.5522998721035776,1.4892235678911545,-1.27669929783191,,-272.42582489192137,,-263.90804800768956
15m,range2_ret2_vz2.5_cl0.7_cs0.3_body0.5,model_b,base,next_close,2.0,2.0,2.5,0.7,0.3,0.5,True,1.2,2.0,12,4.0,5.0,3853,3862.0316734320504,0.32234622372177524,-0.3895122614962283,-1500.7907435449677,-1508.2338279318606,34,0.5555841824580319,1.5106328048144655,-1.2933729173207713,,-233.88357819665052,,-94.64643336186933
15m,range3_ret3_vz2_cl0.8_cs0.2_body0.65,model_b,base,next_close,3.0,3.0,2.0,0.8,0.2,0.65,True,1.2,2.0,12,4.0,5.0,1157,1160.607867257903,0.32497839239412274,-0.39036253347695765,-451.64945123284,-459.01776601574454,19,0.5686156673199567,1.5833178055477153,-1.3405594700624595,,-26.502104868150894,,-36.91982887612554
15m,range3_ret3_vz2.5_cl0.8_cs0.2_body0.65,model_b,base,next_close,3.0,3.0,2.5,0.8,0.2,0.65,True,1.2,2.0,12,4.0,5.0,1078,1081.3615219568017,0.32560296846011133,-0.39162497529469403,-422.17172336768016,-430.87685106365,20,0.5687035663043177,1.5859595612886033,-1.3464147584318842,,-44.67016070474534,,-16.640881092010424
15m,range2.5_ret2.5_vz1.5_cl0.7_cs0.3_body0.5,model_b,base,next_close,2.5,2.5,1.5,0.7,0.3,0.5,True,1.2,2.0,12,4.0,5.0,3220,3230.0409097410957,0.3248447204968944,-0.3929205275702065,-1265.204098776065,-1266.555938519873,39,0.5603641493177758,1.5417222771309291,-1.3237560260602654,,-145.51937724703797,,-80.40464365689598
15m,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.5,model_b,base,next_close,2.5,2.5,2.0,0.7,0.3,0.5,True,1.2,2.0,12,4.0,5.0,2955,2964.2145615791733,0.32351945854483927,-0.3933261782694949,-1162.2788567863574,-1169.9147428742504,36,0.5594763022339633,1.5440624625998602,-1.3198612161239738,,-107.83457321281905,,-77.08618289864903
15m,range2_ret2_vz2.5_cl0.7_cs0.3_body0.65,model_b,base,next_close,2.0,2.0,2.5,0.7,0.3,0.65,True,1.2,2.0,12,4.0,5.0,3325,3332.79400834715,0.32210526315789473,-0.39479106670560515,-1312.680296796137,-1323.6989866764059,28,0.5519072358959003,1.5096200416249301,-1.2996820591732197,,-212.8963405391986,,-255.35454898327345
15m,range3_ret3_vz2_cl0.8_cs0.2_body0.5,model_b,base,next_close,3.0,3.0,2.0,0.8,0.2,0.5,True,1.2,2.0,12,4.0,5.0,1279,1282.9882992418825,0.32134480062548865,-0.3956953278839165,-506.09432436352915,-513.995775211879,21,0.5630602101252042,1.5868025422649275,-1.3344126373668366,,-52.58887356141573,,-11.830015992425059
15m,range3_ret3_vz1.5_cl0.8_cs0.2_body0.5,model_b,base,next_close,3.0,3.0,1.5,0.8,0.2,0.5,True,1.2,2.0,12,4.0,5.0,1356,1360.2284079530825,0.3230088495575221,-0.39704050857591916,-538.3869296289464,-544.7964854984557,23,0.5627284115342638,1.581859766095166,-1.3412216853797703,,-52.75034848667415,,-33.258717310085586
15m,range3_ret3_vz1.5_cl0.8_cs0.2_body0.65,model_b,base,next_close,3.0,3.0,1.5,0.8,0.2,0.65,True,1.2,2.0,12,4.0,5.0,1221,1224.8074381347446,0.32432432432432434,-0.39749142730504944,-485.33703273946537,-490.97769923268623,22,0.5632621657223819,1.5806583475681726,-1.347003319244196,,-44.91106973884539,,-4.289561309739458
15m,range3_ret3_vz2.5_cl0.8_cs0.2_body0.5,model_b,base,next_close,3.0,3.0,2.5,0.8,0.2,0.5,True,1.2,2.0,12,4.0,5.0,1193,1196.7201258761265,0.3202011735121542,-0.4005751315383609,-477.8861319252645,-487.360148997523,22,0.5595302164018008,1.5891631593698088,-1.3377884818798171,,-42.27568577486831,,-52.00540472613457
15m,range2.5_ret2.5_vz1.5_cl0.7_cs0.3_body0.65,model_b,base,next_close,2.5,2.5,1.5,0.7,0.3,0.65,True,1.2,2.0,12,4.0,5.0,2797,2805.7218709769704,0.32248838040757954,-0.40222455354325337,-1125.0220762604797,-1129.4008357077446,40,0.5532927027929021,1.544850303919592,-1.3290116360928506,,-86.78041879376478,,-51.048672868434814
15m,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.65,model_b,base,next_close,2.5,2.5,2.0,0.7,0.3,0.65,True,1.2,2.0,12,4.0,5.0,2572,2580.020254613074,0.3215396578538103,-0.4031280403863316,-1036.845319873645,-1045.4448427849195,34,0.551944314680064,1.5444424641934962,-1.3261313683447944,,-110.29589526166717,,-13.787932932537963
15m,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.5,model_b,base,next_close,2.5,2.5,2.5,0.7,0.3,0.5,True,1.2,2.0,12,4.0,5.0,2646,2654.251008439422,0.31897203325774753,-0.4068536456686415,-1076.5347464392255,-1089.411963658499,33,0.5473201328415934,1.5421827784790143,-1.319720872072982,,-91.32731589478922,,-113.01373577818326
15m,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.65,model_b,base,next_close,2.5,2.5,2.5,0.7,0.3,0.65,True,1.2,2.0,12,4.0,5.0,2309,2316.200143041053,0.3174534430489389,-0.4154979488244924,-959.384763835753,-973.9320007224451,31,0.5410186183418273,1.5427870487202335,-1.3262992833424392,,-89.50350048221706,,-44.14676873657664
15m,range3_ret3_vz1.5_cl0.7_cs0.3_body0.5,model_b,base,next_close,3.0,3.0,1.5,0.7,0.3,0.5,True,1.2,2.0,12,4.0,5.0,1900,1905.9247604062366,0.3094736842105263,-0.43934382063923877,-834.7532592145536,-847.0776828974731,34,0.5271094578406453,1.5824171383178574,-1.3454379089523276,,-103.73761053972798,,-63.94464545726221
15m,range3_ret3_vz1.5_cl0.7_cs0.3_body0.65,model_b,base,next_close,3.0,3.0,1.5,0.7,0.3,0.65,True,1.2,2.0,12,4.0,5.0,1665,1670.1919610928337,0.3099099099099099,-0.4425324071278724,-736.8164578679075,-749.6835531742196,29,0.5258294299025126,1.5835067173387216,-1.352398541353079,,-38.04563780407708,,-30.006143114959634
15m,range3_ret3_vz2_cl0.7_cs0.3_body0.65,model_b,base,next_close,3.0,3.0,2.0,0.7,0.3,0.65,True,1.2,2.0,12,4.0,5.0,1578,1582.9206694321272,0.3086185044359949,-0.442754094512338,-698.6659611404693,-714.3841062368184,25,0.5247976024198383,1.5843599036485734,-1.347616163352268,,-85.33295091065955,,-24.560314285710927
15m,range3_ret3_vz2_cl0.7_cs0.3_body0.5,model_b,base,next_close,3.0,3.0,2.0,0.7,0.3,0.5,True,1.2,2.0,12,4.0,5.0,1797,1802.6035760263196,0.30662214802448523,-0.44312458350840633,-796.2948765646062,-813.2244390567581,30,0.5232045135543346,1.5858484021338488,-1.3403670514770119,,-49.40986735495288,,-35.29464729540064
15m,range3_ret3_vz2.5_cl0.7_cs0.3_body0.65,model_b,base,next_close,3.0,3.0,2.5,0.7,0.3,0.65,True,1.2,2.0,12,4.0,5.0,1475,1479.59948505221,0.3071186440677966,-0.44984910773946074,-663.5274339157046,-682.9182661204477,27,0.5199660146694175,1.586586135856168,-1.3524960405660946,,-113.3160681832526,,-25.45509930515912
