entry_mode,exit_model,friction_case,horizon_bars,taker_fee_bps_per_side,slippage_bps_per_side,total_trades,trades_per_year,average_return_pct,median_return_pct,win_rate,cumulative_return_units,max_drawdown_units,sharpe_like,return_volatility_pct,max_losing_streak,average_win_pct,average_loss_pct,best_month,worst_month,best_month_contribution,best_symbol,worst_symbol,best_symbol_contribution,positive_month_rate,positive_symbol_rate,average_concurrent_positions,max_concurrent_positions,p95_concurrent_positions,year,window_start,window_end
next_close,pure_horizon_6,stress,6,8.0,10.0,80,80.05479452054794,1.130490582138689,0.774838448355213,0.625,0.9043924657109512,-0.8225910977081299,1.3175996722884982,7.674117845505735,8,4.5317540059965005,-4.5382817909576625,2025-10,2025-02,1.3432113560877617,ADAUSDT,LTCUSDT,0.3264887057039634,0.8571428571428571,0.7777777777777778,5.4125,22,18.0,2025,2025-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
next_open,pure_horizon_6,stress,6,8.0,10.0,80,80.05479452054794,1.0590918213023277,0.7672284057299518,0.625,0.8472734570418622,-0.887642283392948,1.2103580268190963,7.826448883294011,8,4.585715262810366,-4.818613914544402,2025-10,2025-02,0.9177903343056344,XRPUSDT,BTCUSDT,0.2373499686766956,0.8571428571428571,1.0,5.4125,22,18.0,2025,2025-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
next_close,scaled_exit_6_12,base,12,4.0,5.0,80,80.05479452054794,1.3477982313843575,0.9177167833752577,0.6375,1.078238585107486,-0.8422639867219566,1.5307771986640142,7.875132887946543,8,4.874062135234899,-4.853562427111422,2025-10,2025-02,1.395399783677795,ADAUSDT,LTCUSDT,0.31761861157389726,0.7142857142857143,0.6666666666666666,6.3,25,21.0,2025,2025-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
next_open,scaled_exit_6_12,base,12,4.0,5.0,80,80.05479452054794,1.2602792549486972,0.41091320511637225,0.55,1.0082234039589577,-0.861085140638439,1.4369473882407928,7.844601988241602,8,5.469707375395175,-3.8845773367081087,2025-10,2025-02,1.0462634753187452,XRPUSDT,BTCUSDT,0.25043041749003564,0.7142857142857143,1.0,6.5,25,21.0,2025,2025-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
next_close,scaled_exit_6_12,stress,12,8.0,10.0,80,80.05479452054794,1.1664210710445653,0.736769489765048,0.625,0.9331368568356523,-0.8558245460358569,1.3261014615264273,7.867261686723606,8,4.7864398883011035,-4.8669436243829995,2025-10,2025-02,1.5625388133077454,ADAUSDT,LTCUSDT,0.33770163200021686,0.7142857142857143,0.6666666666666666,6.3,25,21.0,2025,2025-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
next_open,scaled_exit_6_12,stress,12,8.0,10.0,80,80.05479452054794,1.0789895698914365,0.23047246206240507,0.5375,0.8631916559131492,-0.9610413049937034,1.2314750607329163,7.8367613026758,8,5.407793118701454,-3.951782121968856,2025-10,2025-02,1.1686923363825492,XRPUSDT,BTCUSDT,0.27135855533362657,0.5714285714285714,1.0,6.5,25,21.0,2025,2025-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
next_close,pure_horizon_12,base,12,4.0,5.0,26,77.20731707317073,1.8608699049893545,0.2515039874494552,0.6153846153846154,0.48382617529723215,-0.1486297837672378,2.5218753289987865,3.762522218560803,5,3.9958152989358897,-1.5550427253251005,2026-02,2026-01,1.13826609775419,XRPUSDT,ETHUSDT,0.2538023969328053,0.5,1.0,2.8461538461538463,9,7.449999999999996,2026_ytd,2026-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_open,pure_horizon_12,base,12,4.0,5.0,26,77.20731707317073,2.5264178136764355,0.8616738288636097,0.6153846153846154,0.6568686315558733,-0.10561209588720508,3.2074010422420964,4.016415023180068,5,4.811866464073951,-1.1303000269595886,2026-02,2026-01,1.0040400486272,XRPUSDT,SOLUSDT,0.26858155914028803,0.5,1.0,2.8461538461538463,9,7.449999999999996,2026_ytd,2026-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_close,pure_horizon_12,stress,12,8.0,10.0,26,77.20731707317073,1.6789799291273129,0.07122257402801162,0.6153846153846154,0.4365347815731013,-0.1718851327366606,2.277652160484054,3.7587615747838137,5,3.8117914435527247,-1.7335184939533461,2026-02,2026-01,1.1984565752772685,XRPUSDT,ETHUSDT,0.26452028916542064,0.5,1.0,2.8461538461538463,9,7.449999999999996,2026_ytd,2026-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_open,pure_horizon_12,stress,12,8.0,10.0,26,77.20731707317073,2.343862622180911,0.680782550228436,0.5769230769230769,0.6094042817670369,-0.12530984036794973,2.9786161451334174,4.012400613354592,5,4.944980030297746,-1.2031156616147727,2026-02,2026-01,1.0368465291078601,XRPUSDT,SOLUSDT,0.27739428512306635,0.5,1.0,2.8461538461538463,9,7.449999999999996,2026_ytd,2026-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_close,pure_horizon_6,base,6,4.0,5.0,26,77.20731707317073,2.712169899892369,0.38920195573926236,0.5769230769230769,0.7051641739720159,-0.09180022714224016,3.0592134568678,4.520576101900888,8,5.52368672058491,-1.1217166737792783,2026-02,2026-01,1.1091751117992,LINKUSDT,LTCUSDT,0.14068677862515336,0.5,1.0,2.8461538461538463,9,7.449999999999996,2026_ytd,2026-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_open,pure_horizon_6,base,6,4.0,5.0,26,77.20731707317073,3.3744678369515557,0.7740897384143987,0.6923076923076923,0.8773616376074045,-0.037229439463896626,3.7883930563498565,4.541893381355149,5,5.121343068825596,-0.5560014347650359,2026-02,2026-01,1.0145245767266244,XRPUSDT,LTCUSDT,0.16910272752831332,0.5,1.0,2.8461538461538463,9,7.449999999999996,2026_ytd,2026-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_close,pure_horizon_6,stress,6,8.0,10.0,26,77.20731707317073,2.5294290490474767,0.20878291309533353,0.5769230769230769,0.6576515527523439,-0.10611087554622044,2.855943989191409,4.5160577826994315,8,5.338135756570856,-1.3006255521207684,2026-02,2026-01,1.147057713211694,LINKUSDT,LTCUSDT,0.1424876393116481,0.5,1.0,2.8461538461538463,9,7.449999999999996,2026_ytd,2026-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_open,pure_horizon_6,stress,6,8.0,10.0,26,77.20731707317073,3.1910650188222576,0.5932860001432495,0.6923076923076923,0.8296769048937869,-0.049794331061080124,3.58607762957296,4.537353755516901,5,4.936194247592975,-0.7354757459118548,2026-02,2026-01,1.0392127021204713,XRPUSDT,LTCUSDT,0.16996345630624218,0.5,1.0,2.8461538461538463,9,7.449999999999996,2026_ytd,2026-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_close,scaled_exit_6_12,base,12,4.0,5.0,26,77.20731707317073,2.2865199024408622,0.5317246464847458,0.5769230769230769,0.5944951746346241,-0.09860723944389695,2.853309704780517,4.086135333024098,8,4.774476182195138,-1.1061477517695149,2026-02,2026-01,1.1210128701787179,XRPUSDT,ETHUSDT,0.18391839381201908,0.5,1.0,2.8461538461538463,9,7.449999999999996,2026_ytd,2026-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_open,scaled_exit_6_12,base,12,4.0,5.0,26,77.20731707317073,2.9504428253139956,0.6546301323118392,0.6538461538461539,0.7671151345816388,-0.05356087789557649,3.568524938194501,4.215849910138951,5,4.929376470024727,-0.7875429480284968,2026-02,2026-01,1.0100357084233456,XRPUSDT,SOLUSDT,0.21169380743535487,0.5,1.0,2.8461538461538463,9,7.449999999999996,2026_ytd,2026-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_close,scaled_exit_6_12,stress,12,8.0,10.0,26,77.20731707317073,2.1042044890873948,0.3511631523046167,0.5384615384615384,0.5470931671627226,-0.1238458935257527,2.6284284850133917,4.082051237696693,8,4.918457967094771,-1.179091235254545,2026-02,2026-01,1.1675637187438632,XRPUSDT,ETHUSDT,0.1864912931863842,0.5,1.0,2.8461538461538463,9,7.449999999999996,2026_ytd,2026-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_open,scaled_exit_6_12,stress,12,8.0,10.0,26,77.20731707317073,2.767463820501585,0.47394579400651565,0.6538461538461539,0.7195405933304122,-0.07020737945582288,3.350562933519214,4.211636164994512,5,4.744419519551464,-0.9667858332592979,2026-02,2026-01,1.0382107044717956,XRPUSDT,SOLUSDT,0.2154569334509645,0.5,1.0,2.8461538461538463,9,7.449999999999996,2026_ytd,2026-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
