entry_mode,exit_model,friction_case,event_threshold,hold_bars,stop_atr_mult,target_r,taker_fee_bps_per_side,slippage_bps_per_side,month,total_trades,trades_per_year,avg_net_return_pct,median_net_return_pct,win_rate,total_net_return_units,ev_per_trade_r,total_ev_r,max_drawdown_return_units,max_drawdown_r,max_losing_streak,profit_factor,average_win_pct,average_loss_pct,best_symbol,worst_symbol,best_month,worst_month,best_symbol_contribution,best_month_contribution
next_close,stop_1atr_horizon_12,base,-0.02,12,1.0,,4.0,5.0,2026-02,43,597.1295049504951,0.9402660558885245,-0.47980456402722604,0.3953488372093023,0.40431440403206553,0.11315265819827029,4.865564302525622,-0.24444515794395072,-15.11460924388388,8,2.301802495144162,4.205263843989829,-1.194540190177713,SOLUSDT,LTCUSDT,2026-02,2026-02,0.16661136521557382,1.0
next_close,stop_1atr_horizon_12,base,-0.02,12,1.0,,4.0,5.0,2026-03,7,139.69721115537848,0.8792133339535392,1.17471758377458,0.8571428571428571,0.06154493337674775,4.837711106665137,33.863977746655955,0.0,0.0,1,6.027915260146903,1.2297596647627367,-1.2240646509016455,ADAUSDT,SOLUSDT,2026-03,2026-03,0.38398856673988513,0.9999999999999999
next_close,stop_1atr_horizon_12,base,-0.02,12,1.0,,4.0,5.0,2026-04,7,112.17915904936015,-0.5555613967936228,-0.5416787510343173,0.0,-0.0388892977755536,-1.3096318001545966,-9.167422601082176,-0.034081532086267324,-7.79812766288224,7,0.0,0.0,-0.5555613967936228,ETHUSDT,AVAXUSDT,2026-04,2026-04,,
next_open,stop_1atr_horizon_12,base,-0.02,12,1.0,,4.0,5.0,2025-05,40,706.5793450881612,0.6066673032864561,1.1400479070275884,0.625,0.24266692131458248,0.9936457965149401,39.745831860597605,-0.05276920046692285,-8.526544799798252,7,2.609782057596766,1.5736484929258185,-1.0049680127791478,AVAXUSDT,ETHUSDT,2025-05,2025-05,0.28359659243261565,1.0
next_open,stop_1atr_horizon_12,base,-0.02,12,1.0,,4.0,5.0,2025-06,28,602.3263803680982,-0.6368352188310682,-0.8357966866022061,0.10714285714285714,-0.1783138612726991,-0.957377680354376,-26.80657504992253,-0.18740289715941894,-27.50184366421133,17,0.15555234894359923,1.0948829464827248,-0.8446413986687236,LTCUSDT,ETHUSDT,2025-06,2025-06,,
next_open,stop_1atr_horizon_12,base,-0.02,12,1.0,,4.0,5.0,2025-07,23,667.0570719602978,-0.8847176614596542,-0.9666215320451881,0.08695652173913043,-0.20348506213572048,-0.9246733037133438,-21.267485985406907,-0.1885076945293278,-21.906364689823658,19,0.11433719864434329,1.3134746054003845,-1.094069305922515,AVAXUSDT,ADAUSDT,2025-07,2025-07,,
next_open,stop_1atr_horizon_12,base,-0.02,12,1.0,,4.0,5.0,2025-08,15,236.174225415357,-0.6869095092821881,-0.927248153749826,0.13333333333333333,-0.10303642639232821,-0.9027198111575816,-13.540797167363724,-0.10951010194844742,-14.049166121570387,9,0.1544568529086853,0.9410922559223172,-0.9373713193136506,SOLUSDT,ADAUSDT,2025-08,2025-08,,
next_open,stop_1atr_horizon_12,base,-0.02,12,1.0,,4.0,5.0,2025-09,9,147.5343618513324,-0.17594863060546737,-0.560621920848127,0.3333333333333333,-0.015835376754492064,-0.4200718253691934,-3.780646428322741,-0.023684486494721886,-5.141169734088888,5,0.5762406482281638,0.7177806403400114,-0.6228132660782068,XRPUSDT,SOLUSDT,2025-09,2025-09,,
next_open,stop_1atr_horizon_12,base,-0.02,12,1.0,,4.0,5.0,2025-10,56,739.5796610169491,2.7259729810284847,1.3461881044708686,0.6071428571428571,1.5265448693759516,1.3448135374677368,75.30955809819326,-0.1903553435025762,-18.402642829993113,16,6.9947494832101915,5.238799565632871,-1.1574862860873847,ADAUSDT,LTCUSDT,2025-10,2025-10,0.2967524542426023,1.0
next_open,stop_1atr_horizon_12,base,-0.02,12,1.0,,4.0,5.0,2025-11,30,613.0069930069931,0.48378370947457966,-0.858300904469422,0.23333333333333334,0.1451351128423739,0.193978158434042,5.8193447530212605,-0.10513030557008393,-13.073018607532726,12,1.641975837650798,5.303011077131342,-0.9829376632905223,XRPUSDT,SOLUSDT,2025-11,2025-11,0.6563215690048287,0.9999999999999998
next_open,stop_1atr_horizon_12,base,-0.02,12,1.0,,4.0,5.0,2025-12,19,226.14256619144604,-0.8025322854423924,-0.8394199954007509,0.05263157894736842,-0.15248113423405454,-1.0463119833936276,-19.879927684478925,-0.14555666321135702,-18.64994634765876,13,0.09492868618103396,1.5993031178013846,-0.9359675856226021,LINKUSDT,ETHUSDT,2025-12,2025-12,,
