timeframe,param_id,exit_model,friction_case,entry_mode,funding_z_min,reaction_atr_min,body_min,close_loc_long_min,close_loc_short_max,funding_z_lookback,stop_atr_mult,target_r,max_hold_bars,taker_fee_bps_per_side,slippage_bps_per_side,total_trades,trades_per_year,win_rate,ev_per_trade_r,total_ev_r,max_drawdown_r,max_losing_streak,profit_factor,average_win_r,average_loss_r,best_symbol_ev_share,best_symbol_total_ev_r,best_month_ev_share,best_month_total_ev_r
15m,fz2.5_react0_body0.5_cl0.7_cs0.3,model_b,stress,next_open,2.5,0.0,0.5,0.7,0.3,90,1.2,2.0,12,8.0,10.0,833,917.432923956403,0.26770708283313327,-0.7759974912329795,-646.4059101970719,-655.6892800415793,29,0.28757291800015033,1.1700596951555042,-1.4874249544536873,,-45.51354182398076,,-5.963165778161213
15m,fz2.5_react0.25_body0.5_cl0.7_cs0.3,model_b,stress,next_open,2.5,0.25,0.5,0.7,0.3,90,1.2,2.0,12,8.0,10.0,831,915.2302038508653,0.2647412755716005,-0.7789078346388049,-647.2724105848469,-656.5557804293546,29,0.28666475425773824,1.1823472115710638,-1.4850880476767283,,-59.41053542517753,,-26.3880312203618
15m,fz2_react0_body0.25_cl0.6_cs0.4,model_b,stress,next_open,2.0,0.0,0.25,0.6,0.4,90,1.2,2.0,12,8.0,10.0,1980,2180.145077720207,0.2494949494949495,-0.8767050948911232,-1735.8760878844241,-1744.7115331135085,42,0.24208442527235705,1.1223744963978441,-1.5412712578095284,,-128.86374519904618,,-62.53494429950231
15m,fz2_react0_body0.25_cl0.7_cs0.3,model_b,stress,next_open,2.0,0.0,0.25,0.7,0.3,90,1.2,2.0,12,8.0,10.0,1850,2036.9402750737927,0.24486486486486486,-0.8805035577835948,-1628.9315818996504,-1640.6781946013703,43,0.24087445247615927,1.1409898331548463,-1.536005709605437,,-103.69835224729796,,-17.734513238145936
15m,fz2_react0.25_body0.25_cl0.7_cs0.3,model_b,stress,next_open,2.0,0.25,0.25,0.7,0.3,90,1.2,2.0,12,8.0,10.0,1787,1967.57420084155,0.2417459429210968,-0.887755736040324,-1586.419500304059,-1596.4601741336253,42,0.24048145484658398,1.162726313123145,-1.5414887583566477,,-101.20095604773509,,-66.6625250089562
15m,fz1.5_react0_body0.25_cl0.6_cs0.4,model_b,stress,next_open,1.5,0.0,0.25,0.6,0.4,90,1.2,2.0,12,8.0,10.0,4077,4459.151189993449,0.2487122884473878,-0.8897458484679527,-3627.493824203843,-3626.8458040008054,51,0.23852914070122908,1.1206161636041518,-1.5552721560882967,,-1165.300607944084,,-171.3175809561617
15m,fz1.5_react0_body0.25_cl0.7_cs0.3,model_b,stress,next_open,1.5,0.0,0.25,0.7,0.3,90,1.2,2.0,12,8.0,10.0,3807,4163.843164166069,0.24717625426845286,-0.8900363761394903,-3388.3684839630396,-3387.7204637599957,52,0.23785592380824086,1.1237712154805064,-1.551234193206628,,-1096.4897470115102,,-170.5840522202103
15m,fz2_react0.25_body0.25_cl0.6_cs0.4,model_b,stress,next_open,2.0,0.25,0.25,0.6,0.4,90,1.2,2.0,12,8.0,10.0,1913,2106.3724917569475,0.24307370622059593,-0.8937732147928934,-1709.7881598988051,-1719.0953326023607,41,0.2367958277818461,1.1408345431316698,-1.5471520873308229,,-114.99697114648298,,-62.63439131505649
15m,fz1.5_react0.25_body0.25_cl0.7_cs0.3,model_b,stress,next_open,1.5,0.25,0.25,0.7,0.3,90,1.2,2.0,12,8.0,10.0,3689,4034.782619545214,0.24478178368121442,-0.8945374676218837,-3299.948718057129,-3299.300697854086,51,0.23771944737285128,1.1396442730260086,-1.5538576800429342,,-1050.183178104037,,-167.86238725368094
15m,fz2_react0.25_body0.5_cl0.7_cs0.3,model_b,stress,next_open,2.0,0.25,0.5,0.7,0.3,90,1.2,2.0,12,8.0,10.0,1583,1743.0149788035799,0.24257738471257106,-0.896636819521724,-1419.3760853028891,-1430.5626391015157,55,0.23739928286305634,1.15066380602204,-1.5523194218643475,,-86.77983776668798,,-50.84807812182166
15m,fz2_react0_body0.5_cl0.7_cs0.3,model_b,stress,next_open,2.0,0.0,0.5,0.7,0.3,90,1.2,2.0,12,8.0,10.0,1589,1749.6214790390954,0.24354940213971052,-0.897309964327551,-1425.8255333164784,-1437.0120871151048,55,0.23690918996354718,1.143829010301051,-1.5544819969242807,,-104.1752157932735,,-50.80745790191857
15m,fz1.5_react0.25_body0.25_cl0.6_cs0.4,model_b,stress,next_open,1.5,0.25,0.25,0.6,0.4,90,1.2,2.0,12,8.0,10.0,3954,4324.621978227643,0.24582701062215478,-0.8975220271329505,-3548.8020952836864,-3548.1540750806453,50,0.23698731861487263,1.1339890660101508,-1.559704717453237,,-1115.0921522797469,,-271.86466969472974
15m,fz1.5_react0.25_body0.5_cl0.7_cs0.3,model_b,stress,next_open,1.5,0.25,0.5,0.7,0.3,90,1.2,2.0,12,8.0,10.0,3291,3600.487488299532,0.2427833485262838,-0.8977347052252206,-2954.4449148962008,-2954.3014609432444,42,0.23568440484827746,1.1402162943920824,-1.5511547889708968,,-956.907293534126,,-37.51979121608405
15m,fz1.5_react0_body0.5_cl0.7_cs0.3,model_b,stress,next_open,1.5,0.0,0.5,0.7,0.3,90,1.2,2.0,12,8.0,10.0,3308,3619.086177847114,0.24334945586457074,-0.8989132284565099,-2973.604959734135,-2973.4615057811798,42,0.23529962886688383,1.1366253381410116,-1.5535710575060524,,-972.7998785448452,,-143.5034049042773
15m,fz2_react0_body0.5_cl0.6_cs0.4,model_b,stress,next_open,2.0,0.0,0.5,0.6,0.4,90,1.2,2.0,12,8.0,10.0,1702,1874.1027509106896,0.245593419506463,-0.9028657778747604,-1536.6775539428422,-1547.8499302050545,60,0.23478243135917198,1.1279429372200034,-1.5639857489881648,,-92.01370641727033,,-43.67159620226772
15m,fz1.5_react0_body0.5_cl0.6_cs0.4,model_b,stress,next_open,1.5,0.0,0.5,0.6,0.4,90,1.2,2.0,12,8.0,10.0,3521,3851.0354034748434,0.24368077250781028,-0.9068346919365818,-3192.964950308705,-3192.498164448357,45,0.23275784603893848,1.128960473768871,-1.5627536751041666,,-1018.5009530527125,,-263.7743444329455
15m,fz2_react0.25_body0.5_cl0.6_cs0.4,model_b,stress,next_open,2.0,0.25,0.5,0.6,0.4,90,1.2,2.0,12,8.0,10.0,1695,1866.3949252606458,0.2430678466076696,-0.9068770502071205,-1537.1566001010692,-1545.5072766152405,60,0.2342254234516668,1.1411795673168403,-1.5645538439872233,,-92.5689800563433,,-127.71197230402171
15m,fz1.5_react0.25_body0.5_cl0.6_cs0.4,model_b,stress,next_open,1.5,0.25,0.5,0.6,0.4,90,1.2,2.0,12,8.0,10.0,3506,3834.629402039989,0.24272675413576725,-0.907564243822538,-3181.920238841818,-3181.453452981468,45,0.23284620553362914,1.1348708905307439,-1.5622204770935897,,-247.77218509754906,,-142.86441978945086
1h,fz2.5_react0.25_body0.25_cl0.7_cs0.3,model_a,base,next_close,2.5,0.25,0.25,0.7,0.3,90,1.0,1.5,6,4.0,5.0,266,293.1920030177292,0.4323308270676692,-0.12201854865553259,-32.45693394237167,-41.49295422047908,12,0.7763874912703268,0.9799233061497582,-0.961245789070158,,3.030364664318669,,5.320260974101334
1h,fz2.5_react0_body0.25_cl0.7_cs0.3,model_a,base,next_close,2.5,0.0,0.25,0.7,0.3,90,1.0,1.5,6,4.0,5.0,278,306.4187099207846,0.43884892086330934,-0.12667333591487798,-35.215187384336076,-42.189782540864606,12,0.768655995726422,0.9590559493112425,-0.9757693153865876,,4.195202163997156,,7.1803553465202885
1h,fz2.5_react0_body0.5_cl0.7_cs0.3,model_a,base,next_close,2.5,0.0,0.5,0.7,0.3,90,1.0,1.5,6,4.0,5.0,232,255.74849094567404,0.43103448275862066,-0.14881324720742184,-34.524673352121866,-44.774640902283295,11,0.7276984234949402,0.9226369781795957,-0.9605179634097077,,4.119843987923031,,4.0415907537275055
1h,fz2.5_react0.25_body0.5_cl0.7_cs0.3,model_a,base,next_close,2.5,0.25,0.5,0.7,0.3,90,1.0,1.5,6,4.0,5.0,229,252.44139839034204,0.4279475982532751,-0.14947528447286326,-34.22984014428569,-44.957540241793,11,0.7288636637186915,0.9389389853906214,-0.9637088604012716,,4.119843987923031,,3.8586914142177995
1h,fz2.5_react0.25_body0.5_cl0.6_cs0.4,model_a,base,next_close,2.5,0.25,0.5,0.6,0.4,90,1.0,1.5,6,4.0,5.0,246,271.1815895372233,0.4268292682926829,-0.15234000375551157,-37.47564092385585,-44.660944455862605,13,0.7262847502950192,0.9470386448226199,-0.9710262314200777,,1.0590595888789933,,5.971386326614457
1h,fz2.5_react0_body0.5_cl0.6_cs0.4,model_a,base,next_close,2.5,0.0,0.5,0.6,0.4,90,1.0,1.5,6,4.0,5.0,248,273.38631790744466,0.4274193548387097,-0.15250538477589046,-37.82133542442083,-44.97572507696309,13,0.7247203859757199,0.9393499599354338,-0.9675523322364564,,1.0590595888789933,,6.103424373395357
1h,fz2.5_react0_body0.25_cl0.6_cs0.4,model_a,base,next_close,2.5,0.0,0.25,0.6,0.4,90,1.0,1.5,6,4.0,5.0,302,332.8721237268955,0.4105960264900662,-0.1795266292113052,-54.217042021814166,-61.19163717834265,13,0.6866455073851953,0.9580998930816897,-0.9720304986738408,,0.044759133678621,,10.137985818238718
1h,fz2.5_react0.25_body0.25_cl0.6_cs0.4,model_a,base,next_close,2.5,0.25,0.25,0.6,0.4,90,1.0,1.5,6,4.0,5.0,290,319.64541682384004,0.40344827586206894,-0.1864149826885507,-54.060344979679705,-61.12613249849561,13,0.6766449687593629,0.9668835806478959,-0.9663914677195581,,-3.589215286968507,,7.052156933017791
1h,fz1.5_react0_body0.5_cl0.7_cs0.3,model_a,base,next_close,1.5,0.0,0.5,0.7,0.3,90,1.0,1.5,6,4.0,5.0,912,1001.2012523481527,0.39473684210526316,-0.20374832609891946,-185.81847340221455,-191.05626917385865,16,0.6461451527950719,0.9425216365552974,-0.9513156930473218,,8.098404626394364,,1.1318970963361905
1h,fz2_react0.25_body0.25_cl0.7_cs0.3,model_a,base,next_close,2.0,0.25,0.25,0.7,0.3,90,1.0,1.5,6,4.0,5.0,495,544.9164887605174,0.39595959595959596,-0.20697559802138923,-102.45292102058767,-110.53759597779786,15,0.644105928685497,0.9460298001084629,-0.9627918456249044,,-20.90468937263726,,1.0408971705084142
1h,fz1.5_react0.25_body0.5_cl0.7_cs0.3,model_a,base,next_close,1.5,0.25,0.5,0.7,0.3,90,1.0,1.5,6,4.0,5.0,903,991.3209768315592,0.39313399778516056,-0.20842593512824042,-188.2086194208011,-195.06424764092526,16,0.6409714468784795,0.9465005063913038,-0.9565990861126167,,8.098404626394364,,1.1318970963361905
1h,fz2_react0_body0.25_cl0.7_cs0.3,model_a,base,next_close,2.0,0.0,0.25,0.7,0.3,90,1.0,1.5,6,4.0,5.0,522,574.6392063292728,0.39655172413793105,-0.21261352942561032,-110.98426236016859,-119.32238335148779,13,0.6365269677799217,0.9389353034246816,-0.9693456195843735,,-19.877229804067614,,1.0408971705084142
1h,fz1.5_react0_body0.5_cl0.6_cs0.4,model_a,base,next_close,1.5,0.0,0.5,0.6,0.4,90,1.0,1.5,6,4.0,5.0,983,1079.145648090169,0.3916581892166836,-0.21398377726262194,-210.34605304915738,-216.26888334676687,17,0.6315044215158171,0.9363058831491886,-0.954554879701664,,5.427096799061276,,0.3340180956275254
1h,fz1.5_react0.25_body0.5_cl0.6_cs0.4,model_a,base,next_close,1.5,0.25,0.5,0.6,0.4,90,1.0,1.5,6,4.0,5.0,972,1067.06975579211,0.389917695473251,-0.21752064886066452,-211.43007069256592,-218.762523089011,17,0.6286287588553754,0.9443076791800735,-0.9600719748765831,,5.427096799061276,,0.3340180956275254
1h,fz2_react0_body0.25_cl0.6_cs0.4,model_a,base,next_close,2.0,0.0,0.25,0.6,0.4,90,1.0,1.5,6,4.0,5.0,568,625.2779103353007,0.38204225352112675,-0.2218143316119012,-125.99054035555989,-136.40694585913715,15,0.6230734778713964,0.9597558603047439,-0.9523007465575194,,-22.087915468055407,,5.9936827625558085
1h,fz2_react0.25_body0.25_cl0.6_cs0.4,model_a,base,next_close,2.0,0.25,0.25,0.6,0.4,90,1.0,1.5,6,4.0,5.0,538,592.252668592239,0.3828996282527881,-0.2235275111762499,-120.25780101282244,-131.42673789003504,16,0.6211837342317783,0.9572767132586802,-0.9561951926027427,,-5.23997597726376,,2.064649717999774
1h,fz1.5_react0.25_body0.25_cl0.7_cs0.3,model_a,base,next_close,1.5,0.25,0.25,0.7,0.3,90,1.0,1.5,6,4.0,5.0,1038,1139.382419233659,0.38439306358381503,-0.2243345587148007,-232.85927194596314,-238.49240395918866,18,0.6231331526177885,0.964969446420519,-0.9669516135645543,,7.053617663719307,,-12.533503198128901
1h,fz1.5_react0_body0.25_cl0.7_cs0.3,model_a,base,next_close,1.5,0.0,0.25,0.7,0.3,90,1.0,1.5,6,4.0,5.0,1094,1200.8519909842223,0.3875685557586837,-0.22489215476675448,-246.0320173148294,-252.05271785555365,18,0.6220504710962255,0.9550312574912042,-0.9715899559568657,,7.033287758242963,,-9.851753487844894
1h,fz2_react0_body0.5_cl0.6_cs0.4,model_a,base,next_close,2.0,0.0,0.5,0.6,0.4,90,1.0,1.5,6,4.0,5.0,471,518.561416729465,0.39278131634819535,-0.23136849360921666,-108.97456048994104,-117.59085359915757,13,0.6054335765785563,0.9038571029557145,-0.9656927431354833,,-4.33791403184631,,1.254613926916599
1h,fz2_react0.25_body0.5_cl0.6_cs0.4,model_a,base,next_close,2.0,0.25,0.5,0.6,0.4,90,1.0,1.5,6,4.0,5.0,467,514.1574981160512,0.39186295503211993,-0.2352040837794814,-109.84030712501782,-119.5967001353685,13,0.6014257667693856,0.9056981071750901,-0.9703628899227441,,-19.982481479874885,,1.1318970963361905
1h,fz2_react0_body0.5_cl0.7_cs0.3,model_a,base,next_close,2.0,0.0,0.5,0.7,0.3,90,1.0,1.5,6,4.0,5.0,443,487.73398643556897,0.3905191873589165,-0.23853387550312166,-105.67050684788289,-111.85767764187912,12,0.5947548636571173,0.8964537294887154,-0.9657666742571506,,-18.8036018315596,,1.317601559999269
1h,fz2_react0.25_body0.5_cl0.7_cs0.3,model_a,base,next_close,2.0,0.25,0.5,0.7,0.3,90,1.0,1.5,6,4.0,5.0,439,483.33006782215523,0.38724373576309795,-0.24319601499650342,-106.763050583465,-113.23421541091419,12,0.5897879793045636,0.9029414444993193,-0.9675208035254621,,-17.20375717146669,,1.134702220489563
1h,fz1.5_react0_body0.25_cl0.6_cs0.4,model_a,base,next_close,1.5,0.0,0.25,0.6,0.4,90,1.0,1.5,6,4.0,5.0,1202,1319.4004507888806,0.3752079866888519,-0.2466632578329358,-296.48923591518883,-304.5090936197013,20,0.5927596183037236,0.9568859169492498,-0.9694338008778968,,2.3602772761766087,,-11.86043834763334
1h,fz1.5_react0.25_body0.25_cl0.6_cs0.4,model_a,base,next_close,1.5,0.25,0.25,0.6,0.4,90,1.0,1.5,6,4.0,5.0,1141,1252.442524417731,0.3733567046450482,-0.24911254407514577,-284.2374127897413,-291.8882924263224,20,0.5905091849047561,0.9621751461211783,-0.9708028322200885,,1.0719853338484435,,-0.031205420728955824
1h,fz2.5_react0_body0.25_cl0.7_cs0.3,model_a,base,next_open,2.5,0.0,0.25,0.7,0.3,90,1.0,1.5,6,4.0,5.0,297,327.3609958506224,0.4006734006734007,-0.17682645473317646,-52.517457055753404,-60.20422886566561,13,0.7011141029819855,1.0352375288368179,-0.9871388931872739,,3.740725106692421,,2.5488550801250685
1h,fz2.5_react0_body0.25_cl0.6_cs0.4,model_a,base,next_open,2.5,0.0,0.25,0.6,0.4,90,1.0,1.5,6,4.0,5.0,328,361.5299886835156,0.38414634146341464,-0.19238282088025166,-63.101565248722544,-72.15565434950588,13,0.6794449913057042,1.061503233329142,-0.974509765585121,,2.206917184645289,,3.103160619612111
1h,fz2.5_react0.25_body0.25_cl0.7_cs0.3,model_a,base,next_open,2.5,0.25,0.25,0.7,0.3,90,1.0,1.5,6,4.0,5.0,287,316.3387400980762,0.397212543554007,-0.19243471857205696,-55.228764230180346,-62.528765720422214,13,0.6790758863728997,1.0251240755027027,-0.9947566984825923,,1.8495903343468085,,3.5329912374289285
1h,fz1.5_react0_body0.25_cl0.6_cs0.4,model_a,base,next_open,1.5,0.0,0.25,0.6,0.4,90,1.0,1.5,6,4.0,5.0,1306,1433.55822689707,0.3943338437978561,-0.19955820819998954,-260.6230199091863,-271.6135120150777,19,0.667816705407871,1.0173843067774295,-0.991878556130926,,-40.25207748043308,,-19.572919367711524
1h,fz2.5_react0.25_body0.5_cl0.6_cs0.4,model_a,base,next_open,2.5,0.25,0.5,0.6,0.4,90,1.0,1.5,6,4.0,5.0,266,293.2288732394366,0.39473684210526316,-0.2101892165985583,-55.910331615216506,-65.80064316521383,15,0.6615452012951326,1.0407864189842002,-1.026042891978618,,1.1766421876759203,,2.9220687630544266
1h,fz2.5_react0.25_body0.5_cl0.7_cs0.3,model_a,base,next_open,2.5,0.25,0.5,0.7,0.3,90,1.0,1.5,6,4.0,5.0,245,270.0792253521127,0.4,-0.21227766803503575,-52.00802866858376,-59.281318613423046,13,0.6521239621112623,0.9948324896627525,-1.0170177731668946,,1.863964532046817,,3.150543468397765
1h,fz2.5_react0.25_body0.25_cl0.6_cs0.4,model_a,base,next_open,2.5,0.25,0.25,0.6,0.4,90,1.0,1.5,6,4.0,5.0,317,349.4055073557148,0.3785488958990536,-0.2128681527468659,-67.47920442075649,-76.1465232018695,13,0.6521669299058979,1.0543301122305468,-0.9847655730376756,,1.1629477936758783,,2.1761951210901023
1h,fz1.5_react0.25_body0.25_cl0.6_cs0.4,model_a,base,next_open,1.5,0.25,0.25,0.6,0.4,90,1.0,1.5,6,4.0,5.0,1239,1360.014274981217,0.3898305084745763,-0.2138041136887594,-264.9032968603729,-277.99637287785634,18,0.6512953920802427,1.0243787288536856,-1.0048653742019882,,-101.72599949658104,,-3.473239339897463
1h,fz2.5_react0_body0.5_cl0.6_cs0.4,model_a,base,next_open,2.5,0.0,0.5,0.6,0.4,90,1.0,1.5,6,4.0,5.0,270,297.6383299798793,0.3925925925925926,-0.21586346343876658,-58.28313512846698,-68.1734466784643,15,0.6523667274799455,1.0318284676729597,-1.0222984920841505,,1.1766421876759203,,3.0133123430471365
1h,fz2.5_react0_body0.5_cl0.7_cs0.3,model_a,base,next_open,2.5,0.0,0.5,0.7,0.3,90,1.0,1.5,6,4.0,5.0,249,274.48868209255534,0.39759036144578314,-0.2168538169765648,-53.99660042716464,-61.26989037200391,13,0.6437782573913751,0.9857053289590146,-1.0105428532940472,,1.624106059900962,,3.041420727808125
1h,fz1.5_react0_body0.25_cl0.7_cs0.3,model_a,base,next_open,1.5,0.0,0.25,0.7,0.3,90,1.0,1.5,6,4.0,5.0,1169,1283.1773102930129,0.3840889649272883,-0.21743345592515442,-254.17970997650553,-262.9115773900166,18,0.6427092823193488,1.0183272784204411,-0.9880675805378939,,-92.95184647438168,,-1.5005205794081047
1h,fz1.5_react0_body0.5_cl0.6_cs0.4,model_a,base,next_open,1.5,0.0,0.5,0.6,0.4,90,1.0,1.5,6,4.0,5.0,1054,1157.2349699398796,0.3899430740037951,-0.21896231359905466,-230.78627853340362,-244.20047186030857,19,0.6435651337026461,1.01386583771447,-1.0069753310016343,,-72.30220825709304,,-15.23463374264489
1h,fz1.5_react0.25_body0.5_cl0.6_cs0.4,model_a,base,next_open,1.5,0.25,0.5,0.6,0.4,90,1.0,1.5,6,4.0,5.0,1039,1140.7657815631262,0.3888354186717998,-0.2215946262422362,-230.2368166656834,-243.67897227356983,19,0.6416306146795684,1.0203462734475182,-1.0117428521865839,,-9.328689457131132,,-7.164936853523331
1h,fz1.5_react0.25_body0.25_cl0.7_cs0.3,model_a,base,next_open,1.5,0.25,0.25,0.7,0.3,90,1.0,1.5,6,4.0,5.0,1113,1221.7077385424493,0.38454627133872415,-0.22191561061370177,-246.99207461305008,-255.6335765782778,18,0.6386409721400613,1.0198988853451518,-0.9978230621033214,,-89.0575009049549,,-8.028235527628496
1h,fz1.5_react0_body0.5_cl0.7_cs0.3,model_a,base,next_open,1.5,0.0,0.5,0.7,0.3,90,1.0,1.5,6,4.0,5.0,967,1061.7136773547095,0.3846949327817994,-0.22570022281810778,-218.25211546511022,-229.59570380950686,16,0.6327054925909603,1.0106544505081345,-0.9986816320237584,,-70.3029661414867,,-10.637892717104714
1h,fz1.5_react0.25_body0.5_cl0.7_cs0.3,model_a,base,next_open,1.5,0.25,0.5,0.7,0.3,90,1.0,1.5,6,4.0,5.0,956,1049.6362725450902,0.38493723849372385,-0.2275598410020589,-217.54720799796831,-229.39050676529746,16,0.631431946369877,1.0127786945560213,-1.0038261353649391,,-71.36909551320177,,-13.129004643950742
1h,fz2_react0_body0.25_cl0.6_cs0.4,model_a,base,next_open,2.0,0.0,0.25,0.6,0.4,90,1.0,1.5,6,4.0,5.0,624,687.0113036925395,0.3782051282051282,-0.24256005918700488,-151.35747693269104,-163.79005728850177,14,0.604754684389469,0.9813058463496204,-0.9869733419360862,,-4.910887502727882,,-18.50859211848016
1h,fz2_react0_body0.25_cl0.7_cs0.3,model_a,base,next_open,2.0,0.0,0.25,0.7,0.3,90,1.0,1.5,6,4.0,5.0,560,616.5486058779201,0.37142857142857144,-0.25714809341628525,-144.00293231311974,-156.15381711856284,13,0.5852776799059144,0.9770404710511467,-0.9864413360561315,,-9.206574362106291,,-1.6880331039854255
1h,fz2_react0.25_body0.25_cl0.7_cs0.3,model_a,base,next_open,2.0,0.25,0.25,0.7,0.3,90,1.0,1.5,6,4.0,5.0,537,591.2260738507913,0.3761638733705773,-0.25780817470291567,-138.44298981546572,-150.78831526257932,13,0.5860547896361252,0.9703199442194733,-0.9983511001426846,,-21.25572934313024,,-3.4354230065749096
1h,fz2_react0.25_body0.25_cl0.6_cs0.4,model_a,base,next_open,2.0,0.25,0.25,0.6,0.4,90,1.0,1.5,6,4.0,5.0,598,658.3858327053504,0.3745819397993311,-0.2635852293527961,-157.62396715297206,-170.9589571069106,14,0.5807305797413245,0.9746658349842631,-1.005211535265901,,-9.71800359147826,,-1.2875050810920312
1h,fz2_react0_body0.5_cl0.6_cs0.4,model_a,base,next_open,2.0,0.0,0.5,0.6,0.4,90,1.0,1.5,6,4.0,5.0,516,568.1768622032408,0.3701550387596899,-0.28125829070014663,-145.12927800127565,-156.56017571303929,14,0.5598030165192674,0.9662952387941799,-1.0144359034183508,,-14.717123525491138,,-2.624741836631604
1h,fz2_react0_body0.5_cl0.7_cs0.3,model_a,base,next_open,2.0,0.0,0.5,0.7,0.3,90,1.0,1.5,6,4.0,5.0,476,524.1321442029896,0.3697478991596639,-0.2818167937971284,-134.1447938474331,-142.8326873806771,13,0.5538579633989295,0.946207559701228,-1.0022577478494974,,-0.062425325740268045,,-12.85296370943141
1h,fz2_react0.25_body0.5_cl0.6_cs0.4,model_a,base,next_open,2.0,0.25,0.5,0.6,0.4,90,1.0,1.5,6,4.0,5.0,510,561.5701545032032,0.37058823529411766,-0.2820897757501118,-143.86578563255702,-155.93521590147395,14,0.5600412783983915,0.968955482483133,-1.0186865165790318,,-3.2579440741800982,,-2.636343998074517
1h,fz2_react0.25_body0.5_cl0.7_cs0.3,model_a,base,next_open,2.0,0.25,0.5,0.7,0.3,90,1.0,1.5,6,4.0,5.0,471,518.6265544529582,0.36942675159235666,-0.283541160389938,-133.54788654366078,-143.17063551574034,13,0.5528290219554959,0.9488662418795399,-1.0055576182851875,,0.17743314640558716,,-1.3673342619056945
1h,fz2.5_react0.25_body0.25_cl0.7_cs0.3,model_a,stress,next_close,2.5,0.25,0.25,0.7,0.3,90,1.0,1.5,6,8.0,10.0,267,294.29422859298376,0.3970037453183521,-0.2862716071023851,-76.43451909633681,-81.46477566876858,12,0.5536450615821243,0.8944061123720771,-1.0636122174396088,,-1.3056101681897827,,1.490250772085552
1h,fz2.5_react0_body0.25_cl0.7_cs0.3,model_a,stress,next_close,2.5,0.0,0.25,0.7,0.3,90,1.0,1.5,6,8.0,10.0,280,308.62316107129385,0.4035714285714286,-0.2943163646603073,-82.40858210488605,-87.68864281602387,12,0.5447998867206317,0.8728279512040946,-1.0840607221014895,,-8.893551710111936,,3.0131329417635615
1h,fz2.5_react0_body0.5_cl0.7_cs0.3,model_a,stress,next_close,2.5,0.0,0.5,0.7,0.3,90,1.0,1.5,6,8.0,10.0,233,256.85085513078474,0.3905579399141631,-0.30498530825160763,-71.06157682262457,-73.99214332237325,11,0.5235041182519645,0.8579350261556804,-1.0502370718506444,,-2.203349334568955,,1.7283624161414224
1h,fz2.5_react0.25_body0.5_cl0.7_cs0.3,model_a,stress,next_close,2.5,0.25,0.5,0.7,0.3,90,1.0,1.5,6,8.0,10.0,230,253.54376257545272,0.3869565217391304,-0.3066514791974355,-70.52984021541018,-74.06117982521053,11,0.5247415467059704,0.8749807412485663,-1.0525044410392381,,-28.286365558256207,,1.7283624161414224
1h,fz2.5_react0_body0.5_cl0.6_cs0.4,model_a,stress,next_close,2.5,0.0,0.5,0.6,0.4,90,1.0,1.5,6,8.0,10.0,249,274.48868209255534,0.39357429718875503,-0.3068489547301213,-76.4053897278002,-80.58505172775074,13,0.5256830061558654,0.8640784469745872,-1.066788592922581,,-3.0092647609966146,,2.3307339481131883
1h,fz2.5_react0.25_body0.5_cl0.6_cs0.4,model_a,stress,next_close,2.5,0.25,0.5,0.6,0.4,90,1.0,1.5,6,8.0,10.0,247,272.283953722334,0.39271255060728744,-0.3070586383054982,-75.84348366145805,-80.02314566140859,13,0.5271872978359876,0.8718109931399766,-1.0693943333069051,,-1.0103271266479377,,2.2167124791813593
1h,fz2.5_react0_body0.25_cl0.6_cs0.4,model_a,stress,next_close,2.5,0.0,0.25,0.6,0.4,90,1.0,1.5,6,8.0,10.0,304,335.07657487740477,0.3848684210526316,-0.342010963960872,-103.9713330441051,-109.2513937552429,13,0.49068310516438357,0.8561320839814538,-1.0916512666841454,,-4.794144993462337,,5.632335363052684
1h,fz2.5_react0.25_body0.25_cl0.6_cs0.4,model_a,stress,next_close,2.5,0.25,0.25,0.6,0.4,90,1.0,1.5,6,8.0,10.0,292,321.8498679743493,0.3732876712328767,-0.35115005516332926,-102.53581610769214,-107.42780520439025,13,0.4811341592651773,0.8722886190443869,-1.0798648938990727,,-13.594942529922397,,2.94847858317745
1h,fz2_react0.25_body0.25_cl0.7_cs0.3,model_a,stress,next_close,2.0,0.25,0.25,0.7,0.3,90,1.0,1.5,6,8.0,10.0,500,550.4206957176943,0.364,-0.3867498236427504,-193.3749118213752,-198.78693436990875,15,0.4450911344609948,0.8522284362130607,-1.0958505887174599,,-10.81119622062058,,-8.800993566407346
