timeframe,param_id,exit_model,friction_case,entry_mode,funding_z_min,reaction_atr_min,body_min,close_loc_long_min,close_loc_short_max,funding_z_lookback,stop_atr_mult,target_r,max_hold_bars,taker_fee_bps_per_side,slippage_bps_per_side,total_trades,trades_per_year,win_rate,ev_per_trade_r,total_ev_r,max_drawdown_r,max_losing_streak,profit_factor,average_win_r,average_loss_r,best_symbol_ev_share,best_symbol_total_ev_r,best_month_ev_share,best_month_total_ev_r
15m,fz2_react0.25_body0.25_cl0.7_cs0.3,model_a,base,next_close,2.0,0.25,0.25,0.7,0.3,90,1.0,1.5,8,4.0,5.0,1947,2144.011305822499,0.33281972265023113,-0.5214957093219017,-1015.3521460497427,-1033.5675837155343,20,0.38943836189218495,0.9994265930329141,-1.2802005991801932,,-71.30669926188894,,-162.2221871882957
15m,fz2_react0_body0.25_cl0.7_cs0.3,model_a,base,next_close,2.0,0.0,0.25,0.7,0.3,90,1.0,1.5,8,4.0,5.0,2029,2234.3086489542115,0.3336619024149827,-0.5248969068470495,-1065.0158239926634,-1085.015831985634,18,0.38497172947579944,0.98469368084093,-1.280808761776607,,-71.17534822230863,,-96.21977883633933
15m,fz2_react0_body0.5_cl0.7_cs0.3,model_a,base,next_close,2.0,0.0,0.5,0.7,0.3,90,1.0,1.5,8,4.0,5.0,1738,1913.9233064288183,0.33716915995397007,-0.5325384671088215,-925.5518558351317,-930.8397711919627,18,0.3838530330028943,0.9839744043105434,-1.3039590770495748,,-79.32803086005673,,-155.0490465485388
15m,fz2_react0.25_body0.5_cl0.7_cs0.3,model_a,base,next_close,2.0,0.25,0.5,0.7,0.3,90,1.0,1.5,8,4.0,5.0,1726,1900.708646085236,0.33603707995365006,-0.5332131890985078,-920.3259643840245,-925.6138797408554,17,0.3837734746117618,0.9882077298647289,-1.3032167955545961,,-76.39338109412772,,-152.27900578718095
15m,fz2.5_react0_body0.25_cl0.6_cs0.4,model_a,base,next_open,2.5,0.0,0.25,0.6,0.4,90,1.0,1.5,8,4.0,5.0,1242,1367.8462214963251,0.36553945249597425,-0.40957240716099735,-508.6889296939587,-529.5767667302769,23,0.48149451225467704,1.0404816324562043,-1.2450096330318217,,-90.07401010267048,,-64.67724238029571
15m,fz2.5_react0_body0.5_cl0.6_cs0.4,model_a,base,next_open,2.5,0.0,0.5,0.6,0.4,90,1.0,1.5,8,4.0,5.0,1056,1163.0362157238433,0.36553030303030304,-0.4222697524811746,-445.91685862012037,-460.5669511109768,24,0.475622193299318,1.047814480046045,-1.269213802862528,,-50.486068333761324,,-2.2800724162216977
15m,fz2.5_react0.25_body0.5_cl0.6_cs0.4,model_a,base,next_open,2.5,0.25,0.5,0.6,0.4,90,1.0,1.5,8,4.0,5.0,1048,1154.2253353016931,0.36354961832061067,-0.4267092974012332,-447.1913436764924,-460.12786570746687,24,0.47226511491310574,1.050360728183544,-1.270432955194037,,-43.88301679313718,,-71.09256101547808
15m,fz2.5_react0_body0.5_cl0.7_cs0.3,model_a,base,next_open,2.5,0.0,0.5,0.7,0.3,90,1.0,1.5,8,4.0,5.0,970,1068.3192511857274,0.3597938144329897,-0.4328219583762747,-419.83729962498643,-434.4873921158425,22,0.46652025261607927,1.051981635339879,-1.2672767960686058,,-41.00687906827411,,-39.40358696158979
15m,fz2.5_react0.25_body0.25_cl0.6_cs0.4,model_a,base,next_open,2.5,0.25,0.25,0.6,0.4,90,1.0,1.5,8,4.0,5.0,1203,1324.8945285507882,0.3557772236076476,-0.4332551600864643,-521.2059575840166,-535.7962268400948,23,0.4640388694296722,1.0543545284446545,-1.2547996074301015,,-54.783499891570045,,-3.9060270286892567
15m,fz2.5_react0.25_body0.5_cl0.7_cs0.3,model_a,base,next_open,2.5,0.25,0.5,0.7,0.3,90,1.0,1.5,8,4.0,5.0,964,1061.7110908691145,0.35892116182572614,-0.436777497762541,-421.0535078430895,-433.99002987406385,22,0.46292792034050895,1.048919092124701,-1.2685752649162396,,-45.582962971591954,,-2.2800724162216977
15m,fz2.5_react0_body0.25_cl0.7_cs0.3,model_a,base,next_open,2.5,0.0,0.25,0.7,0.3,90,1.0,1.5,8,4.0,5.0,1146,1262.118977322696,0.3507853403141361,-0.44127232405894257,-505.6980833715482,-530.6935569852193,21,0.45290042528904967,1.0413617121142782,-1.2423729726364086,,-46.8971840338186,,-70.02112069391603
15m,fz2.5_react0.25_body0.25_cl0.7_cs0.3,model_a,base,next_open,2.5,0.25,0.25,0.7,0.3,90,1.0,1.5,8,4.0,5.0,1104,1215.8633079967335,0.3451086956521739,-0.453882776622663,-501.08658539142,-517.0429083128412,21,0.44484903701834,1.0538756204379682,-1.248427658061253,,-52.458520626612625,,-54.971070377579444
15m,fz2_react0_body0.25_cl0.6_cs0.4,model_a,base,next_open,2.0,0.0,0.25,0.6,0.4,90,1.0,1.5,8,4.0,5.0,2372,2612.0978612480762,0.33811129848229343,-0.5099886742107873,-1209.6931352279876,-1231.4159028106933,20,0.40468944473780455,1.0253665415295312,-1.294291147474313,,-82.01343994906577,,-14.170616005521364
15m,fz1.5_react0_body0.25_cl0.6_cs0.4,model_a,base,next_open,1.5,0.0,0.25,0.6,0.4,90,1.0,1.5,8,4.0,5.0,4929,5391.0120714931845,0.3337390951511463,-0.5235902689761979,-2580.7764357836795,-2583.3365371901227,34,0.39642534322146433,1.030421465322977,-1.3020157570767286,,-811.8365237964086,,-360.17822154134257
15m,fz2_react0_body0.5_cl0.6_cs0.4,model_a,base,next_open,2.0,0.0,0.5,0.6,0.4,90,1.0,1.5,8,4.0,5.0,1996,2198.107537688442,0.33617234468937873,-0.525799003000044,-1049.4948099880878,-1062.9782062519087,28,0.3965037838063133,1.0276152950135962,-1.3124714512771403,,-85.14072414635069,,-186.75979264865543
15m,fz2_react0_body0.5_cl0.7_cs0.3,model_a,base,next_open,2.0,0.0,0.5,0.7,0.3,90,1.0,1.5,8,4.0,5.0,1857,2044.9686881693415,0.3333333333333333,-0.526136547901327,-977.0355694527642,-992.4858924601111,26,0.3963881330116894,1.0365317284386384,-1.3074706860713097,,-61.36555353933509,,-12.176229178499566
15m,fz2_react0_body0.25_cl0.7_cs0.3,model_a,base,next_open,2.0,0.0,0.25,0.7,0.3,90,1.0,1.5,8,4.0,5.0,2202,2424.8140192198985,0.3265213442325159,-0.5283414624936024,-1163.4079004109124,-1189.1571894836777,25,0.38950300706623847,1.0323581817413905,-1.2850124295906757,,-90.90340291623316,,-94.84243230072875
15m,fz1.5_react0_body0.5_cl0.7_cs0.3,model_a,base,next_open,1.5,0.0,0.5,0.7,0.3,90,1.0,1.5,8,4.0,5.0,3833,4193.457472698908,0.3315940516566658,-0.5287399821468813,-2026.6603515689962,-2027.4406531139266,26,0.3929970089207851,1.0323663365605034,-1.3031998303424652,,-657.1167360171244,,-289.0783514002884
15m,fz2_react0.25_body0.5_cl0.7_cs0.3,model_a,base,next_open,2.0,0.25,0.5,0.7,0.3,90,1.0,1.5,8,4.0,5.0,1845,2031.7540278257593,0.3322493224932249,-0.5291963667543835,-976.3672966618376,-990.1040492093028,37,0.39409486666716664,1.0359740950318845,-1.3079703059386223,,-72.43022980777204,,-170.56941086828064
15m,fz2_react0.25_body0.5_cl0.6_cs0.4,model_a,base,next_open,2.0,0.25,0.5,0.6,0.4,90,1.0,1.5,8,4.0,5.0,1982,2182.6899497487434,0.3340060544904137,-0.5300518479658316,-1050.5627626682783,-1063.0710372019128,46,0.393953346237673,1.0315796109038768,-1.3132336856717006,,-86.31064220468686,,-76.64582980025655
15m,fz1.5_react0_body0.5_cl0.6_cs0.4,model_a,base,next_open,1.5,0.0,0.5,0.6,0.4,90,1.0,1.5,8,4.0,5.0,4116,4501.806793724071,0.33187560738581146,-0.5315632828758508,-2187.9144723170016,-2188.6702240941936,31,0.3917277846198007,1.0314924152271345,-1.3079756769153699,,-691.6632479408098,,-135.77852153494467
15m,fz2_react0.25_body0.25_cl0.6_cs0.4,model_a,base,next_open,2.0,0.25,0.25,0.6,0.4,90,1.0,1.5,8,4.0,5.0,2292,2524.0001256241953,0.3294066317626527,-0.5316951331508176,-1218.645245181674,-1234.0704449841396,20,0.39081458467981134,1.0355035976972444,-1.3015292527281026,,-102.92934308002323,,-200.101124070317
15m,fz1.5_react0_body0.25_cl0.7_cs0.3,model_a,base,next_open,1.5,0.0,0.25,0.7,0.3,90,1.0,1.5,8,4.0,5.0,4540,4965.549767615958,0.32819383259911894,-0.5319010618707369,-2414.8308208931458,-2424.58069442656,29,0.38900939777470994,1.0318724198938949,-1.2958428611590325,,-756.2285000209299,,-330.959279132918
15m,fz1.5_react0.25_body0.5_cl0.7_cs0.3,model_a,base,next_open,1.5,0.25,0.5,0.7,0.3,90,1.0,1.5,8,4.0,5.0,3810,4168.294539781591,0.33018372703412074,-0.5320664181336805,-2027.1730530893226,-2027.9533546342536,28,0.3908904584236807,1.034117411105891,-1.3041115816067923,,-654.7217407069046,,-218.40822038878648
15m,fz1.5_react0.25_body0.5_cl0.6_cs0.4,model_a,base,next_open,1.5,0.25,0.5,0.6,0.4,90,1.0,1.5,8,4.0,5.0,4093,4476.650924857295,0.3298314194967017,-0.5355722772011428,-2192.097330584277,-2192.8530823614697,30,0.38947112312614873,1.0358458193457303,-1.308964340758663,,-157.95568544021026,,-30.16159727282528
15m,fz2_react0.25_body0.25_cl0.7_cs0.3,model_a,base,next_open,2.0,0.25,0.25,0.7,0.3,90,1.0,1.5,8,4.0,5.0,2119,2333.4154889768233,0.32232184992921187,-0.5396110915287452,-1143.435902949411,-1160.1460413299258,25,0.38360621065643347,1.0418819076887245,-1.2918114525771656,,-88.53078829866607,,-182.3080744734439
15m,fz1.5_react0.25_body0.25_cl0.6_cs0.4,model_a,base,next_open,1.5,0.25,0.25,0.6,0.4,90,1.0,1.5,8,4.0,5.0,4753,5198.514987990892,0.32610982537344835,-0.5401775228189976,-2567.4637659586956,-2568.5374492426454,34,0.38577747308061466,1.0403602460950214,-1.305033452202928,,-792.7535022410282,,-155.31563254971255
15m,fz1.5_react0.25_body0.25_cl0.7_cs0.3,model_a,base,next_open,1.5,0.25,0.25,0.7,0.3,90,1.0,1.5,8,4.0,5.0,4370,4779.615084687607,0.32288329519450804,-0.5444514358685568,-2379.2527747455933,-2380.3264580295445,29,0.3817913191432315,1.0413687024468137,-1.3006502243656801,,-741.7105755746875,,-316.70648674388224
15m,fz2.5_react0_body0.25_cl0.6_cs0.4,model_a,stress,next_close,2.5,0.0,0.25,0.6,0.4,90,1.0,1.5,8,8.0,10.0,1166,1284.266499136171,0.2864493996569468,-0.8880813395904615,-1035.5028419624782,-1041.6538142392328,37,0.20388491715056323,0.7939882499435735,-1.5633352373120575,,-178.06322624432678,,-106.0215535340714
15m,fz2.5_react0.25_body0.25_cl0.6_cs0.4,model_a,stress,next_close,2.5,0.25,0.25,0.6,0.4,90,1.0,1.5,8,8.0,10.0,1122,1235.8036123763154,0.2807486631016043,-0.9071582557802571,-1017.8315629854485,-1023.116083278301,35,0.19960660146360218,0.8058176261720981,-1.5757919643490201,,-88.74363299248556,,-6.316796716905499
15m,fz2.5_react0_body0.25_cl0.7_cs0.3,model_a,stress,next_close,2.5,0.0,0.25,0.7,0.3,90,1.0,1.5,8,8.0,10.0,1085,1195.0507303282552,0.271889400921659,-0.9165677502441103,-994.4760090148596,-1000.6269812916139,34,0.19078141431441792,0.7947719109237967,-1.5556123072625059,,-98.7598633483721,,-126.97692962409356
15m,fz2.5_react0_body0.5_cl0.6_cs0.4,model_a,stress,next_close,2.5,0.0,0.5,0.6,0.4,90,1.0,1.5,8,8.0,10.0,1003,1104.7682352202048,0.27916251246261214,-0.9205173291282469,-923.2788811156316,-921.901161104273,31,0.19281488657530305,0.7876663418646933,-1.5820545737728158,,-86.37837889087145,,-6.55796156131265
15m,fz2.5_react0.25_body0.5_cl0.6_cs0.4,model_a,stress,next_close,2.5,0.25,0.5,0.6,0.4,90,1.0,1.5,8,8.0,10.0,996,1097.057988314381,0.27710843373493976,-0.9256795375989608,-921.9768194485649,-920.5990994372062,30,0.1920287527868477,0.7939282858404475,-1.5848625365840674,,-88.81450900610325,,-131.9867943809945
15m,fz2.5_react0.25_body0.25_cl0.7_cs0.3,model_a,stress,next_close,2.5,0.25,0.25,0.7,0.3,90,1.0,1.5,8,8.0,10.0,1044,1149.8921313020262,0.26915708812260536,-0.9285248198614416,-969.379911935345,-974.6644322281974,36,0.18970937159108672,0.8076731866658696,-1.567937191859049,,-99.85568010506472,,-90.92143642975353
15m,fz2.5_react0_body0.5_cl0.7_cs0.3,model_a,stress,next_close,2.5,0.0,0.5,0.7,0.3,90,1.0,1.5,8,8.0,10.0,934,1028.7672300056543,0.26873661670235544,-0.946274671915143,-883.8205435687436,-882.4428235573849,29,0.18391668619383694,0.793554951411341,-1.585655690150791,,-90.3883911322283,,-71.74028151095074
15m,fz2.5_react0.25_body0.5_cl0.7_cs0.3,model_a,stress,next_close,2.5,0.25,0.5,0.7,0.3,90,1.0,1.5,8,8.0,10.0,927,1021.0569830998304,0.2686084142394822,-0.9494806280000266,-880.1685421560247,-878.7908221446659,28,0.18368239739872522,0.7953803785422563,-1.590292413588564,,-81.35280581270531,,-6.55796156131265
15m,fz2_react0_body0.25_cl0.6_cs0.4,model_a,stress,next_close,2.0,0.0,0.25,0.6,0.4,90,1.0,1.5,8,8.0,10.0,2244,2471.063877897117,0.2709447415329768,-1.0009218445032788,-2246.068619065358,-2251.890643649,28,0.17493217279189613,0.7832483322165867,-1.6639875336510042,,-210.54457626756204,,-19.698185717946913
15m,fz2_react0.25_body0.25_cl0.6_cs0.4,model_a,stress,next_close,2.0,0.25,0.25,0.6,0.4,90,1.0,1.5,8,8.0,10.0,2150,2367.552289429056,0.26930232558139533,-1.0102728285523797,-2172.086581387616,-2177.0421539873564,28,0.17403933912798497,0.7904722553720928,-1.6739465418510873,,-153.17663119360193,,-348.34206472832426
15m,fz2_react0_body0.5_cl0.6_cs0.4,model_a,stress,next_close,2.0,0.0,0.5,0.6,0.4,90,1.0,1.5,8,8.0,10.0,1897,2089.017555981282,0.26989984185556143,-1.0160916266097078,-1927.5258156786156,-1926.148095667258,24,0.1713085112227332,0.7782449384698134,-1.6794131582492131,,-137.18884646116567,,-323.4945863124987
15m,fz2_react0_body0.25_cl0.7_cs0.3,model_a,stress,next_close,2.0,0.0,0.25,0.7,0.3,90,1.0,1.5,8,8.0,10.0,2091,2302.582249858677,0.2620755619320899,-1.016917258962841,-2126.3739884913007,-2132.1960130749426,39,0.16790434647044558,0.7829747877155833,-1.6561530603755283,,-145.28362709569214,,-167.86984386015916
15m,fz2_react0.25_body0.25_cl0.7_cs0.3,model_a,stress,next_close,2.0,0.25,0.25,0.7,0.3,90,1.0,1.5,8,8.0,10.0,2006,2208.9813453928773,0.2617148554336989,-1.0186664706909145,-2043.4449402059747,-2048.400512805714,45,0.16906313136753262,0.7919258447841029,-1.6605037195932673,,-143.1125274602153,,-308.59508073461734
15m,fz2_react0.25_body0.5_cl0.6_cs0.4,model_a,stress,next_close,2.0,0.25,0.5,0.6,0.4,90,1.0,1.5,8,8.0,10.0,1886,2076.9041173329983,0.2672322375397667,-1.021948589289254,-1927.395039399533,-1926.0173193881767,34,0.1702081909440908,0.7844251559537138,-1.680712965267876,,-136.8045278907492,,-226.34668960642077
15m,fz1.5_react0_body0.25_cl0.6_cs0.4,model_a,stress,next_close,1.5,0.0,0.25,0.6,0.4,90,1.0,1.5,8,8.0,10.0,4619,5051.954708506192,0.26326044598397924,-1.0243813215664581,-4731.61732431547,-4729.388123294277,39,0.16773350165040135,0.7842119190042639,-1.670649138355761,,-1424.429653382257,,-611.8682721123765
15m,fz1.5_react0.25_body0.5_cl0.7_cs0.3,model_a,stress,next_close,1.5,0.25,0.5,0.7,0.3,90,1.0,1.5,8,8.0,10.0,3619,3959.3327925117005,0.26305609284332687,-1.026417543042238,-3714.6050882698596,-3712.6150508535807,26,0.1667880838700522,0.7810615301677577,-1.6716069235056488,,-1145.951242524083,,-375.6575246336953
15m,fz1.5_react0_body0.5_cl0.7_cs0.3,model_a,stress,next_close,1.5,0.0,0.5,0.7,0.3,90,1.0,1.5,8,8.0,10.0,3643,3985.5897659906395,0.2637935767224815,-1.0264886042383545,-3739.4979852403258,-3737.507947824048,27,0.16666199455990863,0.7782252221315641,-1.6731440804283217,,-1171.0981946092397,,-480.92931954444396
15m,fz2_react0_body0.5_cl0.7_cs0.3,model_a,stress,next_close,2.0,0.0,0.5,0.7,0.3,90,1.0,1.5,8,8.0,10.0,1779,1959.0733959360573,0.26363125351320965,-1.0277908617467817,-1828.4399430475248,-1827.0622230361644,35,0.16597993699006633,0.7758664181201058,-1.6735277046914918,,-137.54612804286165,,-286.8024723715135
15m,fz1.5_react0_body0.25_cl0.7_cs0.3,model_a,stress,next_close,1.5,0.0,0.25,0.7,0.3,90,1.0,1.5,8,8.0,10.0,4270,4670.241741788577,0.25901639344262295,-1.028188264597427,-4390.363889831013,-4388.134688809825,33,0.1653030817442409,0.7861357216189364,-1.6623988615491647,,-1338.6645712023214,,-557.4766864154739
15m,fz1.5_react0.25_body0.25_cl0.7_cs0.3,model_a,stress,next_close,1.5,0.25,0.25,0.7,0.3,90,1.0,1.5,8,8.0,10.0,4097,4481.025858573255,0.2601903832072248,-1.0289311175897367,-4215.530788765151,-4213.301587743966,29,0.1655803147019334,0.7847281342809405,-1.666793460873848,,-1276.657286135501,,-525.1285551416244
15m,fz2_react0.25_body0.5_cl0.7_cs0.3,model_a,stress,next_close,2.0,0.25,0.5,0.7,0.3,90,1.0,1.5,8,8.0,10.0,1769,1948.061178983072,0.26229508196721313,-1.02967468836114,-1821.4945237108568,-1820.1168036994975,44,0.16584313931474187,0.7804762165534052,-1.6732838989974228,,-135.78052957509612,,-282.26116565425474
15m,fz1.5_react0_body0.5_cl0.6_cs0.4,model_a,stress,next_close,1.5,0.0,0.5,0.6,0.4,90,1.0,1.5,8,8.0,10.0,3899,4264.466639633177,0.2634008720184663,-1.0305635385212146,-4018.167236694216,-4015.938035673039,28,0.1660687233600135,0.7791393689767536,-1.6776961589948962,,-1240.8978542492764,,-374.3644164719373
15m,fz1.5_react0.25_body0.25_cl0.6_cs0.4,model_a,stress,next_close,1.5,0.25,0.25,0.6,0.4,90,1.0,1.5,8,8.0,10.0,4434,4849.614024142987,0.2622913847541723,-1.0307903377929302,-4570.524357773852,-4568.295156752662,31,0.16624244137926014,0.7835891918265047,-1.6758907330688098,,-285.2726748601822,,-450.5129351253851
15m,fz1.5_react0.25_body0.5_cl0.6_cs0.4,model_a,stress,next_close,1.5,0.25,0.5,0.6,0.4,90,1.0,1.5,8,8.0,10.0,3875,4238.217037337409,0.26245161290322583,-1.031770507177165,-3998.1107153115145,-3995.8815142903345,26,0.16593540783195268,0.7821197372170172,-1.6772311014909802,,-273.27700162733953,,-39.93931811505929
15m,fz2.5_react0_body0.25_cl0.6_cs0.4,model_a,stress,next_open,2.5,0.0,0.25,0.6,0.4,90,1.0,1.5,8,8.0,10.0,1292,1422.957188177278,0.29411764705882354,-0.8668597067218777,-1119.982741084666,-1124.8310414203231,26,0.22216604767534076,0.8418186179837408,-1.5788090086825521,,-214.20501131968015,,-108.99039547994408
15m,fz2.5_react0_body0.5_cl0.6_cs0.4,model_a,stress,next_open,2.5,0.0,0.5,0.6,0.4,90,1.0,1.5,8,8.0,10.0,1088,1198.3173765548436,0.2931985294117647,-0.8928613498056795,-971.4331485885793,-975.2539197370257,24,0.21724519341972162,0.8451750524016604,-1.613841339798061,,-99.0011571338549,,-6.556878453793465
15m,fz2.5_react0_body0.5_cl0.7_cs0.3,model_a,stress,next_open,2.5,0.0,0.5,0.7,0.3,90,1.0,1.5,8,8.0,10.0,999,1100.2932529212212,0.2912912912912913,-0.8967020479394304,-895.805345891491,-899.6261170399381,22,0.21749051230677166,0.8556011609622649,-1.6169283668524155,,-72.29596316098299,,-64.21331040711569
15m,fz2.5_react0_body0.25_cl0.7_cs0.3,model_a,stress,next_open,2.5,0.0,0.25,0.7,0.3,90,1.0,1.5,8,8.0,10.0,1195,1316.1252630587053,0.2778242677824268,-0.8969930536038264,-1071.9066990565725,-1076.7549993922296,22,0.20842775589540302,0.8501271699956445,-1.569118099067354,,-86.43977523848184,,-137.83074230496453
15m,fz2.5_react0.25_body0.25_cl0.6_cs0.4,model_a,stress,next_open,2.5,0.25,0.25,0.6,0.4,90,1.0,1.5,8,8.0,10.0,1244,1370.091905644376,0.2853697749196141,-0.8994335360045089,-1118.895318789609,-1122.6581244317003,24,0.21244890483864268,0.8502308533998562,-1.5981184159128887,,-98.8058592478701,,-6.313719615505537
15m,fz2.5_react0.25_body0.5_cl0.6_cs0.4,model_a,stress,next_open,2.5,0.25,0.5,0.6,0.4,90,1.0,1.5,8,8.0,10.0,1080,1189.5062193742933,0.2898148148148148,-0.9005334049866525,-972.5760773855847,-976.3968485340315,24,0.2145706420935502,0.8488724050175221,-1.6144369493560222,,-76.48196094792203,,-146.8855806045409
15m,fz2.5_react0.25_body0.5_cl0.7_cs0.3,model_a,stress,next_open,2.5,0.25,0.5,0.7,0.3,90,1.0,1.5,8,8.0,10.0,993,1093.6848850358085,0.2890231621349446,-0.9015726247965298,-895.261616422954,-899.0823875714016,22,0.2153439364610185,0.8560938567913465,-1.6160914353003832,,-91.66075951728557,,-6.556878453793465
15m,fz2.5_react0.25_body0.25_cl0.7_cs0.3,model_a,stress,next_open,2.5,0.25,0.25,0.7,0.3,90,1.0,1.5,8,8.0,10.0,1145,1261.0572604202657,0.2777292576419214,-0.9132818997875305,-1045.7077752567225,-1049.470580898815,21,0.20609013774860055,0.853629135599223,-1.5926987187149642,,-91.59759519447017,,-85.07896172891306
15m,fz2_react0_body0.25_cl0.6_cs0.4,model_a,stress,next_open,2.0,0.0,0.25,0.6,0.4,90,1.0,1.5,8,8.0,10.0,2494,2746.4469080744952,0.2682437850842021,-1.0180886106659874,-2539.1129950009727,-2543.6363055663724,36,0.17621210893489195,0.8118508606211742,-1.6888992990446787,,-182.33018737691071,,-24.60079710395239
15m,fz1.5_react0_body0.25_cl0.6_cs0.4,model_a,stress,next_open,1.5,0.0,0.25,0.6,0.4,90,1.0,1.5,8,8.0,10.0,5156,5639.289559873982,0.26338246702870444,-1.0328300787860736,-5325.271886220996,-5325.229319769908,42,0.1716855899526397,0.8127942907702626,-1.692745269375201,,-1653.763948874275,,-733.7617703701966
15m,fz2_react0_body0.25_cl0.7_cs0.3,model_a,stress,next_open,2.0,0.0,0.25,0.7,0.3,90,1.0,1.5,8,8.0,10.0,2316,2550.3493499152064,0.25647668393782386,-1.0350103719330803,-2397.084021397014,-2401.607331962413,30,0.16961971866651604,0.824320542660632,-1.6763823598939778,,-183.29218677085785,,-160.59041995661312
15m,fz2_react0_body0.5_cl0.7_cs0.3,model_a,stress,next_open,2.0,0.0,0.5,0.7,0.3,90,1.0,1.5,8,8.0,10.0,1938,2134.167645488521,0.26676986584107326,-1.0387788930892128,-2013.1534948068945,-2016.6492761850832,27,0.1748486625165995,0.8251160839456457,-1.7169166152053437,,-142.82627522929408,,-345.07712080049396
15m,fz2_react0.25_body0.25_cl0.6_cs0.4,model_a,stress,next_open,2.0,0.25,0.25,0.6,0.4,90,1.0,1.5,8,8.0,10.0,2394,2636.324738544644,0.26106934001670845,-1.0406154414092088,-2491.233366733646,-2494.671182605481,32,0.17070260223007883,0.8204728862912787,-1.6981508878833778,,-195.99070077134857,,-407.7258503880149
15m,fz1.5_react0_body0.25_cl0.7_cs0.3,model_a,stress,next_open,1.5,0.0,0.25,0.7,0.3,90,1.0,1.5,8,8.0,10.0,4753,5198.514987990892,0.25899431937723544,-1.0406994873765165,-4946.444663500583,-4946.40209704949,37,0.16841010804835482,0.8137557207250034,-1.688863701224606,,-1544.9274964957317,,-673.2096876069428
15m,fz2_react0.25_body0.5_cl0.7_cs0.3,model_a,stress,next_open,2.0,0.25,0.5,0.7,0.3,90,1.0,1.5,8,8.0,10.0,1926,2120.952985144939,0.26479750778816197,-1.041413050604476,-2005.7615354642207,-2009.2573168424094,47,0.17393679701682802,0.8281086364732743,-1.7147577260350217,,-143.6658845925111,,-340.5371368540457
15m,fz2_react0_body0.5_cl0.6_cs0.4,model_a,stress,next_open,2.0,0.0,0.5,0.6,0.4,90,1.0,1.5,8,8.0,10.0,2089,2300.5243718592965,0.26807084729535663,-1.0437510018155294,-2180.395842792641,-2183.8916241708293,29,0.17240728184994794,0.8111221523421753,-1.7231028437568732,,-159.92822770988124,,-380.39999982258627
15m,fz1.5_react0_body0.5_cl0.7_cs0.3,model_a,stress,next_open,1.5,0.0,0.5,0.7,0.3,90,1.0,1.5,8,8.0,10.0,3992,4367.409921996879,0.26302605210420843,-1.0445087965306543,-4169.679115750372,-4169.04998913747,32,0.16985087406727212,0.8125030623630303,-1.7072764552112691,,-1302.840632507158,,-586.9481194450575
15m,fz1.5_react0.25_body0.25_cl0.6_cs0.4,model_a,stress,next_open,1.5,0.25,0.25,0.6,0.4,90,1.0,1.5,8,8.0,10.0,4949,5412.8867400729905,0.2596484138209739,-1.0447815613451816,-5170.623947097304,-5170.581380646208,41,0.1687202285689202,0.8166947583628703,-1.6976191898454127,,-1548.3113061393815,,-409.0654956246752
15m,fz1.5_react0.25_body0.5_cl0.7_cs0.3,model_a,stress,next_open,1.5,0.25,0.5,0.7,0.3,90,1.0,1.5,8,8.0,10.0,3965,4337.870826833073,0.2617906683480454,-1.0453119889561,-4144.662036210936,-4144.032909598034,30,0.16955482493646123,0.8152502792326302,-1.705121908457262,,-1276.382076993393,,-385.02344493238786
15m,fz2_react0.25_body0.25_cl0.7_cs0.3,model_a,stress,next_open,2.0,0.25,0.25,0.7,0.3,90,1.0,1.5,8,8.0,10.0,2219,2443.5342001130584,0.2555205047318612,-1.045522799527982,-2320.0150921525924,-2323.452908024427,29,0.1688801652690005,0.831424369156275,-1.6897292430170705,,-182.01056311824448,,-368.13921540198027
15m,fz1.5_react0_body0.5_cl0.6_cs0.4,model_a,stress,next_open,1.5,0.0,0.5,0.6,0.4,90,1.0,1.5,8,8.0,10.0,4294,4696.491344084345,0.2626921285514672,-1.0461300380508634,-4492.082383390407,-4491.070427859159,34,0.1693028916636268,0.8116341089807474,-1.708024528844185,,-1388.2951159567826,,-378.99641134796553
15m,fz1.5_react0.25_body0.25_cl0.7_cs0.3,model_a,stress,next_open,1.5,0.25,0.25,0.7,0.3,90,1.0,1.5,8,8.0,10.0,4556,4983.049502479803,0.2581211589113257,-1.048488717745974,-4776.914598050658,-4776.87203159957,35,0.1673251242973864,0.8162549926603853,-1.6972871211299618,,-1446.4829026920938,,-640.6096688745257
15m,fz2_react0.25_body0.5_cl0.6_cs0.4,model_a,stress,next_open,2.0,0.25,0.5,0.6,0.4,90,1.0,1.5,8,8.0,10.0,2075,2285.106783919598,0.26506024096385544,-1.0496649505307305,-2178.054772351266,-2181.550553729454,48,0.1710885052303148,0.8173701571554729,-1.7230218746142791,,-160.76783707309826,,-240.02629981780672
15m,fz1.5_react0.25_body0.5_cl0.6_cs0.4,model_a,stress,next_open,1.5,0.25,0.5,0.6,0.4,90,1.0,1.5,8,8.0,10.0,4269,4669.148008359587,0.2607167955024596,-1.0500703310003823,-4482.750243040632,-4481.738287509383,34,0.1683601597849648,0.8153675462069034,-1.7079386318025713,,-327.425709270265,,-50.534079995317164
15m,fz2.5_react0_body0.5_cl0.6_cs0.4,model_b,base,next_close,2.5,0.0,0.5,0.6,0.4,90,1.2,2.0,12,4.0,5.0,798,878.9405371446521,0.34461152882205515,-0.36501296178434806,-291.28034350390976,-311.01318254934347,13,0.5309962697917878,1.1992056267525528,-1.187498835298015,,-38.70316584402724,,-15.834973902101977
