timeframe,param_id,exit_model,friction_case,entry_mode,funding_z_min,reaction_atr_min,body_min,close_loc_long_min,close_loc_short_max,funding_z_lookback,stop_atr_mult,target_r,max_hold_bars,taker_fee_bps_per_side,slippage_bps_per_side,symbol,total_trades,trades_per_year,win_rate,ev_per_trade_r,total_ev_r,max_drawdown_r,max_losing_streak,profit_factor,average_win_r,average_loss_r
15m,fz2.5_react0.25_body0.5_cl0.7_cs0.3,model_b,stress,next_open,2.5,0.25,0.5,0.7,0.3,90,1.2,2.0,12,8.0,10.0,LTCUSDT,57,89.40096618357488,0.2631578947368421,-0.7098008330835909,-40.45864748576468,,,0.2775526769896662,1.0362375737203833,-1.3333859783707245
15m,fz2.5_react0.25_body0.5_cl0.7_cs0.3,model_b,stress,next_open,2.5,0.25,0.5,0.7,0.3,90,1.2,2.0,12,8.0,10.0,SOLUSDT,93,127.06823052643885,0.25806451612903225,-0.6388229615610487,-59.41053542517753,,,0.3453146810875058,1.3056737273197025,-1.3151696359543534
15m,fz2.5_react0.25_body0.5_cl0.7_cs0.3,model_b,stress,next_open,2.5,0.25,0.5,0.7,0.3,90,1.2,2.0,12,8.0,10.0,XRPUSDT,57,69.17891384860337,0.3333333333333333,-0.49308662710892787,-28.105937745208887,,,0.42061905747502837,1.0739132949949879,-1.2765865881608858
15m,fz2.5_react0_body0.25_cl0.6_cs0.4,model_b,stress,next_open,2.5,0.0,0.25,0.6,0.4,90,1.2,2.0,12,8.0,10.0,ADAUSDT,129,151.44661331904777,0.3333333333333333,-0.44957199863968716,-57.99478782451965,,,0.46937987272804593,1.1930571608082106,-1.270886578363636
15m,fz2.5_react0_body0.25_cl0.6_cs0.4,model_b,stress,next_open,2.5,0.0,0.25,0.6,0.4,90,1.2,2.0,12,8.0,10.0,AVAXUSDT,114,136.08742722908792,0.30701754385964913,-0.4700003515490474,-53.5800400765914,,,0.4766205157866373,1.3940906909506299,-1.295863471643841
15m,fz2.5_react0_body0.25_cl0.6_cs0.4,model_b,stress,next_open,2.5,0.0,0.25,0.6,0.4,90,1.2,2.0,12,8.0,10.0,BNBUSDT,216,250.2006540913746,0.24074074074074073,-1.0281547519288452,-222.08142641663056,,,0.18993976871291762,1.0013997710816867,-1.6716720397126725
15m,fz2.5_react0_body0.25_cl0.6_cs0.4,model_b,stress,next_open,2.5,0.0,0.25,0.6,0.4,90,1.2,2.0,12,8.0,10.0,BTCUSDT,95,109.13701592294083,0.21052631578947367,-1.444003392058729,-137.18032224557925,,,0.12516386254319536,0.9813277173878007,-2.0907583545778037
15m,fz2.5_react0_body0.25_cl0.6_cs0.4,model_b,stress,next_open,2.5,0.0,0.25,0.6,0.4,90,1.2,2.0,12,8.0,10.0,ETHUSDT,88,103.20875004181022,0.23863636363636365,-0.7861354930637077,-69.17992338960627,,,0.22539086515727727,0.9585493529163022,-1.3329770119529645
15m,fz2.5_react0_body0.25_cl0.6_cs0.4,model_b,stress,next_open,2.5,0.0,0.25,0.6,0.4,90,1.2,2.0,12,8.0,10.0,LINKUSDT,119,131.05772975689428,0.3277310924369748,-0.4881308872700165,-58.087575585131965,,,0.4584056295395736,1.2606497572605462,-1.3406614514786657
15m,fz2.5_react0_body0.25_cl0.6_cs0.4,model_b,stress,next_open,2.5,0.0,0.25,0.6,0.4,90,1.2,2.0,12,8.0,10.0,LTCUSDT,77,120.69414394278051,0.2597402597402597,-0.7429209486389967,-57.204913045202744,,,0.23228922712849168,0.8654356242469156,-1.3072565882480887
15m,fz2.5_react0_body0.25_cl0.6_cs0.4,model_b,stress,next_open,2.5,0.0,0.25,0.6,0.4,90,1.2,2.0,12,8.0,10.0,SOLUSDT,118,161.19495091164094,0.2796610169491525,-0.6205092589605203,-73.2200925573414,,,0.35471030235839857,1.2196505183803454,-1.3349242313399154
15m,fz2.5_react0_body0.25_cl0.6_cs0.4,model_b,stress,next_open,2.5,0.0,0.25,0.6,0.4,90,1.2,2.0,12,8.0,10.0,XRPUSDT,71,86.14935289639422,0.352112676056338,-0.4104287914405784,-29.14044419228107,,,0.5028126741006793,1.1788059675334115,-1.2741433343612252
15m,fz2.5_react0_body0.25_cl0.7_cs0.3,model_b,stress,next_open,2.5,0.0,0.25,0.7,0.3,90,1.2,2.0,12,8.0,10.0,ADAUSDT,120,140.88057052934678,0.31666666666666665,-0.4709443186112663,-56.51331823335195,,,0.4591559610528989,1.2625697826055,-1.274280121614158
15m,fz2.5_react0_body0.25_cl0.7_cs0.3,model_b,stress,next_open,2.5,0.0,0.25,0.7,0.3,90,1.2,2.0,12,8.0,10.0,AVAXUSDT,108,128.92932044123657,0.3148148148148148,-0.48985042400428336,-52.903845792462604,,,0.4641846531159838,1.3479815744956327,-1.334259720612353
15m,fz2.5_react0_body0.25_cl0.7_cs0.3,model_b,stress,next_open,2.5,0.0,0.25,0.7,0.3,90,1.2,2.0,12,8.0,10.0,BNBUSDT,202,233.9839450298966,0.23267326732673269,-1.0328454186231484,-208.634774561876,,,0.18996489644498582,1.0410182769287903,-1.6616944101776074
15m,fz2.5_react0_body0.25_cl0.7_cs0.3,model_b,stress,next_open,2.5,0.0,0.25,0.7,0.3,90,1.2,2.0,12,8.0,10.0,BTCUSDT,86,98.79771967760959,0.22093023255813954,-1.4035450936805267,-120.7048780565253,,,0.13811045357099938,1.017996204763976,-2.09025083503046
15m,fz2.5_react0_body0.25_cl0.7_cs0.3,model_b,stress,next_open,2.5,0.0,0.25,0.7,0.3,90,1.2,2.0,12,8.0,10.0,ETHUSDT,84,98.51744322172793,0.21428571428571427,-0.8423132969698621,-70.75431694546842,,,0.20729813883830092,1.0279357316616786,-1.3523812138693732
15m,fz2.5_react0_body0.25_cl0.7_cs0.3,model_b,stress,next_open,2.5,0.0,0.25,0.7,0.3,90,1.2,2.0,12,8.0,10.0,LINKUSDT,113,124.44977699604246,0.3185840707964602,-0.5575355811485132,-63.00152066978199,,,0.4056256631837695,1.194301302336764,-1.3765762019987726
15m,fz2.5_react0_body0.25_cl0.7_cs0.3,model_b,stress,next_open,2.5,0.0,0.25,0.7,0.3,90,1.2,2.0,12,8.0,10.0,LTCUSDT,70,109.73666562346314,0.24285714285714285,-0.7403477244628219,-51.824340712397536,,,0.2449418856445163,0.9889345324813419,-1.2950231653694404
15m,fz2.5_react0_body0.25_cl0.7_cs0.3,model_b,stress,next_open,2.5,0.0,0.25,0.7,0.3,90,1.2,2.0,12,8.0,10.0,SOLUSDT,109,148.92943147722403,0.29357798165137616,-0.5981946084394004,-65.20321231989465,,,0.3686004158435665,1.1895166992170798,-1.34113956746547
15m,fz2.5_react0_body0.25_cl0.7_cs0.3,model_b,stress,next_open,2.5,0.0,0.25,0.7,0.3,90,1.2,2.0,12,8.0,10.0,XRPUSDT,69,83.73999723106742,0.2898550724637681,-0.5602176408117971,-38.655017216014,,,0.379916539028628,1.1841696546618647,-1.272212455290843
15m,fz2.5_react0_body0.5_cl0.6_cs0.4,model_b,stress,next_open,2.5,0.0,0.5,0.6,0.4,90,1.2,2.0,12,8.0,10.0,ADAUSDT,109,127.98794454490657,0.3211009174311927,-0.45956177777254675,-50.092233777207596,,,0.4604191695062929,1.2212349910479512,-1.2545332224849444
15m,fz2.5_react0_body0.5_cl0.6_cs0.4,model_b,stress,next_open,2.5,0.0,0.5,0.6,0.4,90,1.2,2.0,12,8.0,10.0,AVAXUSDT,99,118.18923427871029,0.31313131313131315,-0.49649596901421694,-49.153100932407476,,,0.4519869453822591,1.3077484524172445,-1.3190191611373832
15m,fz2.5_react0_body0.5_cl0.6_cs0.4,model_b,stress,next_open,2.5,0.0,0.5,0.6,0.4,90,1.2,2.0,12,8.0,10.0,BNBUSDT,190,220.0839086914869,0.23157894736842105,-1.0318771453177429,-196.05665761037116,,,0.1864699937007788,1.0213257885814444,-1.650650632246265
15m,fz2.5_react0_body0.5_cl0.6_cs0.4,model_b,stress,next_open,2.5,0.0,0.5,0.6,0.4,90,1.2,2.0,12,8.0,10.0,BTCUSDT,86,98.80095671832508,0.20930232558139536,-1.5779174789102919,-135.7009031862851,,,0.10553895112610624,0.8895319954076477,-2.231065869170923
15m,fz2.5_react0_body0.5_cl0.6_cs0.4,model_b,stress,next_open,2.5,0.0,0.5,0.6,0.4,90,1.2,2.0,12,8.0,10.0,ETHUSDT,82,96.17178981168679,0.2073170731707317,-0.8343778394401284,-68.41898283409053,,,0.20617309426846805,1.045282949317852,-1.3259814303460615
15m,fz2.5_react0_body0.5_cl0.6_cs0.4,model_b,stress,next_open,2.5,0.0,0.5,0.6,0.4,90,1.2,2.0,12,8.0,10.0,LINKUSDT,108,118.96183206106869,0.3148148148148148,-0.5533466637853061,-59.761439688813056,,,0.41529644708337327,1.2484312098664603,-1.3811905516793608
15m,fz2.5_react0_body0.5_cl0.6_cs0.4,model_b,stress,next_open,2.5,0.0,0.5,0.6,0.4,90,1.2,2.0,12,8.0,10.0,LTCUSDT,61,95.67471819645733,0.26229508196721313,-0.6869554042032665,-41.904279656399254,,,0.27279737945030774,0.9824787269552178,-1.2805319841707274
15m,fz2.5_react0_body0.5_cl0.6_cs0.4,model_b,stress,next_open,2.5,0.0,0.5,0.6,0.4,90,1.2,2.0,12,8.0,10.0,SOLUSDT,100,136.63250594240736,0.25,-0.676577598428045,-67.6577598428045,,,0.32612499502440234,1.3097317116188834,-1.338680701777021
15m,fz2.5_react0_body0.5_cl0.6_cs0.4,model_b,stress,next_open,2.5,0.0,0.5,0.6,0.4,90,1.2,2.0,12,8.0,10.0,XRPUSDT,63,76.44502889573312,0.38095238095238093,-0.3730861481420869,-23.504427332951476,,,0.533882491370962,1.121730928937523,-1.2929735801910776
15m,fz2.5_react0_body0.5_cl0.7_cs0.3,model_b,stress,next_open,2.5,0.0,0.5,0.7,0.3,90,1.2,2.0,12,8.0,10.0,ADAUSDT,100,117.42013261000604,0.31,-0.4551354182398076,-45.51354182398076,,,0.47714620551773335,1.3398313941903184,-1.2615697832446469
15m,fz2.5_react0_body0.5_cl0.7_cs0.3,model_b,stress,next_open,2.5,0.0,0.5,0.7,0.3,90,1.2,2.0,12,8.0,10.0,AVAXUSDT,93,111.03003064351378,0.3118279569892473,-0.5205609571922529,-48.41216901887952,,,0.43393875711559426,1.2797394651014296,-1.3363220860440777
15m,fz2.5_react0_body0.5_cl0.7_cs0.3,model_b,stress,next_open,2.5,0.0,0.5,0.7,0.3,90,1.2,2.0,12,8.0,10.0,BNBUSDT,176,203.8671996300089,0.23863636363636365,-1.0220229918544896,-179.8760465663902,,,0.19144814246977296,1.0140685670731888,-1.6602009431601799
15m,fz2.5_react0_body0.5_cl0.7_cs0.3,model_b,stress,next_open,2.5,0.0,0.5,0.7,0.3,90,1.2,2.0,12,8.0,10.0,BTCUSDT,78,89.61017004685299,0.21794871794871795,-1.5267196194287376,-119.08413031544153,,,0.11918704217746888,0.9478733545843118,-2.2163602843176204
15m,fz2.5_react0_body0.5_cl0.7_cs0.3,model_b,stress,next_open,2.5,0.0,0.5,0.7,0.3,90,1.2,2.0,12,8.0,10.0,ETHUSDT,74,86.78917617152223,0.1891891891891892,-0.8956915356528744,-66.28117363831271,,,0.18061412827099477,1.0435791705632045,-1.3481880337699594
15m,fz2.5_react0_body0.5_cl0.7_cs0.3,model_b,stress,next_open,2.5,0.0,0.5,0.7,0.3,90,1.2,2.0,12,8.0,10.0,LINKUSDT,103,113.45433983601922,0.30097087378640774,-0.5602337287907744,-57.70407406544976,,,0.41887403667780904,1.3417078036426162,-1.3791252219218175
15m,fz2.5_react0_body0.5_cl0.7_cs0.3,model_b,stress,next_open,2.5,0.0,0.5,0.7,0.3,90,1.2,2.0,12,8.0,10.0,LTCUSDT,57,89.40096618357488,0.2631578947368421,-0.7098008330835909,-40.45864748576468,,,0.2775526769896662,1.0362375737203833,-1.3333859783707245
15m,fz2.5_react0_body0.5_cl0.7_cs0.3,model_b,stress,next_open,2.5,0.0,0.5,0.7,0.3,90,1.2,2.0,12,8.0,10.0,SOLUSDT,94,128.4345555858629,0.26595744680851063,-0.6311308928248724,-59.326303925538014,,,0.34624288558540034,1.2568160382124949,-1.3151696359543534
15m,fz2.5_react0_body0.5_cl0.7_cs0.3,model_b,stress,next_open,2.5,0.0,0.5,0.7,0.3,90,1.2,2.0,12,8.0,10.0,XRPUSDT,58,70.39257900384202,0.3275862068965517,-0.5129279889192196,-29.74982335731474,,,0.40683257602069073,1.0739132949949879,-1.2860045118517824
15m,fz2_react0.25_body0.25_cl0.6_cs0.4,model_b,stress,next_open,2.0,0.25,0.25,0.6,0.4,90,1.2,2.0,12,8.0,10.0,ADAUSDT,193,226.58291760136606,0.29015544041450775,-0.5958392287382538,-114.99697114648298,,,0.3468943964506765,1.0907174200444814,-1.2852346472187879
15m,fz2_react0.25_body0.25_cl0.6_cs0.4,model_b,stress,next_open,2.0,0.25,0.25,0.6,0.4,90,1.2,2.0,12,8.0,10.0,AVAXUSDT,200,220.23050591966836,0.255,-0.6710441443885208,-134.20882887770415,,,0.32819077533943525,1.2855569411596577,-1.3407532407842062
15m,fz2_react0.25_body0.25_cl0.6_cs0.4,model_b,stress,next_open,2.0,0.25,0.25,0.6,0.4,90,1.2,2.0,12,8.0,10.0,BNBUSDT,307,349.3427662750698,0.2182410423452769,-1.0927224696621851,-335.46579818629084,,,0.17209064819036837,1.0407536159513258,-1.688317876895957
15m,fz2_react0.25_body0.25_cl0.6_cs0.4,model_b,stress,next_open,2.0,0.25,0.25,0.6,0.4,90,1.2,2.0,12,8.0,10.0,BTCUSDT,285,327.4110477688225,0.14385964912280702,-1.760319876162795,-501.69116470639653,,,0.06512462851286778,0.8524013643871877,-2.199342707566685
15m,fz2_react0.25_body0.25_cl0.6_cs0.4,model_b,stress,next_open,2.0,0.25,0.25,0.6,0.4,90,1.2,2.0,12,8.0,10.0,ETHUSDT,187,209.24712790400818,0.23529411764705882,-0.7377547200433688,-137.96013264810998,,,0.27388577892740706,1.1826751373859339,-1.3286562146370005
15m,fz2_react0.25_body0.25_cl0.6_cs0.4,model_b,stress,next_open,2.0,0.25,0.25,0.6,0.4,90,1.2,2.0,12,8.0,10.0,LINKUSDT,213,234.58232301023932,0.26291079812206575,-0.6541035329794745,-139.3240525246281,,,0.3477375999850311,1.3263782129704775,-1.3605174041463366
15m,fz2_react0.25_body0.25_cl0.6_cs0.4,model_b,stress,next_open,2.0,0.25,0.25,0.6,0.4,90,1.2,2.0,12,8.0,10.0,LTCUSDT,168,189.21855325709882,0.25595238095238093,-0.746723659906449,-125.44957486428342,,,0.27971665669022416,1.132962917097792,-1.3933358423959077
15m,fz2_react0.25_body0.25_cl0.6_cs0.4,model_b,stress,next_open,2.0,0.25,0.25,0.6,0.4,90,1.2,2.0,12,8.0,10.0,SOLUSDT,187,229.98028830977518,0.28342245989304815,-0.617760008701673,-115.52112162721285,,,0.36363744951387705,1.2455165899284726,-1.354727618607626
15m,fz2_react0.25_body0.25_cl0.6_cs0.4,model_b,stress,next_open,2.0,0.25,0.25,0.6,0.4,90,1.2,2.0,12,8.0,10.0,XRPUSDT,173,209.89142244213002,0.31213872832369943,-0.6079220538595161,-105.17051531769629,,,0.35593345063009313,1.0763122991340255,-1.3721964661422996
15m,fz2_react0.25_body0.25_cl0.7_cs0.3,model_b,stress,next_open,2.0,0.25,0.25,0.7,0.3,90,1.2,2.0,12,8.0,10.0,ADAUSDT,179,210.14685103960895,0.2905027932960894,-0.5653684695404195,-101.20095604773509,,,0.38100592005013956,1.1979163706542768,-1.2873433647382477
15m,fz2_react0.25_body0.25_cl0.7_cs0.3,model_b,stress,next_open,2.0,0.25,0.25,0.7,0.3,90,1.2,2.0,12,8.0,10.0,AVAXUSDT,190,209.21898062368496,0.24210526315789474,-0.6932013598376323,-131.70825836915014,,,0.30720309273537244,1.2696231089270433,-1.320214731804126
15m,fz2_react0.25_body0.25_cl0.7_cs0.3,model_b,stress,next_open,2.0,0.25,0.25,0.7,0.3,90,1.2,2.0,12,8.0,10.0,BNBUSDT,284,323.17050691244236,0.22535211267605634,-1.0707484145146478,-304.09254972215996,,,0.17796688582619602,1.0286690999705224,-1.681488055092152
15m,fz2_react0.25_body0.25_cl0.7_cs0.3,model_b,stress,next_open,2.0,0.25,0.25,0.7,0.3,90,1.2,2.0,12,8.0,10.0,BTCUSDT,268,307.8812659720857,0.1455223880597015,-1.741858852980514,-466.8181725987777,,,0.07081384488670182,0.9122179050435337,-2.1938631916832994
15m,fz2_react0.25_body0.25_cl0.7_cs0.3,model_b,stress,next_open,2.0,0.25,0.25,0.7,0.3,90,1.2,2.0,12,8.0,10.0,ETHUSDT,172,192.46259892775083,0.2441860465116279,-0.7139521025419799,-122.79976163722056,,,0.2900205097078405,1.1943487016509426,-1.3304800546658475
15m,fz2_react0.25_body0.25_cl0.7_cs0.3,model_b,stress,next_open,2.0,0.25,0.25,0.7,0.3,90,1.2,2.0,12,8.0,10.0,LINKUSDT,199,219.16376656825176,0.2613065326633166,-0.6655838964876797,-132.45119540104827,,,0.3392586104245269,1.3078318365542618,-1.363662931305237
15m,fz2_react0.25_body0.25_cl0.7_cs0.3,model_b,stress,next_open,2.0,0.25,0.25,0.7,0.3,90,1.2,2.0,12,8.0,10.0,LTCUSDT,156,175.69729868628144,0.26282051282051283,-0.7182144199144048,-112.04144950664715,,,0.2997103719186481,1.1695503965786769,-1.3912436153597645
15m,fz2_react0.25_body0.25_cl0.7_cs0.3,model_b,stress,next_open,2.0,0.25,0.25,0.7,0.3,90,1.2,2.0,12,8.0,10.0,SOLUSDT,176,216.45203605625898,0.2784090909090909,-0.6140371245256684,-108.07053391651763,,,0.3650841317654462,1.268200711766552,-1.3402548723864462
15m,fz2_react0.25_body0.25_cl0.7_cs0.3,model_b,stress,next_open,2.0,0.25,0.25,0.7,0.3,90,1.2,2.0,12,8.0,10.0,XRPUSDT,163,197.82057316904334,0.2883435582822086,-0.6578933932809972,-107.23662310480253,,,0.3262569176320338,1.1048687273036804,-1.3721159766213407
15m,fz2_react0.25_body0.5_cl0.6_cs0.4,model_b,stress,next_open,2.0,0.25,0.5,0.6,0.4,90,1.2,2.0,12,8.0,10.0,ADAUSDT,169,198.4400241109102,0.2958579881656805,-0.5477454441203746,-92.5689800563433,,,0.38764097224098387,1.1719768241097457,-1.2703178257296688
15m,fz2_react0.25_body0.5_cl0.6_cs0.4,model_b,stress,next_open,2.0,0.25,0.5,0.6,0.4,90,1.2,2.0,12,8.0,10.0,AVAXUSDT,173,190.49938762051315,0.26011560693641617,-0.6310757941931047,-109.1761123954071,,,0.34640093195438426,1.2858275875797367,-1.3049871393476191
15m,fz2_react0.25_body0.5_cl0.6_cs0.4,model_b,stress,next_open,2.0,0.25,0.5,0.6,0.4,90,1.2,2.0,12,8.0,10.0,BNBUSDT,273,310.6533393911858,0.2271062271062271,-1.0762953395421637,-293.8286276950107,,,0.17580215443785455,1.0108695981118794,-1.6895855107959583
15m,fz2_react0.25_body0.5_cl0.6_cs0.4,model_b,stress,next_open,2.0,0.25,0.5,0.6,0.4,90,1.2,2.0,12,8.0,10.0,BTCUSDT,258,296.40287015497523,0.13953488372093023,-1.8534713159864427,-478.1955995245022,,,0.05701504977303454,0.8031336467356891,-2.2842721207521937
15m,fz2_react0.25_body0.5_cl0.6_cs0.4,model_b,stress,next_open,2.0,0.25,0.5,0.6,0.4,90,1.2,2.0,12,8.0,10.0,ETHUSDT,162,181.27291294357926,0.2345679012345679,-0.7452402200495463,-120.72891564802649,,,0.2679945586807733,1.1631597628129524,-1.3300724728622475
15m,fz2_react0.25_body0.5_cl0.6_cs0.4,model_b,stress,next_open,2.0,0.25,0.5,0.6,0.4,90,1.2,2.0,12,8.0,10.0,LINKUSDT,195,214.7921967769296,0.2564102564102564,-0.6836291188726268,-133.3076781801622,,,0.3274405323808723,1.298036507263611,-1.366962093402364
15m,fz2_react0.25_body0.5_cl0.6_cs0.4,model_b,stress,next_open,2.0,0.25,0.5,0.6,0.4,90,1.2,2.0,12,8.0,10.0,LTCUSDT,145,163.3136322754722,0.25517241379310346,-0.7496428707693479,-108.69821626155544,,,0.28570045618118006,1.1750362216305184,-1.4090236709433763
15m,fz2_react0.25_body0.5_cl0.6_cs0.4,model_b,stress,next_open,2.0,0.25,0.5,0.6,0.4,90,1.2,2.0,12,8.0,10.0,SOLUSDT,168,206.64229838285334,0.25,-0.7050962943393645,-118.45617744901324,,,0.31134357579945293,1.2751043559488044,-1.365163177768754
15m,fz2_react0.25_body0.5_cl0.6_cs0.4,model_b,stress,next_open,2.0,0.25,0.5,0.6,0.4,90,1.2,2.0,12,8.0,10.0,XRPUSDT,152,184.41965397923877,0.34210526315789475,-0.5407650848095297,-82.19629289104851,,,0.40515852694839394,1.076645254274804,-1.381818461133383
15m,fz2_react0.25_body0.5_cl0.7_cs0.3,model_b,stress,next_open,2.0,0.25,0.5,0.7,0.3,90,1.2,2.0,12,8.0,10.0,ADAUSDT,158,185.52380952380952,0.2848101265822785,-0.5492394795359998,-86.77983776668798,,,0.3962608359617245,1.2657213985530762,-1.2720115106334196
15m,fz2_react0.25_body0.5_cl0.7_cs0.3,model_b,stress,next_open,2.0,0.25,0.5,0.7,0.3,90,1.2,2.0,12,8.0,10.0,AVAXUSDT,165,181.6901673837264,0.24242424242424243,-0.6824146846271477,-112.59842296347938,,,0.30769281434173146,1.2510965641332796,-1.3011382842304844
15m,fz2_react0.25_body0.5_cl0.7_cs0.3,model_b,stress,next_open,2.0,0.25,0.5,0.7,0.3,90,1.2,2.0,12,8.0,10.0,BNBUSDT,251,285.61900434867266,0.23904382470119523,-1.0428778983798834,-261.76235249335076,,,0.18729759564610218,1.0054410033737817,-1.6863288622815584
15m,fz2_react0.25_body0.5_cl0.7_cs0.3,model_b,stress,next_open,2.0,0.25,0.5,0.7,0.3,90,1.2,2.0,12,8.0,10.0,BTCUSDT,239,274.57475181022903,0.14644351464435146,-1.7987669030267,-429.9052898233813,,,0.06325948142829593,0.8294898307583426,-2.2496933034309965
15m,fz2_react0.25_body0.5_cl0.7_cs0.3,model_b,stress,next_open,2.0,0.25,0.5,0.7,0.3,90,1.2,2.0,12,8.0,10.0,ETHUSDT,148,165.6073525657391,0.23648648648648649,-0.7467716839384859,-110.52220922289591,,,0.2707816774666621,1.172581978182102,-1.341261756276721
15m,fz2_react0.25_body0.5_cl0.7_cs0.3,model_b,stress,next_open,2.0,0.25,0.5,0.7,0.3,90,1.2,2.0,12,8.0,10.0,LINKUSDT,184,202.67571388182074,0.2554347826086957,-0.6807740459437864,-125.2624244536567,,,0.3266123983760309,1.2926784419344033,-1.3577978921501728
15m,fz2_react0.25_body0.5_cl0.7_cs0.3,model_b,stress,next_open,2.0,0.25,0.5,0.7,0.3,90,1.2,2.0,12,8.0,10.0,LTCUSDT,140,157.6770629235859,0.2571428571428571,-0.7441086842376679,-104.1752157932735,,,0.2936098262328545,1.2027845604125402,-1.4180332689242783
15m,fz2_react0.25_body0.5_cl0.7_cs0.3,model_b,stress,next_open,2.0,0.25,0.5,0.7,0.3,90,1.2,2.0,12,8.0,10.0,SOLUSDT,156,192.00336972164695,0.2564102564102564,-0.6696622325441555,-104.46730827688825,,,0.3280531331129286,1.2750572060434573,-1.3402551424019529
15m,fz2_react0.25_body0.5_cl0.7_cs0.3,model_b,stress,next_open,2.0,0.25,0.5,0.7,0.3,90,1.2,2.0,12,8.0,10.0,XRPUSDT,142,172.3404520438891,0.323943661971831,-0.5908663697836283,-83.90302450927521,,,0.3705662180422665,1.0738300719433609,-1.3885334147778108
15m,fz2_react0_body0.25_cl0.6_cs0.4,model_b,stress,next_open,2.0,0.0,0.25,0.6,0.4,90,1.2,2.0,12,8.0,10.0,ADAUSDT,203,238.3229651454783,0.3054187192118227,-0.537479281488167,-109.1082941420979,,,0.39028155057955566,1.1264573720750204,-1.269139370289001
15m,fz2_react0_body0.25_cl0.6_cs0.4,model_b,stress,next_open,2.0,0.0,0.25,0.6,0.4,90,1.2,2.0,12,8.0,10.0,AVAXUSDT,206,226.8231747527084,0.24757281553398058,-0.6631170158548385,-136.60210526609674,,,0.3324361129360009,1.3338364378041692,-1.3201791199619959
15m,fz2_react0_body0.25_cl0.6_cs0.4,model_b,stress,next_open,2.0,0.0,0.25,0.6,0.4,90,1.2,2.0,12,8.0,10.0,BNBUSDT,309,351.6300262876059,0.2297734627831715,-1.0712342579940344,-331.0113857201566,,,0.17447078195879162,0.9853144280951693,-1.6847424794744272
15m,fz2_react0_body0.25_cl0.6_cs0.4,model_b,stress,next_open,2.0,0.0,0.25,0.6,0.4,90,1.2,2.0,12,8.0,10.0,BTCUSDT,296,340.0479654020051,0.14189189189189189,-1.7702049581344237,-523.9806676077894,,,0.0649861760401429,0.8670994770399839,-2.2062946678876725
15m,fz2_react0_body0.25_cl0.6_cs0.4,model_b,stress,next_open,2.0,0.0,0.25,0.6,0.4,90,1.2,2.0,12,8.0,10.0,ETHUSDT,188,210.36609650242534,0.26063829787234044,-0.6691363515394325,-125.79763408941332,,,0.31212353500122986,1.1649102307466632,-1.315670758244603
15m,fz2_react0_body0.25_cl0.6_cs0.4,model_b,stress,next_open,2.0,0.0,0.25,0.6,0.4,90,1.2,2.0,12,8.0,10.0,LINKUSDT,221,243.39292669137507,0.27149321266968324,-0.6654983095387776,-147.07512640806985,,,0.3372748880608635,1.2474942703035004,-1.3784147989209932
15m,fz2_react0_body0.25_cl0.6_cs0.4,model_b,stress,next_open,2.0,0.0,0.25,0.6,0.4,90,1.2,2.0,12,8.0,10.0,LTCUSDT,178,200.4622450618275,0.2696629213483146,-0.7239536247137426,-128.86374519904618,,,0.282683740157473,1.0579853773158512,-1.3819003331554387
15m,fz2_react0_body0.25_cl0.6_cs0.4,model_b,stress,next_open,2.0,0.0,0.25,0.6,0.4,90,1.2,2.0,12,8.0,10.0,SOLUSDT,198,243.50854056329138,0.2777777777777778,-0.6194371014234478,-122.64854608184267,,,0.35819249533500275,1.2445472980873482,-1.3363541781583694
15m,fz2_react0_body0.25_cl0.6_cs0.4,model_b,stress,next_open,2.0,0.0,0.25,0.6,0.4,90,1.2,2.0,12,8.0,10.0,XRPUSDT,181,219.62018132742753,0.30939226519337015,-0.6120916208282391,-110.78858336991128,,,0.3476747209602868,1.0544254707620226,-1.3586912778606763
15m,fz2_react0_body0.25_cl0.7_cs0.3,model_b,stress,next_open,2.0,0.0,0.25,0.7,0.3,90,1.2,2.0,12,8.0,10.0,ADAUSDT,190,223.0609033381324,0.29473684210526313,-0.5457808013015683,-103.69835224729796,,,0.39606152658494875,1.2143777146455565,-1.28136943483171
15m,fz2_react0_body0.25_cl0.7_cs0.3,model_b,stress,next_open,2.0,0.0,0.25,0.7,0.3,90,1.2,2.0,12,8.0,10.0,AVAXUSDT,196,215.8123410268488,0.23979591836734693,-0.6893467861962355,-135.11197009446215,,,0.3112420976038841,1.2990555044364536,-1.3165609315635938
15m,fz2_react0_body0.25_cl0.7_cs0.3,model_b,stress,next_open,2.0,0.0,0.25,0.7,0.3,90,1.2,2.0,12,8.0,10.0,BNBUSDT,289,328.87080128517186,0.22837370242214533,-1.0635205524969156,-307.3574396716086,,,0.1786194290698448,1.012707591036409,-1.6780095994619353
15m,fz2_react0_body0.25_cl0.7_cs0.3,model_b,stress,next_open,2.0,0.0,0.25,0.7,0.3,90,1.2,2.0,12,8.0,10.0,BTCUSDT,280,321.666994299194,0.14285714285714285,-1.7471978884746413,-489.21540877289954,,,0.06853455729135315,0.899876686859716,-2.1883769843637007
15m,fz2_react0_body0.25_cl0.7_cs0.3,model_b,stress,next_open,2.0,0.0,0.25,0.7,0.3,90,1.2,2.0,12,8.0,10.0,ETHUSDT,175,195.8195047230023,0.25142857142857145,-0.6829487670132308,-119.51603422731539,,,0.30369340523184546,1.1846998958837225,-1.3102506079862533
