timeframe,param_id,exit_model,friction_case,entry_mode,funding_z_min,reaction_atr_min,body_min,close_loc_long_min,close_loc_short_max,funding_z_lookback,stop_atr_mult,target_r,max_hold_bars,taker_fee_bps_per_side,slippage_bps_per_side,month,total_trades,trades_per_year,win_rate,ev_per_trade_r,total_ev_r,max_drawdown_r,max_losing_streak,profit_factor,average_win_r,average_loss_r
15m,fz1.5_react0.25_body0.25_cl0.7_cs0.3,model_a,base,next_open,1.5,0.25,0.25,0.7,0.3,90,1.0,1.5,8,4.0,5.0,2025-06,337,4626.690681284261,0.3857566765578635,-0.4402228151579434,-148.35508870822693,,,0.46645280428007774,0.997686192917815,-1.3432574579108352
15m,fz1.5_react0.25_body0.25_cl0.7_cs0.3,model_a,base,next_open,1.5,0.25,0.25,0.7,0.3,90,1.0,1.5,8,4.0,5.0,2025-07,307,3663.937372362151,0.31921824104234525,-0.6396642698879068,-196.3769308555874,,,0.3238121422356534,0.9595998124474405,-1.3895584328968258
15m,fz1.5_react0.25_body0.25_cl0.7_cs0.3,model_a,base,next_open,1.5,0.25,0.25,0.7,0.3,90,1.0,1.5,8,4.0,5.0,2025-08,538,6360.226567768038,0.34572490706319703,-0.45213174719766214,-243.24687999234223,,,0.45677618620773563,1.0996614184723428,-1.2721133631482897
15m,fz1.5_react0.25_body0.25_cl0.7_cs0.3,model_a,base,next_open,1.5,0.25,0.25,0.7,0.3,90,1.0,1.5,8,4.0,5.0,2025-09,433,5286.459610027856,0.2748267898383372,-0.7314237569142776,-316.70648674388224,,,0.2832638534858662,1.0518210275043258,-1.407239455467825
15m,fz1.5_react0.25_body0.25_cl0.7_cs0.3,model_a,base,next_open,1.5,0.25,0.25,0.7,0.3,90,1.0,1.5,8,4.0,5.0,2025-10,476,5852.196353436186,0.33403361344537813,-0.4248598433522238,-202.23328543565853,,,0.46145215091466896,1.089827825204566,-1.1845927748996357
15m,fz1.5_react0.25_body0.25_cl0.7_cs0.3,model_a,base,next_open,1.5,0.25,0.25,0.7,0.3,90,1.0,1.5,8,4.0,5.0,2025-11,295,3906.2990936555893,0.3389830508474576,-0.40024640095671576,-118.07268828223116,,,0.4913892444377837,1.1407475844589414,-1.190499726810899
15m,fz1.5_react0.25_body0.25_cl0.7_cs0.3,model_a,base,next_open,1.5,0.25,0.25,0.7,0.3,90,1.0,1.5,8,4.0,5.0,2025-12,369,4399.3934036042165,0.3116531165311653,-0.6048205209834325,-223.17877224288662,,,0.35415527862372864,1.0641936144348048,-1.360476527176729
15m,fz1.5_react0.25_body0.25_cl0.7_cs0.3,model_a,base,next_open,1.5,0.25,0.25,0.7,0.3,90,1.0,1.5,8,4.0,5.0,2026-01,431,5071.336912751678,0.28074245939675174,-0.6914942897673162,-298.03403888971326,,,0.28583311091351615,0.985810235162695,-1.3461841204658045
15m,fz1.5_react0.25_body0.25_cl0.7_cs0.3,model_a,base,next_open,1.5,0.25,0.25,0.7,0.3,90,1.0,1.5,8,4.0,5.0,2026-02,439,5743.692537313433,0.3895216400911162,-0.2838505340474787,-124.61038444684313,,,0.6009113788367433,1.0972338772801862,-1.165064841275205
15m,fz1.5_react0.25_body0.25_cl0.7_cs0.3,model_a,base,next_open,1.5,0.25,0.25,0.7,0.3,90,1.0,1.5,8,4.0,5.0,2026-03,378,4660.405063291139,0.291005291005291,-0.6466559831944219,-244.43596164749147,,,0.3031459056042664,0.9666789589463749,-1.3088456982522114
15m,fz1.5_react0.25_body0.25_cl0.7_cs0.3,model_a,base,next_open,1.5,0.25,0.25,0.7,0.3,90,1.0,1.5,8,4.0,5.0,2026-04,341,4166.140766550522,0.2844574780058651,-0.6972219670845473,-237.75269077583062,,,0.271598593791451,0.9139247697746413,-1.3377188255900445
15m,fz1.5_react0.25_body0.25_cl0.7_cs0.3,model_a,base,next_open,1.5,0.25,0.25,0.7,0.3,90,1.0,1.5,8,4.0,5.0,2026-05,26,3154.546712802768,0.19230769230769232,-1.0095987201884546,-26.249566724899818,,,0.14054269126935023,0.8584916818312796,-1.454382149240772
15m,fz1.5_react0.25_body0.5_cl0.6_cs0.4,model_a,base,next_open,1.5,0.25,0.5,0.6,0.4,90,1.0,1.5,8,4.0,5.0,2025-06,313,4305.622597096901,0.3929712460063898,-0.4454855550579579,-139.43697873314082,,,0.4634359666499274,0.9791315176835118,-1.3677376600432252
15m,fz1.5_react0.25_body0.5_cl0.6_cs0.4,model_a,base,next_open,1.5,0.25,0.5,0.6,0.4,90,1.0,1.5,8,4.0,5.0,2025-07,297,3544.5908781484004,0.31313131313131315,-0.6492388124722321,-192.82392730425295,,,0.3207269178811339,0.9789690939436924,-1.3915100639265505
15m,fz1.5_react0.25_body0.5_cl0.6_cs0.4,model_a,base,next_open,1.5,0.25,0.5,0.6,0.4,90,1.0,1.5,8,4.0,5.0,2025-08,486,5745.483479433581,0.35390946502057613,-0.4414369659777179,-214.5383654651709,,,0.4636596565974187,1.0782894698122119,-1.2738985804868515
15m,fz1.5_react0.25_body0.5_cl0.6_cs0.4,model_a,base,next_open,1.5,0.25,0.5,0.6,0.4,90,1.0,1.5,8,4.0,5.0,2025-09,401,4906.023726448011,0.2718204488778055,-0.7605121706837982,-304.96538044420305,,,0.2700337845321606,1.0349977029807114,-1.4307538700996596
15m,fz1.5_react0.25_body0.5_cl0.6_cs0.4,model_a,base,next_open,1.5,0.25,0.5,0.6,0.4,90,1.0,1.5,8,4.0,5.0,2025-10,453,5569.422159887798,0.3598233995584989,-0.37789518340751416,-171.18651808360391,,,0.5066434459440419,1.0785082733938856,-1.1964943677476112
15m,fz1.5_react0.25_body0.5_cl0.6_cs0.4,model_a,base,next_open,1.5,0.25,0.5,0.6,0.4,90,1.0,1.5,8,4.0,5.0,2025-11,272,3603.1008689081978,0.3713235294117647,-0.33909780397131783,-92.23460268019845,,,0.5530406111270729,1.1299558287388798,-1.2067844525311422
15m,fz1.5_react0.25_body0.5_cl0.6_cs0.4,model_a,base,next_open,1.5,0.25,0.5,0.6,0.4,90,1.0,1.5,8,4.0,5.0,2025-12,336,3991.0243902439024,0.3333333333333333,-0.5569605536671558,-187.13874603216436,,,0.38582806958429244,1.0496621773835217,-1.3602719191924948
15m,fz1.5_react0.25_body0.5_cl0.6_cs0.4,model_a,base,next_open,1.5,0.25,0.5,0.6,0.4,90,1.0,1.5,8,4.0,5.0,2026-01,407,4790.549848942598,0.2727272727272727,-0.6951765753385257,-282.93686616277995,,,0.2797065637376576,0.989828059041366,-1.327053313230985
15m,fz1.5_react0.25_body0.5_cl0.6_cs0.4,model_a,base,next_open,1.5,0.25,0.5,0.6,0.4,90,1.0,1.5,8,4.0,5.0,2026-02,402,5247.851079672375,0.40298507462686567,-0.2514835690255301,-101.0963947482631,,,0.638903096424946,1.1041596751963156,-1.1665427588752761
15m,fz1.5_react0.25_body0.5_cl0.6_cs0.4,model_a,base,next_open,1.5,0.25,0.5,0.6,0.4,90,1.0,1.5,8,4.0,5.0,2026-03,371,4556.47775831874,0.2776280323450135,-0.6688840411052814,-248.15597925005943,,,0.29384031084924356,1.0025267545778602,-1.3112546081029068
15m,fz1.5_react0.25_body0.5_cl0.6_cs0.4,model_a,base,next_open,1.5,0.25,0.5,0.6,0.4,90,1.0,1.5,8,4.0,5.0,2026-04,330,4027.5391576749043,0.29393939393939394,-0.6891574982048935,-227.42197440761484,,,0.27555650891431327,0.8917987320404631,-1.347323825817767
15m,fz1.5_react0.25_body0.5_cl0.6_cs0.4,model_a,base,next_open,1.5,0.25,0.5,0.6,0.4,90,1.0,1.5,8,4.0,5.0,2026-05,25,3033.2179930795846,0.16,-1.2064638909130112,-30.16159727282528,,,0.0804824691652515,0.6599873686696326,-1.5619784165478003
15m,fz1.5_react0.25_body0.5_cl0.7_cs0.3,model_a,base,next_open,1.5,0.25,0.5,0.7,0.3,90,1.0,1.5,8,4.0,5.0,2025-06,300,4126.794821498626,0.3933333333333333,-0.43305666968668677,-129.91700090600602,,,0.4710570766794271,0.9805024893345375,-1.3495400804806674
15m,fz1.5_react0.25_body0.5_cl0.7_cs0.3,model_a,base,next_open,1.5,0.25,0.5,0.7,0.3,90,1.0,1.5,8,4.0,5.0,2025-07,276,3293.9632402995235,0.3079710144927536,-0.6679474302477979,-184.35349074839223,,,0.30722614108254703,0.9618317609737074,-1.3932418347181013
15m,fz1.5_react0.25_body0.5_cl0.7_cs0.3,model_a,base,next_open,1.5,0.25,0.5,0.7,0.3,90,1.0,1.5,8,4.0,5.0,2025-08,460,5438.111935266352,0.3673913043478261,-0.40363641612843826,-185.6727514190816,,,0.4954525532807695,1.0788511444590247,-1.264599982242807
15m,fz1.5_react0.25_body0.5_cl0.7_cs0.3,model_a,base,next_open,1.5,0.25,0.5,0.7,0.3,90,1.0,1.5,8,4.0,5.0,2025-09,379,4636.8653175157015,0.2770448548812665,-0.7447528865047228,-282.26134398528995,,,0.2763063095288925,1.026356228123856,-1.4234625837164046
15m,fz1.5_react0.25_body0.5_cl0.7_cs0.3,model_a,base,next_open,1.5,0.25,0.5,0.7,0.3,90,1.0,1.5,8,4.0,5.0,2025-10,421,5175.997194950912,0.34441805225653205,-0.40599477308474496,-170.92379946867763,,,0.4791400004847309,1.084366166783714,-1.188974252363464
15m,fz1.5_react0.25_body0.5_cl0.7_cs0.3,model_a,base,next_open,1.5,0.25,0.5,0.7,0.3,90,1.0,1.5,8,4.0,5.0,2025-11,255,3377.9070646014356,0.34901960784313724,-0.3988166418394139,-101.69824366905054,,,0.494852902368348,1.1193907293325684,-1.2127952926484888
