scenario_entry_mode,scenario_friction_mode,concurrent_cap,symbol_cap,selection_policy,account_allocation,trades_taken,trades_skipped,skip_rate,account_total_return_pct,cagr_pct,max_drawdown_pct,max_exposure_pct,sharpe_like,best_month_contribution,best_symbol_contribution
next_close,cluster_stress,unlimited,2,liquidity_priority,0.01,781,185,0.1915113871635611,9.916315189815705,1.5950782876398284,-2.3687706486533178,18.0,4.590461762880689,0.2241174788887219,0.17955357474143707
next_close,cluster_stress,20,2,liquidity_priority,0.01,781,185,0.1915113871635611,9.916315189815705,1.5950782876398284,-2.3687706486533178,18.0,4.590461762880689,0.2241174788887219,0.17955357474143707
next_open,base,10,unlimited,largest_drop,0.01,678,288,0.2981366459627329,9.856560137022207,1.5858320062561049,-2.8404574915440572,10.0,4.786263197989977,0.21241492291054614,0.21522004788573804
next_close,base,10,unlimited,largest_drop,0.01,678,288,0.2981366459627329,9.75552890249487,1.5701892674203188,-2.5028657044916303,10.0,4.839900904478125,0.21319570861748313,0.2226276375649558
next_open,stress,15,2,symbol_order,0.01,768,198,0.20496894409937888,9.709788078405989,1.5631032396246747,-2.930194291814703,15.0,4.631267278163996,0.26216701477354964,0.20139658017582124
next_open,stress,15,2,liquidity_priority,0.01,768,198,0.20496894409937888,9.709788078405989,1.5631032396246747,-2.930194291814703,15.0,4.631267278163996,0.26216701477354964,0.20139658017582124
next_close,cluster_stress,15,unlimited,symbol_order,0.01,790,176,0.18219461697722567,9.695387159445046,1.5608717844046494,-2.431703747968328,15.0,4.471442792327861,0.23012483983010193,0.2165018252693515
next_close,cluster_stress,15,unlimited,liquidity_priority,0.01,790,176,0.18219461697722567,9.695387159445046,1.5608717844046494,-2.431703747968328,15.0,4.471442792327861,0.23012483983010193,0.2165018252693515
next_close,base,10,2,largest_drop,0.01,676,290,0.3002070393374741,9.552037139195457,1.5386460632899945,-2.502865704491608,10.0,4.757556519288687,0.21773752205918565,0.21554611543200758
next_open,cluster_stress,15,unlimited,liquidity_priority,0.01,790,176,0.18219461697722567,9.548706938968277,1.5381294442571303,-2.95069922344785,15.0,4.470641687202823,0.24354599355007917,0.2654640555751051
next_open,cluster_stress,15,unlimited,symbol_order,0.01,790,176,0.18219461697722567,9.548706938968277,1.5381294442571303,-2.95069922344785,15.0,4.470641687202823,0.24354599355007917,0.2654640555751051
next_open,cluster_stress,unlimited,2,largest_drop,0.01,781,185,0.1915113871635611,9.536375779480766,1.5362163788456673,-2.9660102568114133,18.0,4.4880100280697945,0.26474612666921765,0.21601693665403135
next_open,cluster_stress,unlimited,2,liquidity_priority,0.01,781,185,0.1915113871635611,9.536375779480766,1.5362163788456673,-2.9660102568114133,18.0,4.4880100280697945,0.26474612666921765,0.21601693665403135
next_open,cluster_stress,20,2,largest_drop,0.01,781,185,0.1915113871635611,9.536375779480766,1.5362163788456673,-2.9660102568114133,18.0,4.4880100280697945,0.26474612666921765,0.21601693665403135
next_open,cluster_stress,20,2,symbol_order,0.01,781,185,0.1915113871635611,9.536375779480766,1.5362163788456673,-2.9660102568114133,18.0,4.4880100280697945,0.26474612666921765,0.21601693665403135
next_open,cluster_stress,unlimited,2,symbol_order,0.01,781,185,0.1915113871635611,9.536375779480766,1.5362163788456673,-2.9660102568114133,18.0,4.4880100280697945,0.26474612666921765,0.21601693665403135
next_open,cluster_stress,20,2,liquidity_priority,0.01,781,185,0.1915113871635611,9.536375779480766,1.5362163788456673,-2.9660102568114133,18.0,4.4880100280697945,0.26474612666921765,0.21601693665403135
next_open,base,10,2,largest_drop,0.01,676,290,0.3002070393374741,9.318654000081317,1.5024092883066942,-2.8404574915440572,10.0,4.571413968074353,0.22013098506964046,0.21407506848928465
next_close,cluster_stress,15,2,largest_drop,0.01,768,198,0.20496894409937888,9.215875897344251,1.4864307749243189,-2.4518176458230845,15.0,4.317031274414311,0.24342669431953765,0.191912695331519
next_open,base,10,unlimited,liquidity_priority,0.01,678,288,0.2981366459627329,9.037753410126825,1.458709086696075,-2.7527279445698216,10.0,4.562025174796055,0.22321281998546752,0.2368614395331353
next_open,base,10,unlimited,symbol_order,0.01,678,288,0.2981366459627329,9.037753410126825,1.458709086696075,-2.7527279445698216,10.0,4.562025174796055,0.22321281998546752,0.2368614395331353
next_close,cluster_stress,15,2,symbol_order,0.01,768,198,0.20496894409937888,8.93217096144494,1.442259198199669,-2.6199745987964373,15.0,4.216976818242622,0.2511584490078663,0.18521991940675245
next_close,cluster_stress,15,2,liquidity_priority,0.01,768,198,0.20496894409937888,8.93217096144494,1.442259198199669,-2.6199745987964373,15.0,4.216976818242622,0.2511584490078663,0.18521991940675245
next_open,base,20,unlimited,largest_drop,0.005,864,102,0.10559006211180125,8.785244721629692,1.419345786194004,-1.283715749872838,10.0,7.417230910380696,0.1747499312838533,0.18422251189890987
next_open,cluster_stress,15,2,largest_drop,0.01,768,198,0.20496894409937888,8.765558068139079,1.4162736597949532,-2.9660102568114133,15.0,4.172754131503502,0.28157057972298705,0.2098582298555063
next_close,base,10,unlimited,symbol_order,0.01,678,288,0.2981366459627329,8.726542193688092,1.4101838165020864,-2.590453526595249,10.0,4.4575010079116995,0.2218326222495415,0.18264699625866276
next_close,base,10,unlimited,liquidity_priority,0.01,678,288,0.2981366459627329,8.726542193688092,1.4101838165020864,-2.590453526595249,10.0,4.4575010079116995,0.2218326222495415,0.18264699625866276
next_open,base,20,unlimited,symbol_order,0.005,864,102,0.10559006211180125,8.598002188231524,1.3901076028155268,-1.2698653884849809,10.0,7.314672811776574,0.17160339810868694,0.20988934789477512
next_open,base,20,unlimited,liquidity_priority,0.005,864,102,0.10559006211180125,8.598002188231524,1.3901076028155268,-1.2698653884849809,10.0,7.314672811776574,0.17160339810868694,0.20988934789477512
next_open,base,10,2,symbol_order,0.01,676,290,0.3002070393374741,8.577709080392882,1.3869362851343547,-2.7527279445698216,10.0,4.375764261789084,0.22108417115645432,0.2332188818622125
next_open,base,10,2,liquidity_priority,0.01,676,290,0.3002070393374741,8.577709080392882,1.3869362851343547,-2.7527279445698216,10.0,4.375764261789084,0.22108417115645432,0.2332188818622125
next_close,base,10,2,symbol_order,0.01,676,290,0.3002070393374741,8.53152503503527,1.3797170054950625,-2.6323276228215065,10.0,4.373316426614193,0.22690336487878487,0.1814581609487822
next_close,base,10,2,liquidity_priority,0.01,676,290,0.3002070393374741,8.53152503503527,1.3797170054950625,-2.6323276228215065,10.0,4.373316426614193,0.22690336487878487,0.1814581609487822
next_open,cluster_stress,15,2,liquidity_priority,0.01,768,198,0.20496894409937888,8.51726965118067,1.377488152200046,-2.9660102568114133,15.0,4.087440185707202,0.2897786929288183,0.21684092082386228
next_open,cluster_stress,15,2,symbol_order,0.01,768,198,0.20496894409937888,8.51726965118067,1.377488152200046,-2.9660102568114133,15.0,4.087440185707202,0.2897786929288183,0.21684092082386228
next_open,stress,10,unlimited,largest_drop,0.01,678,288,0.2981366459627329,8.5137939663521,1.3769446860528278,-2.883175934609017,10.0,4.165493859101916,0.23509907807965924,0.2248736281501258
next_close,stress,10,unlimited,largest_drop,0.01,678,288,0.2981366459627329,8.41409466103431,1.3613492971314534,-2.640759995609132,10.0,4.2059280687324305,0.23711547930368254,0.23350833491375467
