entry_mode,filter_name,event_threshold,min_simultaneous_drops,exit_model,friction_case,horizon_bars,taker_fee_bps_per_side,slippage_bps_per_side,month,total_trades,trades_per_year,average_return_pct,median_return_pct,cumulative_return_units,win_rate,return_volatility_pct,sharpe_like,annualized_trade_sharpe_like,max_drawdown_units,max_losing_streak,average_win_pct,average_loss_pct,best_month,worst_month,best_symbol,worst_symbol,best_month_contribution,best_symbol_contribution,positive_month_rate,positive_symbol_rate,average_concurrent_positions,max_concurrent_positions
next_close,drop3_breadth5,-0.03,5,wide_stop_2atr_horizon_12,base,12,4.0,5.0,2025-10,27,521.6132231404958,4.4646855156664005,0.8182110192831573,1.2054650892299281,0.5925925925925926,11.532267739862217,2.011676019163456,8.84199882662116,-0.3856949751713551,11,10.07132875762309,-3.6904319271796964,2025-10,2025-10,ADAUSDT,SOLUSDT,1.0,0.32072607440447326,1.0,1.0,8.351851851851851,15
next_close,drop3_breadth5,-0.03,5,wide_stop_2atr_horizon_12,base,12,4.0,5.0,2025-11,4,1461.0,1.1228624091890733,1.5939219183003248,0.04491449636756293,0.75,1.6583160424621517,1.3542200406165348,25.881196421307898,0.0,1,1.9193307346952035,-1.2665425673293182,2025-11,2025-11,AVAXUSDT,SOLUSDT,1.0,0.5722313674524717,1.0,0.75,2.0,4
next_close,drop3_breadth5,-0.03,5,wide_stop_2atr_horizon_12,base,12,4.0,5.0,2026-01,15,431.1147540983606,-1.1532284818563379,-0.9683960238033171,-0.17298427227845067,0.26666666666666666,1.6804486076068978,-2.6578823561657403,-14.249071564354294,-0.20687215349311816,9,0.9545455122725501,-1.9196917524486607,2026-01,2026-01,AVAXUSDT,SOLUSDT,,,0.0,0.14285714285714285,2.7,6
next_close,drop3_breadth5,-0.03,5,wide_stop_2atr_horizon_12,base,12,4.0,5.0,2026-02,15,5478.75,3.671486216979434,5.293676566405906,0.5507229325469151,0.7333333333333333,3.9708824672706484,3.5809684853163484,68.43773239745559,-0.06334888172025813,4,5.582471038792483,-1.5837220430064531,2026-02,2026-02,XRPUSDT,AVAXUSDT,1.0000000000000002,0.21383922164935046,1.0,1.0,3.3,9
next_open,drop3_breadth5,-0.03,5,wide_stop_2atr_horizon_12,base,12,4.0,5.0,2025-05,5,1826.25,1.650837237519611,1.486902866697917,0.08254186187598056,1.0,0.4669580693317677,7.905172916626772,151.07982961651857,0.0,0,1.650837237519611,0.0,2025-05,2025-05,XRPUSDT,AVAXUSDT,1.0,0.28148893248431694,1.0,1.0,2.5,5
next_open,drop3_breadth5,-0.03,5,wide_stop_2atr_horizon_12,base,12,4.0,5.0,2025-06,4,152.95092693565977,-0.7782426607323817,-1.0830686709992907,-0.031129706429295266,0.25,1.0141206772930134,-1.5348127262521467,-9.49077008262079,-0.021661373419985815,3,0.6718926916890489,-1.261621111539525,2025-06,2025-06,SOLUSDT,AVAXUSDT,,,0.0,0.25,1.25,3
next_open,drop3_breadth5,-0.03,5,wide_stop_2atr_horizon_12,base,12,4.0,5.0,2025-10,27,521.6132231404958,4.896826242356735,1.4388944679231932,1.3221430854363183,0.5185185185185185,11.29211361185011,2.2533120385977488,9.904071138441973,-0.32703782146198734,13,11.911953498541187,-2.6579261873803683,2025-10,2025-10,ADAUSDT,ETHUSDT,0.9999999999999998,0.31820557193143334,1.0,0.875,4.722222222222222,13
next_open,drop3_breadth5,-0.03,5,wide_stop_2atr_horizon_12,base,12,4.0,5.0,2025-11,4,1461.0,-1.5763828411873995,-1.6237862653552406,-0.06305531364749598,0.0,0.23919142365884846,-13.180931131006995,-251.9075610947349,-0.047931720922079146,4,0.0,-1.5763828411873995,2025-11,2025-11,SOLUSDT,AVAXUSDT,,,0.0,0.0,2.0,4
next_open,drop3_breadth5,-0.03,5,wide_stop_2atr_horizon_12,base,12,4.0,5.0,2026-01,15,431.1147540983606,-1.095482851567811,-0.9738292262286039,-0.16432242773517167,0.4,1.749187402492684,-2.4255759183560035,-13.00366239508377,-0.2081972392539717,9,0.7312468586466674,-2.3133026583774634,2026-01,2026-01,AVAXUSDT,ADAUSDT,,,0.0,0.14285714285714285,2.7,6
next_open,drop3_breadth5,-0.03,5,wide_stop_2atr_horizon_12,base,12,4.0,5.0,2026-02,15,5478.75,3.7129202401344834,6.392590922254851,0.5569380360201724,0.6,4.922138656403873,2.92151019295816,55.834485447711565,-0.05250903715335761,5,7.3781714332829695,-1.7849565495882453,2026-02,2026-02,XRPUSDT,SOLUSDT,1.0000000000000002,0.28775672945600994,1.0,0.8888888888888888,3.3,9
