timeframe,event_type,direction,param_name,param_value,horizon,symbols_with_event,total_occurrences,avg_forward_return,median_of_symbol_medians,weighted_win_rate,mean_std_forward_return,best_symbol_avg_return,worst_symbol_avg_return
15m,large_return_pct,down,return_pct_abs,0.01,6,9,3219,0.0007793275940137562,0.0012310674929024712,0.5383659521590556,0.020185733985302316,0.002247158019865198,-0.00020643339703530953
1h,large_return_atr,up,return_atr_abs,1.0,6,9,4335,0.0006952122283847263,0.00018690517072028623,0.5026528258362168,0.019658519985788006,0.002046116647821083,-0.0006126173179151881
1h,funding_extreme,negative,funding_z_abs,2.5,6,9,1856,0.0004985415103631374,0.0003772594134449081,0.5161637931034483,0.020719469614104858,0.004625950453342835,-0.003162545186961606
1h,volume_spike,all,volume_z,2.0,6,9,4834,0.0004731280975803989,0.0010140959334752342,0.5256516342573438,0.023789816515071824,0.0011443786361207864,-0.0004666613782288235
1h,combo_volume_return,up,ret_atr_and_vol_z,1_1.5,6,9,1674,0.00047129275569351303,9.127418765975115e-05,0.5041816009557945,0.02220514084235854,0.0033935789923393578,-0.0008338496982593518
15m,combo_volume_return,up,ret_atr_and_vol_z,1.5_2,6,9,3221,0.00045222721685767427,-0.00035365375614371253,0.47469729897547347,0.01280427836414512,0.0010604804613872582,-0.00028735353567663956
1h,funding_extreme,negative,funding_z_abs,1.5,6,9,6554,0.00044639057561844106,0.00046634540649792555,0.5154104363747329,0.018115439064465555,0.002695302838114314,-0.0017073426934816848
15m,combo_volume_return,up,ret_atr_and_vol_z,1_2,6,9,5325,0.0004213185998731157,-0.00037246317586875355,0.47173708920187796,0.012952969841441928,0.0011623861986844403,-0.0002011137107768276
1h,combo_volume_return,up,ret_atr_and_vol_z,1_2,6,9,1307,0.00040331980707104353,0.0006461626632532358,0.5080336648814078,0.022277733038094574,0.0025172374611985514,-0.0010084366464367409
15m,combo_volume_return,up,ret_atr_and_vol_z,1.5_1.5,6,9,3753,0.00039288227521665827,-0.0002484515178962088,0.478017585931255,0.012789519793051053,0.0010427123437621762,-0.00023394195786393708
1h,large_return_pct,up,return_pct_abs,0.01,6,9,4553,0.0003729046152310466,-9.902097756647743e-05,0.4937403909510213,0.022372661740670235,0.001813176321322735,-0.000795024911282012
1h,volume_spike,all,volume_z,2.5,6,9,3474,0.00036112381960014397,0.0007881255746748916,0.5270581462291307,0.024162443421986007,0.0008079719875693538,-0.0001459683341346486
1h,large_return_pct,up,return_pct_abs,0.005,6,9,13150,0.00030133064433742824,-8.82813070913202e-05,0.4991634980988593,0.02004243700469858,0.0012028006064512247,-0.00045065404421319933
15m,funding_extreme,negative,funding_z_abs,2.5,6,9,7448,0.00025573610370855526,0.00024303289746874235,0.5179914070891515,0.010643197331125032,0.001668676250467394,-0.0008675454207180538
1h,volume_spike,all,volume_z,3.0,6,9,2515,0.0002525379775810598,0.0008981267641776647,0.5240556660039761,0.02455648517589048,0.0009265026625761745,-0.0004860748025562671
15m,combo_volume_return,up,ret_atr_and_vol_z,1_1.5,6,9,6709,0.00023559717189404914,-0.00032950738645720623,0.4719034133253838,0.012637576858916819,0.000894190063638891,-0.00025989215279383055
15m,large_return_atr,up,return_atr_abs,2.0,6,9,2570,0.00021538213170731987,-0.0003863252296814612,0.47198443579766536,0.013233893147574062,0.0009484661595740487,-0.0006722106374088499
15m,large_return_atr,up,return_atr_abs,1.5,6,9,6257,0.000183889385615872,-0.000330554511179304,0.4778647914335944,0.01209703137139368,0.000599067963998,-0.00032539519249451926
15m,funding_extreme,negative,funding_z_abs,1.5,6,9,26258,0.00016823176966517965,0.0003532843117115547,0.5123010130246021,0.009276602108596627,0.0010703937820508546,-0.0005375992031572762
1h,volume_spike,all,volume_z,1.5,6,9,7048,0.0001364041231732121,0.0009449562957715152,0.520005675368899,0.023680881559807323,0.001094063355422825,-0.0008439166836121294
1h,volatility_expansion,all,atr_jump,2.0,6,9,737,0.00011485035244904324,0.0010501231875277295,0.5020352781546812,0.01715884590053425,0.006643094088503008,-0.005605047627415816
15m,volatility_expansion,all,atr_jump,1.5,6,9,28756,0.00010189192397913939,0.0,0.5031993323132563,0.01178742127594024,0.0005210993084339044,-0.00021470858178690124
15m,volume_spike,all,volume_z,2.5,6,9,15909,9.85240327381565e-05,0.0,0.4999057137469357,0.013739881390483958,0.0006339493665704576,-0.00013146834877398748
15m,large_return_pct,down,return_pct_abs,0.005,6,9,18762,7.92712636388457e-05,0.0004446420631392112,0.5216927832853641,0.014204006612593387,0.00044478962405959525,-0.00022758493228943968
15m,funding_extreme,negative,funding_z_abs,2.0,6,9,13980,7.814814043311021e-05,0.00010329511414108872,0.5085121602288984,0.00975562322197047,0.0010462078208080428,-0.0005430986278418982
15m,volume_spike,all,volume_z,3.0,6,9,12053,6.334256463639209e-05,-6.31995969668786e-06,0.49987554965568737,0.01439659961517891,0.000302932549615669,-0.00016750342438945432
15m,volume_spike,all,volume_z,2.0,6,9,21404,6.211557685737114e-05,0.0,0.49967295832554665,0.013247409790650602,0.0006045102375492198,-0.0002021032346917764
1h,large_return_pct,down,return_pct_abs,0.005,6,9,13052,3.442331184344384e-05,0.0005311170324915349,0.5072785779957095,0.021177009307792042,0.0009440173882926667,-0.0002537319851441655
15m,volatility_expansion,all,atr_jump,1.2,6,9,75667,2.6325236442521835e-05,0.00010854436116336519,0.5063634080907132,0.0111457103641634,0.00014199779345191386,-0.00012715036637322706
15m,large_return_atr,up,return_atr_abs,1.0,6,9,18681,1.497859452601725e-05,-0.00037817216785529517,0.47679460414324715,0.010536448556402166,0.0002472173052735302,-0.00022943012687905658
15m,large_return_pct,up,return_pct_abs,0.005,6,9,18466,-6.077685848992594e-06,-0.00025334628214335186,0.48754467670313006,0.013054456081921366,0.00023998221193133708,-0.0003530934424783687
15m,volume_spike,all,volume_z,1.5,6,9,29860,-4.149209950035863e-05,-5.7623820932439784e-05,0.49765572672471536,0.01263540004413409,0.00031583592443467485,-0.0003412094577130892
1h,funding_flip,down,flip,pos_to_neg,6,8,8918,-4.353045925099886e-05,0.0003765023794151112,0.511101143754205,0.017493037258172278,0.0015576311630073527,-0.00114116809391425
15m,funding_extreme,positive,funding_z_abs,2.0,6,6,2426,-6.352255566784769e-05,-0.00030420650764334534,0.5123660346248969,0.010763279520685487,0.0012012311764071232,-0.010749239741408215
1h,funding_extreme,negative,funding_z_abs,2.0,6,9,3492,-7.835048420728801e-05,-0.00023128958196111382,0.506872852233677,0.018900029450325338,0.004158624328088381,-0.003258021038711654
1h,volatility_expansion,all,atr_jump,1.2,6,9,18210,-0.00014277275356199394,-0.00017936866732815027,0.4970895112575508,0.01902063479858031,0.0007640831174401506,-0.0013470654241316635
15m,funding_flip,up,flip,neg_to_pos,6,8,35859,-0.000159917623225393,-5.1080869682057495e-05,0.4905323628656683,0.008770170640029325,0.00019481693091257822,-0.00045244245140547577
15m,funding_flip,down,flip,pos_to_neg,6,8,35774,-0.00016970282662761104,-2.1219613798612036e-05,0.49351484318219935,0.009000777683285041,0.00023650460251506026,-0.0004211560164142927
15m,funding_extreme,positive,funding_z_abs,1.5,6,7,7408,-0.00021168174869804697,-0.00017969874933554397,0.4973002159827214,0.007800743249077063,0.0001970790790053887,-0.0008624840704972756
15m,large_return_atr,down,return_atr_abs,1.0,6,9,18976,-0.0002805559762459117,0.0003719348913380216,0.5195510118043845,0.011569173569698464,0.0001267960945227419,-0.0008211774792776807
15m,volatility_expansion,all,atr_jump,2.0,6,9,5280,-0.00028861462347331537,-0.0004379881743192815,0.4810606060606061,0.014797102373858527,0.001032537309522008,-0.002136890550131643
15m,large_return_pct,up,return_pct_abs,0.01,6,9,3476,-0.0003085061816816745,-0.00040962261924182286,0.47612197928653627,0.017087721702697498,0.0005635342030758945,-0.001223237044078341
15m,funding_extreme,positive,funding_z_abs,2.5,6,4,1177,-0.00032105889208269617,-0.0011090626260298886,0.48343245539507224,0.015496060179575562,0.005089073961818616,-0.010749239741408215
1h,large_return_pct,down,return_pct_abs,0.01,6,9,4651,-0.0004153217125086613,0.00011815540791437762,0.5067727370457966,0.02397094205333662,0.0005545980276547525,-0.0012134637127491695
15m,large_return_atr,down,return_atr_abs,1.5,6,9,6256,-0.000599171981198542,4.801784892038974e-05,0.5134271099744245,0.014859642260983167,0.00011287701688500291,-0.001193539526406639
1h,funding_flip,up,flip,neg_to_pos,6,8,8955,-0.000614524442128704,-0.0005986476705075461,0.4796203238414294,0.018554449362285255,0.0014268177161481552,-0.0019879276433293724
15m,combo_volume_return,down,ret_atr_and_vol_z,1_1.5,6,9,7475,-0.0006205050321494889,0.0001906208812599841,0.5118394648829432,0.014486456152431767,0.00024489168849921853,-0.0013621829347184092
15m,combo_volume_return,down,ret_atr_and_vol_z,1_2,6,9,6065,-0.0006728038612262251,0.00018628912071538828,0.5131079967023907,0.01505851025207109,0.00012955888734915872,-0.0013791749496243743
15m,combo_volume_return,down,ret_atr_and_vol_z,1.5_1.5,6,9,4043,-0.0008593568896828036,3.087563295056661e-05,0.5080385852090032,0.016874718089885315,-5.944176000303518e-05,-0.0016948102515250928
15m,large_return_atr,down,return_atr_abs,2.0,6,9,2438,-0.0009070125185635178,0.0,0.5086136177194421,0.019641612382293748,0.000351624866497656,-0.002048498443822433
1h,volatility_expansion,all,atr_jump,1.5,6,9,5430,-0.0009476032295759291,-0.0006666656072209509,0.48747697974217313,0.018890810779810585,0.0007974138552776589,-0.004438079881267177
15m,combo_volume_return,down,ret_atr_and_vol_z,1.5_2,6,9,3515,-0.0009716555232444712,7.944851840069322e-05,0.505547652916074,0.017469348564905382,-0.0001285389185004727,-0.001843401422158438
1h,large_return_atr,down,return_atr_abs,1.0,6,9,4468,-0.001074537901323989,-0.0003992175336340331,0.5044762757385854,0.021678454932298717,0.0002558347692931197,-0.0023648173791826453
1h,funding_extreme,positive,funding_z_abs,2.0,6,6,602,-0.001153609195841942,-0.0056667167963784515,0.4750830564784053,0.014833282154649444,0.003453721721851585,-0.029844235446833345
1h,funding_extreme,positive,funding_z_abs,1.5,6,7,1840,-0.0015235180055071947,-0.0011262090402803793,0.46141304347826084,0.014408756728567059,0.0010290735617349527,-0.005221924470747507
1h,combo_volume_return,down,ret_atr_and_vol_z,1_1.5,6,9,1896,-0.0016642697927916254,0.00020594264821183206,0.5089662447257384,0.025188063829385692,0.0005679229851209928,-0.00342366787043797
1h,combo_volume_return,down,ret_atr_and_vol_z,1_2,6,9,1491,-0.0017826947631894804,0.0005137238591261806,0.5097250167672703,0.025468128173270998,0.0005156935482805757,-0.0037358685593465784
1h,large_return_atr,down,return_atr_abs,1.5,6,9,1650,-0.002199331454519373,-0.0006100805080416216,0.4909090909090909,0.02421704797306475,-0.000884953985744919,-0.004749216896239489
1h,combo_volume_return,down,ret_atr_and_vol_z,1.5_1.5,6,9,1110,-0.0023887768756857535,0.00016863335314765138,0.4981981981981982,0.026680293880378427,-5.781311082410768e-05,-0.005294074344017226
1h,funding_extreme,positive,funding_z_abs,2.5,6,4,289,-0.002416336867166593,-0.01538460337622971,0.43944636678200694,0.018500245391211513,-0.0002454293876968129,-0.029844235446833345
1h,large_return_pct,down,return_pct_abs,0.02,6,9,892,-0.002591180858624619,0.000523217789404784,0.49887892376681614,0.029648361117696323,0.0037071999126069084,-0.0067521343828463466
1h,combo_volume_return,down,ret_atr_and_vol_z,1.5_2,6,9,958,-0.0026216318364780094,-0.00027142013072189997,0.49164926931106473,0.026382394813676005,-0.0005810770316629972,-0.006067028715433684
1h,large_return_atr,down,return_atr_abs,2.0,6,9,723,-0.0028151486701092792,-0.00019364833462431896,0.48132780082987553,0.026016525343398576,-0.0004606392993127923,-0.006381379254168031
15m,large_return_pct,down,return_pct_abs,0.02,12,9,367,0.007544335383749957,0.0068953561460967094,0.5967302452316077,0.04249097525541991,0.014887338015708629,9.950129376683935e-05
1h,large_return_pct,up,return_pct_abs,0.02,12,9,830,0.0036125926739109145,0.0016630145552394282,0.5289156626506024,0.03170393968989252,0.010118555376118506,0.0019165216972100822
15m,large_return_pct,up,return_pct_abs,0.02,12,9,373,0.0017943273067476738,0.0031033229458738987,0.5281501340482574,0.024153840873264037,0.005084993845012024,-0.0030551360267543322
1h,funding_extreme,negative,funding_z_abs,1.5,12,9,6542,0.001272671087777377,0.0004287245444800636,0.5214001834301437,0.02557963122233933,0.006570504054428844,-0.0027238679973270517
1h,large_return_atr,up,return_atr_abs,1.5,12,9,1628,0.0011053664326865522,-0.0003433593299614346,0.49385749385749383,0.02684256671061168,0.004546552027830587,-0.0010715108963387924
1h,combo_volume_return,up,ret_atr_and_vol_z,1.5_1.5,12,9,1013,0.0009577821158724529,0.00018794017567458354,0.5014807502467917,0.027616934491338972,0.006845359035670864,-0.002420328967468589
1h,combo_volume_return,up,ret_atr_and_vol_z,1.5_2,12,9,861,0.0009059603910514272,0.0005303632988598039,0.5075493612078978,0.02727602076975708,0.007139094273628553,-0.002706864843124676
1h,funding_extreme,negative,funding_z_abs,2.5,12,9,1852,0.0008323128599047764,-0.0003644002446040462,0.49406047516198703,0.02855734199639825,0.01214185776920651,-0.010034545712090304
1h,volume_spike,all,volume_z,2.0,12,9,4834,0.0007132661940709476,0.0001278118609406853,0.5088953247827885,0.028691224443756103,0.003233926684823161,-0.0004545198392040275
15m,large_return_pct,down,return_pct_abs,0.01,12,9,3219,0.0005846595818007764,0.0017755681818181213,0.539919229574402,0.02416024593506773,0.0015992978465074424,-0.001057681329615819
1h,large_return_atr,up,return_atr_abs,2.0,12,9,712,0.0005670987385695345,-0.00034774720290298156,0.49297752808988765,0.027558561015247052,0.004069146420296162,-0.004057509441359206
1h,funding_extreme,negative,funding_z_abs,2.0,12,9,3480,0.0005148568524650936,0.0009431737797689355,0.5008620689655172,0.02684931583558036,0.011308304206119153,-0.006328385810821874
1h,volume_spike,all,volume_z,2.5,12,9,3474,0.00048207312891111373,0.0,0.5089234312032239,0.02851988840644185,0.0019337059238239962,-0.0006680961027949893
1h,funding_flip,down,flip,pos_to_neg,12,8,8886,0.00045030403539372425,0.0005206863869716694,0.5084402430790007,0.024646889490644537,0.0034032793239260864,-0.001387877648608062
1h,volume_spike,all,volume_z,1.5,12,9,7046,0.00041256395819550836,-7.907951445174088e-05,0.5056769798467216,0.0289148712072709,0.002549363311819302,-0.0018505159420727127
1h,large_return_atr,up,return_atr_abs,1.0,12,9,4335,0.0003881644290309981,-0.0004898985733928773,0.4966551326412918,0.02631152513265134,0.0032292372982368127,-0.0012685063145009094
15m,funding_extreme,negative,funding_z_abs,2.5,12,9,7448,0.0003367299410865995,0.00037405214304986334,0.5197368421052632,0.01492609375180479,0.0027295421718147943,-0.0017410186196280336
1h,large_return_pct,up,return_pct_abs,0.01,12,9,4553,0.0002933108117218185,-0.00013923265858478695,0.4974741928398858,0.03076241388122164,0.003070109300397589,-0.0013141910108815324
15m,funding_extreme,negative,funding_z_abs,1.5,12,9,26258,0.0002240591693808988,0.0006648159627702377,0.516299794348389,0.012960754417512921,0.0018494715138197225,-0.0010227219977778285
15m,volatility_expansion,all,atr_jump,1.5,12,9,28752,0.00014317544941847143,0.00029384919871966453,0.5158249860879243,0.01622395761040812,0.0006238254347306681,-0.0004616167527720349
1h,volume_spike,all,volume_z,3.0,12,9,2515,0.00013072926032155758,-9.08110722777078e-05,0.5069582504970179,0.02849373164689311,0.002162719296103516,-0.001591214472926198
1h,combo_volume_return,up,ret_atr_and_vol_z,1_1.5,12,9,1674,0.00012455593467744706,-0.0010329212023124645,0.490442054958184,0.027743909392947144,0.005802125299989104,-0.003201240958507789
15m,volatility_expansion,all,atr_jump,1.2,12,9,75646,8.70391859068766e-05,0.000253395454157479,0.5130608359992597,0.014937782557320731,0.0003348931522429757,-0.00016326170310428944
15m,large_return_pct,down,return_pct_abs,0.005,12,9,18761,5.461071751338204e-05,0.0007289009215389886,0.5231064442193913,0.01795360843235222,0.0003197575751816554,-0.0003737459516166895
15m,combo_volume_return,up,ret_atr_and_vol_z,1_2,12,9,5317,4.452357955925522e-05,-0.000683193441343044,0.4668045890539778,0.016537664094005887,0.0012588576762575946,-0.001262267644753126
15m,funding_extreme,negative,funding_z_abs,2.0,12,9,13980,3.545651676190338e-05,0.00032263690801070943,0.5125894134477825,0.013550986335844254,0.001860029335167131,-0.0010999247598695709
1h,large_return_pct,down,return_pct_abs,0.005,12,9,13052,3.41406754484571e-05,-0.0005365958360161738,0.4969353355807539,0.028608801575386873,0.0014094209490484264,-0.0003542822840801507
15m,volume_spike,all,volume_z,2.0,12,9,21387,2.4986742842889256e-05,-0.0002970693873525776,0.4907654182447281,0.016898473096212688,0.0005233884601156996,-0.0005534813590526448
15m,volume_spike,all,volume_z,2.5,12,9,15895,1.889333516566209e-05,-0.0002400573052157018,0.489084617804341,0.0173546969881543,0.0004858430922435855,-0.0004808404228349331
15m,large_return_pct,up,return_pct_abs,0.005,12,9,18459,-9.283972155306045e-06,-0.0002735978112176074,0.49119670621377104,0.017075038226240336,0.0004059125301066149,-0.0007105478174308959
1h,combo_volume_return,up,ret_atr_and_vol_z,1_2,12,9,1307,-2.8252756828217128e-05,-0.0009237875288683473,0.4912012241775057,0.02746115660225833,0.0053817298616107385,-0.00297409096593767
15m,large_return_atr,up,return_atr_abs,1.5,12,9,6248,-4.485059160578284e-05,-0.0006744604316545333,0.4753521126760563,0.015821185777544218,0.0007779515521395247,-0.000685258137855572
15m,volume_spike,all,volume_z,1.5,12,9,29840,-5.925723446748176e-05,-6.482488782294515e-05,0.4920911528150134,0.016383163378784715,0.00032535693551200424,-0.0005987182196209782
15m,combo_volume_return,up,ret_atr_and_vol_z,1_1.5,12,9,6700,-5.985599676320269e-05,-0.0007855671569836908,0.4677611940298507,0.016275023423269468,0.000941362056698763,-0.0010996480429502464
15m,combo_volume_return,up,ret_atr_and_vol_z,1.5_1.5,12,9,3744,-6.726035153065352e-05,-0.0005633241966984115,0.468482905982906,0.016674855761294953,0.0011562261621395793,-0.001111955548724205
15m,large_return_atr,up,return_atr_abs,1.0,12,9,18669,-7.176976642460069e-05,-0.0003979941096872164,0.4789222775724463,0.01418253198664918,0.0003352527151594644,-0.0006022018689003343
1h,large_return_pct,up,return_pct_abs,0.005,12,9,13150,-8.58662494750399e-05,-0.0003387992952974539,0.49498098859315587,0.028589905992047582,0.0013108340250730067,-0.0013233731468288697
15m,volume_spike,all,volume_z,3.0,12,9,12040,-8.959038791490772e-05,-0.0003875064838810838,0.48521594684385383,0.018005570642780983,0.0003590865887661832,-0.0005925364609136597
15m,large_return_atr,up,return_atr_abs,2.0,12,9,2562,-0.00016402617116596116,-0.000683193441343044,0.46916471506635443,0.01693375248291493,0.001153314681888934,-0.001425472629258209
15m,combo_volume_return,up,ret_atr_and_vol_z,1.5_2,12,9,3213,-0.00023552677343368047,-0.0009355703860787212,0.4612511671335201,0.016594424456362195,0.0010501614791933415,-0.0019207050991937125
15m,funding_extreme,positive,funding_z_abs,2.0,12,6,2426,-0.0002478241949461607,-0.002047232506054847,0.4987633965375103,0.012427507565960805,0.002263204625252113,-0.020543227820195305
15m,funding_flip,up,flip,neg_to_pos,12,8,35823,-0.0002642035568186585,-0.00013777277055557202,0.48806632610334144,0.012572818505150074,0.0005825589600786078,-0.0008242870383937909
15m,funding_flip,down,flip,pos_to_neg,12,8,35774,-0.00029632858710033287,-3.28687877991507e-05,0.4958349639402918,0.012510227513274892,0.00044117106281106887,-0.000704556851442499
15m,large_return_atr,down,return_atr_abs,1.0,12,9,18960,-0.00037226799287098055,0.0003185243217881384,0.5152426160337553,0.015019490532414097,0.0001339964002970011,-0.000866978563297364
15m,volatility_expansion,all,atr_jump,2.0,12,9,5280,-0.0004213634036658516,6.468514505653111e-05,0.4956439393939394,0.01903610573073243,0.0016177969475173475,-0.0023308494147519037
1h,large_return_pct,down,return_pct_abs,0.01,12,9,4651,-0.00045506866373026984,-0.0011522396658506517,0.49516233068157384,0.03134816063153287,0.0012229165941236653,-0.001837230235280285
15m,funding_extreme,positive,funding_z_abs,1.5,12,7,7402,-0.0004708470132913626,-0.0004659066414374746,0.4887868143744934,0.010408230982531127,0.0004382923725441,-0.0021125454850597723
1h,large_return_pct,down,return_pct_abs,0.02,12,9,892,-0.0005635069168964508,0.00022699580336804637,0.5056053811659192,0.034832774529259716,0.007491212507561003,-0.004624405955058863
15m,combo_volume_return,down,ret_atr_and_vol_z,1_1.5,12,9,7471,-0.000724105012355171,0.0002993902886482269,0.5071610226208004,0.017810469162475098,-0.0001640136895016222,-0.0013638097623633468
15m,combo_volume_return,down,ret_atr_and_vol_z,1_2,12,9,6061,-0.0007569946751921237,0.0001291104421402567,0.5030523016003959,0.018175347943325385,-0.00018730217133005318,-0.0012944418461173172
15m,funding_extreme,positive,funding_z_abs,2.5,12,4,1177,-0.000816180572899937,-0.0023900551922599322,0.4825828377230246,0.01688247917475911,0.00479232933628257,-0.020543227820195305
15m,large_return_atr,down,return_atr_abs,2.0,12,9,2436,-0.0008190691749522447,-0.00022798405597457272,0.5053366174055829,0.02229093175979689,0.0007309510985684581,-0.002124263456824941
15m,large_return_atr,down,return_atr_abs,1.5,12,9,6250,-0.0008367340126915551,9.211831776922974e-05,0.5096,0.01830234661345298,-0.0003399160090651606,-0.0013948681373713151
1h,funding_flip,up,flip,neg_to_pos,12,8,8943,-0.0008633474540218493,-0.0009234698768381677,0.48238846024823884,0.026744111458920482,0.0019428572750911858,-0.003365685766766907
1h,combo_volume_return,down,ret_atr_and_vol_z,1_1.5,12,9,1896,-0.0009195004848891056,5.7671789843949384e-05,0.5005274261603375,0.029554145845156934,0.0009208224882373021,-0.0027550436895903575
1h,volatility_expansion,all,atr_jump,1.2,12,9,18210,-0.0009360498643023136,-0.0005013390784863181,0.48204283360790773,0.026367042587809822,0.000882979296273639,-0.002835616217009742
1h,large_return_atr,down,return_atr_abs,1.0,12,9,4468,-0.0009375857359086612,0.000550751776174474,0.49753804834377796,0.027285369157104247,0.0004912040823449742,-0.002639795494898302
15m,combo_volume_return,down,ret_atr_and_vol_z,1.5_1.5,12,9,4040,-0.0010411358935957778,9.211831776922974e-05,0.5064356435643564,0.020050637849547928,-0.0001693544462098812,-0.0022303900892258867
1h,combo_volume_return,down,ret_atr_and_vol_z,1_2,12,9,1491,-0.0010931655586445311,-9.819324430482279e-05,0.5050301810865191,0.028994902101066353,0.0013625502993553325,-0.003807297957682293
15m,large_return_pct,up,return_pct_abs,0.01,12,9,3475,-0.0011142363919582642,-0.0007517884778435735,0.48,0.0216713986317065,-0.0003620808297209684,-0.0023942297106578385
15m,combo_volume_return,down,ret_atr_and_vol_z,1.5_2,12,9,3512,-0.00111642589087175,0.0002476235397177451,0.5008542141230068,0.020270098249544663,-0.00018637499709173568,-0.002168138317293103
1h,combo_volume_return,down,ret_atr_and_vol_z,1.5_1.5,12,9,1110,-0.001354950669529856,-0.0008133387555917526,0.4963963963963964,0.030608784428300395,0.0005302182836840474,-0.003800206983273252
1h,combo_volume_return,down,ret_atr_and_vol_z,1.5_2,12,9,958,-0.001452615813512589,-0.00041283728012825316,0.5,0.029762517146425985,0.00021006671817071633,-0.00344595030579775
1h,large_return_atr,down,return_atr_abs,1.5,12,9,1650,-0.0015213461729743547,-0.0007406764989625891,0.49696969696969695,0.029657693479740954,0.0010588495682451367,-0.006799047911340029
1h,volatility_expansion,all,atr_jump,2.0,12,9,737,-0.0016551038537638092,0.0010515839837903496,0.4830393487109905,0.030681300154199467,0.010643100725613861,-0.032188612157807925
1h,volatility_expansion,all,atr_jump,1.5,12,9,5430,-0.002448568485258053,-0.002570880375190654,0.45377532228360956,0.02771037044167431,-0.00033561973968585814,-0.008528102270659614
1h,large_return_atr,down,return_atr_abs,2.0,12,9,723,-0.00270118409267275,-0.0011686348807892766,0.47994467496542187,0.029759770253641016,-0.00016443757546917898,-0.006212800349875468
1h,funding_extreme,positive,funding_z_abs,1.5,12,7,1838,-0.0030819991660975075,-0.004768677662769449,0.44124047878128403,0.020709032030071257,0.0011112877623406462,-0.01037423806829054
1h,funding_extreme,positive,funding_z_abs,2.0,12,6,602,-0.0032939541479252857,-0.015311268889054735,0.4485049833887043,0.020679429539797563,0.004976044264182435,-0.030862553640830015
1h,funding_extreme,positive,funding_z_abs,2.5,12,4,289,-0.004321306689831437,-0.019724989452283015,0.42560553633217996,0.027915984662789415,0.00037651623154794507,-0.03137512987783819
