symbol,timeframe,param_id,friction_case,entry_mode,signal_time,entry_time,entry_time_semantic,exit_time,side,raw_entry,entry,raw_exit,exit,stop,target,atr_at_signal,risk,room_structure,room_reference_price,room_to_target_r,available_room_r,ema_200_at_signal,ema_200_slope_at_signal,ema_distance_atr_at_signal,gross_r,fee_r,net_r,exit_reason,taker_fee_bps_per_side,slippage_bps_per_side,n,atr_period,atr_mult,vol_z_min,close_loc_long_min,close_loc_short_max,stop_atr_mult,target_r,max_hold_bars,use_room_filter,room_lookback,min_room_r,use_trend_filter,ema_period,ema_slope_lookback,use_overextension_filter,max_ema_distance_atr
XRPUSDT,1h,n20_atr14_m1.2_vz1_cl0.8_cs0.2,base,next_close,2026-04-02 01:00:00+00:00,2026-04-02 03:00:00+00:00,next_candle_close,2026-04-02 13:00:00+00:00,short,1.3176,1.3169412000000003,1.2882697714285718,1.288913906314286,1.3312769142857146,1.2882697714285718,0.00955714285714282,0.01433571428571423,1.3028,1.3275,1.722969606377681,1.722969606377681,1.3558320008467575,-0.0007585493003290367,2.9644843935321945,1.9550678206278056,0.07270945986726489,1.8823583607605407,target,4.0,5.0,20,14,1.2,1.0,0.8,0.2,1.5,2.0,12,True,50,1.5,True,200,10,True,3.0
AVAXUSDT,1h,n20_atr14_m1.2_vz1_cl0.8_cs0.2,base,next_close,2026-04-03 16:00:00+00:00,2026-04-03 18:00:00+00:00,next_candle_close,2026-04-03 22:00:00+00:00,long,9.03,9.034514999999999,8.922979285714284,8.918517796071427,8.922979285714284,9.257586428571427,0.07435714285714276,0.11153571428571414,9.302,9.112,1.7034902337495974,1.7034902337495974,8.971182522638872,6.13193076883789e-05,1.8937989270468807,-1.0400005475504381,0.06438487586167155,-1.1043854234121098,stop,4.0,5.0,20,14,1.2,1.0,0.8,0.2,1.5,2.0,12,True,50,1.5,True,200,10,True,3.0
SOLUSDT,1h,n20_atr14_m1.2_vz1_cl0.8_cs0.2,base,next_close,2026-04-06 22:00:00+00:00,2026-04-07 00:00:00+00:00,next_candle_close,2026-04-07 11:00:00+00:00,short,79.96,79.92002,79.17,79.209585,80.85966285714285,78.04073428571428,0.6264285714285691,0.9396428571428537,78.45,80.11,1.76662865830483,1.76662865830483,81.7181594858936,-0.0015313146083570928,2.5671873206967395,0.7560691752185399,0.06774046278981401,0.6883287124287258,time_stop,4.0,5.0,20,14,1.2,1.0,0.8,0.2,1.5,2.0,12,True,50,1.5,True,200,10,True,3.0
BTCUSDT,1h,n20_atr14_m1.2_vz1_cl0.8_cs0.2,base,next_close,2026-04-13 13:00:00+00:00,2026-04-13 15:00:00+00:00,next_candle_close,2026-04-13 15:00:00+00:00,long,72347.2,72383.37359999999,71910.91645714284,71874.96099891428,71910.91645714284,73328.28788571428,314.97142857143,472.457142857145,73773.4,71623.0,4.551523947750329,4.551523947750329,70805.31947929187,11.849273734493181,2.5960466459347398,-1.0761031106676295,0.12213453582394716,-1.1982376464915767,stop,4.0,5.0,20,14,1.2,1.0,0.8,0.2,1.5,2.0,12,True,50,1.5,True,200,10,True,3.0
SOLUSDT,1h,n20_atr14_m1.2_vz1_cl0.8_cs0.2,base,next_close,2026-04-13 19:00:00+00:00,2026-04-13 21:00:00+00:00,next_candle_close,2026-04-13 22:00:00+00:00,long,83.89,83.931945,86.39194499999999,86.34874902749999,82.701945,86.39194499999999,0.8200000000000003,1.2300000000000004,86.23,84.07,1.756097560975618,1.756097560975618,82.76936141670035,0.021287516464411738,1.5861446137800534,1.964881323170725,0.05537583545609754,1.9095054877146274,target,4.0,5.0,20,14,1.2,1.0,0.8,0.2,1.5,2.0,12,True,50,1.5,True,200,10,True,3.0
SOLUSDT,1h,n20_atr14_m1.2_vz1_cl0.8_cs0.2,base,next_close,2026-04-15 16:00:00+00:00,2026-04-15 18:00:00+00:00,next_candle_close,2026-04-16 05:00:00+00:00,long,84.66,84.70232999999999,85.36,85.31732000000001,83.74875857142855,86.60947285714285,0.6357142857142881,0.9535714285714322,87.64,84.51,3.282397003745301,3.282397003745301,83.40495247386457,0.018732278859374674,1.7382770074040508,0.644933333333352,0.07131910411984992,0.5736142292135021,time_stop,4.0,5.0,20,14,1.2,1.0,0.8,0.2,1.5,2.0,12,True,50,1.5,True,200,10,True,3.0
ADAUSDT,1h,n20_atr14_m1.2_vz1_cl0.8_cs0.2,base,next_close,2026-04-24 15:00:00+00:00,2026-04-24 17:00:00+00:00,next_candle_close,2026-04-25 04:00:00+00:00,long,0.2516,0.2517258,0.251,0.2508745,0.2491008,0.2569758,0.0017499999999999935,0.00262499999999999,0.2561,0.252,1.5619047619047648,1.5619047619047648,0.24927723999291354,6.836945797875082e-05,1.5558628611922691,-0.3243047619047628,0.07658671238095267,-0.4008914742857155,time_stop,4.0,5.0,20,14,1.2,1.0,0.8,0.2,1.5,2.0,12,True,50,1.5,True,200,10,True,3.0
BTCUSDT,1h,n20_atr14_m1.2_vz2_cl0.75_cs0.25,base,next_close,2025-06-04 11:00:00+00:00,2025-06-04 13:00:00+00:00,next_candle_close,2025-06-04 15:00:00+00:00,short,104988.1,104935.60595000001,105495.35237857144,105548.10005476071,105495.35237857144,103816.11309285715,373.16428571428696,559.7464285714304,103600.6,105044.1,2.578846288816994,2.578846288816994,105770.35705524094,-39.331605144718196,1.9462126549725312,-1.094234949071296,0.15041361249375115,-1.244648561565047,stop,4.0,5.0,20,14,1.2,2.0,0.75,0.25,1.5,2.0,12,True,50,1.5,True,200,10,True,3.0
LTCUSDT,1h,n20_atr14_m1.2_vz2_cl0.75_cs0.25,base,next_close,2025-06-08 06:00:00+00:00,2025-06-08 08:00:00+00:00,next_candle_close,2025-06-08 13:00:00+00:00,short,87.16,87.11642,87.73677714285715,87.78064553142858,87.73677714285715,85.87570571428571,0.41357142857142903,0.6203571428571435,83.6,87.77,6.721934369602759,6.721934369602759,88.61424602998011,-0.03695636704502192,2.041354822058992,-1.0707147311456509,0.11277185572550363,-1.1834865868711546,stop,4.0,5.0,20,14,1.2,2.0,0.75,0.25,1.5,2.0,12,True,50,1.5,True,200,10,True,3.0
ETHUSDT,1h,n20_atr14_m1.2_vz2_cl0.75_cs0.25,base,next_close,2025-07-02 14:00:00+00:00,2025-07-02 16:00:00+00:00,next_candle_close,2025-07-02 16:00:00+00:00,long,2497.74,2498.9888699999997,2548.1181557142854,2546.8440966364283,2474.424227142857,2548.1181557142854,16.376428571428505,24.564642857142758,2521.59,2468.34,2.167749814629049,2.167749814629049,2440.965456262358,0.809104789695084,1.6715820313472707,1.9481344351201728,0.08216415758178598,1.8659702775383868,target,4.0,5.0,20,14,1.2,2.0,0.75,0.25,1.5,2.0,12,True,50,1.5,True,200,10,True,3.0
SOLUSDT,1h,n20_atr14_m1.2_vz2_cl0.75_cs0.25,base,next_close,2025-07-02 15:00:00+00:00,2025-07-02 17:00:00+00:00,next_candle_close,2025-07-02 17:00:00+00:00,long,153.06,153.13653,151.21010142857142,151.13449637785715,151.21010142857142,156.98938714285714,1.2842857142857136,1.9264285714285703,160.0,151.22,4.5576566555432,4.5576566555432,147.59161961512348,0.17441556525224655,2.825212757968372,-1.0392462258064468,0.06317826280000004,-1.1024244886064467,stop,4.0,5.0,20,14,1.2,2.0,0.75,0.25,1.5,2.0,12,True,50,1.5,True,200,10,True,3.0
XRPUSDT,1h,n20_atr14_m1.2_vz2_cl0.75_cs0.25,base,next_close,2025-07-02 15:00:00+00:00,2025-07-02 17:00:00+00:00,next_candle_close,2025-07-02 17:00:00+00:00,long,2.255,2.2561275,2.237195357142857,2.2360767594642854,2.237195357142857,2.2939917857142857,0.012621428571428592,0.01893214285714289,2.3269,2.2111,6.116581777023199,6.116581777023199,2.1743079715787026,0.0015074459971291532,2.9150446966506154,-1.059084578381443,0.0949116915789472,-1.1539962699603903,stop,4.0,5.0,20,14,1.2,2.0,0.75,0.25,1.5,2.0,12,True,50,1.5,True,200,10,True,3.0
LINKUSDT,1h,n20_atr14_m1.2_vz2_cl0.75_cs0.25,base,next_close,2025-07-02 15:00:00+00:00,2025-07-02 17:00:00+00:00,next_candle_close,2025-07-03 02:00:00+00:00,long,13.656,13.662828,13.49900657142857,13.492257068142857,13.49900657142857,13.990470857142856,0.10921428571428583,0.16382142857142876,13.666,13.359,1.8739917157183346,1.8739917157183346,13.114073339542701,0.0002528376299917312,2.242624752388609,-1.0412003688685365,0.06630411004211896,-1.1075044789106554,stop,4.0,5.0,20,14,1.2,2.0,0.75,0.25,1.5,2.0,12,True,50,1.5,True,200,10,True,3.0
ADAUSDT,1h,n20_atr14_m1.2_vz2_cl0.75_cs0.25,base,next_close,2025-08-05 07:00:00+00:00,2025-08-05 09:00:00+00:00,next_candle_close,2025-08-05 09:00:00+00:00,short,0.737,0.7366315,0.7470779285714286,0.7474514675357143,0.7470779285714286,0.7157386428571428,0.006964285714285733,0.0104464285714286,0.7119,0.735,2.2112820512820464,2.2112820512820464,0.7530694803631705,-0.00038022774804735704,2.594592052147547,-1.0357575760683793,0.056826424739828914,-1.0925840008082082,stop,4.0,5.0,20,14,1.2,2.0,0.75,0.25,1.5,2.0,12,True,50,1.5,True,200,10,True,3.0
XRPUSDT,1h,n20_atr14_m1.2_vz2_cl0.75_cs0.25,base,next_close,2025-08-05 14:00:00+00:00,2025-08-05 16:00:00+00:00,next_candle_close,2025-08-06 03:00:00+00:00,short,2.9702,2.9687149,2.9129,2.91435645,3.0158791857142857,2.874386328571429,0.031442857142857106,0.04716428571428566,2.8573,2.9752,2.499772830531582,2.499772830531582,3.0334329814248413,-9.186930504734292e-05,1.8520257608990873,1.1525341511434222,0.04989428980766324,1.1026398613357589,time_stop,4.0,5.0,20,14,1.2,2.0,0.75,0.25,1.5,2.0,12,True,50,1.5,True,200,10,True,3.0
SOLUSDT,1h,n20_atr14_m1.2_vz2_cl0.75_cs0.25,base,next_close,2025-08-21 15:00:00+00:00,2025-08-21 17:00:00+00:00,next_candle_close,2025-08-22 04:00:00+00:00,short,180.89,180.799555,182.83,182.921415,184.054555,174.289555,2.1699999999999977,3.2549999999999963,175.57,181.57,1.8433179723502324,1.8433179723502324,184.9061601180571,-0.035987349487555775,1.5374009760631853,-0.6518771121351767,0.044696893394777316,-0.6965740055299541,time_stop,4.0,5.0,20,14,1.2,2.0,0.75,0.25,1.5,2.0,12,True,50,1.5,True,200,10,True,3.0
AVAXUSDT,1h,n20_atr14_m1.2_vz2_cl0.75_cs0.25,base,next_close,2025-08-31 22:00:00+00:00,2025-09-01 00:00:00+00:00,next_candle_close,2025-09-01 07:00:00+00:00,short,23.381,23.3693095,23.653345214285714,23.665171886892857,23.653345214285714,22.80123807142857,0.18935714285714308,0.2840357142857146,23.094,23.689,2.0948069910725446,2.0948069910725446,24.096436954083227,-0.02108815702978717,2.1516851592475197,-1.0416379772412907,0.06623741877696458,-1.1078753960182552,stop,4.0,5.0,20,14,1.2,2.0,0.75,0.25,1.5,2.0,12,True,50,1.5,True,200,10,True,3.0
ETHUSDT,1h,n20_atr14_m1.2_vz2_cl0.75_cs0.25,base,next_close,2025-08-31 23:00:00+00:00,2025-09-01 01:00:00+00:00,next_candle_close,2025-09-01 07:00:00+00:00,short,4393.82,4391.62309,4435.202375714286,4437.419976902143,4435.202375714286,4304.464518571429,29.052857142857192,43.57928571428579,4254.97,4389.58,3.088852829817561,3.088852829817561,4467.172493826153,-1.051960636565127,2.670735392550877,-1.0508865886971295,0.08103889655087103,-1.1319254852480005,stop,4.0,5.0,20,14,1.2,2.0,0.75,0.25,1.5,2.0,12,True,50,1.5,True,200,10,True,3.0
LINKUSDT,1h,n20_atr14_m1.2_vz2_cl0.75_cs0.25,base,next_close,2025-08-31 22:00:00+00:00,2025-09-01 00:00:00+00:00,next_candle_close,2025-09-01 07:00:00+00:00,short,23.195,23.183402500000003,23.479009642857147,23.490749147678574,23.479009642857147,22.592188214285716,0.1970714285714286,0.2956071428571429,22.814,23.484,2.2665216866014313,2.2665216866014313,24.043367699399507,-0.036737058553093505,2.838400794343267,-1.039713197414521,0.06315700114220128,-1.1028701985567224,stop,4.0,5.0,20,14,1.2,2.0,0.75,0.25,1.5,2.0,12,True,50,1.5,True,200,10,True,3.0
BTCUSDT,1h,n20_atr14_m1.2_vz2_cl0.75_cs0.25,base,next_close,2025-09-04 14:00:00+00:00,2025-09-04 16:00:00+00:00,next_candle_close,2025-09-04 18:00:00+00:00,short,109448.0,109393.27600000001,110131.09385714287,110186.15940407144,110131.09385714287,107917.6402857143,491.8785714285727,737.817857142859,108333.0,109799.9,1.9881600666056631,1.9881600666056631,110665.4088246097,-15.71224734786665,1.7595985572129842,-1.074632982104562,0.11904262456014571,-1.1936756066647076,stop,4.0,5.0,20,14,1.2,2.0,0.75,0.25,1.5,2.0,12,True,50,1.5,True,200,10,True,3.0
AVAXUSDT,1h,n20_atr14_m1.2_vz2_cl0.75_cs0.25,base,next_close,2025-09-05 12:00:00+00:00,2025-09-05 14:00:00+00:00,next_candle_close,2025-09-05 14:00:00+00:00,long,24.977,24.9894885,24.62680992857143,24.614496523607144,24.62680992857143,25.714845642857142,0.2417857142857144,0.36267857142857163,25.594,25.028,1.5606105366814438,1.5606105366814438,24.30738753276178,0.03572554848231135,2.9803765262437394,-1.0339512889217097,0.0547084817591728,-1.0886597706808825,stop,4.0,5.0,20,14,1.2,2.0,0.75,0.25,1.5,2.0,12,True,50,1.5,True,200,10,True,3.0
ETHUSDT,1h,n20_atr14_m1.2_vz2_cl0.75_cs0.25,base,next_close,2025-09-19 14:00:00+00:00,2025-09-19 16:00:00+00:00,next_candle_close,2025-09-20 03:00:00+00:00,short,4472.29,4470.053855,4463.6,4465.8318,4509.351712142857,4391.458140714286,26.19857142857128,39.29785714285692,4404.08,4493.16,2.266790264827246,2.266790264827246,4527.211410068436,-0.5582014101601089,1.2997430093192237,0.10743728302161674,0.09095544953014575,0.01648183349147099,time_stop,4.0,5.0,20,14,1.2,2.0,0.75,0.25,1.5,2.0,12,True,50,1.5,True,200,10,True,3.0
LINKUSDT,1h,n20_atr14_m1.2_vz2_cl0.75_cs0.25,base,next_close,2025-10-05 02:00:00+00:00,2025-10-05 04:00:00+00:00,next_candle_close,2025-10-05 07:00:00+00:00,long,22.341,22.3521705,22.83024192857143,22.818826807607145,22.113134785714287,22.83024192857143,0.15935714285714248,0.2390357142857137,23.082,22.438,2.694158075601389,2.694158075601389,21.975333359064464,0.006145691086260285,2.9033316777666958,1.9522451237113558,0.0755887001113404,1.8766564236000154,target,4.0,5.0,20,14,1.2,2.0,0.75,0.25,1.5,2.0,12,True,50,1.5,True,200,10,True,3.0
ETHUSDT,1h,n20_atr14_m1.2_vz2_cl0.75_cs0.25,base,next_close,2025-10-15 14:00:00+00:00,2025-10-15 16:00:00+00:00,next_candle_close,2025-10-16 03:00:00+00:00,short,3979.23,3977.240385,4012.92,4014.9264599999997,4052.6185992857145,3826.4839564285717,50.252142857142836,75.37821428571425,3885.09,4007.86,1.6287199313935918,1.6287199313935918,4155.766150537569,-5.445641518240336,2.9432804678207978,-0.4999597742811204,0.04241101713928335,-0.5423707914204037,time_stop,4.0,5.0,20,14,1.2,2.0,0.75,0.25,1.5,2.0,12,True,50,1.5,True,200,10,True,3.0
XRPUSDT,1h,n20_atr14_m1.2_vz2_cl0.75_cs0.25,base,next_close,2025-11-13 03:00:00+00:00,2025-11-13 05:00:00+00:00,next_candle_close,2025-11-13 15:00:00+00:00,long,2.4723,2.47353615,2.4248075785714285,2.4235951747821427,2.4248075785714285,2.570993292857143,0.032485714285714354,0.04872857142857153,2.5693,2.4824,1.7833479917912594,1.7833479917912594,2.388569002941194,8.393972208242673e-05,2.8883772181690524,-1.0248807579155714,0.04019926036174134,-1.0650800182773128,stop,4.0,5.0,20,14,1.2,2.0,0.75,0.25,1.5,2.0,12,True,50,1.5,True,200,10,True,3.0
ADAUSDT,1h,n20_atr14_m1.2_vz2_cl0.75_cs0.25,base,next_close,2025-11-28 01:00:00+00:00,2025-11-28 03:00:00+00:00,next_candle_close,2025-11-28 08:00:00+00:00,short,0.4245,0.42428775,0.43005203571428574,0.43026706173214285,0.43005203571428574,0.41275917857142863,0.003842857142857136,0.0057642857142857044,0.4101,0.4229,2.220570012391574,2.220570012391574,0.4337046431322847,-9.918409824727359e-05,2.8116171719699974,-1.0373031505576185,0.059299962152416466,-1.0966031127100349,stop,4.0,5.0,20,14,1.2,2.0,0.75,0.25,1.5,2.0,12,True,50,1.5,True,200,10,True,3.0
XRPUSDT,1h,n20_atr14_m1.2_vz2_cl0.75_cs0.25,base,next_close,2025-12-21 13:00:00+00:00,2025-12-21 15:00:00+00:00,next_candle_close,2025-12-21 23:00:00+00:00,short,1.9064,1.9054468000000002,1.9230396571428574,1.9240011769714287,1.9230396571428574,1.870261085714286,0.011728571428571422,0.017592857142857132,1.8621,1.898,2.0406008932196418,2.0406008932196418,1.930262912127061,-0.00043210199893062295,2.7507964054741434,-1.054653989443763,0.087068244705806,-1.141722234149569,stop,4.0,5.0,20,14,1.2,2.0,0.75,0.25,1.5,2.0,12,True,50,1.5,True,200,10,True,3.0
AVAXUSDT,1h,n20_atr14_m1.2_vz2_cl0.75_cs0.25,base,next_close,2026-01-11 14:00:00+00:00,2026-01-11 16:00:00+00:00,next_candle_close,2026-01-11 20:00:00+00:00,long,13.798,13.804898999999999,13.717041857142856,13.710183336214286,13.717041857142856,13.980613285714284,0.058571428571428594,0.08785714285714288,14.22,13.95,3.0731707317073313,3.0731707317073313,13.818650362927409,0.0006916500758951116,2.242554779288128,-1.078064465853648,0.12527191957951217,-1.2033363854331602,stop,4.0,5.0,20,14,1.2,2.0,0.75,0.25,1.5,2.0,12,True,50,1.5,True,200,10,True,3.0
ADAUSDT,1h,n20_atr14_m1.2_vz2_cl0.75_cs0.25,base,next_close,2026-01-18 14:00:00+00:00,2026-01-18 16:00:00+00:00,next_candle_close,2026-01-18 18:00:00+00:00,short,0.3921,0.39190395,0.3955468071428571,0.3957445805464285,0.3955468071428571,0.38461823571428577,0.002428571428571419,0.0036428571428571282,0.3782,0.3901,3.2666666666666857,3.2666666666666857,0.39681364078742914,-0.00038600396081206467,2.76444032423554,-1.0542907382352855,0.08648689747176505,-1.1407776357070505,stop,4.0,5.0,20,14,1.2,2.0,0.75,0.25,1.5,2.0,12,True,50,1.5,True,200,10,True,3.0
BTCUSDT,1h,n20_atr14_m1.2_vz2_cl0.75_cs0.25,base,next_close,2026-02-22 13:00:00+00:00,2026-02-22 15:00:00+00:00,next_candle_close,2026-02-22 15:00:00+00:00,short,67420.1,67386.38995000001,67696.5792357143,67730.42752533214,67696.5792357143,66766.01137857145,206.79285714285652,310.1892857142848,66408.1,67622.4,3.914706458038269,3.914706458038269,68075.58779193096,-12.255783205793705,2.1915060229468746,-1.109121401598057,0.17423789111760385,-1.283359292715661,stop,4.0,5.0,20,14,1.2,2.0,0.75,0.25,1.5,2.0,12,True,50,1.5,True,200,10,True,3.0
XRPUSDT,1h,n20_atr14_m1.2_vz2_cl0.75_cs0.25,base,next_close,2026-03-24 13:00:00+00:00,2026-03-24 15:00:00+00:00,next_candle_close,2026-03-25 00:00:00+00:00,short,1.4013,1.40059935,1.4182350642857144,1.4189441818178572,1.4182350642857144,1.3653279214285714,0.01175714285714291,0.017635714285714366,1.3608,1.4018,2.3248278655325896,2.3248278655325896,1.428523741722946,-0.0012526059830140213,2.272979247395154,-1.0402091755771539,0.06395076459368138,-1.1041599401708353,stop,4.0,5.0,20,14,1.2,2.0,0.75,0.25,1.5,2.0,12,True,50,1.5,True,200,10,True,3.0
XRPUSDT,1h,n20_atr14_m1.2_vz2_cl0.75_cs0.25,base,next_close,2026-04-02 01:00:00+00:00,2026-04-02 03:00:00+00:00,next_candle_close,2026-04-02 13:00:00+00:00,short,1.3176,1.3169412000000003,1.2882697714285718,1.288913906314286,1.3312769142857146,1.2882697714285718,0.00955714285714282,0.01433571428571423,1.3028,1.3275,1.722969606377681,1.722969606377681,1.3558320008467575,-0.0007585493003290367,2.9644843935321945,1.9550678206278056,0.07270945986726489,1.8823583607605407,target,4.0,5.0,20,14,1.2,2.0,0.75,0.25,1.5,2.0,12,True,50,1.5,True,200,10,True,3.0
ADAUSDT,1h,n20_atr14_m1.2_vz2_cl0.75_cs0.25,base,next_close,2026-04-02 01:00:00+00:00,2026-04-02 03:00:00+00:00,next_candle_close,2026-04-02 14:00:00+00:00,short,0.2404,0.24027980000000002,0.2421,0.24222105,0.2441155142857143,0.23260837142857144,0.002557142857142855,0.0038357142857142826,0.2342,0.2429,2.268156424581011,2.268156424581011,0.25006851575030015,-0.00018406261907449872,2.803330181681622,-0.5060986964618196,0.05031666219739296,-0.5564153586592125,time_stop,4.0,5.0,20,14,1.2,2.0,0.75,0.25,1.5,2.0,12,True,50,1.5,True,200,10,True,3.0
BTCUSDT,1h,n20_atr14_m1.2_vz2_cl0.75_cs0.25,base,next_close,2026-04-13 13:00:00+00:00,2026-04-13 15:00:00+00:00,next_candle_close,2026-04-13 15:00:00+00:00,long,72347.2,72383.37359999999,71910.91645714284,71874.96099891428,71910.91645714284,73328.28788571428,314.97142857143,472.457142857145,73773.4,71623.0,4.551523947750329,4.551523947750329,70805.31947929187,11.849273734493181,2.5960466459347398,-1.0761031106676295,0.12213453582394716,-1.1982376464915767,stop,4.0,5.0,20,14,1.2,2.0,0.75,0.25,1.5,2.0,12,True,50,1.5,True,200,10,True,3.0
BNBUSDT,1h,n20_atr14_m1.2_vz2_cl0.75_cs0.25,base,next_close,2026-04-26 18:00:00+00:00,2026-04-26 20:00:00+00:00,next_candle_close,2026-04-26 21:00:00+00:00,long,636.19,636.508095,633.8209521428572,633.5040416667858,633.8209521428572,641.8823807142857,1.79142857142855,2.687142857142825,640.35,634.13,2.3147262094630894,2.3147262094630894,632.0240300910871,0.02292968251788352,1.1755812888668782,-1.1179358496809977,0.18905018514976307,-1.3069860348307607,stop,4.0,5.0,20,14,1.2,2.0,0.75,0.25,1.5,2.0,12,True,50,1.5,True,200,10,True,3.0
BTCUSDT,1h,n20_atr14_m1.2_vz2_cl0.7_cs0.3,base,next_close,2025-06-04 11:00:00+00:00,2025-06-04 13:00:00+00:00,next_candle_close,2025-06-04 15:00:00+00:00,short,104988.1,104935.60595000001,105495.35237857144,105548.10005476071,105495.35237857144,103816.11309285715,373.16428571428696,559.7464285714304,103600.6,105044.1,2.578846288816994,2.578846288816994,105770.35705524094,-39.331605144718196,1.9462126549725312,-1.094234949071296,0.15041361249375115,-1.244648561565047,stop,4.0,5.0,20,14,1.2,2.0,0.7,0.3,1.5,2.0,12,True,50,1.5,True,200,10,True,3.0
LTCUSDT,1h,n20_atr14_m1.2_vz2_cl0.7_cs0.3,base,next_close,2025-06-08 06:00:00+00:00,2025-06-08 08:00:00+00:00,next_candle_close,2025-06-08 13:00:00+00:00,short,87.16,87.11642,87.73677714285715,87.78064553142858,87.73677714285715,85.87570571428571,0.41357142857142903,0.6203571428571435,83.6,87.77,6.721934369602759,6.721934369602759,88.61424602998011,-0.03695636704502192,2.041354822058992,-1.0707147311456509,0.11277185572550363,-1.1834865868711546,stop,4.0,5.0,20,14,1.2,2.0,0.7,0.3,1.5,2.0,12,True,50,1.5,True,200,10,True,3.0
ETHUSDT,1h,n20_atr14_m1.2_vz2_cl0.7_cs0.3,base,next_close,2025-07-02 14:00:00+00:00,2025-07-02 16:00:00+00:00,next_candle_close,2025-07-02 16:00:00+00:00,long,2497.74,2498.9888699999997,2548.1181557142854,2546.8440966364283,2474.424227142857,2548.1181557142854,16.376428571428505,24.564642857142758,2521.59,2468.34,2.167749814629049,2.167749814629049,2440.965456262358,0.809104789695084,1.6715820313472707,1.9481344351201728,0.08216415758178598,1.8659702775383868,target,4.0,5.0,20,14,1.2,2.0,0.7,0.3,1.5,2.0,12,True,50,1.5,True,200,10,True,3.0
XRPUSDT,1h,n20_atr14_m1.2_vz2_cl0.7_cs0.3,base,next_close,2025-07-02 15:00:00+00:00,2025-07-02 17:00:00+00:00,next_candle_close,2025-07-02 17:00:00+00:00,long,2.255,2.2561275,2.237195357142857,2.2360767594642854,2.237195357142857,2.2939917857142857,0.012621428571428592,0.01893214285714289,2.3269,2.2111,6.116581777023199,6.116581777023199,2.1743079715787026,0.0015074459971291532,2.9150446966506154,-1.059084578381443,0.0949116915789472,-1.1539962699603903,stop,4.0,5.0,20,14,1.2,2.0,0.7,0.3,1.5,2.0,12,True,50,1.5,True,200,10,True,3.0
LINKUSDT,1h,n20_atr14_m1.2_vz2_cl0.7_cs0.3,base,next_close,2025-07-02 15:00:00+00:00,2025-07-02 17:00:00+00:00,next_candle_close,2025-07-03 02:00:00+00:00,long,13.656,13.662828,13.49900657142857,13.492257068142857,13.49900657142857,13.990470857142856,0.10921428571428583,0.16382142857142876,13.666,13.359,1.8739917157183346,1.8739917157183346,13.114073339542701,0.0002528376299917312,2.242624752388609,-1.0412003688685365,0.06630411004211896,-1.1075044789106554,stop,4.0,5.0,20,14,1.2,2.0,0.7,0.3,1.5,2.0,12,True,50,1.5,True,200,10,True,3.0
SOLUSDT,1h,n20_atr14_m1.2_vz2_cl0.7_cs0.3,base,next_close,2025-07-02 14:00:00+00:00,2025-07-02 16:00:00+00:00,next_candle_close,2025-07-03 03:00:00+00:00,long,151.22,151.29560999999998,153.31,153.233345,149.44203857142855,155.00275285714284,1.2357142857142844,1.8535714285714266,160.0,150.18,5.2978805394990385,5.2978805394990385,147.55515348060212,0.1532539126417305,2.1241532526919378,1.0454061657032938,0.06571723113680161,0.9796889345664922,time_stop,4.0,5.0,20,14,1.2,2.0,0.7,0.3,1.5,2.0,12,True,50,1.5,True,200,10,True,3.0
ADAUSDT,1h,n20_atr14_m1.2_vz2_cl0.7_cs0.3,base,next_close,2025-08-05 07:00:00+00:00,2025-08-05 09:00:00+00:00,next_candle_close,2025-08-05 09:00:00+00:00,short,0.737,0.7366315,0.7470779285714286,0.7474514675357143,0.7470779285714286,0.7157386428571428,0.006964285714285733,0.0104464285714286,0.7119,0.735,2.2112820512820464,2.2112820512820464,0.7530694803631705,-0.00038022774804735704,2.594592052147547,-1.0357575760683793,0.056826424739828914,-1.0925840008082082,stop,4.0,5.0,20,14,1.2,2.0,0.7,0.3,1.5,2.0,12,True,50,1.5,True,200,10,True,3.0
XRPUSDT,1h,n20_atr14_m1.2_vz2_cl0.7_cs0.3,base,next_close,2025-08-05 14:00:00+00:00,2025-08-05 16:00:00+00:00,next_candle_close,2025-08-06 03:00:00+00:00,short,2.9702,2.9687149,2.9129,2.91435645,3.0158791857142857,2.874386328571429,0.031442857142857106,0.04716428571428566,2.8573,2.9752,2.499772830531582,2.499772830531582,3.0334329814248413,-9.186930504734292e-05,1.8520257608990873,1.1525341511434222,0.04989428980766324,1.1026398613357589,time_stop,4.0,5.0,20,14,1.2,2.0,0.7,0.3,1.5,2.0,12,True,50,1.5,True,200,10,True,3.0
SOLUSDT,1h,n20_atr14_m1.2_vz2_cl0.7_cs0.3,base,next_close,2025-08-21 15:00:00+00:00,2025-08-21 17:00:00+00:00,next_candle_close,2025-08-22 04:00:00+00:00,short,180.89,180.799555,182.83,182.921415,184.054555,174.289555,2.1699999999999977,3.2549999999999963,175.57,181.57,1.8433179723502324,1.8433179723502324,184.9061601180571,-0.035987349487555775,1.5374009760631853,-0.6518771121351767,0.044696893394777316,-0.6965740055299541,time_stop,4.0,5.0,20,14,1.2,2.0,0.7,0.3,1.5,2.0,12,True,50,1.5,True,200,10,True,3.0
