timeframe,param_id,friction_case,n,atr_period,atr_mult,vol_z_min,close_loc_long_min,close_loc_short_max,total_trades_next_open,ev_per_trade_r_next_open,total_ev_r_next_open,max_drawdown_r_next_open,profit_factor_next_open,total_trades_next_close,ev_per_trade_r_next_close,total_ev_r_next_close,max_drawdown_r_next_close,profit_factor_next_close,ev_delta_close_minus_open_r,trade_delta_close_minus_open
4h,n100_atr14_m1.2_vz1.5_cl0.8_cs0.2,base,100,14,1.2,1.5,0.8,0.2,150,-0.2001237144315163,-30.018557164727447,-35.96327623859465,0.6967794352181884,146,-0.2729909904056262,-39.856684599221424,-43.460461364480445,0.5886261920930373,-0.07286727597410989,-4
4h,n20_atr14_m2_vz2_cl0.8_cs0.2,base,20,14,2.0,2.0,0.8,0.2,238,-0.08495571451933025,-20.2194600556006,-40.83745731878042,0.8623103720151077,235,-0.15803614681553335,-37.138494501650335,-66.27938750599759,0.7504125317673108,-0.0730804322962031,-3
4h,n20_atr14_m1.5_vz1_cl0.75_cs0.25,base,20,14,1.5,1.0,0.75,0.25,465,-0.057796536309297986,-26.875389383823563,-62.57474691057096,0.9038145029405543,455,-0.13185055393751172,-59.99200204156783,-88.30859557031752,0.7801383986425874,-0.07405401762821373,-10
4h,n100_atr14_m1.5_vz1.5_cl0.8_cs0.2,base,100,14,1.5,1.5,0.8,0.2,142,-0.18540618732685357,-26.327678600413208,-32.989908137705164,0.7142945012997043,139,-0.2600248904851099,-36.14345977743028,-41.64575514754555,0.6028730474581261,-0.07461870315825633,-3
4h,n100_atr14_m1.2_vz1.5_cl0.7_cs0.3,base,100,14,1.2,1.5,0.7,0.3,189,0.001911775506849579,0.3613255707945704,-22.27298530455229,1.0033653766503385,183,-0.07474498457436518,-13.678332177108828,-29.437417095162147,0.8706683167645396,-0.07665676008121476,-6
4h,n20_atr14_m2_vz1_cl0.8_cs0.2,base,20,14,2.0,1.0,0.8,0.2,297,-0.07156355023412433,-21.254374419534926,-47.149862302358024,0.8843232114952995,293,-0.15062957235996874,-44.13446470147084,-79.42431848741452,0.7600721392583089,-0.0790660221258444,-4
4h,n20_atr14_m1.2_vz2_cl0.8_cs0.2,base,20,14,1.2,2.0,0.8,0.2,309,-0.099176351569291,-30.64549263491092,-47.61921644998057,0.8406616032949007,305,-0.17928009972632597,-54.68043041652942,-72.70205318795453,0.7163767988875046,-0.08010374815703497,-4
4h,n50_atr14_m2_vz1_cl0.75_cs0.25,base,50,14,2.0,1.0,0.75,0.25,210,-0.06254468027148909,-13.134382857012708,-30.493191350310617,0.8978784052691233,206,-0.14478114118980226,-29.824915085099263,-50.29404635118726,0.7663001246599825,-0.08223646091831317,-4
4h,n100_atr14_m1.5_vz1_cl0.75_cs0.25,base,100,14,1.5,1.0,0.75,0.25,177,-0.0037469109918879754,-0.6632032455641717,-27.499607469489867,0.9936351829545285,173,-0.08748321899133915,-15.134596885501672,-33.382282462687066,0.8547775119247769,-0.08373630799945117,-4
4h,n20_atr14_m1.5_vz2_cl0.8_cs0.2,base,20,14,1.5,2.0,0.8,0.2,297,-0.08716437040497031,-25.88781801027618,-44.68075853669015,0.8590195934330344,293,-0.1709778688767144,-50.09651558087732,-69.81132197990469,0.727857832301424,-0.08381349847174409,-4
4h,n20_atr14_m1.5_vz1_cl0.7_cs0.3,base,20,14,1.5,1.0,0.7,0.3,512,-0.04542617672310741,-23.258202482230995,-54.00956244874505,0.9232354736397472,500,-0.129706430414726,-64.853215207363,-88.50110052208878,0.7828979198163591,-0.08428025369161857,-12
4h,n50_atr14_m2_vz1_cl0.7_cs0.3,base,50,14,2.0,1.0,0.7,0.3,235,-0.019608007594561955,-4.60788178472206,-28.967659359792098,0.9668446041208224,231,-0.10663856472749306,-24.633508452050897,-46.99451735193362,0.8235872714883178,-0.0870305571329311,-4
4h,n100_atr14_m2_vz1_cl0.8_cs0.2,base,100,14,2.0,1.0,0.8,0.2,117,-0.14974133988616828,-17.51973676668169,-20.07633127806675,0.7632608611548318,116,-0.2381720650925378,-27.627959550734385,-38.4950112307771,0.6376582232754575,-0.08843072520636952,-1
4h,n100_atr14_m1.5_vz1_cl0.7_cs0.3,base,100,14,1.5,1.0,0.7,0.3,193,0.06189375024002631,11.945493796325078,-21.403731134309734,1.1120760029880215,188,-0.028830828728595197,-5.420195800975897,-28.910609510692765,0.9497307944261791,-0.0907245789686215,-5
4h,n20_atr14_m1.2_vz2_cl0.7_cs0.3,base,20,14,1.2,2.0,0.7,0.3,406,-0.029501867968858533,-11.977758395356565,-47.02677062275278,0.9491261186761634,399,-0.12137139767171852,-48.42718767101569,-67.6323650543059,0.7950825231519504,-0.09186952970285998,-7
4h,n100_atr14_m2_vz1.5_cl0.75_cs0.25,base,100,14,2.0,1.5,0.75,0.25,134,-0.032989005190794986,-4.420526695566528,-18.132376141060167,0.9430833647763427,131,-0.12596062948022796,-16.500842461909862,-26.51321160046591,0.7904687266247374,-0.09297162428943298,-3
4h,n100_atr14_m1.5_vz1.5_cl0.7_cs0.3,base,100,14,1.5,1.5,0.7,0.3,182,0.028616154112314548,5.208140048441248,-22.077719543654258,1.051392460297586,177,-0.06581752794201909,-11.649702445737379,-27.692097274616934,0.885305761276039,-0.09443368205433364,-5
4h,n100_atr14_m1.2_vz1.5_cl0.75_cs0.25,base,100,14,1.2,1.5,0.75,0.25,173,-0.06528176804379512,-11.293745871576556,-27.50418375611601,0.892219569914318,167,-0.1616520552143077,-26.995893220789384,-34.93081295059644,0.7374450333310549,-0.09637028717051258,-6
4h,n20_atr14_m1.2_vz1.5_cl0.7_cs0.3,base,20,14,1.2,1.5,0.7,0.3,472,-0.03448275790550255,-16.275861731397203,-51.250702026991064,0.9407475899172308,464,-0.1333753571646042,-61.88616572437635,-79.36880322779606,0.7750538430436162,-0.09889259925910164,-8
4h,n100_atr14_m1.5_vz1.5_cl0.75_cs0.25,base,100,14,1.5,1.5,0.75,0.25,166,-0.05194268238763804,-8.622485276347915,-26.47475314211874,0.9128645826156893,161,-0.15094523404360263,-24.302182681020025,-33.94417676189766,0.751930089968059,-0.0990025516559646,-5
4h,n20_atr14_m2_vz1.5_cl0.8_cs0.2,base,20,14,2.0,1.5,0.8,0.2,272,-0.06368426722248548,-17.32212068451605,-41.18899078259241,0.8962272019628668,268,-0.16317272589164616,-43.73029053896117,-74.46890073225003,0.7428101347926981,-0.09948845866916069,-4
4h,n50_atr14_m1.2_vz2_cl0.7_cs0.3,base,50,14,1.2,2.0,0.7,0.3,229,-0.06321583222845548,-14.476425580316304,-30.42925222450331,0.8973019294329734,225,-0.16345161883070417,-36.776614236908436,-49.32630391830429,0.7389976963932207,-0.10023578660224869,-4
4h,n20_atr14_m1.2_vz1.5_cl0.8_cs0.2,base,20,14,1.2,1.5,0.8,0.2,370,-0.06342759907561078,-23.46821165797599,-50.17509785291284,0.895168549227709,366,-0.16627441876633053,-60.856437268476974,-85.80911997477196,0.7321877404242476,-0.10284681969071975,-4
4h,n20_atr14_m2_vz2_cl0.7_cs0.3,base,20,14,2.0,2.0,0.7,0.3,322,-0.017726796128556956,-5.70802835339534,-43.586442976373604,0.9697034690487977,318,-0.1210647663274282,-38.498595692122166,-64.32116910280634,0.8007808874068457,-0.10333797019887124,-4
4h,n50_atr14_m2_vz2_cl0.75_cs0.25,base,50,14,2.0,2.0,0.75,0.25,169,-0.0976928627519586,-16.510093805081002,-29.409855336783643,0.8455765626080527,166,-0.2014511557020986,-33.44089184654837,-41.755602672400386,0.6872801486411719,-0.10375829295014,-3
4h,n50_atr14_m2_vz2_cl0.7_cs0.3,base,50,14,2.0,2.0,0.7,0.3,190,-0.030198217268232404,-5.737661280964157,-25.06135580952942,0.9500872287054232,187,-0.13416804792483608,-25.089424961944346,-40.214278591364845,0.7848431834761189,-0.10396983065660367,-3
