timeframe,param_id,friction_case,entry_mode,n,atr_period,atr_mult,vol_z_min,close_loc_long_min,close_loc_short_max,taker_fee_bps_per_side,slippage_bps_per_side,max_hold_bars,use_room_filter,room_lookback,min_room_r,use_trend_filter,ema_period,ema_slope_lookback,use_overextension_filter,max_ema_distance_atr,symbol,total_trades,trades_per_year,win_rate,ev_per_trade_r,total_ev_r,max_drawdown_r,max_losing_streak,profit_factor,average_win_r,average_loss_r
4h,n100_atr14_m1.5_vz2_cl0.75_cs0.25,stress,next_open,100,14,1.5,2.0,0.75,0.25,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,BNBUSDT,1,273.9375,1.0,0.40870960481088103,0.40870960481088103,,,inf,0.40870960481088103,0.0
4h,n100_atr14_m1.5_vz2_cl0.75_cs0.25,stress,next_open,100,14,1.5,2.0,0.75,0.25,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,LTCUSDT,2,7.150081566068516,0.5,-0.4669765717056091,-0.9339531434112182,,,0.17245302820214925,0.19462707649122357,-1.1285802199024417
4h,n100_atr14_m1.5_vz2_cl0.75_cs0.25,stress,next_open,100,14,1.5,2.0,0.75,0.25,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,XRPUSDT,1,365.25,1.0,1.8731203284537283,1.8731203284537283,,,inf,1.8731203284537283,0.0
4h,n100_atr14_m1.5_vz2_cl0.7_cs0.3,stress,next_open,100,14,1.5,2.0,0.7,0.3,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,ADAUSDT,1,273.9375,0.0,-0.15698082711863942,-0.15698082711863942,,,0.0,0.0,-0.15698082711863942
4h,n100_atr14_m1.5_vz2_cl0.7_cs0.3,stress,next_open,100,14,1.5,2.0,0.7,0.3,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,BNBUSDT,1,273.9375,1.0,0.40870960481088103,0.40870960481088103,,,inf,0.40870960481088103,0.0
4h,n100_atr14_m1.5_vz2_cl0.7_cs0.3,stress,next_open,100,14,1.5,2.0,0.7,0.3,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,LTCUSDT,2,7.150081566068516,0.5,-0.4669765717056091,-0.9339531434112182,,,0.17245302820214925,0.19462707649122357,-1.1285802199024417
4h,n100_atr14_m1.5_vz2_cl0.7_cs0.3,stress,next_open,100,14,1.5,2.0,0.7,0.3,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,XRPUSDT,1,365.25,1.0,1.8731203284537283,1.8731203284537283,,,inf,1.8731203284537283,0.0
4h,n100_atr14_m1.5_vz2_cl0.8_cs0.2,stress,next_open,100,14,1.5,2.0,0.8,0.2,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,ADAUSDT,1,273.9375,0.0,-0.15698082711863942,-0.15698082711863942,,,0.0,0.0,-0.15698082711863942
4h,n100_atr14_m1.5_vz2_cl0.8_cs0.2,stress,next_open,100,14,1.5,2.0,0.8,0.2,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,BNBUSDT,1,273.9375,1.0,0.40870960481088103,0.40870960481088103,,,inf,0.40870960481088103,0.0
4h,n100_atr14_m1.5_vz2_cl0.8_cs0.2,stress,next_open,100,14,1.5,2.0,0.8,0.2,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,LTCUSDT,1,273.9375,1.0,0.19462707649122357,0.19462707649122357,,,inf,0.19462707649122357,0.0
4h,n100_atr14_m1.5_vz2_cl0.8_cs0.2,stress,next_open,100,14,1.5,2.0,0.8,0.2,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,XRPUSDT,1,365.25,1.0,1.8731203284537283,1.8731203284537283,,,inf,1.8731203284537283,0.0
4h,n100_atr14_m2_vz1.5_cl0.75_cs0.25,stress,next_open,100,14,2.0,1.5,0.75,0.25,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,LTCUSDT,1,273.9375,1.0,0.19462707649122357,0.19462707649122357,,,inf,0.19462707649122357,0.0
4h,n100_atr14_m2_vz1.5_cl0.75_cs0.25,stress,next_open,100,14,2.0,1.5,0.75,0.25,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,XRPUSDT,1,365.25,1.0,1.8731203284537283,1.8731203284537283,,,inf,1.8731203284537283,0.0
4h,n100_atr14_m2_vz1.5_cl0.7_cs0.3,stress,next_open,100,14,2.0,1.5,0.7,0.3,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,LTCUSDT,1,273.9375,1.0,0.19462707649122357,0.19462707649122357,,,inf,0.19462707649122357,0.0
4h,n100_atr14_m2_vz1.5_cl0.7_cs0.3,stress,next_open,100,14,2.0,1.5,0.7,0.3,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,XRPUSDT,1,365.25,1.0,1.8731203284537283,1.8731203284537283,,,inf,1.8731203284537283,0.0
4h,n100_atr14_m2_vz1.5_cl0.8_cs0.2,stress,next_open,100,14,2.0,1.5,0.8,0.2,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,LTCUSDT,1,273.9375,1.0,0.19462707649122357,0.19462707649122357,,,inf,0.19462707649122357,0.0
4h,n100_atr14_m2_vz1.5_cl0.8_cs0.2,stress,next_open,100,14,2.0,1.5,0.8,0.2,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,XRPUSDT,1,365.25,1.0,1.8731203284537283,1.8731203284537283,,,inf,1.8731203284537283,0.0
4h,n100_atr14_m2_vz1_cl0.75_cs0.25,stress,next_open,100,14,2.0,1.0,0.75,0.25,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,LTCUSDT,1,273.9375,1.0,0.19462707649122357,0.19462707649122357,,,inf,0.19462707649122357,0.0
4h,n100_atr14_m2_vz1_cl0.75_cs0.25,stress,next_open,100,14,2.0,1.0,0.75,0.25,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,XRPUSDT,1,365.25,1.0,1.8731203284537283,1.8731203284537283,,,inf,1.8731203284537283,0.0
4h,n100_atr14_m2_vz1_cl0.7_cs0.3,stress,next_open,100,14,2.0,1.0,0.7,0.3,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,LTCUSDT,1,273.9375,1.0,0.19462707649122357,0.19462707649122357,,,inf,0.19462707649122357,0.0
4h,n100_atr14_m2_vz1_cl0.7_cs0.3,stress,next_open,100,14,2.0,1.0,0.7,0.3,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,XRPUSDT,1,365.25,1.0,1.8731203284537283,1.8731203284537283,,,inf,1.8731203284537283,0.0
4h,n100_atr14_m2_vz1_cl0.8_cs0.2,stress,next_open,100,14,2.0,1.0,0.8,0.2,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,LTCUSDT,1,273.9375,1.0,0.19462707649122357,0.19462707649122357,,,inf,0.19462707649122357,0.0
4h,n100_atr14_m2_vz1_cl0.8_cs0.2,stress,next_open,100,14,2.0,1.0,0.8,0.2,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,XRPUSDT,1,365.25,1.0,1.8731203284537283,1.8731203284537283,,,inf,1.8731203284537283,0.0
4h,n100_atr14_m2_vz2_cl0.75_cs0.25,stress,next_open,100,14,2.0,2.0,0.75,0.25,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,LTCUSDT,1,273.9375,1.0,0.19462707649122357,0.19462707649122357,,,inf,0.19462707649122357,0.0
4h,n100_atr14_m2_vz2_cl0.75_cs0.25,stress,next_open,100,14,2.0,2.0,0.75,0.25,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,XRPUSDT,1,365.25,1.0,1.8731203284537283,1.8731203284537283,,,inf,1.8731203284537283,0.0
4h,n100_atr14_m2_vz2_cl0.7_cs0.3,stress,next_open,100,14,2.0,2.0,0.7,0.3,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,LTCUSDT,1,273.9375,1.0,0.19462707649122357,0.19462707649122357,,,inf,0.19462707649122357,0.0
4h,n100_atr14_m2_vz2_cl0.7_cs0.3,stress,next_open,100,14,2.0,2.0,0.7,0.3,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,XRPUSDT,1,365.25,1.0,1.8731203284537283,1.8731203284537283,,,inf,1.8731203284537283,0.0
4h,n100_atr14_m2_vz2_cl0.8_cs0.2,stress,next_open,100,14,2.0,2.0,0.8,0.2,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,LTCUSDT,1,273.9375,1.0,0.19462707649122357,0.19462707649122357,,,inf,0.19462707649122357,0.0
4h,n100_atr14_m2_vz2_cl0.8_cs0.2,stress,next_open,100,14,2.0,2.0,0.8,0.2,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,XRPUSDT,1,365.25,1.0,1.8731203284537283,1.8731203284537283,,,inf,1.8731203284537283,0.0
4h,n20_atr14_m1.2_vz1.5_cl0.75_cs0.25,stress,next_open,20,14,1.2,1.5,0.75,0.25,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,ADAUSDT,1,273.9375,0.0,-0.15698082711863942,-0.15698082711863942,,,0.0,0.0,-0.15698082711863942
4h,n20_atr14_m1.2_vz1.5_cl0.75_cs0.25,stress,next_open,20,14,1.2,1.5,0.75,0.25,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,AVAXUSDT,1,365.25,0.0,-1.0830076542417781,-1.0830076542417781,,,0.0,0.0,-1.0830076542417781
4h,n20_atr14_m1.2_vz1.5_cl0.75_cs0.25,stress,next_open,20,14,1.2,1.5,0.75,0.25,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,BNBUSDT,2,51.56470588235294,0.5,-0.07313151213924313,-0.14626302427848625,,,0.7364500218353408,0.40870960481088103,-0.5549726290893673
4h,n20_atr14_m1.2_vz1.5_cl0.75_cs0.25,stress,next_open,20,14,1.2,1.5,0.75,0.25,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,BTCUSDT,2,3.1441893830703016,0.0,-0.7474309402053654,-1.4948618804107308,,,0.0,0.0,-0.7474309402053654
4h,n20_atr14_m1.2_vz1.5_cl0.75_cs0.25,stress,next_open,20,14,1.2,1.5,0.75,0.25,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,ETHUSDT,2,7.080775444264944,1.0,1.08682357860225,2.1736471572045,,,inf,1.08682357860225,0.0
4h,n20_atr14_m1.2_vz1.5_cl0.75_cs0.25,stress,next_open,20,14,1.2,1.5,0.75,0.25,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,LINKUSDT,4,7.723348017621145,0.75,0.9829556377960961,3.9318225511843843,,,4.618296737590998,1.6728242206959019,-1.0866501109033215
4h,n20_atr14_m1.2_vz1.5_cl0.75_cs0.25,stress,next_open,20,14,1.2,1.5,0.75,0.25,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,LTCUSDT,4,6.13006993006993,0.5,-0.4121590690450986,-1.6486362761803943,,,0.2790248311505734,0.3190196267952304,-1.1433377648854275
4h,n20_atr14_m1.2_vz1.5_cl0.75_cs0.25,stress,next_open,20,14,1.2,1.5,0.75,0.25,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,SOLUSDT,3,10.725122349102772,0.6666666666666666,0.9050006182460111,2.7150018547380332,,,3.454859914680125,1.9104860159482575,-1.1059701771584818
4h,n20_atr14_m1.2_vz1.5_cl0.75_cs0.25,stress,next_open,20,14,1.2,1.5,0.75,0.25,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,XRPUSDT,5,7.208881578947368,0.4,-0.05695510413760489,-0.2847755206880245,,,0.8807616809989998,1.051756551123661,-0.7960962076451156
4h,n20_atr14_m1.2_vz1.5_cl0.7_cs0.3,stress,next_open,20,14,1.2,1.5,0.7,0.3,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,ADAUSDT,1,273.9375,0.0,-0.15698082711863942,-0.15698082711863942,,,0.0,0.0,-0.15698082711863942
4h,n20_atr14_m1.2_vz1.5_cl0.7_cs0.3,stress,next_open,20,14,1.2,1.5,0.7,0.3,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,AVAXUSDT,1,365.25,0.0,-1.0830076542417781,-1.0830076542417781,,,0.0,0.0,-1.0830076542417781
4h,n20_atr14_m1.2_vz1.5_cl0.7_cs0.3,stress,next_open,20,14,1.2,1.5,0.7,0.3,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,BNBUSDT,2,51.56470588235294,0.5,-0.07313151213924313,-0.14626302427848625,,,0.7364500218353408,0.40870960481088103,-0.5549726290893673
4h,n20_atr14_m1.2_vz1.5_cl0.7_cs0.3,stress,next_open,20,14,1.2,1.5,0.7,0.3,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,BTCUSDT,2,3.1441893830703016,0.0,-0.7474309402053654,-1.4948618804107308,,,0.0,0.0,-0.7474309402053654
4h,n20_atr14_m1.2_vz1.5_cl0.7_cs0.3,stress,next_open,20,14,1.2,1.5,0.7,0.3,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,ETHUSDT,2,7.080775444264944,1.0,1.08682357860225,2.1736471572045,,,inf,1.08682357860225,0.0
4h,n20_atr14_m1.2_vz1.5_cl0.7_cs0.3,stress,next_open,20,14,1.2,1.5,0.7,0.3,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,LINKUSDT,4,7.723348017621145,0.75,0.9829556377960961,3.9318225511843843,,,4.618296737590998,1.6728242206959019,-1.0866501109033215
4h,n20_atr14_m1.2_vz1.5_cl0.7_cs0.3,stress,next_open,20,14,1.2,1.5,0.7,0.3,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,LTCUSDT,4,6.13006993006993,0.5,-0.4121590690450986,-1.6486362761803943,,,0.2790248311505734,0.3190196267952304,-1.1433377648854275
4h,n20_atr14_m1.2_vz1.5_cl0.7_cs0.3,stress,next_open,20,14,1.2,1.5,0.7,0.3,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,SOLUSDT,3,10.725122349102772,0.6666666666666666,0.9050006182460111,2.7150018547380332,,,3.454859914680125,1.9104860159482575,-1.1059701771584818
4h,n20_atr14_m1.2_vz1.5_cl0.7_cs0.3,stress,next_open,20,14,1.2,1.5,0.7,0.3,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,XRPUSDT,6,8.650657894736842,0.5,0.25502096124011137,1.530125767440668,,,1.6406787491036379,1.306138130125338,-0.7960962076451156
4h,n20_atr14_m1.2_vz1.5_cl0.8_cs0.2,stress,next_open,20,14,1.2,1.5,0.8,0.2,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,ADAUSDT,1,273.9375,0.0,-0.15698082711863942,-0.15698082711863942,,,0.0,0.0,-0.15698082711863942
4h,n20_atr14_m1.2_vz1.5_cl0.8_cs0.2,stress,next_open,20,14,1.2,1.5,0.8,0.2,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,AVAXUSDT,1,365.25,0.0,-1.0830076542417781,-1.0830076542417781,,,0.0,0.0,-1.0830076542417781
4h,n20_atr14_m1.2_vz1.5_cl0.8_cs0.2,stress,next_open,20,14,1.2,1.5,0.8,0.2,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,BNBUSDT,2,51.56470588235294,0.5,-0.07313151213924313,-0.14626302427848625,,,0.7364500218353408,0.40870960481088103,-0.5549726290893673
4h,n20_atr14_m1.2_vz1.5_cl0.8_cs0.2,stress,next_open,20,14,1.2,1.5,0.8,0.2,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,BTCUSDT,1,273.9375,0.0,-0.3736339457177573,-0.3736339457177573,,,0.0,0.0,-0.3736339457177573
4h,n20_atr14_m1.2_vz1.5_cl0.8_cs0.2,stress,next_open,20,14,1.2,1.5,0.8,0.2,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,ETHUSDT,2,7.080775444264944,1.0,1.08682357860225,2.1736471572045,,,inf,1.08682357860225,0.0
4h,n20_atr14_m1.2_vz1.5_cl0.8_cs0.2,stress,next_open,20,14,1.2,1.5,0.8,0.2,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,LINKUSDT,4,7.723348017621145,0.75,0.9829556377960961,3.9318225511843843,,,4.618296737590998,1.6728242206959019,-1.0866501109033215
4h,n20_atr14_m1.2_vz1.5_cl0.8_cs0.2,stress,next_open,20,14,1.2,1.5,0.8,0.2,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,LTCUSDT,3,4.597552447552448,0.6666666666666666,-0.1733520187593175,-0.5200560562779525,,,0.5509384660775087,0.3190196267952304,-1.1580953098684132
4h,n20_atr14_m1.2_vz1.5_cl0.8_cs0.2,stress,next_open,20,14,1.2,1.5,0.8,0.2,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,SOLUSDT,1,365.25,1.0,1.8806668837218548,1.8806668837218548,,,inf,1.8806668837218548,0.0
4h,n20_atr14_m1.2_vz1.5_cl0.8_cs0.2,stress,next_open,20,14,1.2,1.5,0.8,0.2,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,XRPUSDT,5,7.208881578947368,0.4,-0.05695510413760489,-0.2847755206880245,,,0.8807616809989998,1.051756551123661,-0.7960962076451156
4h,n20_atr14_m1.2_vz1_cl0.75_cs0.25,stress,next_open,20,14,1.2,1.0,0.75,0.25,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,ADAUSDT,2,7.596187175043328,0.0,-0.6262970358785475,-1.252594071757095,,,0.0,0.0,-0.6262970358785475
4h,n20_atr14_m1.2_vz1_cl0.75_cs0.25,stress,next_open,20,14,1.2,1.0,0.75,0.25,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,AVAXUSDT,2,3.5576298701298703,0.0,-1.0858081654875433,-2.1716163309750867,,,0.0,0.0,-1.0858081654875433
4h,n20_atr14_m1.2_vz1_cl0.75_cs0.25,stress,next_open,20,14,1.2,1.0,0.75,0.25,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,BNBUSDT,2,51.56470588235294,0.5,-0.07313151213924313,-0.14626302427848625,,,0.7364500218353408,0.40870960481088103,-0.5549726290893673
4h,n20_atr14_m1.2_vz1_cl0.75_cs0.25,stress,next_open,20,14,1.2,1.0,0.75,0.25,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,BTCUSDT,2,3.1441893830703016,0.0,-0.7474309402053654,-1.4948618804107308,,,0.0,0.0,-0.7474309402053654
4h,n20_atr14_m1.2_vz1_cl0.75_cs0.25,stress,next_open,20,14,1.2,1.0,0.75,0.25,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,ETHUSDT,2,7.080775444264944,1.0,1.08682357860225,2.1736471572045,,,inf,1.08682357860225,0.0
4h,n20_atr14_m1.2_vz1_cl0.75_cs0.25,stress,next_open,20,14,1.2,1.0,0.75,0.25,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,LINKUSDT,5,8.422367409684858,0.6,0.5722635803886521,2.8613179019432606,,,2.3264314433108466,1.6728242206959019,-1.0785773800722227
4h,n20_atr14_m1.2_vz1_cl0.75_cs0.25,stress,next_open,20,14,1.2,1.0,0.75,0.25,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,LTCUSDT,5,6.290183696900114,0.4,-0.554643128516078,-2.7732156425803898,,,0.18703945410431297,0.3190196267952304,-1.1370849653902837
4h,n20_atr14_m1.2_vz1_cl0.75_cs0.25,stress,next_open,20,14,1.2,1.0,0.75,0.25,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,SOLUSDT,4,14.300163132137031,0.75,0.8638301679193504,3.4553206716774016,,,4.124243983282621,1.5204302829452943,-1.1059701771584818
4h,n20_atr14_m1.2_vz1_cl0.75_cs0.25,stress,next_open,20,14,1.2,1.0,0.75,0.25,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,XRPUSDT,7,10.092434210526315,0.2857142857142857,-0.3639302865041139,-2.547512005528797,,,0.4522687049636491,1.051756551123661,-0.9302050215552239
4h,n20_atr14_m1.2_vz1_cl0.7_cs0.3,stress,next_open,20,14,1.2,1.0,0.7,0.3,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,ADAUSDT,2,7.596187175043328,0.0,-0.6262970358785475,-1.252594071757095,,,0.0,0.0,-0.6262970358785475
4h,n20_atr14_m1.2_vz1_cl0.7_cs0.3,stress,next_open,20,14,1.2,1.0,0.7,0.3,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,AVAXUSDT,2,3.5576298701298703,0.0,-1.0858081654875433,-2.1716163309750867,,,0.0,0.0,-1.0858081654875433
4h,n20_atr14_m1.2_vz1_cl0.7_cs0.3,stress,next_open,20,14,1.2,1.0,0.7,0.3,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,BNBUSDT,3,3.4970744680851062,0.6666666666666666,0.5446482897246007,1.6339448691738019,,,3.9441900078115157,1.0944587491315845,-0.5549726290893673
4h,n20_atr14_m1.2_vz1_cl0.7_cs0.3,stress,next_open,20,14,1.2,1.0,0.7,0.3,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,BTCUSDT,3,3.6976940382452193,0.0,-0.9076414671203535,-2.7229244013610607,,,0.0,0.0,-0.9076414671203535
4h,n20_atr14_m1.2_vz1_cl0.7_cs0.3,stress,next_open,20,14,1.2,1.0,0.7,0.3,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,ETHUSDT,2,7.080775444264944,1.0,1.08682357860225,2.1736471572045,,,inf,1.08682357860225,0.0
4h,n20_atr14_m1.2_vz1_cl0.7_cs0.3,stress,next_open,20,14,1.2,1.0,0.7,0.3,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,LINKUSDT,6,10.106840891621829,0.5,0.2955071140816404,1.7730426844898424,,,1.5463198086936316,1.6728242206959019,-1.0818099925326212
4h,n20_atr14_m1.2_vz1_cl0.7_cs0.3,stress,next_open,20,14,1.2,1.0,0.7,0.3,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,LTCUSDT,5,6.290183696900114,0.4,-0.554643128516078,-2.7732156425803898,,,0.18703945410431297,0.3190196267952304,-1.1370849653902837
4h,n20_atr14_m1.2_vz1_cl0.7_cs0.3,stress,next_open,20,14,1.2,1.0,0.7,0.3,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,SOLUSDT,5,17.875203915171287,0.8,0.7506901703180141,3.7534508515900704,,,4.39380837667218,1.214855257187138,-1.1059701771584818
4h,n20_atr14_m1.2_vz1_cl0.7_cs0.3,stress,next_open,20,14,1.2,1.0,0.7,0.3,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,XRPUSDT,8,11.534210526315789,0.375,-0.09157633967501311,-0.7326107174001049,,,0.8424840329983938,1.306138130125338,-0.9302050215552239
4h,n20_atr14_m1.2_vz1_cl0.8_cs0.2,stress,next_open,20,14,1.2,1.0,0.8,0.2,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,ADAUSDT,2,7.596187175043328,0.0,-0.6262970358785475,-1.252594071757095,,,0.0,0.0,-0.6262970358785475
4h,n20_atr14_m1.2_vz1_cl0.8_cs0.2,stress,next_open,20,14,1.2,1.0,0.8,0.2,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,AVAXUSDT,1,365.25,0.0,-1.0830076542417781,-1.0830076542417781,,,0.0,0.0,-1.0830076542417781
4h,n20_atr14_m1.2_vz1_cl0.8_cs0.2,stress,next_open,20,14,1.2,1.0,0.8,0.2,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,BNBUSDT,2,51.56470588235294,0.5,-0.07313151213924313,-0.14626302427848625,,,0.7364500218353408,0.40870960481088103,-0.5549726290893673
4h,n20_atr14_m1.2_vz1_cl0.8_cs0.2,stress,next_open,20,14,1.2,1.0,0.8,0.2,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,BTCUSDT,1,273.9375,0.0,-0.3736339457177573,-0.3736339457177573,,,0.0,0.0,-0.3736339457177573
4h,n20_atr14_m1.2_vz1_cl0.8_cs0.2,stress,next_open,20,14,1.2,1.0,0.8,0.2,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,ETHUSDT,2,7.080775444264944,1.0,1.08682357860225,2.1736471572045,,,inf,1.08682357860225,0.0
4h,n20_atr14_m1.2_vz1_cl0.8_cs0.2,stress,next_open,20,14,1.2,1.0,0.8,0.2,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,LINKUSDT,5,8.422367409684858,0.6,0.5722635803886521,2.8613179019432606,,,2.3264314433108466,1.6728242206959019,-1.0785773800722227
4h,n20_atr14_m1.2_vz1_cl0.8_cs0.2,stress,next_open,20,14,1.2,1.0,0.8,0.2,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,LTCUSDT,4,5.032146957520092,0.5,-0.41115885566948707,-1.6446354226779483,,,0.2795138791452719,0.3190196267952304,-1.1413373381342045
4h,n20_atr14_m1.2_vz1_cl0.8_cs0.2,stress,next_open,20,14,1.2,1.0,0.8,0.2,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,SOLUSDT,2,9.405579399141631,1.0,1.3104928503306115,2.620985700661223,,,inf,1.3104928503306115,0.0
4h,n20_atr14_m1.2_vz1_cl0.8_cs0.2,stress,next_open,20,14,1.2,1.0,0.8,0.2,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,XRPUSDT,6,8.650657894736842,0.3333333333333333,-0.2362462583084706,-1.4174775498508236,,,0.5974208142227945,1.051756551123661,-0.8802476630245364
4h,n20_atr14_m1.2_vz2_cl0.75_cs0.25,stress,next_open,20,14,1.2,2.0,0.75,0.25,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,ADAUSDT,1,365.25,0.0,-1.0787979295007173,-1.0787979295007173,,,0.0,0.0,-1.0787979295007173
4h,n20_atr14_m1.2_vz2_cl0.75_cs0.25,stress,next_open,20,14,1.2,2.0,0.75,0.25,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,BNBUSDT,2,51.56470588235294,0.5,-0.07313151213924313,-0.14626302427848625,,,0.7364500218353408,0.40870960481088103,-0.5549726290893673
4h,n20_atr14_m1.2_vz2_cl0.75_cs0.25,stress,next_open,20,14,1.2,2.0,0.75,0.25,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,BTCUSDT,2,3.1441893830703016,0.0,-0.7474309402053654,-1.4948618804107308,,,0.0,0.0,-0.7474309402053654
4h,n20_atr14_m1.2_vz2_cl0.75_cs0.25,stress,next_open,20,14,1.2,2.0,0.75,0.25,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,ETHUSDT,1,365.25,1.0,1.8549694337618967,1.8549694337618967,,,inf,1.8549694337618967,0.0
4h,n20_atr14_m1.2_vz2_cl0.75_cs0.25,stress,next_open,20,14,1.2,2.0,0.75,0.25,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,LINKUSDT,3,5.792511013215859,1.0,1.6728242206959019,5.018472662087706,,,inf,1.6728242206959019,0.0
4h,n20_atr14_m1.2_vz2_cl0.75_cs0.25,stress,next_open,20,14,1.2,2.0,0.75,0.25,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,LTCUSDT,3,4.597552447552448,0.6666666666666666,-0.1733520187593175,-0.5200560562779525,,,0.5509384660775087,0.3190196267952304,-1.1580953098684132
4h,n20_atr14_m1.2_vz2_cl0.75_cs0.25,stress,next_open,20,14,1.2,2.0,0.75,0.25,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,SOLUSDT,1,365.25,0.0,-1.1059701771584818,-1.1059701771584818,,,0.0,0.0,-1.1059701771584818
4h,n20_atr14_m1.2_vz2_cl0.75_cs0.25,stress,next_open,20,14,1.2,2.0,0.75,0.25,8.0,10.0,8,True,50,1.5,True,200,10,True,3.0,XRPUSDT,4,5.7671052631578945,0.5,0.2042787185666533,0.8171148742666132,,,1.635195895402669,1.051756551123661,-0.6431991139903545
