timeframe,param_id,friction_case,entry_mode,n,atr_period,atr_mult,vol_z_min,close_loc_long_min,close_loc_short_max,taker_fee_bps_per_side,slippage_bps_per_side,max_hold_bars,use_room_filter,room_lookback,min_room_r,use_trend_filter,ema_period,ema_slope_lookback,use_overextension_filter,max_ema_distance_atr,total_trades,trades_per_year,win_rate,ev_per_trade_r,total_ev_r,max_drawdown_r,max_losing_streak,profit_factor,average_win_r,average_loss_r
1h,n20_atr14_m1.5_vz1_cl0.8_cs0.2,stress,next_close,20,14,1.5,1.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,73,77.56581818181817,0.1780821917808219,-0.7382578223802905,-53.89282103376121,-52.804575657084555,15,0.17983486526829554,0.9089921978573657,-1.0951619934317827
1h,n20_atr14_m1.5_vz2_cl0.8_cs0.2,stress,next_close,20,14,1.5,2.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,49,53.52448598130841,0.22448979591836735,-0.7516055060086833,-36.82866979442548,-35.571215643095066,11,0.20396985010351704,0.8578864481974887,-1.2175110716999438
1h,n20_atr14_m1.5_vz1.5_cl0.8_cs0.2,stress,next_close,20,14,1.5,1.5,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,65,69.06545454545454,0.16923076923076924,-0.762401103350062,-49.55607171775403,-48.46782634107737,14,0.15996439069362073,0.8578864481974887,-1.0924596786653038
1h,n100_atr14_m1.2_vz2_cl0.7_cs0.3,stress,next_open,100,14,1.2,2.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,14,15.572135515797488,0.35714285714285715,-0.018111972200853605,-0.25356761081195045,-5.7335869385376395,6,0.9671553797671217,1.4933299711956063,-0.8578019407544425
1h,n100_atr14_m2_vz2_cl0.7_cs0.3,stress,next_open,100,14,2.0,2.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,10,12.81766340108203,0.4,-0.0461400260897971,-0.46140026089797104,-3.992216549013964,4,0.92337322974245,1.3899993686194487,-1.0035662892292943
1h,n100_atr14_m2_vz1_cl0.7_cs0.3,stress,next_open,100,14,2.0,1.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,14,16.061248527679624,0.35714285714285715,-0.11822362882446429,-1.6551308035425,-5.192748168615427,4,0.8154128685539697,1.4623066578649637,-0.9962960103185909
1h,n100_atr14_m1.5_vz2_cl0.7_cs0.3,stress,next_open,100,14,1.5,2.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,12,13.347544727826417,0.3333333333333333,-0.1349484351991647,-1.6193812223899762,-5.192748168615427,5,0.774439921507904,1.3899993686194487,-0.8974223371084714
1h,n100_atr14_m2_vz1.5_cl0.7_cs0.3,stress,next_open,100,14,2.0,1.5,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,12,15.381196081298436,0.3333333333333333,-0.1788658059878285,-2.146389671853942,-3.992216549013964,4,0.7214791274954788,1.3899993686194487,-0.9632983932914672
1h,n20_atr14_m1.2_vz2_cl0.75_cs0.25,stress,next_open,20,14,1.2,2.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,69,75.39940164547494,0.37681159420289856,-0.1937112114392082,-13.366073589305365,-22.282035209836025,10,0.721771985439719,1.3336125224392923,-1.1172092830866736
1h,n20_atr14_m1.2_vz2_cl0.7_cs0.3,stress,next_open,20,14,1.2,2.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,78,85.21286141575274,0.3717948717948718,-0.19540173909091663,-15.241335649091496,-22.93064371759923,10,0.7190002866042332,1.344770631613673,-1.1069323258344492
1h,n20_atr14_m1.5_vz2_cl0.75_cs0.25,stress,next_open,20,14,1.5,2.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,64,70.36548350683557,0.359375,-0.24255716582137324,-15.523658612567887,-22.87058605060642,10,0.6599221999707946,1.3097267669111112,-1.113350591500572
1h,n20_atr14_m1.5_vz2_cl0.7_cs0.3,stress,next_open,20,14,1.5,2.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,71,78.042131661442,0.352112676056338,-0.2547484892201314,-18.087142734629328,-23.947393785596294,9,0.6435266983956104,1.3060792149133937,-1.103024415379656
1h,n100_atr14_m2_vz2_cl0.75_cs0.25,stress,next_open,100,14,2.0,2.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,9,11.535897060973827,0.3333333333333333,-0.2601303570794867,-2.34117321371538,-3.992216549013964,4,0.61119106948193,1.2267415072201286,-1.0035662892292943
1h,n20_atr14_m2_vz2_cl0.8_cs0.2,stress,next_open,20,14,2.0,2.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,33,36.28220243321209,0.3333333333333333,-0.27111305591371393,-8.94673084515256,-12.2664415682821,11,0.6326202940230083,1.400553310555087,-1.1069462391481144
1h,n20_atr14_m1.2_vz2_cl0.8_cs0.2,stress,next_open,20,14,1.2,2.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,53,57.915482423335824,0.3584905660377358,-0.2716899426084089,-14.399566958245671,-16.96121224340486,13,0.6297173721092558,1.288867188900685,-1.1437659866870202
1h,n100_atr14_m2_vz1_cl0.75_cs0.25,stress,next_open,100,14,2.0,1.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,13,14.91401648998822,0.3076923076923077,-0.2719156735661468,-3.534903756359909,-5.286439571206934,4,0.60577270211652,1.3579400841268527,-0.9962960103185909
1h,n20_atr14_m2_vz2_cl0.75_cs0.25,stress,next_open,20,14,2.0,2.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,44,48.37626991094945,0.3409090909090909,-0.27296024898303256,-12.010250955253433,-17.432335907257496,9,0.640345260584867,1.425572256721906,-1.151511545037311
1h,n20_atr14_m1.2_vz1_cl0.7_cs0.3,stress,next_open,20,14,1.2,1.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,135,141.23523093447906,0.34074074074074073,-0.28007076215010757,-37.80955289026452,-40.24080585868492,9,0.6073889506886142,1.271592856190277,-1.0820542053372726
1h,n20_atr14_m1.2_vz1.5_cl0.7_cs0.3,stress,next_open,20,14,1.2,1.5,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,104,110.49133438371106,0.33653846153846156,-0.2881449563152196,-29.967075456782837,-30.701641701572115,7,0.6019242107162122,1.2946499656151782,-1.0910119457002039
1h,n20_atr14_m1.2_vz1.5_cl0.75_cs0.25,stress,next_open,20,14,1.2,1.5,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,91,96.70335798278579,0.34065934065934067,-0.2896950290669332,-26.362247645090918,-29.629339669967127,7,0.5973434364493463,1.2615662293657715,-1.0911800125904974
1h,n20_atr14_m1.2_vz1_cl0.75_cs0.25,stress,next_open,20,14,1.2,1.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,115,120.31149301825994,0.33043478260869563,-0.2906267564348167,-33.42207699000392,-36.758713712511074,8,0.5972041973550241,1.3040305137038222,-1.0776004741655734
1h,n100_atr14_m1.2_vz1.5_cl0.7_cs0.3,stress,next_open,100,14,1.2,1.5,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,23,25.5827940616673,0.2608695652173913,-0.3078477175829411,-7.080497504407645,-7.30543813688465,6,0.5525062684033881,1.4570108206291088,-0.9307389663636645
1h,n20_atr14_m1.5_vz1_cl0.7_cs0.3,stress,next_open,20,14,1.5,1.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,107,112.25011967448539,0.32710280373831774,-0.31033494889526947,-33.205839531793835,-37.76486154631392,10,0.5668519937300966,1.2415944975333595,-1.064745096464742
1h,n20_atr14_m2_vz2_cl0.7_cs0.3,stress,next_open,20,14,2.0,2.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,48,52.760877742946704,0.3333333333333333,-0.3167839642282197,-15.205630282954544,-19.333271166932366,7,0.5917690102558583,1.3776239752921717,-1.1639879339884154
1h,n20_atr14_m1.5_vz2_cl0.8_cs0.2,stress,next_open,20,14,1.5,2.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,49,53.873573309920985,0.3469387755102041,-0.31691456766420406,-15.528813815545998,-17.549763084175257,13,0.5744996385815679,1.2333296947417158,-1.140481832067349
1h,n100_atr14_m1.5_vz2_cl0.75_cs0.25,stress,next_open,100,14,1.5,2.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,11,12.235249333840883,0.2727272727272727,-0.31810492501885324,-3.4991541752073854,-5.192748168615427,5,0.5126104468156832,1.2267415072201286,-0.8974223371084714
1h,n20_atr14_m1.5_vz1_cl0.75_cs0.25,stress,next_open,20,14,1.5,1.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,95,99.6613212063188,0.3157894736842105,-0.3237803226146359,-30.75913064839041,-34.15778318758999,10,0.5554281115309642,1.280969121942102,-1.0644339124100533
1h,n100_atr14_m1.5_vz1.5_cl0.7_cs0.3,stress,next_open,100,14,1.5,1.5,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,19,21.133612485725163,0.2631578947368421,-0.3250425951869262,-6.175809308551598,-6.441007732527945,5,0.5253474747139502,1.367082508454883,-0.9293729893447152
1h,n20_atr14_m1.5_vz1.5_cl0.7_cs0.3,stress,next_open,20,14,1.5,1.5,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,90,95.61750090898073,0.32222222222222224,-0.3259053759041449,-29.331483831373045,-29.718629030912204,10,0.5549331847417419,1.2611057856327608,-1.0803860920446413
1h,n100_atr14_m1.2_vz2_cl0.75_cs0.25,stress,next_open,100,14,1.2,2.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,12,13.347544727826417,0.25,-0.33666607876079974,-4.039992945129597,-5.7335869385376395,6,0.4766995926593503,1.2267415072201286,-0.8578019407544425
1h,n20_atr14_m1.5_vz1.5_cl0.75_cs0.25,stress,next_open,20,14,1.5,1.5,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,81,86.07661534731483,0.32098765432098764,-0.3391510194350826,-27.47123257424169,-29.169290416625785,10,0.5393458275543238,1.2370780806405142,-1.084277503107183
1h,n20_atr14_m2_vz1.5_cl0.75_cs0.25,stress,next_open,20,14,2.0,1.5,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,49,53.873573309920985,0.30612244897959184,-0.340717422332495,-16.695153694292255,-20.37312737592394,10,0.5615623108694301,1.425572256721906,-1.1199628689741425
1h,n20_atr14_m2_vz1.5_cl0.7_cs0.3,stress,next_open,20,14,2.0,1.5,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,55,60.4551724137931,0.3090909090909091,-0.348860002855696,-19.18730015706328,-21.629584940245703,7,0.5549125492559238,1.407162150440715,-1.1344488609093535
1h,n20_atr14_m2_vz1.5_cl0.8_cs0.2,stress,next_open,20,14,2.0,1.5,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,38,41.779505832183624,0.2894736842105263,-0.35872719958398375,-13.631633584191382,-16.951344307320916,13,0.5305542727165976,1.400553310555087,-1.0754711111221236
1h,n100_atr14_m2_vz1.5_cl0.75_cs0.25,stress,next_open,100,14,2.0,1.5,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,11,14.099429741190233,0.2727272727272727,-0.36601478406103194,-4.026162624671351,-4.019943005069889,4,0.47755510484730623,1.2267415072201286,-0.9632983932914672
1h,n20_atr14_m2_vz1_cl0.75_cs0.25,stress,next_open,20,14,2.0,1.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,53,58.27141602909821,0.3018867924528302,-0.376535125029745,-19.956361626576484,-24.340219203305118,12,0.5253664412283433,1.3805917341203457,-1.136373766824379
1h,n20_atr14_m2_vz1_cl0.8_cs0.2,stress,next_open,20,14,2.0,1.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,41,45.07788787156654,0.2926829268292683,-0.3788932088104793,-15.53462156122965,-18.854332284359185,14,0.5091218155860281,1.3426641926002416,-1.0912617887045706
1h,n20_atr14_m2_vz1_cl0.7_cs0.3,stress,next_open,20,14,2.0,1.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,59,64.85191222570533,0.3050847457627119,-0.38048318795504255,-22.44850808934751,-25.537921598049905,7,0.5231447604650619,1.368202247366061,-1.1481987449252833
1h,n20_atr14_m1.2_vz1_cl0.8_cs0.2,stress,next_open,20,14,1.2,1.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,90,95.37475822050291,0.3111111111111111,-0.3867553022792327,-34.807977205130946,-36.58773159767303,13,0.493322983833849,1.2103776615769903,-1.1080411569239788
1h,n100_atr14_m2_vz1_cl0.8_cs0.2,stress,next_open,100,14,2.0,1.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,12,13.76678445229682,0.25,-0.3941013130299926,-4.729215756359911,-6.480751571206936,5,0.4725780170440596,1.412482778835803,-0.9962960103185909
1h,n50_atr14_m2_vz1_cl0.75_cs0.25,stress,next_open,50,14,2.0,1.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,33,36.28220243321209,0.2727272727272727,-0.4082352147255716,-13.471762085943864,-15.914046869126285,9,0.4805830750143994,1.3849505597721228,-1.080679880162207
1h,n20_atr14_m1.2_vz1.5_cl0.8_cs0.2,stress,next_open,20,14,1.2,1.5,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,72,76.51254697539096,0.3055555555555556,-0.41298366965319055,-29.734824215029718,-29.799540017300377,11,0.45980745573078197,1.1504562766100863,-1.1008972460090325
1h,n20_atr14_m1.5_vz1_cl0.8_cs0.2,stress,next_open,20,14,1.5,1.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,73,77.57522123893806,0.3013698630136986,-0.4133105776927575,-30.171672171571295,-30.062325906374657,11,0.459125374616823,1.1641565546623953,-1.0937865955714507
1h,n100_atr14_m1.5_vz1_cl0.7_cs0.3,stress,next_open,100,14,1.5,1.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,26,27.6865889212828,0.23076923076923078,-0.41581286623789765,-10.81113452218534,-10.771309140211631,6,0.44266994890931755,1.43115805952024,-0.9699041439653391
1h,n50_atr14_m2_vz1_cl0.8_cs0.2,stress,next_open,50,14,2.0,1.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,27,29.68543835444626,0.25925925925925924,-0.4164930455495001,-11.245312229836504,-13.687597013018923,11,0.45589755492920037,1.3460465018890744,-1.0333818871530012
1h,n50_atr14_m2_vz1_cl0.7_cs0.3,stress,next_open,50,14,2.0,1.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,37,40.66984326018809,0.2702702702702703,-0.4174531949911818,-15.445768214673725,-17.88805299785615,9,0.4815133154268554,1.4344327990766514,-1.1033368964977865
1h,n100_atr14_m1.2_vz1_cl0.7_cs0.3,stress,next_open,100,14,1.2,1.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,36,38.33527696793003,0.25,-0.4297444455010647,-15.47080003803833,-15.10070361374951,8,0.42170993052433836,1.2535404622790367,-0.9908394147610985
1h,n20_atr14_m1.5_vz1.5_cl0.8_cs0.2,stress,next_open,20,14,1.5,1.5,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,64,68.01115286701419,0.296875,-0.43748208755127105,-27.998853603281347,-27.522873389022077,10,0.4310254398042501,1.1163405585597628,-1.0935405381314853
1h,n50_atr14_m1.2_vz1_cl0.7_cs0.3,stress,next_open,50,14,1.2,1.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,86,91.36783420191492,0.27906976744186046,-0.4390449494382128,-37.7578656516863,-40.36306093509189,15,0.420269383330076,1.1405063588301734,-1.0504841655421042
1h,n100_atr14_m2_vz2_cl0.8_cs0.2,stress,next_open,100,14,2.0,2.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,8,22.150347441566645,0.25,-0.44193565171442273,-3.535485213715382,-3.992216549013964,4,0.4128464238553161,1.242956260830192,-1.0035662892292943
1h,n100_atr14_m1.5_vz1.5_cl0.75_cs0.25,stress,next_open,100,14,1.5,1.5,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,18,20.021317091739625,0.2222222222222222,-0.4475323478538338,-8.055582261369008,-8.320780685345353,7,0.3808742673265846,1.2389098973642514,-0.9293729893447152
1h,n50_atr14_m1.2_vz1.5_cl0.7_cs0.3,stress,next_open,50,14,1.2,1.5,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,64,67.99466731305297,0.25,-0.47111172848784516,-30.15115062322209,-29.06295062427599,15,0.38349691342477815,1.1722237743006434,-1.0188902294173412
1h,n100_atr14_m1.5_vz1_cl0.75_cs0.25,stress,next_open,100,14,1.5,1.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,24,25.556851311953352,0.20833333333333334,-0.4774934917231288,-11.459843801355092,-11.420018419381382,7,0.36919515130003877,1.3414350808608062,-0.9561589055610065
1h,n50_atr14_m1.5_vz2_cl0.8_cs0.2,stress,next_open,50,14,1.5,2.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,29,30.8175536428658,0.27586206896551724,-0.47914930861537536,-13.895329949845886,-12.924705841056683,6,0.3267204159234776,0.8428682689886111,-0.9827750524645131
1h,n50_atr14_m1.5_vz1_cl0.7_cs0.3,stress,next_open,50,14,1.5,1.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,68,72.24433402011877,0.2647058823529412,-0.48072477754500487,-32.68928487306033,-33.085154920997155,12,0.36912807795131536,1.0625975180870908,-1.036320803972559
1h,n50_atr14_m1.5_vz1.5_cl0.7_cs0.3,stress,next_open,50,14,1.5,1.5,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,55,58.43291722215489,0.2545454545454545,-0.48160960176970935,-26.488528097334015,-25.40032809838791,12,0.36204255723808065,1.073736473740936,-1.012703383651393
1h,n50_atr14_m1.2_vz1_cl0.75_cs0.25,stress,next_open,50,14,1.2,1.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,74,78.63789550248515,0.25675675675675674,-0.48331647470398864,-35.76541912809516,-36.29018170386051,12,0.36905819224496456,1.1010708424554039,-1.0306502751772333
1h,n50_atr14_m1.2_vz2_cl0.8_cs0.2,stress,next_open,50,14,1.2,2.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,30,31.880227906412898,0.26666666666666666,-0.49935010100861843,-14.980503030258554,-13.895329949845886,6,0.31039942577093627,0.8428682689886111,-0.9874295082803383
1h,n50_atr14_m2_vz1.5_cl0.7_cs0.3,stress,next_open,50,14,2.0,1.5,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,33,36.27310344827586,0.24242424242424243,-0.5035313214056268,-16.616533606385687,-15.458694428745968,8,0.39268692872073857,1.3430255037430463,-1.0944295054532023
1h,n100_atr14_m1.5_vz1_cl0.8_cs0.2,stress,next_open,100,14,1.5,1.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,19,20.232507288629737,0.21052631578947367,-0.503936002025033,-9.574784038475626,-10.130709866370045,6,0.3653891983632123,1.3782158510760072,-1.005843162851977
1h,n50_atr14_m2_vz1.5_cl0.75_cs0.25,stress,next_open,50,14,2.0,1.5,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,29,31.88435971403487,0.2413793103448276,-0.5049147406088216,-14.642527477655827,-13.484688300016106,8,0.3770981710147007,1.2663472967324232,-1.0684981161264904
1h,n50_atr14_m1.5_vz1_cl0.8_cs0.2,stress,next_open,50,14,1.5,1.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,48,51.00836465026064,0.2708333333333333,-0.5092528513500697,-24.444136864803347,-23.565893142575177,7,0.3246370828656601,0.903841484975223,-1.0341164619851786
1h,n50_atr14_m1.2_vz1_cl0.8_cs0.2,stress,next_open,50,14,1.2,1.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,60,63.760455812825796,0.26666666666666666,-0.510524651071606,-30.631479064296364,-31.207658539439382,9,0.3439810381781781,1.0038436941868838,-1.0612040493474206
1h,n100_atr14_m1.5_vz2_cl0.8_cs0.2,stress,next_open,100,14,1.5,2.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,9,18.748574144486692,0.2222222222222222,-0.5137428014068316,-4.623685212661484,-5.192748168615427,5,0.3496558616332879,1.242956260830192,-1.0156568191888382
1h,n100_atr14_m1.2_vz1.5_cl0.75_cs0.25,stress,next_open,100,14,1.2,1.5,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,21,23.35820327369623,0.19047619047619047,-0.5174725161297757,-10.86692283872529,-10.97303483977919,8,0.3132008239468398,1.2389098973642514,-0.9307389663636645
1h,n100_atr14_m2_vz1.5_cl0.8_cs0.2,stress,next_open,100,14,2.0,1.5,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,10,14.486861675756073,0.2,-0.5220474624671353,-5.220474624671353,-4.019943005069889,4,0.3225782035676323,1.242956260830192,-0.9632983932914672
1h,n50_atr14_m1.5_vz1_cl0.75_cs0.25,stress,next_open,50,14,1.5,1.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,61,64.82313007637289,0.2459016393442623,-0.5235906330168778,-31.93902861402955,-30.850828615083444,10,0.3165373377668963,0.9861445886268989,-1.0158955965963703
1h,n100_atr14_m1.5_vz1.5_cl0.8_cs0.2,stress,next_open,100,14,1.5,1.5,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,14,17.302128859438884,0.21428571428571427,-0.5317503805785344,-7.444505328099481,-6.515391752075827,5,0.3356580110670782,1.2537758631523348,-1.0187120834142258
1h,n100_atr14_m1.2_vz1_cl0.75_cs0.25,stress,next_open,100,14,1.2,1.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,30,31.946064139941694,0.2,-0.5328418329956012,-15.985254989868034,-15.404590837972115,9,0.3130567952616701,1.214145183097764,-0.9695885870189423
1h,n50_atr14_m2_vz1.5_cl0.8_cs0.2,stress,next_open,50,14,2.0,1.5,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,23,25.287595635269035,0.21739130434782608,-0.5398294618064551,-12.416077621548466,-11.258238443908745,9,0.3192297637771311,1.1644403104802756,-1.0132377318861023
1h,n50_atr14_m1.5_vz2_cl0.7_cs0.3,stress,next_open,50,14,1.5,2.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,42,44.621500424191005,0.23809523809523808,-0.5436798133381363,-22.834552160201724,-21.86392805141252,12,0.3006601862174031,0.98170311047263,-1.0203619770290007
1h,n50_atr14_m2_vz2_cl0.8_cs0.2,stress,next_open,50,14,2.0,2.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,20,21.989213595886117,0.2,-0.5441682483106309,-10.88336496621262,-9.7255257885729,8,0.3108749115889686,1.2274132732067236,-0.9870636286899697
1h,n50_atr14_m1.2_vz2_cl0.75_cs0.25,stress,next_open,50,14,1.2,2.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,39,41.444296278336765,0.23076923076923078,-0.5487534564460018,-21.401384801394073,-20.313184802447974,10,0.2705393758171527,0.8819175724343212,-0.9779547651100988
1h,n50_atr14_m1.5_vz2_cl0.75_cs0.25,stress,next_open,50,14,1.5,2.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,38,40.38162201478967,0.23684210526315788,-0.5489617376703122,-20.860546031471863,-19.889921922682664,10,0.2756202556752397,0.8819175724343212,-0.9930277304614054
1h,n50_atr14_m1.5_vz1.5_cl0.75_cs0.25,stress,next_open,50,14,1.5,1.5,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,49,52.07103891380773,0.22448979591836735,-0.550394602284712,-26.96933551195089,-25.881135513004793,13,0.28400741220934594,0.972520376018996,-0.9912384117936802
1h,n50_atr14_m1.2_vz1.5_cl0.75_cs0.25,stress,next_open,50,14,1.2,1.5,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,55,58.447084495090316,0.21818181818181817,-0.550977238060855,-30.30374809334702,-29.215548094400923,15,0.29226762862939054,1.0428617925954924,-0.9957695256858822
1h,n50_atr14_m1.2_vz2_cl0.7_cs0.3,stress,next_open,50,14,1.2,2.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,45,47.808750454490365,0.2222222222222222,-0.5691167390248026,-25.610253256116117,-24.52205325717001,13,0.2771036866595683,0.98170311047263,-1.0122081245954975
1h,n100_atr14_m1.2_vz2_cl0.8_cs0.2,stress,next_open,100,14,1.2,2.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,10,20.831749049429657,0.2,-0.570885829307415,-5.708858293074151,-6.2809481675615295,6,0.30335351382745335,1.242956260830192,-1.024346351841817
1h,n50_atr14_m1.5_vz1.5_cl0.8_cs0.2,stress,next_open,50,14,1.5,1.5,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,38,40.38162201478967,0.23684210526315788,-0.5732172629606471,-21.78225599250459,-20.694055993558486,9,0.2600570510454109,0.8506105123870414,-1.0150948484133782
1h,n50_atr14_m2_vz2_cl0.7_cs0.3,stress,next_open,50,14,2.0,2.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,29,31.876363636363635,0.20689655172413793,-0.5838530508888078,-16.931738475775425,-15.773899298135706,9,0.32043288591252583,1.3306230076073842,-1.0832815878878144
1h,n100_atr14_m1.2_vz1_cl0.8_cs0.2,stress,next_open,100,14,1.2,1.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,25,26.621720116618075,0.2,-0.585781181499161,-14.644529537479025,-14.115282284960774,8,0.2937320020900687,1.2181118197173166,-1.0367544318032804
1h,n50_atr14_m2_vz2_cl0.75_cs0.25,stress,next_open,50,14,2.0,2.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,25,27.486516994857645,0.2,-0.5983092938818225,-14.957732347045564,-13.799893169405843,10,0.2898135399700177,1.2207930185653793,-1.053084871993623
1h,n100_atr14_m1.2_vz1.5_cl0.8_cs0.2,stress,next_open,100,14,1.2,1.5,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,17,21.009727900747215,0.17647058823529413,-0.6353047185850719,-10.800180215946222,-9.715007135533554,6,0.25830618914761816,1.2537758631523348,-1.0401077003859447
1h,n50_atr14_m1.2_vz1.5_cl0.8_cs0.2,stress,next_open,50,14,1.2,1.5,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,43,45.69499333252515,0.20930232558139536,-0.6390144246355379,-27.47762025932813,-26.392447178915468,11,0.21789968352175734,0.8506105123870414,-1.0333269079650442
